TID,TH
TID_PAGE_FRIENDS_NO_FRIENDS,เชื่อมต่อกับโซเชียลเน็ตเวิร์คหรือค้นหาเพื่อนในเกมเพื่อเล่นกับพวกเขา!
TID_FRIENDS_TITLE,เพื่อน <COUNT> คน
TID_FRIENDS_TAB_1,เพื่อน
TID_FRIENDS_TAB_2,แนะนำ
TID_FRIENDS_TAB_3,คำเชิญ
TID_TOTAL,ทั้งหมด
TID_BRAWL_BOX_INFO_TITLE_2,ข้อมูลกล่องบรอว์
TID_BRAWL_BOX_INFO_TITLE_3,ข้อมูลกล่องยักษ์
TID_OFFER_ALSO_INCLUDES,ข้อเสนอยังรวมถึง
TID_OFFER_VALUE_TITLE,มูลค่า
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,ลาก<cff9900>แป้นควบคุมสีเหลือง</c>เพื่อเล็ง!
TID_HERO_STATS_TITLE,ค่าสถานะบรอว์เลอร์
TID_GATCHA_SCREEN_ITEMS_REMAINING,ไอเท็มที่เหลือ:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,โบนัสที่เหลือ:
TID_GATCHA_SCREEN_YOU_GOT,คุณมี:
TID_GATCHA_SCREEN_BONUSES,ไอเท็มโบนัส:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,ปลดล็อคแล้ว!
TID_HERO_LIST_ITEM_UPGRADE,อัปเกรด
TID_SHOP_CLAMIMED,รับแล้ว
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,รับไอเท็มนี้ไปแล้ว
TID_ONLINE,ออนไลน์
TID_LEADERBOARD,กระดานผู้นำ
TID_NOT_ENOUGH_TICKETS_INFO,\n\nตั๋วของคุณหมดแล้ว!
TID_HERO_LIST_NEW,ใหม่
TID_HAMMER_DUDE,แฟรงค์
TID_HOLD_PHONE_LIKE_THIS,ถืออุปกรณ์ของคุณแบบนี้
TID_HINT_FINGER_TAP_TAP,แตะ! แตะ!
TID_HINT_FINGER_DRAG,ลากเพื่อเล็ง
TID_MOVE_HERE,เคลื่อนที่มาที่นี่
TID_HINT_HEADER,เคล็ดลับ:
TID_HINT_0,คุณสามารถแตะ<ccc0033>แป้นควบคุมสีแดง</c>เพื่อใช้โจมตีทันใจใส่ศัตรูที่อยู่ใกล้ที่สุดได้
TID_HINT_1,คุณสามารถแตะ<cff9900>แป้นควบคุมสีเหลือง</c>เพื่อใช้ท่าไม้ตายโจมตีทันใจใส่ศัตรูที่อยู่ใกล้ที่สุดได้
TID_HINT_2,คุณสามารถลาก<ccc0033>แป้นควบคุมสีแดง</c>เพื่อเล็งการโจมตีปกติของคุณได้
TID_HINT_3,คุณสามารถลาก<cff9900>แป้นควบคุมสีเหลือง</c>เพื่อเล็งท่าไม้ตายของคุณได้
TID_HINT_4,คุณสามารถยกเลิกการเล็งเป้าได้ด้วยการลากแป้นควบคุมกลับมาตรงกลาง
TID_HINT_5,การจับคู่จะอ้างอิงจากถ้วยรางวัลของบรอว์เลอร์ที่คุณเล่นด้วย ทำให้การเพิ่มถ้วยรางวัลด้วยบรอว์เลอร์ที่เพิ่งถูกปลดล็อคมาใหม่ทำได้ง่าย
TID_HINT_6,การมีบรอว์เลอร์มากขึ้นจะทำให้การไต่อันดับเพิ่มถ้วยรางวัลรวมเป็นไปได้ง่ายและได้รับรางวัลเพิ่มขึ้น
TID_HINT_7,กระสุนของไพเพอร์จะสร้างความเสียหายเพิ่มขึ้นตามระยะทาง
TID_HINT_8,ท่าไม้ตายของบาร์ลีย์จะรุนแรงเป็นพิเศษเมื่อใช้ในระยะใกล้ เนื่องจากขวดจะตกลงในพื้นที่เล็กๆ
TID_HINT_9,ทุกครั้งที่กระสุนของริโคกระดอน กระสุนจะเดินทางได้ไกลขึ้น
TID_HINT_10,คุณสามารถใช้งาน<ccc0033>แป้นควบคุมสีแดง</c>ที่ใดก็ได้บนด้านขวาของหน้าจอเพื่อโจมตีได้
TID_HINT_11,ทั้งพลังโจมตีปกติและท่าไม้ตายจะมีการยิงสองโหมด: แตะเพื่อโจมตีทันใจและลากเพื่อเล็ง
TID_HINT_12,การเล็งเป้าเหมาะสำหรับการคุมเส้นทางของเป้าหมายที่กำลังเคลื่อนที่
TID_HINT_13,การโจมตีทันใจเหมาะสำหรับการโจมตีที่ต้องตอบสนองรวดเร็วเมื่อคุณไม่มีเวลาที่จะเล็ง
TID_HINT_14,การโจมตีทันใจใช้งานได้ดีกับศัตรูที่อยู่ใกล้กับคุณ
TID_HINT_15,เมื่อคุณซ่อนอยู่ในพุ่มไม้ ศัตรูจะยังคงเห็นคุณได้ถ้าพวกเขาอยู่ใกล้คุณมากพอ
TID_HINT_16,การโจมตีทันใจจะโจมตีไปหาศัตรูที่อยู่ใกล้ที่สุดโดยไม่คำนึงถึงการเคลื่อนที่ของศัตรู
TID_HINT_17,การเล็งเป้าเหมาะสำหรับการโจมตีเข้าไปในพุ่มไม้เพื่อตรวจหาศัตรู
TID_HINT_18,การโจมตีทันใจใช้งานได้ดีกับศัตรูที่ยืนนิ่ง
TID_HINT_19,การโจมตีทันใจใช้งานได้ดีกับศัตรูที่เคลื่อนที่ตรงเข้าหาคุณหรือออกจากคุณ
TID_HINT_20,เมื่อคุณอยู่ในพุ่มไม้ ศัตรูจะมองเห็นคุณถ้าคุณโจมตีหรือรับความเสียหาย
TID_HINT_21,คุณสามารถใช้พุ่มไม้เพื่อซ่อนตัวจากศัตรูและเพิ่มพลังชีวิตได้
TID_HINT_22,เมื่อคุณใช้โจมตีทันใจ อาวุธของคุณจะโจมตีออกไปแม้ไม่มีศัตรูอยู่ในระยะก็ตาม
TID_VS_TUTORIAL,เก็บ<c50d050>ลูกบาศก์พลัง</c>ทั้งหมด!
TID_USE_MANUAL_FIRE_TUTORIAL,ลาก<ccc0033>แป้นควบคุมสีแดง</c>เพื่อเล็ง!
TID_TUTORIAL_GOOD_JOB_2,เก่งมาก! <cff6633>แถบสีส้ม</c>จะแสดงกระสุนของคุณ ฉันจะใส่กระสุนให้เร็วที่สุดเท่าที่ทำได้
TID_TUTORIAL_GOOD_JOB_3,เก่งมาก! การโจมตีศัตรูจะชาร์จพลังให้กับ<cff9900>ท่าไม้ตาย</c>ของคุณ!
TID_TUTORIAL_GOOD_JOB_4,เก่งมาก!
TID_SPECTATE_PLAYER_BUTTON,ชม
TID_SPECTATE_FAILED,การเข้าชมล้มเหลว
TID_ACCOUNT_DISABLED_TEXT,บัญชีถูกปิดการใช้งาน
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,บัญชีนี้ถูกปิดการใช้เนื่องจากมีการขอให้ลบบัญชีและไม่สามารถกู้คืนได้อีกต่อไป
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,บัญชีนี้ถูกปิดการใช้งานเนื่องจากไม่มีความเคลื่อนไหวและไม่สามารถกู้คืนได้อีกต่อไป
TID_ACCOUNT_DELETION_WARNING_TITLE,คำเตือนการลบบัญชี
TID_ACCOUNT_DELETION_WARNING_TEXT,บัญชีของคุณจะถูกปิดการใช้งานในไม่ช้าตามคำขอของคุณ หากคุณเปลี่ยนใจ กรุณาติดต่อฝ่ายช่วยเหลือและสนับสนุนโดยเร็วที่สุดเพื่อยกเลิกคำขอลบบัญชี
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,บัญชีของคุณจะถูกปิดการใช้งานในไม่ช้าตามคำขอของคุณ หากคุณเปลี่ยนใจ กรุณาติดต่อฝ่ายช่วยเหลือและสนับสนุนโดยเร็วที่สุดเพื่อยกเลิกคำขอลบบัญชี
TID_ACCOUNT_DELETION_WARNING_CONTACT_PS,คุณร้องขอให้ลบบัญชีนี้ คุณมีเวลาเหลือ <time> เพื่อยกเลิกการลบ
TID_ACCOUNT_DELETION_WARNING_BUTTON_CONTACT_PS,ติดต่อฝ่ายสนับสนุน
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,คุณอยู่ในคลับนี้อยู่แล้ว!
TID_CONFIRM_CHANGE_CLAN_TITLE,เปลี่ยนคลับหรือไม่?
TID_CONFIRM_CHANGE_CLAN,คุณอยู่ในคลับอยู่แล้ว! คุณต้องการจะเปลี่ยนคลับจริงหรือไม่?
TID_CONFIRM_CLAN_FULL_TITLE,คลับเต็ม!
TID_CONFIRM_CLAN_FULL,ไม่สามารถเข้าร่วม <clan> ได้ คลับนี้เต็มแล้ว!
TID_BUTTON_CHANGE,เปลี่ยน
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,เล่นการฝึกสอนให้เสร็จสิ้นเพื่อเข้าร่วมคลับ
TID_CLAN_JOIN_FAILED_FEATURE_LOCKED,ต้องปลดล็อกคลับจากถนนถ้วยรางวัลก่อน!
TID_CLUB_FEATURE_LOCKED_TROPHIES,คลับจะปลดล็อกเมื่อได้ถ้วยรางวัล <TROPHIES> ใบ!
TID_CLUB_CREATE_LOCKED_TROPHIES,คุณต้องไปให้ถึงถ้วยรางวัล <TROPHIES> ถ้วยเพื่อสร้างคลับ
TID_CLAN_INTRO_INVITE,แชร์คำเชิญ
TID_INVITE_CLAN_TOKEN_ERROR,เกิดข้อผิดพลาดในการสร้างคำเชิญ
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,เฉพาะประธานคลับเท่านั้นที่สามารถเชิญสมาชิกใหม่ได้
TID_FRIENDS_FACEBOOK_CONNECT,เชื่อมต่อ
TID_FRIENDS_PAGE_INVITE,แชร์คำเชิญ
TID_SHARE_GAME_ROOM_POST_MESSAGE,คลิกลิงก์นี้เพื่อเข้าร่วมทีมกับ <name> ใน Brawl Stars!
