TID,RU
TID_GOLDRUSH_8,Сапфировая равнина
TID_USE_AUTOFIRE_TUTORIAL,"НАЖМИ на <ccc0033>красный джойстик</c>, чтобы выстрелить по ближайшему врагу!"
TID_BRAWL_BOX_INFO_1,"Открывание большого ящика равно открыванию 3 ящиков, но очки силы при этом распределяются между меньшим количеством бойцов.\n\nШансы получения наград в каждой из трёх попыток открывания случайного ящика:"
TID_BRAWL_BOX_INFO_2,"В ящике может быть или новый боец, или очки силы с монетами, или гаджет, или звёздная сила. Вдобавок можно получить бонус — удвоитель жетонов.\n\nШансы получения наград:"
TID_BRAWL_BOX_INFO_3,"Открывание мегаящика равно открыванию 10 ящиков, но очки силы при этом распределяются между меньшим количеством бойцов.\n\nШансы получения наград в каждой из десяти попыток открывания случайного ящика:"
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1>: <NUM1> %\nРедкий боец: <NUM2> %<GAR_HERO_1>\nСверхредкий боец: <NUM3> %<GAR_HERO_2>\nЭпический боец: <NUM4> %<GAR_HERO_3>\nМифический боец: <NUM5> %<GAR_HERO_4>\nЛегендарный боец: <NUM6> %<GAR_HERO_5>\nЗвёздная сила: <NUM7> %<GAR_STAR_POWER>\nГаджет: <NUM8> %<GAR_ACCESSORY>
TID_BRAWL_BOX_INFO_FOOTER,"\n\nВдобавок к этому шанс получения удвоителя жетонов составляет <TOKEN_DOUBLER> %. Боец может получить гаджет только начиная с 7-го уровня силы, а звёздную силу — с 9-го. Когда будет разблокировано достаточно бойцов (<WCPP_BRAWLERS>), то вероятность получения очков силы для любого бойца будет составлять <WCPP_CHANCE> %. Когда награды определённого типа (например, редкие бойцы) закончатся, шансы получения других наград возрастут. Чтобы открывание ящиков было справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличивает твою удачу, а каждый полученный из ящика боец уменьшает её соответственно редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца (но не больше <MAX_LEGENDARY> %), а чем она меньше, тем ниже вероятность его получения. Наполнение ящиков в начале игры предопределено, чтобы все были в равных условиях."
TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS,Очки силы и монеты
TID_BRAWL_BOX_INFO_POWER_POINTS_COINS_AND_SCRAP,"Очки силы, монеты и детали"
TID_BRAWL_BOX_INFO_COINS_AND_SCRAP,Монеты и детали
TID_BRAWL_BOX_INFO_COINS,Монеты
TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN,(попыток открывания до гарантированного получения: <DRAWS>)
TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN,(попыток открывания до гарантированного получения: <DRAWS>)
TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN,(попыток открывания до гарантированного получения: <DRAWS>)
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,ЗАБРАТЬ
TID_PAGE_FRIENDS_TITLE,ДРУЗЬЯ
TID_PAGE_FRIENDS_TITLE2,Сражайся вместе с друзьями!
TID_PAGE_FRIENDS_ADD_FRIENDS,ДОБАВИТЬ ДРУЗЕЙ
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,"Подключись к социальным сетям или найди друзей в игре, чтобы играть вместе!"
TID_PAGE_FRIENDS_NO_FRIENDS,"Подключись к социальным сетям или найди друзей в игре, чтобы играть вместе!"
TID_FRIENDS_TITLE,Друзей: <COUNT>
TID_FRIENDS_TAB_1,ДРУЗЬЯ
TID_FRIENDS_TAB_2,ВОЗМОЖНЫЕ
TID_FRIENDS_TAB_3,ЗАПРОСЫ
TID_TOTAL,ВСЕГО
TID_BRAWL_BOX_INFO_TITLE_2,СВЕДЕНИЯ О ЯЩИКЕ
TID_BRAWL_BOX_INFO_TITLE_3,СВЕДЕНИЯ О МЕГАЯЩИКЕ
TID_OFFER_ALSO_INCLUDES,ПРЕДЛОЖЕНИЕ ТАКЖЕ ВКЛЮЧАЕТ
TID_OFFER_VALUE_TITLE,ВЫГОДА
TID_OFFER_VALUE,+<VALUE> %
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,ЗАЖМИ И ПОТЯНИ <cff9900>жёлтый джойстик</c> для прицеливания!
TID_HERO_STATS_TITLE,ПОКАЗАТЕЛИ БОЙЦА
TID_GATCHA_SCREEN_ITEMS_REMAINING,ОСТАЛОСЬ ПРЕДМЕТОВ:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,ОСТАЛОСЬ БОНУСОВ:
TID_GATCHA_SCREEN_YOU_GOT,ПОЛУЧЕНО:
TID_GATCHA_SCREEN_BONUSES,БОНУСНЫЕ ПРЕДМЕТЫ:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,ОТКРЫТО!
TID_HERO_LIST_ITEM_UPGRADE,УЛУЧШИТЬ
TID_SHOP_CLAMIMED,Получено
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Этот предмет уже был получен
TID_ONLINE,В СЕТИ
TID_LEADERBOARD,СПИСОК ЛИДЕРОВ
TID_NOT_ENOUGH_TICKETS_INFO,\n\nУ тебя закончились билеты!
TID_HERO_LIST_NEW,НОВОЕ
TID_HAMMER_DUDE,ФРЭНК
TID_HOLD_PHONE_LIKE_THIS,ДЕРЖИ СВОЁ УСТРОЙСТВО ВОТ ТАК
TID_HINT_FINGER_TAP_TAP,ЖМИ! ЖМИ!
TID_HINT_FINGER_DRAG,"ЗАЖМИ И ПОТЯНИ, ЧТОБЫ ПРИЦЕЛИТЬСЯ"
TID_MOVE_HERE,Иди сюда
TID_HINT_HEADER,СОВЕТ:
TID_HINT_0,"Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу, НАЖМИ на <ccc0033>красный джойстик.</c>"
TID_HINT_1,"Чтобы открыть БЫСТРЫЙ ОГОНЬ по ближайшему врагу в режиме Супера, НАЖМИ на <cff9900>жёлтый джойстик.</c>"
TID_HINT_2,"Чтобы ПРИЦЕЛИТЬСЯ, ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик</c>."
TID_HINT_3,"Чтобы НАВЕСТИ Супер НА ЦЕЛЬ, ЗАЖМИ И ПОТЯНИ <cff9900>жёлтый джойстик.</c>"
TID_HINT_4,"Чтобы отменить наведение на цель, верни джойстик в начальное положение."
TID_HINT_5,"Подбор противников основан на количестве трофеев бойца, за которого ты играешь. Поэтому только что разблокированным бойцом собирать трофеи легче."
TID_HINT_6,"Чем больше у тебя бойцов, тем проще собирать трофеи и получать награды."
TID_HINT_7,"Чем дальше цель, тем больше урона наносят выстрелы Пайпер."
TID_HINT_8,"Брошенные Барли бутылки приземляются недалеко, поэтому его Супер особенно эффективен на короткой дистанции."
TID_HINT_9,"Отскочив, пули Рико пролетят большее расстояние."
TID_HINT_10,Активировать <ccc0033>красный джойстик</c> для стрельбы можно в любом месте на правой стороне экрана.
TID_HINT_11,"И у основной атаки, и у Супера есть два режима: НАЖМИ, чтобы открыть БЫСТРЫЙ ОГОНЬ, или ЗАЖМИ И ПОТЯНИ, чтобы ПРИЦЕЛИТЬСЯ."
TID_HINT_12,В режиме прицеливания легче вести движущуюся цель.
TID_HINT_13,"БЫСТРЫЙ ОГОНЬ пригодится, когда нет времени на прицеливание."
TID_HINT_14,БЫСТРЫЙ ОГОНЬ особенно эффективен на короткой дистанции.
TID_HINT_15,"Враги могут обнаружить бойца, который прячется в кустах, если подойдут достаточно близко."
TID_HINT_16,"БЫСТРЫЙ ОГОНЬ ведётся в сторону ближайшего врага, но его передвижение в расчёт не принимается."
TID_HINT_17,"С помощью прицельного выстрела можно проверить, не прячется ли в кустах враг."
TID_HINT_18,БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на неподвижную цель.
TID_HINT_19,"БЫСТРЫЙ ОГОНЬ особенно хорош при атаке на врагов, которые движутся прямо на или от тебя."
TID_HINT_20,"Когда ты атакуешь или получаешь урон, находясь в кустах, враги могут тебя видеть."
TID_HINT_21,В кустах можно прятаться от врагов и восстанавливать здоровье.
TID_HINT_22,"В режиме БЫСТРОГО ОГНЯ выстрел производится, даже если в зоне поражения нет врагов."
TID_VS_TUTORIAL,Собери все <c50d050>КУБИКИ УСИЛЕНИЙ</c>!
TID_USE_MANUAL_FIRE_TUTORIAL,"ЗАЖМИ И ПОТЯНИ <ccc0033>красный джойстик,</c> чтобы прицелиться!"
TID_TUTORIAL_GOOD_JOB_2,"Отлично! <cff6633>ОРАНЖЕВЫЕ ПОЛОСКИ</c> означают количество твоих боеприпасов. Буду перезаряжать так быстро, как смогу!"
TID_TUTORIAL_GOOD_JOB_3,Молодчина! Атака врагов заряжает твою <cff9900>СУПЕРАТАКУ</c>!
TID_TUTORIAL_GOOD_JOB_4,Отлично сработано!
TID_SPECTATE_PLAYER_BUTTON,Наблюдать
TID_SPECTATE_FAILED,Понаблюдать не получилось
TID_ACCOUNT_DISABLED_TEXT,Учётная запись отключена
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Эта учётная запись отключена после запроса на удаление и не может быть восстановлена.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Эта учётная запись отключена в связи с неактивностью и не может быть восстановлена.
TID_ACCOUNT_DELETION_WARNING_TITLE,Предупреждение об удалении учётной записи
TID_ACCOUNT_DELETION_WARNING_TEXT,"В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"В соответствии с вашим запросом ваша учётная запись в скором времени будет деактивирована. Если вы передумали, обратитесь к разделу «Помощь и поддержка» для отмены запроса как можно скорее."
TID_ACCOUNT_DELETION_WARNING_CONTACT_PS,"Вы направили запрос на удаление этой учётной записи. У вас есть ещё <time>, чтобы отменить запрос."
TID_ACCOUNT_DELETION_WARNING_BUTTON_CONTACT_PS,Обратиться в поддержку
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Ты уже состоишь в этом клубе!
TID_CONFIRM_CHANGE_CLAN_TITLE,Сменить клуб?
TID_CONFIRM_CHANGE_CLAN,Ты уже в клубе! Точно хочешь сменить его?
TID_CONFIRM_CLAN_FULL_TITLE,В клубе нет мест!
TID_CONFIRM_CLAN_FULL,"<clan>: невозможно вступить в этот клуб, там нет мест!"
TID_BUTTON_CHANGE,Сменить
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,"Пройди обучение, чтобы вступить в клуб."
TID_CLAN_JOIN_FAILED_FEATURE_LOCKED,Сначала разблокируй клубы на пути к славе!
TID_CLUB_FEATURE_LOCKED_TROPHIES,"Разблокируй клубы, набрав <TROPHIES> трофеев!"
TID_CLUB_CREATE_LOCKED_TROPHIES,Для создания клуба нужно набрать <TROPHIES> трофеев.
TID_CLAN_INTRO_INVITE,ПРИГЛАСИТЬ
TID_INVITE_CLAN_TOKEN_ERROR,Ошибка при создании приглашения
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Только президент клуба может приглашать новых участников.
TID_FRIENDS_FACEBOOK_CONNECT,Подключение
TID_FRIENDS_PAGE_INVITE,ПРИГЛАСИТЬ
TID_SHARE_GAME_ROOM_POST_MESSAGE,"Нажми на ссылку, чтобы вступить в команду игрока <name> в Brawl Stars!"
TID_SHARE_GAME_ROOM_POST_TITLE,Пригласить в команду
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Идентификатор команды скопирован в буфер обмена!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,OK
TID_TEAM_INVITE_BUTTON_LABEL,ПРИГЛАСИТЬ
TID_TEAM_INVITE_EXPIRED,Срок действия приглашения от игрока <NAME> истёк.
TID_TEAM_INVITATION_POPUP_TITLE,ПРИГЛАШЕНИЕ В КОМАНДУ
TID_TEAM_INVITATION_POPUP_ACCEPT,ПРИНЯТЬ
TID_TEAM_INVITATION_POPUP_REJECT,ОТКЛОНИТЬ
TID_TEAM_INVITATION_POPUP_MUTE,ЗАГЛУШИТЬ ИГРОКА <NAME>\nНА 10 МИНУТ
TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE,ТУРНИРНЫЙ БОЙ
TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM,ЗАГЛУШИТЬ\nНА 10 МИНУТ
TID_BATTLE_ROYALE_5,Тысяча озёр
TID_DAILY_COINS_COLLECTED_END_SCREEN,Боевые жетоны\nзакончились.
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,В этой версии невозможно совершать покупки за реальные деньги.
TID_SHOP_CHINA_WARNING,Предупреждение: играй ответственно
TID_GATCHA_AD_STATUS_VIEW,СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ НАГРАДЫ!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,ПОЛУЧИТЬ БОЛЬШЕ НАГРАД
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Исчерпан лимит дневных просмотров
TID_GATCHA_AD_STATUS_NO_VIDEO,Нет доступного видео
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,ПРОДОЛЖИТЬ
TID_AD_DOUBLER_TITLE,ВЫБРАТЬ НАГРАДУ ДЛЯ УДВОЕНИЯ
TID_AD_DOUBLER_CONTINUE,ПРОДОЛЖИТЬ
TID_GATCHA_CONTINUE,ПРОДОЛЖИТЬ
TID_HINT_23,Некоторые бойцы лучше других подходят для отдельных карт и событий.
