TID,DE
TID_EVENT_MODIFIER_DESC_4,"Du verlierst konstant Trefferpunkte. Jedes Mal, wenn du einen Gegner mit einem Angriff triffst, werden jedoch einige TP wiederhergestellt. Besiegst du einen Brawler, wirst du komplett geheilt! Sämtliche Heilungsfähigkeiten sind hier schwächer."
TID_EVENT_MODIFIER_DESC_13,Der Superskill wird bedeutend schneller aufgeladen!
TID_EVENT_MODIFIER_DESC_14,Alle Brawler bewegen sich schneller!
TID_EVENT_MODIFIER_15,SHOWDOWN+
TID_EVENT_MODIFIER_DESC_15,"Du erhältst zusätzliche Trophäen für jeden besiegten Gegner, aber du verlierst welche, falls du selbst besiegt wirst!"
TID_EVENT_MODIFIER_16,KUCKUCK!
TID_EVENT_MODIFIER_DESC_16,Ab und zu werden alle Brawler unsichtbar!
TID_EVENT_MODIFIER_17,BRENNENDER BALL
TID_EVENT_MODIFIER_DESC_17,"Amber war etwas unvorsichtig mit ihrer Brennflüssigkeit und hat ihren Ball in Brand gesteckt! Dieser verursacht nicht nur Schaden an jedem, der ihn anfasst, sondern durchbricht jetzt auch Mauern! Brandgefährlich!"
TID_BALL_5,BB Fort
TID_BALL_6,Superstrand
TID_BALL_7,Pfützenfest
TID_BANKHEIST_8,Knochentunnel
TID_EVENT_MODIFIER_DESC_3_SD,"Mit Verbündeten herumzulaufen kann gefährlich sein, wenn Felsen vom Himmel fallen!"
TID_DEFEATED_SHOWDOWN,Besiegt
TID_OFFER_WATCH_AD,ANSEHEN
TID_ERROR_REPLAY_DISABLED,Wiederholung ist nicht verfügbar.
TID_WANTED_9,Canal Grande
TID_HOOK,GENE
TID_STAR_KEY_INFO_EXTENSION,\n\nMit Starmarken können Große Boxen geöffnet werden.
TID_TEAM_OWNER_TEXT,Team von <NAME>
TID_SPECTATE_AUTO,Automatisch
TID_BATTLE_ROYALE_11,Bow Wow
TID_FRIEND_POPOVER_INVITE,INS TEAM EINLADEN
TID_TEAM_ERROR_ALREADY_IN_ROOM,Spieler ist bereits in deinem Team!
TID_TEAM_ERROR_ALREADY_INVITED,Spieler wurde bereits eingeladen!
TID_BATTLE_ROYALE_D2,Sturmebenen
TID_UNDERTAKER_GREASER_SKIN,ROCKABILLY MORTIS
TID_COMMUNITY_PROPS,Community-Map!\n\nKonzept von:\n<cff8000><CREDIT></c>
TID_PLAYER_MAP_PROPS,Spielermap von:\n<cff8000><CREDIT></c>
TID_PLAYER_MAP_WINNER_SLOT_PROPS,TAGESSIEGER!\n\nKonzept von:\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,Lavalabyrinth
TID_TEAM_INVITE_ALREADY_IN_TEAM,Spieler ist bereits in einem Team!
TID_HINT_38,"Ein rotierender Kreis unter einem Brawler bedeutet, dass der Superskill bereit ist!"
TID_HINT_39,"Ein rotierender gelber Kreis unter einem Brawler bedeutet, dass dieser gerade seinen Superskill zielt."
TID_EVENT_NOT_AVAILABLE,Kein Ereignis
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,Kein Video verfügbar. Schau später noch einmal vorbei!
TID_SHOP_NOT_AVAILABLE,ist nicht verfügbar
TID_UNDERTAKER_GREASER_SKIN_SHOP,ROCKABILLY\nMORTIS
TID_HINT_40,"Verknüpfe dein Spielkonto mit einer Supercell ID, um es vor Verlust zu schützen und auf mehreren Geräten spielen zu können. Dadurch erhältst du zudem einen kostenlosen Skin!"
TID_GACHA_VIDEO_REWARD_RECEIVED,Extrabelohnungen eingesammelt!
TID_BUTTON_NAVI_SHOP,SHOP
TID_BUTTON_NAVI_SOCIAL,COMMUNITY
TID_BUTTON_NAVI_BRAWLERS,BRAWLER
TID_BUTTON_NAVI_ESPORTS,E-SPORTS
TID_BRAWL_TICKETS_BUTTON,SPIELEN
TID_HOME_SCREEN_INVITE,EINLADEN
TID_HINT_41,Deine Gesamttrophäen setzen sich aus den addierten Trophäen aller deiner Brawler zusammen.
TID_TAKEDOWNS,Takedowns: +<NUM>
TID_GOAL,<name> hat ein Tor geschossen!
TID_EVENT_MODIFIER_5,HEILPILZE
TID_EVENT_MODIFIER_DESC_5,Heilpilze erscheinen an einer zufälligen Stelle! Sie heilen eine kurze Zeit lang alles in ihrer Nähe.
TID_EVENT_MODIFIER_DESC_5_SD,"Heilpilze erscheinen an einer zufälligen Stelle! Läufst du gemeinsam mit Verbündeten herum, wachsen sie nicht in eurer Nähe."
TID_NINJA,LEON
TID_ROSA,ROSA
TID_HINT_42,"Wenn du keinen Schaden erleidest und nicht angreifst, heilt sich dein Brawler nach einer gewissen Zeit."
TID_HOOK_SHORT_DESC,KONTROLLE
TID_HOOK_DESC,"Gene benutzt seine Wunderlampe, um ein sich aufspaltendes Projektil abzufeuern. Sein Superskill ist eine magische Hand, die Feinde packt und heranzieht."
TID_SPEC_ABI_HOOK,MAGISCHER HAUCH
TID_SPEC_ABI_HOOK_DESC,Gene heilt alle verbündeten Brawler in seiner Nähe um <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde.
TID_HOOK_WEAPON,RAUCHBALL
TID_HOOK_ULTI,ZAUBERHAND
TID_HOOK_WEAPON_DESC,"Gene feuert mit seiner Lampe eine massive Kugel magischen Rauchs ab. Verfehlt die Kugel ihr Ziel, zerspringt sie, wodurch ihr Schaden auf einen kegelförmigen Bereich verteilt wird."
TID_HOOK_ULTI_DESC,"Gene feuert mit seiner Lampe eine magische Hand ab. Trifft die Hand einen Gegner, wird er in Genes Richtung gezogen."
TID_NINJA_SHORT_DESC,ASSASSINE
TID_NINJA_DESC,"Leon schießt eine schnelle Salve von Klingen auf seine Gegner. Sein Superskill ist eine Rauchbombe, die ihn eine Zeit lang unsichtbar macht!"
TID_SPEC_ABI_SPEED_INVISIBLE,RAUCHSPUREN
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,"Während Leon unsichtbar ist, wird sein Bewegungstempo um <c00cc00><VALUE1> %</c> erhöht."
TID_NINJA_WEAPON,WIRBELKLINGEN
TID_NINJA_ULTI,RAUCHBOMBE
TID_NINJA_WEAPON_DESC,"Leon wirft vier Wirbelklingen locker aus dem Handgelenk. Je weiter sie fliegen, desto weniger Schaden verursachen die Klingen."
TID_NINJA_ULTI_DESC,"Leon wird <time> Sekunden lang unsichtbar. Greift er an, ist er wieder sichtbar. Gegner, die sich in Leons Nähe aufhalten, können ihn sehen."
TID_ROSA_SHORT_DESC,TANK
TID_ROSA_DESC,"Wo diese boxende Botanikerin hinschlägt, wächst kein Gras mehr! Ihr Superskill hüllt sie in einen widerstandsfähigen, biologisch abbaubaren Schutzanzug."
TID_SPEC_ABI_HEAL_FOREST,PFLANZENLEBEN
TID_SPEC_ABI_HEAL_FOREST_DESC,"Rosa regeneriert <c00cc00><VALUE1></c> Trefferpunkte pro Sekunde, wenn sie sich in einem Busch befindet."
TID_ROSA_WEAPON,HÄNDE AUS STEIN
TID_ROSA_ULTI,NATURSCHUTZ
TID_ROSA_WEAPON_DESC,Rosa lässt eine mächtige Schlagkombination mit technischer Perfektion auf ihre Gegner niederprasseln.
TID_ROSA_ULTI_DESC,"Rosa erhält <time> Sekunden lang eine zweite Haut aus widerstandsfähigen Rankengewächsen, die sämtlichen Schaden für die Dauer des Effekts um <num> % mindert."
TID_STAT_DAMAGE_PER_CLUSTER,Schaden pro Streubombe
TID_STAT_DAMAGE_PER_SHURIKEN,Schaden pro Klinge im Nahkampf
TID_STAT_INVISIBLE,Rauchbombe
TID_STAT_SHIELD,Schild
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>Spieler vs. Boss</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,Drei Spieler vs. BOSSROBOTER
TID_GAME_MODE_10,BOSSKAMPF
TID_RAID_BOSS_INTRO_TEXT,Besiege den Boss
TID_RAID_1,Bossroboterarena
TID_GAME_MODE_10_DESC,"Kannst du den beeindruckenden Bossroboter besiegen? Tu dich mit zwei Mitspielern zusammen, um diese Monstermaschine auszuschalten. Solange einer deiner Teamkameraden am Leben ist, kannst du in den Kampf zurückkehren, nachdem du besiegt wurdest. Sind alle in deinem Team gleichzeitig besiegt, ist das Spiel vorbei!\n\nDer Schwierigkeitsgrad des Bosskampfes erhöht sich jedes Mal, wenn du den Boss besiegst, und reicht von \qNormal\q bis hin zu \qUltraschwierig\q."
TID_TEAM_MATE_GONE,<ccccc00>Mitspieler besiegt!</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>Beide Mitspieler besiegt!</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>Boss ist WÜTEND!</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>Boss SCHÄUMT VOR WUT!</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>Boss KOCHT VOR WUT!</c>
TID_RAID_BOSS_DIFFICULTY_0,Normal
TID_RAID_BOSS_DIFFICULTY_1,Schwierig
TID_RAID_BOSS_DIFFICULTY_2,Sehr schwierig
TID_RAID_BOSS_DIFFICULTY_3,Extrem schwierig
TID_RAID_BOSS_DIFFICULTY_4,Ultraschwierig
TID_RAID_BOSS_DIFFICULTY_5,Ultraschwierig II
TID_RAID_BOSS_DIFFICULTY_6,Ultraschwierig III
TID_RAID_BOSS_DIFFICULTY_7,Ultraschwierig IV
TID_RAID_BOSS_DIFFICULTY_8,Ultraschwierig V
TID_RAID_BOSS_DIFFICULTY_9,Ultraschwierig VI
TID_RAID_BOSS_DIFFICULTY_10,Ultraschwierig VII
TID_RAID_BOSS_DIFFICULTY_11,Ultraschwierig VIII
TID_RAID_BOSS_DIFFICULTY_12,Ultraschwierig IX
TID_RAID_BOSS_DIFFICULTY_13,Ultraschwierig X
TID_RAID_BOSS_DIFFICULTY_14,Ultraschwierig XI
TID_RAID_BOSS_DIFFICULTY_15,Ultraschwierig XII
TID_RAID_BOSS_DIFFICULTY_16,Ultraschwierig XIII
TID_RAID_BOSS_DIFFICULTY_17,Ultraschwierig XIV
TID_RAID_BOSS_DIFFICULTY_18,Ultraschwierig XV
TID_RAID_BOSS_DIFFICULTY_19,Ultraschwierig XVI
TID_RAID_BOSS_DIFFICULTY_20,IHR ROCKT!
TID_MODES_NEW_EVENT,NEUES EREIGNIS
TID_MODES_NEW_EVENTS,NEUE EREIGNISSE
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_1,BRAWLT
TID_TEAM_MEMBER_STATUS_NEW_2,ABWESEND
TID_TEAM_MEMBER_STATUS_NEW_3,<EMPTY>
TID_TEAM_MEMBER_STATUS_NEW_4,IM MATCHMAKING
TID_TEAM_MEMBER_STATUS_NEW_5,ENDMENÜ
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>OFFLINE</c>
TID_TEAM_MEMBER_STATUS_NEW_7,SCHAUT EINEM SPIEL ZU
TID_TEAM_MEMBER_STATUS_NEW_8,TRAINIERT
TID_TEAM_MEMBER_STATUS_NEW_9,SCHREIBT ...
TID_TEAM_MEMBER_STATUS_NEW_10,WÄHLT BRAWLER
TID_TEAM_MEMBER_STATUS_NEW_11,EREIGNIS-\nAUSWAHL
TID_TEAM_MEMBER_STATUS_NEW_12,SUCHT NACH MITGLIED
TID_TEAM_MEMBER_STATUS_NEW_13,IM QUESTMENÜ
TID_TEAM_MEMBER_STATUS_NEW_READY,BEREIT
TID_BUTTON_SPECTATE,ZUSCHAUEN
TID_NEW_EVENT_IN,Neues Ereignis in: <TIME>
TID_NEW_EVENT_NOW,NEUES EREIGNIS VERFÜGBAR!
TID_NEW_EVENT_ICON_PREFIX,Nächstes:
TID_NEW_EVENT_ICON_SUFFIX,in <TIME>
TID_SHOP_TITLE,SHOP
TID_SELECT_EVENT_TITLE,EREIGNIS WÄHLEN
TID_HERO_LIST_LABEL_NEW,BRAWLER <c53C5F7>(<COUNT>/<TOTAL>)</c>
TID_KEY_COUNTER,<VALUE><c7984a8>/<MAX></c>
TID_ONLINE_TAB_1,ONLINE
TID_ONLINE_TAB_2,TEAMCHAT
TID_ONLINE_TAB_3,CLUBCHAT
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,"Um den Clubchat zu nutzen, musst du Mitglied eines Clubs sein."
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,"Um den Teamchat zu nutzen, musst du Mitglied eines Teams sein."
TID_NO_BAND_GO_TO_BANDS,Zum Clubmenü
TID_SHARE_TEAM_CODE_NO_CODE,"Bitte warte, bis der Code generiert wurde!"
TID_TEAM_TEAMCODE_YOURS,Dein Teamcode
TID_BACK_BUTTON,TEAM VERLASSEN
TID_BARLEY_WIZARD_SKIN,MAGIER BARLEY
TID_EVENT_LOCKED_TROPHIES,"Sammle mehr Trophäen, um dieses Ereignis freizuschalten."
TID_EVENT_LOCKED_PRO_LEAGUE,"Hol dir eine Starpower für einen deiner Brawler, um dieses Ereignis freizuschalten."
TID_SHOTGUN_STAR_SKIN,STAR SHELLY
TID_PARTY_MODE_TITLE,TESTSPIEL
TID_BUTTON_PARTY_MODE,TESTSPIEL
TID_LEAVE_TEAM_TITLE,TEAM
TID_LEAVE_TEAM_TXT,VERLASSEN
TID_PARTY_MODE_DESC,"Du bekommst durch Testspiele zwar keine Trophäen, kannst aber Standardereignisse üben oder deinen eigenen Wettbewerb austragen!\n\nIn Testspielen sind alle Brawler maximal upgegradet."
TID_HEROES_TO_BE_UNLOCKED,NOCH NICHT FREIGESCHALTETE BRAWLER
TID_NITA_REINDEER_SKIN,LEUCHTNASE NITA
TID_PENNY_ELF_SKIN,HELFERLEIN PENNY
TID_DYNAMIKE_SANTA_SKIN,MIKENACHTSMANN
TID_DYNAMIKE_CHEF_SKIN,CHILIKOCH MIKE
TID_BROCK_BOOMBOX_SKIN,BROCKDANCER
TID_EVENT_SLOT_NAME_1,JUWELENJAGD
TID_EVENT_SLOT_NAME_2,SHOWDOWN
TID_EVENT_SLOT_NAME_3,TÄGLICHE EREIGNISSE
TID_EVENT_SLOT_NAME_4,TEAMEREIGNISSE
TID_EVENT_SLOT_NAME_6,TEAMEREIGNISSE 2
TID_EVENT_SLOT_NAME_7,SONDEREREIGNISSE
TID_EVENT_SLOT_NAME_8,SOLOEREIGNISSE
TID_EVENT_SLOT_NAME_9,POWERPLAY
TID_EVENT_SLOT_NAME_14,POWER-LIGA
TID_PENNY_ELF_SKIN_SHOP,HELFERLEIN\nPENNY
TID_DYNAMIKE_SANTA_SKIN_SHOP,MIKENACHTS-\nMANN
TID_DYNAMIKE_CHEF_SKIN_SHOP,CHILIKOCH\nMIKE
TID_BROCK_BOOMBOX_SKIN_SHOP,BROCK-\nDANCER
TID_NITA_REINDEER_SKIN_SHOP,LEUCHTNASE\nNITA
TID_EVENT_STARTS_IN,Ereignis beginnt in: <TIME>
TID_UNDERTAKER_HAT_SKIN,ZYLINDERTRÄGER MORTIS
TID_CREATE_ROOM_CODE,TEAMCODE ERSTELLEN
TID_EVENT_LOCKED_TEAM,In diesem Ereignis wird das Spielen in Teams nicht unterstützt!
TID_EVENT_PREVIEW_TITLE,EREIGNISINFOS
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,Überlebe in der Arena
TID_GAME_MODE_6_SOLO_DUO_DESC,"Stürze dich alleine oder mit einem Partner in die Showdown-Arena! Wer bis zum Ende überlebt, gewinnt.\n\nSammle Powerwürfel, um deine Trefferpunkte und deinen Angriffsschaden zu erhöhen. Die Giftwolken kommen immer näher, also bleib in Bewegung!"
TID_GAME_MODE_6_SOLO_DUO_DESC_PRC,"Kämpfe alleine oder mit einem Partner in der Showdown-Arena!\n\nSammle Powerwürfel ein, um deine Trefferpunkte und deinen Angriffsschaden zu erhöhen."
TID_GAME_MODE_6_SOLO_ONLY_DESC_PRC,"Bereite dich auf den Kampf in der Showdown-Arena vor!\n\nSammle Powerwürfel ein, um deine Trefferpunkte und deinen Angriffsschaden zu erhöhen."
TID_GAME_MODE_20_DESC_PRC,"Besiege das gegnerische Team in einem K.-o.-Runden-Wettkampf im Best-of-Three-Format! Vorsicht: Wenn ein Brawler besiegt wird, kann er sich erst wieder in der nächsten Runde in den Kampf stürzen.\n\nDas erste Team, das zwei Runden gewinnt, gewinnt das Match."
TID_INVITE_PENDING,EINGELADEN
TID_JOIN_REQUEST_PENDING,BEITRITT
TID_GOAL_MATCH_OVER,<name> hat ein Tor geschossen!\nDas Match ist vorbei!
TID_GOLDRUSH_XMAS_1,Schneefort
TID_GOLDRUSH_XMAS_2,Feindnachtszeit
TID_GOLDRUSH_XMAS_3,Schneebrawlschlacht
TID_GOLDRUSH_XMAS_4,Gefrorener Felsen
TID_GOLDRUSH_XMAS_5,Schneewall
TID_GOLDRUSH_XMAS_6,Schöne Brawlscherung
TID_GOLDRUSH_XMAS_7,Frostfeuerkampf
TID_GOLDRUSH_XMAS_8,Zugefrorener See
TID_GOLDRUSH_XMAS_9,Frostiges Funkeln
TID_GOLDRUSH_XMAS_10,Schatzsuche
TID_RAID_BOSS_DIFFICULTY_CAP,"Deine Schwierigkeitsstufe wurde gesenkt, damit sie mit der deines Teams übereinstimmt. Wenn die Schwierigkeitsstufe reduziert ist, gewährt ein Abschließen dieser Stufe dir keinen Questfortschritt."
TID_RAID_BOSS_DIFFICULTY,Schwierigkeitsgrad:
TID_BOSS_3,Roher Roboter
TID_BOSS_4,Teamausflug
TID_BOSS_5,Faust auf Tisch
TID_BOSS_6,Jagdgesellschaft
TID_COOP_3,Safeschützer
TID_COOP_4,Im Nirgendwo
TID_COOP_5,Bis hierher
TID_COOP_6,Roboterror
TID_RAID_2,Maschinenaufstand
TID_RAID_3,Heißes Eisen
TID_BUTTON_INVITE_PLAYER,EINLADEN
TID_BUTTON_JOIN_TEAM,BEITRITTS-\nANFRAGE
TID_BUTTON_TEAM_FULL,VOLL
TID_DECIMAL_MARK,.
TID_RARITY_HEADER_0,MEILENSTEIN
TID_RARITY_HEADER_1,SELTEN
TID_RARITY_HEADER_2,SUPERSELTEN
TID_RARITY_HEADER_3,EPISCH
TID_RARITY_HEADER_4,MYTHISCH
TID_RARITY_HEADER_5,LEGENDÄR
TID_RARITY_HEADER_6,CHROMATISCH
TID_SETTINGS_KAKAO,KAKAO-FREUNDE
TID_HERO_INFO_LEVEL_WITH_NUMBER,POWER <NUMBER>
TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG,POWERLEVEL <NUMBER>
TID_IN_YOUR_TEAM,DEIN TEAM
TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL,Beitrittsanfrage fehlgeschlagen. Dein Team ist schon voll.
TID_EVENT_ENDS_IN,Ereignis endet in: <TIME>
TID_EVENT_LOCKED_CAN_CLAIM_WARNING,Das Ereignis lässt sich auf dem Trophäenpfad-Bildschirm freischalten.
TID_EVENT_LOCKED_CAN_CLAIM,Glückwunsch! Du kannst das Ereignis jetzt auf dem Trophäenpfad-Bildschirm freischalten.
TID_BATTLE_ROYALE_3D,Todestal
TID_BATTLE_ROYALE_7D,Steiniges Tal
TID_WANTED_4D,Giftpilz
TID_GOLDRUSH_3D,Pilzhöhle
TID_WEEKEND_OFFER,Wochenendangebot
TID_EXCLUSIVE_OFFER,Exklusives Angebot
TID_EPIC_OFFER,Episches Angebot
TID_MEGA_OFFER,Mega-Angebot
TID_FEATURED_OFFER,Ausgewähltes Angebot
TID_TAIPEI_OFFER,Taipeh-Game-Show-Angebot
TID_RAID_BOSS_ENRAGE_4,<c99ffffff>Boss DREHT KOMPLETT DURCH!</c>
TID_RAID_BOSS_ENRAGE_WARNING_1,Boss wird <cffbb22bb>WÜTEND</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_2,Boss <cffbb2222>SCHÄUMT VOR WUT</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_3,Boss <cffbbbb22>KOCHT VOR WUT</c> in:
TID_RAID_BOSS_ENRAGE_WARNING_4,Boss <cffffffff>DREHT KOMPLETT DURCH</c> in:
TID_HERO_INFO_LOCKED_INFO_SHORT,Zum Freischalten Brawlboxen öffnen
TID_ROBO_WARS_1,Schwedische Belagerung
TID_ROBO_WARS_INTRO_TEXT,Zerstöre die feindliche Basis
TID_ROBO_WARS_SCRAP,Bolzen:
TID_ROBO_WARS_OWN_ROBO_SPAWNED_0,<c998888ff>Dein Team</c> hat einen Belagerungsroboter konstruiert!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0,<c99dd3333>Gegner</c> hat einen Belagerungsroboter konstruiert!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_1,<c998888ff>Dein Team</c> hat einen <c99bb22bb>WÜTENDEN Robo</c> konstruiert!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1,<c99dd3333>Gegner</c> hat einen <c99bb22bb>WÜTENDEN Robo</c> konstruiert!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_2,<c998888ff>Dein Team</c> hat einen <c99bb2222>VOR WUT SCHÄUMENDEN Robo konstruiert!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2,<c99dd3333>Gegner</c> hat einen <c99bb2222>VOR WUT SCHÄUMENDEN Robo konstruiert!</c>
TID_ROBO_WARS_OWN_ROBO_SPAWNED_3,<c998888ff>Dein Team</c> hat einen <c99bbbb22>VOR WUT KOCHENDEN Robo konstruiert!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3,<c99dd3333>Gegner</c> hat einen <c99bbbb22>VOR WUT KOCHENDEN Robo konstruiert!</c>
TID_ROBO_WARS_SCRAP_AMOUNT,<v1>/<v2>
TID_BRAWL_BOX_INFO,"Sammle <c33a5d7><COUNT> Marken</c> in Kämpfen, um diese Brawlbox zu öffnen."
TID_STAR_BOX_INFO,"Sammle <cff8E1b><COUNT> Starmarken</c>, die dir der erste Sieg im Rahmen eines neu erschienenen Ereignisses beschert, um diese Große Box zu öffnen."
TID_ALLIANCE_LOCATION,CLUBSTANDORT
TID_LOCATION_TITLE,STANDORT AUSWÄHLEN
TID_SETTINGS_LOCATION,STANDORT
TID_REGION_INT,International
TID_POPUP_CHANGE_LOCATION_TITLE,Standort ändern?
TID_POPUP_CHANGE_LOCATION,Möchtest du den Standort wirklich ändern? Der Standort kann nur einmal täglich geändert werden.
TID_CHANGE_LOCATION_RESULT_0,Standort ist nun: <COUNTRY>
TID_CHANGE_LOCATION_RESULT_1,Änderung des Standorts nicht möglich. Versuche es erneut in <TIME>.
TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE,Feiere den Mondbrawl mit diesem festlichen Skin!
TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE,Mondbrawl-Skin
TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE,Feiere den Mondbrawl mit diesem festlichen Skin!
TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE,Mondbrawl-Skin
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2019,Mondbrawl-2019-Skin
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2020,Mondbrawl-2020-Skin
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2021,Mondbrawl-2021-Skin
TID_CACTUS_PINK_SKIN,SAKURA SPIKE
TID_CACTUS_PINK_SKIN_SHOP,SAKURA\nSPIKE
TID_TRICKSHOT_DUDE,RICO
TID_TRICKSHOT_GOLD_SKIN,REICHER RICO
TID_TRICKSHOT_GOLD_SKIN_SHOP,REICHER\nRICO
TID_SKIN_POPCORN_RICO,POPCORN RICO
TID_SKIN_POPCORN_RICO_SHOP,POPCORN\nRICO
TID_SKIN_FOOTBULL,QUARTERBACK BULL
TID_SKIN_FOOTBULL_SHOP,QUARTERBACK\nBULL
TID_SKIN_DUMPLING_DARRYL,DIMSUM DARRYL
TID_SKIN_DUMPLING_DARRYL_SHOP,DIMSUM\nDARRYL
TID_SKIN_LUNAR_BROCK,LÖWENTÄNZER BROCK
TID_SKIN_LUNAR_BROCK_SHOP,LÖWENTÄNZER\nBROCK
TID_SKIN_LUNAR_COLT,DYNASTIEAGENT COLT
TID_SKIN_LUNAR_COLT_SHOP,DYNASTIEAGENT\nCOLT
TID_SKIN_VALENTINE_POCO,SERENADENSÄNGER POCO
TID_SKIN_VALENTINE_POCO_SHOP,SERENADENSÄNGER\nPOCO
TID_BANKHEIST_9,In Sekundenschnelle
TID_BANKHEIST_10,Rollender Rubel
TID_BANKHEIST_11,Twist und Schuss
TID_BANKHEIST_12,Brückenschlagen
TID_BANKHEIST_13,Um die Ecke
TID_WANTED_10,Poolparty
TID_WANTED_11,Auf engem Raum
TID_WANTED_12,Glanznummer
TID_WANTED_13,Sahnetorte
TID_WANTED_14,Trockenzeit
TID_NOT_ENOUGH_LEGENDARY_TROPHIES,Nicht genug Starpunkte!
TID_NOT_ENOUGH_CLUB_COINS,Nicht genug Clubmünzen!
TID_NOT_ENOUGH_GOLD_TITLE,Nicht genug Münzen!
TID_NOT_ENOUGH_GOLD_TEXT,Fehlende <NUM> Münzen kaufen?
TID_NOT_ENOUGH_GOLD_TEXT_ONE,Fehlende Münze kaufen?
TID_TEAM_INVITATION_POPUP_MUTE_ALL,ALLE EINLADUNGEN FÜR DIE NÄCHSTE STUNDE BLOCKIEREN
TID_TEAM_INVITATION_SETTING_MUTE,Alle Teameinladungen blockieren
TID_BUTTON_TEAM_DND,BITTE NICHT STÖREN
TID_SHOP_VALENTINE_OFFER,Valentinstagsangebot
TID_SHOP_BRAWLER_BUNDLE,Brawler-Bundle
TID_SHOP_SEASONAL_SKIN_OFFER,Saisonales Skinangebot
TID_SHOP_WELCOME_OFFER,Willkommensangebot
TID_SHOP_BRAWLER_PACK,Brawlerpaket
TID_SHOP_STAR_POWER_OFFER,Starpower-Angebot
TID_SHOP_UPGRADE_BUNDLE,Upgrade-Bundle
TID_SHOP_NEW_BRAWLER_OFFER,Angebot: Neuer Brawler
TID_SHOP_NEW_SKIN_RELEASE,Neuer Skin
TID_SHOP_NEW_SKIN_OFFER,Angebot: Neuer Skin
TID_HEROES_COMING_SOON,IN KÜRZE ERSCHEINENDE BRAWLER
TID_RARITY_NAME_0_UPPER,MEILENSTEIN
TID_RARITY_NAME_1_UPPER,SELTEN
TID_RARITY_NAME_2_UPPER,SUPERSELTEN
TID_RARITY_NAME_3_UPPER,EPISCH
TID_RARITY_NAME_4_UPPER,MYTHISCH
TID_RARITY_NAME_5_UPPER,LEGENDÄR
TID_RARITY_NAME_6_UPPER,CHROMATISCH
TID_STARTER_PACK_5,Level-50-Paket
TID_STARTER_PACK_6,Level-75-Paket
TID_STARTER_PACK_7,Level-100-Paket
TID_STARTER_PACK_8,Level-125-Paket
TID_WHIRLWIND,CARL
TID_WHIRLWIND_SHORT_DESC,DAMAGE-DEALER
TID_WHIRLWIND_DESC,"Carl wirft seine Spitzhacke wie einen Bumerang. Sein Superskill ist ein irrwitziges Schleudermanöver, mit dem er Gegner in seiner Nähe verprügelt."
TID_WHIRLWIND_WEAPON,SPITZHACKE
TID_WHIRLWIND_ULTI,SCHLEUDERGEFAHR
TID_WHIRLWIND_WEAPON_DESC,"Carl wirft seine Spitzhacke wie einen Bumerang. Fängt er die zurückkehrende Waffe, kann er sie umgehend erneut einsetzen."
TID_WHIRLWIND_ULTI_DESC,Carl vollführt ein irrwitziges Schleudermanöver und verursacht einige Sekunden lang Schaden bei in der Nähe befindlichen Gegnern.
TID_STAT_DAMAGE_EACH_WAY,Schaden pro Treffer
TID_STAT_DAMAGE_PER_SWING,Schaden pro Kollision
TID_HINT_43,"Trifft Carls Spitzhacke auf ein Hindernis, prallt sie ab und kehrt zu ihm zurück. Dadurch steht sie Carl schneller wieder zur Verfügung."
TID_SPEC_ABI_PROJECTILE_SPEED,POWERWURF
