"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargeSkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","MainAttackOverchargedProjectile","SecondaryProjectile","ThirdProjectile","UltiProjectile","OverchargedUltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","PoisonEffect","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","CustomEffect1","CustomEffect2"
"GunslingerPlayer","Gunslinger","colt_player_geo.scw","","","colt_base_cam.scw","","ColtPlayerIdle","ColtPlayerWalk","GunslingerPrimary","GunslingerSecondary","GunslingerSecondary","GunslingerRecoil","GunslingerRecoil2","GunslingerRecoil","GunslingerRecoil2","GunslingerReload","GunslingerPushback","","ColtPlayerWin","ColtPlayerWinloop","","ColtPlayerlose","ColtPlayerLoseloop","ColtPlayerWin","ColtPlayerWinloop","GunslingerIdle","ColtPlayerWin","ColtPlayerWinloop","ColtPlayerWin","","GunslingerIdle","GunslingerIdle","GunslingerProfile","","","GunslingerProfile","ColtPlayerIdle","","","","","","Colt002Face","ColtFace","Colt002Happy","Colt002Face","","Colt002Sad","ColtSadLoop","Colt002Happy","Colt002Face","Colt002Face","Colt002Happy","Colt002Face","Colt002Happy","Colt002Still","Colt002Still","","","","","","","","","Colt004Projectile","","","","Colt004UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullDudeGold","BullDude","bull_geo.scw","","","bull_base_cam.scw","","BullRockIdle","BullRockWalk","BullRockPrimary","BullRockSecondary","BullRockSecondary","BullRockRecoil","","BullRockRecoil","","BullRockReload","BullRockPushback","","BullRockWin","BullRockWinloop","","BullRockLose","BullRockLoseloop","BullRockWin","BullRockWinloop","BullRockIdle","BullRockWin","BullRockWinloop","BullRockWin","","BullRockIdle","BullRockIdle","BullRockProfile","","","BullRockProfile","BullRockIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","","","","","","","","bull_def_atk","gen_gold_atk_single","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"BullDudeSilver","BullDude","bull_geo.scw","","","bull_base_cam.scw","","BullRockIdle","BullRockWalk","BullRockPrimary","BullRockSecondary","BullRockSecondary","BullRockRecoil","","BullRockRecoil","","BullRockReload","BullRockPushback","","BullRockWin","BullRockWinloop","","BullRockLose","BullRockLoseloop","BullRockWin","BullRockWinloop","BullRockIdle","BullRockWin","BullRockWinloop","BullRockWin","","BullRockIdle","BullRockIdle","BullRockProfile","","","BullRockProfile","BullRockIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"BarkeepTrueGold","Barkeep","barkeep_geo.scw","","","barley_base_cam.scw","","BarkeepIdle","BarkeepWalk","BarkeepPrimary","BarkeepSecondary","BarkeepSecondary","BarkeepRecoil","","BarkeepRecoil","","BarkeepReload","BarkeepPushback","","BarkeepWin","BarkeepWinloop","","BarkeepLose","BarkeepLoseloop","BarkeepWin","BarkeepWinloop","BarkeepWinidleloop","BarkeepWin","BarkeepWinidleloop","BarkeepWin","","BarkeepIdle","BarkeepIdle","BarkeepProfile","","","BarkeepIntro","BarkeepIdle","","","","BarkeepSecondary","BarkeepRecoil","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","barkeep_attack","gen_gold_atk_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"BarkeepTrueSilver","Barkeep","barkeep_geo.scw","","","barley_base_cam.scw","","BarkeepIdle","BarkeepWalk","BarkeepPrimary","BarkeepSecondary","BarkeepSecondary","BarkeepRecoil","","BarkeepRecoil","","BarkeepReload","BarkeepPushback","","BarkeepWin","BarkeepWinloop","","BarkeepLose","BarkeepLoseloop","BarkeepWin","BarkeepWinloop","BarkeepWinidleloop","BarkeepWin","BarkeepWinidleloop","BarkeepWin","","BarkeepIdle","BarkeepIdle","BarkeepProfile","","","BarkeepIntro","BarkeepIdle","","","","BarkeepSecondary","BarkeepRecoil","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"BaseballZombibi","Baseball","bibi_zombibi_geo.scw","","","bibi_base_cam.scw","","BibiIdle","BibiWalk","BibiPrimary","BibiSecondary","BibiSecondary","BibiRecoil","","BibiRecoil2","","","BibiPushback","","BibiWin","BibiWinloop","","BibiLose","BibiLoseloop","BibiWin","BibiWinloop","BibiIdle","BibiWin","BibiWinloop","BibiWin","","BibiIdle","BibiIdle","BibiProfile","BibiWinloop","","BibiProfile","BibiIdle","","","","","","Bibi003Still","Bibi003Still","Bibi003Win","Bibi003WinLoop","","Bibi003Lose","Bibi003LoseLoop","Bibi003Win","Bibi003WinLoop","Bibi003WinLoop","Bibi003Win","Bibi003WinLoop","Bibi003Win","Bibi003Still","Bibi003Still","","","","","","","","","","","","","Bibi003UltiProjectile","","bibi_003_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeTrueGold","TrickshotDude","rico_geo.scw","","","rico_base_cam.scw","","RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoSecondary","RicoRecoil","","RicoRecoil","","RicoReload","RicoPushback","","RicoWin","RicoWinloop","","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","","RicoIdle","RicoIdle","RicoProfile","","","RicoProfile","RicoIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","rico_def_atk","gen_gold_atk_single_small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"TrickshotDudeSilver","TrickshotDude","rico_geo.scw","","","rico_base_cam.scw","","RicoIdle","RicoWalk","RicoPrimary","RicoSecondary","RicoSecondary","RicoRecoil","","RicoRecoil","","RicoReload","RicoPushback","","RicoWin","RicoWinloop","","RicoLose","RicoLoseloop","RicoWin","RicoWinloop","RicoIdle","RicoWin","RicoWinloop","RicoWin","","RicoIdle","RicoIdle","RicoProfile","","","RicoProfile","RicoIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"HammerDudeGold","HammerDude","frank_geo.scw","","","frank_base_cam.scw","","FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankSecondary","FrankRecoil","","FrankRecoil2","","","FrankPushback","","FrankWin","FrankWinloop","","FrankLose","FrankLoseloop","FrankWin","FrankWinloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","","FrankIdle","FrankIdle","FrankProfile","","","FrankIntro","FrankIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","","","","","","","","","frank_def_atk","gen_gold_atk_single","frank_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"HammerDudeSilver","HammerDude","frank_geo.scw","","","frank_base_cam.scw","","FrankIdle","FrankWalk","FrankPrimary","FrankSecondary","FrankSecondary","FrankRecoil","","FrankRecoil2","","","FrankPushback","","FrankWin","FrankWinloop","","FrankLose","FrankLoseloop","FrankWin","FrankWinloop","FrankIdle","FrankWin","FrankWinloop","FrankWin","","FrankIdle","FrankIdle","FrankProfile","","","FrankIntro","FrankIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","","","","","","","","","frank_def_atk","","frank_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"UndertakerGold","Undertaker","mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo","","","mortis_base_cam.scw","","UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerUltiAttack","UndertakerRecoil1","","UndertakerUltiRecoil1","","","UndertakerPushback","","UndertakerWin","UndertakerWinloop","","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","","UndertakerIdle","UndertakerIdle","UndertakerProfile","","","UndertakerProfile","UndertakerIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","","","","","","","","","gen_gold_atk_mortis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"UndertakerSilver","Undertaker","mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo","","","mortis_base_cam.scw","","UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerUltiAttack","UndertakerRecoil1","","UndertakerUltiRecoil1","","","UndertakerPushback","","UndertakerWin","UndertakerWinloop","","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","","UndertakerIdle","UndertakerIdle","UndertakerProfile","","","UndertakerProfile","UndertakerIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"UndertakerHatGold","Undertaker","mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo","","","mortis_base_cam.scw","","UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerUltiAttack","UndertakerRecoil1","","UndertakerUltiRecoil1","","","UndertakerPushback","","UndertakerWin","UndertakerWinloop","","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","","UndertakerIdle","UndertakerIdle","UndertakerProfile","","","UndertakerProfile","UndertakerIdle","","","","","","","","","","","","","","","","","","","","","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","","true","true","","","","","","","","","","","","","","","gen_gold_atk_mortis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_gold_moving","","","gen_gold_moving","","","","","","","","","","",""
"UndertakerHatSilver","Undertaker","mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo","","","mortis_base_cam.scw","","UndertakerIdle","UndertakerWalk","UndertakerAttack","UndertakerUltiAttack","UndertakerUltiAttack","UndertakerRecoil1","","UndertakerUltiRecoil1","","","UndertakerPushback","","UndertakerWin","UndertakerWinloop","","UndertakerLose","UndertakerLoseloop","UndertakerWin","UndertakerWinloop","UndertakerIdle","UndertakerWin","UndertakerWinloop","UndertakerWin","","UndertakerIdle","UndertakerIdle","UndertakerProfile","","","UndertakerProfile","UndertakerIdle","","","","","","","","","","","","","","","","","","","","","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gen_silver_moving","","","gen_silver_moving","","","","","","","","","","",""
"IceDudeDefault","IceDude","lou_geo.scw","","","lou_portrait.scw","","LouIdle","LouWalk","LouAttack","LouSuper","LouSuper","LouRecoil","","LouRecoil","","LouIdle","LouIdle","","LouWin","LouWinloop","","LouLose","LouLoseloop","LouWin","LouWinloop","LouIdle","LouWin","LouWinloop","LouWin","","LouIdle","LouIdle","LouPortrait","","","LouIdle","LouIdle","","","","","","LouWinLoop","LouWinLoop","LouWin","LouWinLoop","","LouLose","LouLoseLoop","LouWin","LouWinLoop","LouWinLoop","LouWin","LouWinLoop","LouWin","LouStill","LouStill","","","","","","","","","","","","","","","lou_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeKing","IceDude","lou_king_geo.scw","","","lou_king_portrait.scw","","LouIdle","LouWalk","LouAttack","LouAttack","LouAttack","LouRecoil","","LouRecoil","","LouIdle","LouIdle","","LouKingWin","LouKingWinloop","","LouKingLose","LouKingLoseloop","LouKingWin","LouKingWinloop","LouIdle","LouKingWin","LouKingWinloop","LouKingWin","","LouIdle","LouIdle","LouKingPortrait","","","LouIdle","LouIdle","","","","","","Lou002WinLoop","Lou002WinLoop","Lou002Win","Lou002WinLoop","","Lou002Lose","Lou002LoseLoop","Lou002Win","Lou002WinLoop","Lou002WinLoop","Lou002Win","Lou002WinLoop","Lou002Win","Lou002Still","Lou002Still","","","","","","","","","Lou002Projectile","","","","Lou002UltiProjectile","","lou_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyLine","Speedy","max_cony_geo.scw","","","max_cony_portrait.scw","","MaxLineIdle","MaxLineWalk","MaxLinePrimary","MaxLineSecondary","MaxLineSecondary","MaxLineRecoil","","MaxLineSecondaryRecoil","","MaxLineReload","MaxLinePushback","","MaxLineWin","MaxLineWinloop","","MaxLineLose","MaxLineLoseloop","MaxLineWin","MaxLineWinloop","MaxLineIdle","MaxLineWin","MaxLineWinloop","MaxLineWin","","MaxLineIdle","MaxLineIdle","MaxLinePortrait","","","MaxLinePortrait","MaxLineIdle","","","","","","Max002WinLoop","Max002WinLoop","Max002Win","Max002WinLoop","","Max002Lose","Max002LoseLoop","Max002Win","Max002WinLoop","Max002WinLoop","Max002Win","Max002WinLoop","Max002Win","Max002Still","Max002Still","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sparkle","max_002_lobby_sad_tears","","","","Max002Projectile","","","","","","max_002_atk","","","","","","","","max_002_use","max_002_ulti_use","","","","","","","","","","","","","","","","","","","","","","","","LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo","No_vo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerLine","Controller","nani_line_friends_geo.scw","","","nani_line_friends_portrait.scw","","NaniLineIdle","NaniLineWalk","NaniLineAttack","NaniLineSecondary","NaniLineSecondary","NaniLineRecoil","","","","NaniLineReload","NaniLinePushback","","NaniLineWin","NaniLineWinloop","","NaniLineLose","NaniLineLoseloop","NaniLineWin","NaniLineWinloop","NaniLineIdle","NaniLineWin","NaniLineWinloop","NaniLineWin","","NaniLineIdle","NaniLineIdle","NaniLinePortrait","","","NaniLineIdle","NaniLineIdle","","","","","","Nani002Still","Nani002Still","Nani002Win","Nani002WinLoop","","Nani002Lose","Nani002LoseLoop","Nani002Win","Nani002WinLoop","Nani002WinLoop","Nani002Win","Nani002WinLoop","Nani002Win","Nani002Still","Nani002Still","","","","","","true","true","","Nani003Projectile","","","","Nani003UltiProjectile","","jessie_003_atk","","","","","","","","leon_003_atk","","","","","","","","","","","","","","","","","","","","","","","","","LL_Kill","No_vo","LL_Start","No_vo","LL_Hurt","LL_Die","No_vo","No_vo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperLine","Sniper","piper_line_friends_geo.scw","","piper_gadget_pistol_geo.scw","piper_line_friends_portrait.scw","","SniperLineIdle","SniperLineWalk","SniperLineAttack","SniperLineSecondary","SniperLineSecondary","SniperLineRecoil","","SniperLineRecoil","","SniperLineReload","SniperLinePushback","","SniperLineWin","SniperLineWinloop","","SniperLineLose","SniperLineLoseloop","SniperLineWin","SniperLineWinloop","SniperLineIdle","SniperLineWin","SniperLineWinloop","SniperLineWin","","SniperLineIdle","SniperLineIdle","SniperLineProfile","","","SniperLineProfile","SniperLineIdle","","","","SniperGadgetPistolAttack","SniperGadgetPistolRecoil","PiperStillOpen","PiperStillOpen","Piper003Win","Piper003WinLoop","","Piper003Lose","Piper003LoseLoop","Piper003Win","Piper003WinLoop","Piper003WinLoop","Piper003Win","Piper003WinLoop","Piper003Win","PiperStillClosed","PiperStillClosed","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerLineAddon","","peep_line_friends_geo.scw","","","","","PeepLineIdle","","","","","","","","","","","","PeepLineIdle","PeepLineIdle","","PeepLineIdle","PeepLineIdle","PeepLineIdle","PeepLineIdle","PeepLineIdle","PeepLineIdle","PeepLineIdle","PeepLineIdle","","PeepLineIdle","PeepLineIdle","PeepPortrait","","","PeepPortrait","PeepLineIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeSnowtel","TntDude","dynamike_groom_geo.scw","","","dynamike_groom_portrait.scw","","DynamikeGroomIdle","DynamikeGroomWalk","DynamikeGroomPrimary","DynamikeGroomSecondary","DynamikeGroomSecondary","DynamikeGroomRecoil","","DynamikeGroomUlti","","DynamikeGroomReload","DynamikeGroomPushback","","DynamikeGroomWin","DynamikeGroomWinloop","","DynamikeGroomLose","DynamikeGroomLoseloop","DynamikeGroomWin","DynamikeGroomWinloop","DynamikeGroomIdle","DynamikeGroomWin","DynamikeGroomWinloop","DynamikeGroomWin","","DynamikeGroomIdle","DynamikeGroomIdle","DynamikeGroomProfile","","","DynamikeGroomProfile","DynamikeGroomIdle","","","","","","DynaStill","DynaStill","DynaWin","DynaWinLoop","","DynaLose","DynaLoseLoop","DynaWin","DynaWinLoop","DynaWinLoop","DynaWin","DynaWinLoop","DynaWin","DynaStill","DynaStill","","","","","","","true","true","Mike006Projectile","","","","Mike006UltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
