"TID","IT"
"TID_ALLIANCE_NAME_TOO_SHORT","Nome del club troppo corto"
"TID_CLAN_JOIN_REQUEST_TITLE","Richiesta adesione al club"
"TID_CLAN_JOIN_REQUEST_SEND","Invia"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","Ehilà, mi piacerebbe entrare in questo club."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Vuoi far entrare questo giocatore nel club?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Accetta"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Rifiuta"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Richiesta accettata da <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Richiesta rifiutata da <name>"
"TID_HINT_DRAG_TO_AIM","Trascina per mirare"
"TID_HINT_RELEASE_TO_SHOOT","Rilascia per colpire"
"TID_HINT_ACTIVATE_ULTI","Trascina la <cff9900>LEVETTA GIALLA</c> per mirare la super."
"TID_HINT_DRAG_TO_ULTI","Trascina per mirare la SUPER e rilascia per usarla!"
"TID_HINT_COLLECT_GOLD","I brawler fanno cadere le loro <ce662f9>GEMME</c> quando sono eliminati."
"TID_HINT_HOLD_GOLD","Proteggi le tue <ce662f9>GEMME</c>!"
"TID_HINT_GO_AFTER_ENEMY","Attacca il nemico!"
"TID_HINT_ATTACK_BASE","Colpisci la cassaforte nemica per forzarla e proteggi la tua!"
"TID_HINT_DEFEND_BASE","Colpisci la cassaforte nemica per forzarla e proteggi la tua!"
"TID_HINT_SHOOT_ENEMIES","Sconfiggi i nemici per ottenere stelle!"
"TID_HINT_YOU_ARE_WINNING","La tua squadra sta vincendo! Difendetevi!"
"TID_HINT_YOU_ARE_LOSING","La tua squadra sta perdendo! Attaccate!"
"TID_HINT_TAP_TO_MOVE","Tocca per spostarti.\nMuoviti in gruppo."
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","Occhio, c'è una bella taglia su di te ora!"
"TID_BOUNTY_3","Occhio, la tua taglia ora è bella grossa!"
"TID_BOUNTY_4","Vivo o morto!"
"TID_NO_CLAN_TITLE","Trova un club"
"TID_NO_CLAN_BODY","Entra in un club per parlare e giocare con della bella gente!"
"TID_NO_CLAN_SUGGESTIONS","Club consigliati per te"
"TID_NO_CLAN_RESULTS","Risultati della ricerca"
"TID_NO_CLAN_EMPTY","Nessun club consigliato :-("
"TID_NO_CLAN_WAITING_FOR_DATA","In attesa dei dati..."
"TID_CONNECTING_TO_SERVER","Connessione al server..."
"TID_TEAM_ADVERTISE","PUBBLICIZZA"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","nel club"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","agli amici"
"TID_TEAM_AD_INFO_0","In cerca di giocatori per una partita a squadre"
"TID_TEAM_AD_JOIN","Entra in squadra"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Impossibile entrare. Sei già in una squadra."
"TID_TEAM_MEMBER_STATUS_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>IN BATTAGLIA</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>NON PRESENTE</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>NON È PRONTO</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>MATCHMAKING</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>FINE SCONTRO</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>VEDE SCONTRI</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>ALLENAMENTO</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>SCRIVE...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>BRAWLER</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>EVENTI</c>"
"TID_TEAM_MEMBER_STATUS_13","<c999999>MISSIONI</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>PRONTO</c>"
"TID_TEAM_STATUS_IN_MATCH","IN BATTAGLIA"
"TID_TEAM_STATUS_IN_MATCHMAKING","MATCHMAKING"
"TID_TEAM_STATUS_FULL","<cff1e00>PIENA</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","APERTA"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Devi far parte di un club per usare questa opzione."
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","Devi avere degli amici per usare questa opzione."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Impossibile pubblicizzare. La squadra è piena."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Opzione accessibile solo al fondatore della squadra."
"TID_TEAM_LOC_INFO","<MODE> in <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","SQUADRE"
"TID_STREAM_EVENT_1","<sender> ha espulso <target> dal club. Ciao ciao!"
"TID_STREAM_EVENT_2","<sender> ha fatto entrare <target> nel club. Evviva!"
"TID_STREAM_EVENT_3","<sender> fa ora parte del club. Evviva!"
"TID_STREAM_EVENT_4","<sender> ha abbandonato il club. Ci mancherà... forse."
"TID_STREAM_EVENT_5","<sender> ha promosso <target>. Congratulazioni!"
"TID_STREAM_EVENT_6","<sender> ha retrocesso <target>. Capita..."
"TID_STREAM_EVENT_101","Squadra creata da <sender>."
"TID_STREAM_EVENT_102","<sender> fa parte della squadra."
"TID_STREAM_EVENT_103","<sender> è uscito/a."
"TID_STREAM_EVENT_104","<sender> ha espulso <target>. Ciao ciao!"
"TID_STREAM_EVENT_105","matchmaking iniziato"
"TID_STREAM_EVENT_106","matchmaking annullato"
"TID_STREAM_EVENT_107","partita iniziata"
"TID_STREAM_EVENT_108","partita vinta"
"TID_STREAM_EVENT_109","partita persa"
"TID_STREAM_EVENT_110","allenamento iniziato"
"TID_STREAM_EVENT_111","allenamento finito"
"TID_STREAM_EVENT_112","pareggio"
"TID_STREAM_EVENT_113","sopravvivenza finita"
"TID_STREAM_EVENT_114","I messaggi sono stati silenziati."
"TID_STREAM_EVENT_115","I messaggi sono stati attivati."
"TID_CHAT_BOTTOM_BUTTON","Scorri in basso"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> nuovi messaggi"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nuovo messaggio"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Migliora al livello <LVL>"
"TID_HERO_INFO_ITEMS","MIGLIORAMENTI"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","Hai già questa skin"
"TID_HERO_INFO_SKIN_ACTIVE","SELEZIONATA"
"TID_HERO_INFO_SKIN_ACTIVATE","SELEZIONA"
"TID_HERO_INFO_LEADERBOARD","Classifica"
"TID_HERO_INFO_LEADERBOARD_LABEL","Migliori giocatori con <HERO>"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW> </c>"
"TID_CLAN_SEARCH_GO","CERCA"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Trascina per mirare con la super."
"TID_HINT_SHOOT","Trascina per mirare e rilascia per colpire."
"TID_HERO_SCORE_SUM_LEADERBOARD","Migliori giocatori"
"TID_ALLIANCE_LEADERBOARD","Club migliori"
"TID_HINT_MAKE_GOAL","Trascina per mirare e rilascia per calciare la palla."
"TID_BATTLE_ROYALE_INTRO_TEXT","Sopravvivi a tutti gli altri!"
"TID_HINT_COLLECT_BUFFS","Prendi i <c50d050>cubi di energia</c> da casse\ne nemici per diventare più forte!"
"TID_PLAYERS_LEFT","Brawler rimanenti: <num>"
"TID_AVOID_POISON","Evita le <c90ee90>nubi tossiche</c> che avanzano!"
"TID_CLAN_CREATE_COOLDOWN","Impossibile creare un club ora. Prova ancora tra: <TIME>."
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","Devi raggiungere il livello di esperienza <LEVEL> per creare un club."
"TID_PLAYER_DATA_MISSING","Dati giocatore mancanti"
"TID_ALLIANCE_DATA_MISSING","Dati club mancanti"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Ricarica in corso!"
"TID_EVENT_EXPIRED","Evento scaduto"
"TID_DOUBLE_COINS_INFO","Uno scontro qui ti darà il doppio dei gettoni."
"TID_DOUBLE_XP_INFO","Uno scontro qui ti darà il doppio dell'esperienza."
"TID_SETTINGS_TITLE","IMPOSTAZIONI"
"TID_SETTINGS_CONTROL_MODE_TITLE","COMANDI"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Tocca per muoverti"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Tocca un punto dello schermo per farlo raggiungere al brawler. Trascina per mirare e rilascia per colpire."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Movimento per destrorsi"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Sposta il brawler usando una levetta virtuale in basso a sinistra dello schermo. Tocca un bersaglio per attaccarlo."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Movimento per mancini"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Sposta il brawler usando una levetta virtuale in basso a destra dello schermo. Tocca un bersaglio per attaccarlo."
"TID_CHANGE_NAME_TITLE","CAMBIA NOME"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nome attuale:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Inserisci il nuovo nome:"
"TID_ERROR_NAMES_DONT_MATCH","I nomi non corrispondono. Controlla."
"TID_CONTINUE","Continua"
"TID_NAMECHANGE_WARNING","ATTENZIONE: puoi cambiare il nome una volta sola!"
"TID_CONFIRM","Conferma"
"TID_INVALID_NAME","Nome non valido! Provane un altro."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Reinserisci il nuovo nome:"
"TID_NAME_ALREADY_CHANGED","Puoi cambiare nome solo una volta."
"TID_NAME_CHANGE_ALREADY_USED","Hai già cambiato nome una volta."
"TID_NAME_CHANGED_SUCCESS","Il nome è stato cambiato!"
"TID_NAME_CHANGE_IN_PROGRESS","Impossibile cambiare il nome. Il cambiamento precedente è in corso."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Puoi cambiare nome solo dopo aver raggiunto il livello di esperienza <level>."
"TID_CONFIRM_CONFIRM","Digita \q<confirmword>\q e premi il pulsante OK per completare l'azione."
"TID_CONFIRM_WORD","CONFERMA"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Vuoi davvero cambiare nome?\nIl nuovo nome sarà:"
"TID_BUTTON_CONFIRM","OK"
"TID_EVENTS_TIME","<cFFFFFF><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Prossimo evento tra:"
"TID_EVENTS_TIME_LEFT","Tempo rimasto"
"TID_EVENTS_NEW","NUOVO!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Hai ottenuto tutta l'esperienza"
"TID_EVENTS_EVENT_LOCKED","BLOCCATO"
"TID_EVENTS_TROPHY_REQ","Si sblocca ottenendo un totale di <c00ffff><COUNT></c> trofei."
"TID_EVENTS_PRO_LEAGUE_REQ","Sblocca un'abilità stellare di un brawler per partecipare."
"TID_GAME_STARTING","Sta iniziando una partita nella mappa \q<LOCATION>\q. Partecipa anche tu!"
"TID_WEEKEND_EVENT","Evento con doppia esperienza"
"TID_PLAYER_KILLED_SOMEONE","<name>"
"TID_SHOP_TEMPORARILY_DISABLED","Il negozio al momento è chiuso."
"TID_GATCHA_TEMPORARILY_DISABLED","Al momento non è possibile aprire le casse brawl."
"TID_SHOP_WELCOME_TITLE","ECCO IL NEGOZIO"
"TID_SHOP_WELCOME","Il negozio si espanderà a mano a mano che avanzerai nel gioco!\n\nTornaci regolarmente per scoprire le nuove offerte!"
"TID_SHOP_SPECIAL_OFFER","OFFERTA SPECIALE"
"TID_SHOP_COIN_BOOSTERS","POTENZIAMENTI"
"TID_SHOP_GEM_PACKS","PACCHETTI DI GEMME"
"TID_SHOP_PURCHASED","Acquistato"
"TID_SHOP_OBTAINED","Ottenuto"
"TID_SHOP_INVALIDATED","Scaduto"
"TID_SHOP_ACTIVE","Attivo"
"TID_SHOP_DOUBLE_COINS_TITLE","RADDOPPIAGETTONI"
"TID_SHOP_DOUBLE_COINS_INFO","Raddoppia le prossime"
"TID_SHOP_DOUBLE_COINS_INFO_2","ottenute in battaglia"
"TID_SHOP_DOUBLE_COINS_INFO_COMBINED","Raddoppia i prossimi <AMOUNT> gettoni ottenuti in battaglia."
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Gettoni rimasti:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Gemme insufficienti"
"TID_SHOP_OFFER_PURCHASE_ERROR_3","Offerta già acquistata"
"TID_SHOP_OFFER_PURCHASE_ERROR_4","Impossibile acquistare. Hai già uno o più articoli di questa offerta."
"TID_SHOP_OFFER_TITLE","OFFERTA A TEMPO LIMITATO"
"TID_SHOP_GEM_PACK_1_TITLE","Manciata di gemme"
"TID_SHOP_GEM_PACK_2_TITLE","Sacchetto di gemme"
"TID_SHOP_GEM_PACK_3_TITLE","Borsa di gemme"
"TID_SHOP_GEM_PACK_4_TITLE","Secchio di gemme"
"TID_SHOP_GEM_PACK_5_TITLE","Cassa di gemme"
"TID_SHOP_GEM_PACK_6_TITLE","Montagna di gemme"
"TID_SHOP_HEROES_OF_RARITY","BRAWLER GARANTITI"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>> BRAWLER <NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Cassa brawler"
"TID_SHOP_HERO_POWER_TITLE","ENERGIA <cffffff>+<AMOUNT></c>"
"TID_SHOP_GATCHA_BOXES","CASSE"
"TID_SHOP_GATCHA_BOX_1","CASSA ENORME"
"TID_SHOP_GATCHA_BOX_2","CASSA BRAWL"
"TID_SHOP_GATCHA_BOX_3","MEGA CASSA"
"TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3","Non puoi più acquistare altre casse oggi"
"TID_SHOP_TICKETS","BIGLIETTI DEGLI EVENTI"
"TID_SHOP_TICKET_PACK_0","PACCHETTO DI BIGLIETTI"
"TID_SHOP_TICKET_PACK_1","Pila di biglietti"
"TID_SHOP_TICKET_PACK_2","Rotolo di biglietti"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS","PACCHETTI DI MONETE"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0","Manciata di monete"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1","Sacchetto di monete"
"TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2","Borsa di monete"
"TID_HERO_LVL_MATERIAL_RECEIVED","<AMOUNT> monete acquistate"
"TID_SHOP_DAILY_OFFERS","OFFERTE DI OGGI"
"TID_SHOP_SKINS","SKIN"
"TID_SHOP_BRAWLIDAYS_SKINS","SKIN DELLE FESTE"
"TID_SHOP_LUNAR_BRAWL_SKINS","SKIN MISCHIA LUNARE"
"TID_SHOP_BRAWLOWEEN_SKINS","SKIN DI BRAWL-O-WEEN"
"TID_SHOP_ARCHIVE_SKINS","SKIN DALL'ARCHIVIO"
"TID_SHOP_ARCHIVE_SKINS_RARE","OCCASIONE RARA!"
"TID_SHOP_ARCHIVE_SKINS_LAST","ULTIMA POSSIBILITÀ!"
"TID_SHOP_LEGENDARY_SKINS","NEGOZIO STELLARE"
"TID_SHOP_STAR_BOXES","CASSE STELLARI"
"TID_SHOP_FREE","GRATUITA"
"TID_SHOP_CLAIM","RISCUOTI"
"TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN","<TIME>"
"TID_SHOP_TICKETS_AVAILABLE_FOR","<TIME>"
"TID_SHOP_DISCOUNT","-<AMOUNT>%"
"TID_SHOP_OFFER_TITLE_0","CASSA GRATUITA"
"TID_SHOP_OFFER_TITLE_1","MONETE"
"TID_SHOP_OFFER_TITLE_6","CASSA BRAWL"
"TID_SHOP_OFFER_TITLE_7","BIGLIETTI"
"TID_SHOP_OFFER_TITLE_8","PUNTI ENERGIA"
"TID_SHOP_OFFER_TITLE_9","RADDOPPIAGETTONI"
"TID_SHOP_OFFER_TITLE_10","MEGA CASSA"
"TID_SHOP_OFFER_TITLE_12","PUNTI ENERGIA"
"TID_SHOP_OFFER_TITLE_14","CASSA ENORME"
"TID_SHOP_OFFER_TITLE_15","CASSA BRAWL"
"TID_SHOP_OFFER_TITLE_16","GEMME"
"TID_SHOP_OFFER_TITLE_19","NUOVA REAZIONE"
"TID_SHOP_OFFER_TITLE_20","SET DI REAZIONI"
"TID_SHOP_OFFER_TITLE_21","PACCHETTO DI REAZIONI"
"TID_SHOP_OFFER_TITLE_22","PACCHETTO DI REAZIONI DI"
"TID_SHOP_OFFER_TITLE_23","REAZIONE <RARITY>"
"TID_EMOTE_RARITY_0","COMUNE"
"TID_EMOTE_RARITY_1","RARA"
"TID_EMOTE_RARITY_2","EPICA"
"TID_EMOTE_RARITY_3","LEGGENDARIA"
"TID_SHOP_OFFER_DESC_GOLD","Usa le monete per migliorare i brawler."
"TID_SHOP_OFFER_ANY_BRAWLER","PER QUALSIASI\nBRAWLER"
"TID_PURCHASE_OFFER_POPUP_TITLE","Conferma l'acquisto"
"TID_PURCHASE_OFFER_POPUP_TITLE_FREE","Premio gratuito"
"TID_SHOP_OFFER_NEW_HERO_LABEL","BRAWLER"
"TID_SHOP_OFFER_NEW_SKIN_LABEL","SKIN"
"TID_SHOP_OFFER_HERO_POWER_TITLE","PUNTI ENERGIA"
"TID_SHOP_TICKET_PURCHASE_ERROR_4","Impossibile acquistare. Puoi comprare solo un pacchetto per ogni evento."
"TID_SHOP_OFFER_NEW","NUOVA"
"TID_GATCHA_BOX_TITLE_2","CASSA BRAWL"
"TID_GATCHA_BOX_TITLE_3","MEGA CASSA"
"TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL","NUOVO BRAWLER"
"TID_GATCHA_BOX_INFO_2","Contiene monete e punti energia per due brawler, o uno tra i seguenti articoli: un nuovo brawler, un gadget o un'abilità stellare. Come bonus, alcune casse hanno anche un raddoppiagettoni!"
"TID_GATCHA_BOX_INFO_3","\n\n<AMOUNT> volte più grande di una cassa brawl."
"TID_SHOP_OFFER_INFO_0","È gratuita! Mica male, no?"
"TID_SHOP_OFFER_INFO_1","Contiene <AMOUNT> monete. Usale per migliorare i brawler."
"TID_SHOP_OFFER_INFO_2","Sblocca un brawler <RARITY> casuale!"
"TID_SHOP_OFFER_INFO_3","Sblocca un nuovo brawler!"
"TID_SHOP_OFFER_INFO_6","Le casse brawl possono contenere brawler, punti energia, monete e altro ancora!"
"TID_SHOP_OFFER_INFO_7","Contiene <AMOUNT> biglietti degli eventi, utilizzabili per gli eventi con biglietti."
"TID_SHOP_OFFER_INFO_8","Contiene <AMOUNT> punti energia, utilizzabili per migliorare i brawler."
"TID_SHOP_OFFER_INFO_9","Raddoppia i prossimi <AMOUNT> gettoni ottenuti in battaglia."
"TID_SHOP_OFFER_INFO_10","Le mega casse hanno il decuplo dei contenuti delle normali casse brawl!"
"TID_SHOP_OFFER_INFO_12","Scegli tu il brawler che riceve i punti energia."
"TID_SHOP_OFFER_INFO_13","Sblocca un nuovo slot degli eventi"
"TID_SHOP_OFFER_INFO_14","Le casse enormi hanno il triplo dei contenuti delle normali casse brawl!"
"TID_SHOP_OFFER_INFO_16","Contiene <AMOUNT> gemme."
"TID_SHOP_OFFER_INFO_18","Sblocca le MISSIONI e ottieni più gettoni per il Brawl Pass."
"TID_SHOP_OFFER_INFO_19","Nuova reazione di <BRAWLER>!"
"TID_SHOP_OFFER_INFO_20","Contiene <AMOUNT> reazioni. Usa questo set per comunicare con gli altri giocatori!"
"TID_SHOP_OFFER_INFO_21","Il pacchetto contiene due reazioni comuni e una rara o epica di qualsiasi brawler tra quelli sbloccati, in base alle seguenti probabilità.\nReazione rara: <Rare>%\nReazione epica: <Epic>%"
"TID_SHOP_OFFER_INFO_22","Il pacchetto contiene due reazioni comuni e una rara o epica di <BRAWLER>, in base alle seguenti probabilità.\n\nReazione rara: <Rare>%\nReazione epica: <Epic>%"
"TID_SHOP_OFFER_INFO_23","Contiene una nuova reazione <RARITY>. Usa reazioni come questa per comunicare con gli altri giocatori!"
"TID_SHOP_OFFER_HOR_NEW","NUOVA"
"TID_SHOP_OFFER_HOR_RARITY","<c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_BRAWLER","BRAWLER"
"TID_SHOP_OFFER_HOR_POPUP_RARITY","NUOVO <c<COLOR>><NAME></c>"
"TID_SHOP_OFFER_HOR_POPUP_BRAWLER","BRAWLER"
"TID_SHOP_SKIN_OFFER","SKIN IN OFFERTA"
"TID_SHOP_OFFER_EXPIRED","Offerta scaduta"
"TID_SKINS_AD_TITLE","NUOVE SKIN DISPONIBILI"
"TID_SKINS_AD_OK","OK"
"TID_SKINS_AD_INFO","Da' un'occhiata alle nuove skin nella schermata dei brawler!"
"TID_TERMS_OF_SERVICE_BUTTON","Condizioni d'Uso"
"TID_IMMUNE","Immune"
"TID_BATTLE_END_PROCEED","PROCEDI"
"TID_HINT_TAP_TO_MOVE_1","Raccogli le <ce662f9>GEMME</c> dal centro dell'arena."
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Direziona la super verso il nemico!"
"TID_HINT_SHOOT_1","Le <ce662f9>GEMME</c> sbucheranno dal centro dell'arena!"
"TID_HINT_DRAG_TO_ULTI_1","Ora scatena la SUPER con la levetta rossa!"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nuovo accesso a Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Vuoi salvare la partita in corso su questo account di Game Center?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso account di Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare la partita di <name> (livello di esperienza <number>)? Attenzione: i progressi della partita in corso andranno perduti."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Carica partita?"
"TID_BUTTON_VILLAGE_LOAD","Carica"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avviso di Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Vuoi caricare la partita di <name> (livello di esperienza <number>)? Attenzione: i progressi della partita in corso andranno perduti."
"TID_BUTTON_AVATAR_LOAD","Carica"
"TID_SETTINGS_SCREEN_TITLE","Impostazioni"
"TID_SETTINGS_MUSIC","MUSICA"
"TID_SETTINGS_SFX","EFFETTI SONORI"
"TID_SETTINGS_OFF","NO"
"TID_SETTINGS_ON","SÌ"
"TID_SETTINGS_LANGUAGE","LINGUA"
"TID_ACCOUNT","Dispositivi"
"TID_LINK_DEVICE_BUTTON","Collega un dispositivo"
"TID_SETTINGS_FACEBOOK","AMICI"
"TID_CHANGE_NAME_BUTTON","Cambia nome"
"TID_CREDITS_BUTTON","Riconoscimenti"
"TID_PRIVACY_POLICY_BUTTON","Normativa sulla privacy"
"TID_PARENTS_GUIDE_BUTTON","Guida genitori"
"TID_MULTIDEVICE_INFO","Accedi con il tuo account di Game Center per salvaguardare i progressi e giocare con più dispositivi iOS."
"TID_SETTINGS_GOOGLE","Accesso a Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connesso"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Connetti"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","CONNESSO"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","CONNETTI"
"TID_FAQ_BUTTON","Guida e assistenza"
"TID_ABOUT_TERMS","L'uso di questo software è soggetto alle Condizioni d'Uso e alla Normativa sulla privacy disponibili su www.supercell.com."
"TID_ABOUT","Riconoscimenti\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2020 Supercell Ltd. Tutti i diritti riservati.\n<extracopyright>\n<terms>"
"TID_IAP_TRANSACTION_PENDING","Transazione in corso. Attendere."
"TID_RATE_APP_TITLE","Valuta Brawl Stars"
"TID_RATE_APP_MESSAGE","Valuta o recensisci Brawl Stars sull'App Store: la tua opinione è preziosa!"
"TID_BUTTON_RATE_APP_LATER","Più tardi"
"TID_BUTTON_RATE_APP_REVIEW","Recensisci"
"TID_BUTTON_RATE_APP_NEVER","Mai"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Sblocco dell'account non disponibile"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Lo sblocco dell'account non è disponibile al momento. Riprova più tardi."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Riprova"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Codice di sblocco non valido!"
"TID_ACCOUNT_LOCKED_TITLE","Account bloccato"
"TID_ACCONT_LOCKED_TEXT","L'account è stato bloccato per motivi di sicurezza. Contatta l'assistenza per recuperarlo."
"TID_ACCOUNT_LOCKED_TEXT2","Inserisci qui il codice di sblocco:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Tocca per confermare"
"TID_NOT_ENOUGH_GEMS_TITLE","Gemme insufficienti"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nHai finito le gemme. Vai al negozio per ottenerne altre!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Vai al negozio"
"TID_COIN_DOUBLER_TITLE","Acquista raddoppiagettoni"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Aggiungi gettoni al raddoppiagettoni"
"TID_COIN_DOUBLER_INFO","Raddoppia i prossimi <c2edd1b><AMOUNT></c> gettoni ottenuti in battaglia."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Aggiungi <c2edd1b><AMOUNT></c> gettoni al raddoppiagettoni.\n\nI raddoppiagettoni raddoppiano i gettoni ottenuti in battaglia."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Danni per candelotto"
"TID_STARS_1","Attenzione: hai una <ce662f9>GEMMA</c>!"
"TID_STARS_2","Attenzione: hai delle <ce662f9>GEMME</c>!"
"TID_STARS_3","Attenzione: hai molte <ce662f9>GEMME</c>!"
"TID_STARS_4","Attenzione: hai una caterva di <ce662f9>GEMME</c>!"
"TID_GATCHA_BUTTON_TITLE","CASSA BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","CASSA ENORME"
"TID_EVENT_LOCKED","Bloccato"
"TID_SPECIAL_EVENT_TITLE_TOP","EVENTO SPECIALE:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","attivo per:"
"TID_SPECIAL_EVENT_STATUS_FUTURE","inizia tra:"
"TID_EVENT_COMING_UP_INFO","L'evento sarà disponibile tra: <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK VACANZIERO"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE ROSA"
"TID_SHAMAN_PANDA_SKIN","NITA PANDA"
"TID_CROW_WHITE_SKIN","CORVO BIANCO"
"TID_BULL_HAIR_SKIN","BULL VICHINGO"
