"TID","UK"
"TID_TOP_TOOL_TIP_COINS","<cff8E1b>Монети</c> потрібні для покращення бійців, отримання бафіків, а також купівлі золотих і срібних скінів.\n\nМонети можна знайти на Шляху трофеїв, у Brawl Pass і Pro Pass, у різних призах, а також серед нагород за квести й випробування."
"TID_TOP_TOOL_TIP_STAR_POINTS","<cff00ff>Зоряні очки</c> потрібні для купівлі ексклюзивних предметів у магазині.\n\nОтримуй зоряні очки в Лізі трофеїв, а також коли будь-який боєць досягає 10-го рангу й кожного пʼятого рангу після цього!"
"TID_TOP_TOOL_TIP_CLUB_TICKETS","<cff0000>Квитки</c> потрібні для участі в подіях Ліги клубів"
"TID_TOP_TOOL_TIP_CLUB_COINS","<cff0000>Клубні монети</c> потрібні для купівлі ексклюзивних предметів у Клубному магазині.\n\nЗаробляй клубні монети за участь у клубних іграх!"
"TID_TOP_TOOL_TIP_CHROMATIC_COINS","<cF88F25>Хромакредити</c> потрібні для розблокування хроматичних бійців.\n\nЗбирай хромакредити в Brawl Pass, на Шляху трофеїв, у призах Старр, а також серед нагород за квести й випробування.\n\nМакс.: <cFF0000><MAX></c><EXTRAINFO>"
"TID_TOP_TOOL_TIP_CHROMATIC_COINS_EXTRAINFO_MAX_REACHED","\n\n<cFF0000>Досягнуто ліміту. Витрать хромакредити, перш ніж збирати нові.</c>"
"TID_GAME_MODE_0","ЗАХОПЛЕННЯ САМОЦВІТІВ"
"TID_GAME_MODE_0_DESC","Збирай самоцвіти, що зʼявляються із шахти самоцвітів у центрі мапи. Або просто забирай їх у переможених противників! Утримуй десять самоцвітів до кінця відліку, щоб перемогти!"
"TID_GAME_MODE_2","ПОГРАБУВАННЯ"
"TID_GAME_MODE_2_DESC","Захищай цінний сейф своєї команди й водночас намагайся зламати сейф команди противника! Перемагає команда, яка першою розкриє сейф противника.\n\nЯкщо час вийде, переможе команда, яка завдала сейфу противника більше ушкодження."
"TID_GAME_MODE_3","НАГОРОДА ЗА ГОЛОВУ"
"TID_GAME_MODE_3_DESC","Здобувай зірки для своєї команди за перемогу над гравцями з команди противника. Щоразу, коли ти перемагаєш противника, нагорода за твою голову збільшується на одну зірку, максимум до семи. Не віддавай їх противникам!\n\nПеремагає команда, яка першою збере 20 зірок або матиме більше зірок, коли час вийде. У разі нічиєї перемагає команда із синьою зіркою."
"TID_GAME_MODE_6","ОДИНОЧНЕ ЗІТКНЕННЯ"
"TID_GAME_MODE_6_COMBINED","ЗІТКНЕННЯ"
"TID_GAME_MODE_6_DESC","Знищ інших девʼятьох і залишайся останнім бійцем, що вижив. Використовуй будь-які засоби: життя в тебе лише одне."
"TID_GAME_MODE_6_DESC_COMBINED","Знищ усіх інших і залишайся останнім бійцем, що вижив. Грай соло або в команді з двох гравців."
"TID_GAME_MODE_5","БРАВЛБОЛ"
"TID_GAME_MODE_5_DESC","Достав мʼяч у ворота команди противника й забий гол! Матч завершується, коли одна з команд забʼє два голи або коли мине час."
"TID_GAME_MODE_3_OG","ЗАЧИСТКА"
"TID_GAME_MODE_3_OG_DESC","Здобувай зірки для своєї команди за перемоги над гравцями з команди противника. Щоразу, коли ти перемагаєш противника, нагорода за твою голову збільшується на одну зірку, максимум до семи. Не віддавай їх противникам!\n\nПеремагає команда, яка матиме більше зірок, коли час вийде."
"TID_GAME_MODE_11","ВІЙНИ ДУХІВ"
"TID_GAME_MODE_11_DESC","Знищ захисну турель противника! Янгольські й демонські духи вириваються з порталів і несуть свою вічну війну просто на арену. Збирай амулети, щоб закликати духів у бій. Амулети випадково зʼявляються біля центру мапи. Підбери амулет і протримайся кілька секунд, щоб активувати його.\n\nУ кожному матчі може бути до трьох сутичок: у кожній закликаються до 10 духів, відповідно до кількості зібраних амулетів. З кожною сутичкою духи стають сильнішими.\nОбережно: не підходь надто близько до турелі противника без підтримки духів!"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Зоряний жетон"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Підвищення рангу"
"TID_BATTLE_END_GAIN_LABEL_DOUBLERS","Подвоювачі"
"TID_BATTLE_END_GAIN_LABEL_TEAMUP","Командна гра"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Підвищення рівня"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Перемога"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Поразка"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Нічия"
"TID_BATTLE_END_GAIN_LABEL_MVP","Зоряний гравець"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Очки рангу"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Залишилося подвоювачів:"
"TID_BATTLE_END_COIN_REWARDS","ДОСВІД BRAWL PASS"
"TID_BATTLE_END_MVP","ЗОРЯНИЙ ГРАВЕЦЬ"
"TID_BATTLE_END_DEFEAT_INFO","Наступного разу пощастить!"
"TID_TUTORIAL_1","Привіт, я Шеллі! Зберімо всі ці <c50d050>КУБИ СИЛИ</c>!"
"TID_TUTORIAL_2","Треба зібрати їх усі!"
"TID_TUTORIAL_3","Роботи-мішені! <ccc0033>ПОТЯГНИ</c> <ccc0033>ЧЕРВОНИЙ ДЖОЙСТИК</c> правим великим пальцем, щоб прицілитися, а тоді відпусти, щоб вистрілити. Знищуй роботів!"
"TID_TUTORIAL_GOOD_JOB_1","Чудово! Я стала сильнішою!"
"TID_TUTORIAL_5","Торкнися <ccc0033>ЧЕРВОНОГО ДЖОЙСТИКА</c>, щоб стріляти в найближчого противника. Знищ їх усіх!"
"TID_TUTORIAL_6","А тепер використай супердію, щоб поцілити в БОСА за стіною! <cff9900>ПОТЯГНИ</c> <cff9900>ЖОВТИЙ ДЖОЙСТИК</c>, щоб прицілитися, а потім відпусти, щоб вистрілити!"
"TID_TUTORIAL_555","Клас! Так тримати!"
"TID_TUTORIAL_7","Молодець! Ми зібрали <c50d050>КУБИ СИЛИ</c>, рушаймо до виходу!"
"TID_TUTORIAL_8","Влучання в противників заряджає твою супердію. Використай <cff9900>жовтий джойстик</c>, щоб атакувати противників супердією!"
"TID_TUTORIAL_9","Ого, у тебе справжній хист бійця!\n\nА тепер покажімо їм!"
"TID_TUTORIAL_10","Атаки по цілях заряджають шкалу супердії. Моя супердія вже готова!\nНатисни на кнопку супердії!"
"TID_TUTORIAL_11","<cff6633>Помаранчеві смужки</c> показують твій боєзапас. Я перезаряджатимуся так швидко, як зможу!"
"TID_FIGHT_TUTORIAL","ГРАТИ"
"TID_HERO_SCORE_INFO","Збирай трофеї для цього бійця — перемагай інших гравців.\n\nПотрібно трофеїв для наступного трофейного рангу: <PROGRESS>"
"TID_HERO_SCORE_INFO_MAXED","Досягнуто максимального трофейного рангу! Тепер за перемоги нараховуються сезонні трофеї."
"TID_HERO_SCORE_INFO_COMPACT","Для наступного трофейного рангу потрібні трофеї: <PROGRESS>"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","ВИГРАЙ ОДИН ТРЕНУВАЛЬНИЙ БІЙ, ЩОБ РОЗБЛОКУВАТИ ПОВНУ ГРУ"
"TID_SOCIAL_TAB_CLANS","КЛУБ"
"TID_SOCIAL_TAB_FRIENDS","ДРУЗІ"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>у бою</c> вже <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>на екрані завершення матчу</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>спостерігає</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>тренується</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>у підборі бійців</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>у команді</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>у команді</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>у команді</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>у бою</c>"
"TID_FRIEND_STATUS_MENUS","у меню"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","ОБ’ЄДНУЙТЕСЯ В КОМАНДИ!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","ГРАВЦІ В МЕРЕЖІ"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Немає друзів чи учасників клубу в мережі"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Немає друзів чи учасників клубу, яких можна запросити. Нещодавно був бій із кимось класним? Додай цього гравця в друзі!"
"TID_CLAN_CREATE_BUTTON","СТВОРИТИ"
"TID_CLAN_SAVE_BUTTON","ЗБЕРЕГТИ"
"TID_CLAN_CREATE_TITLE","СТВОРИТИ НОВИЙ КЛУБ"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Востаннє в мережі:\n<cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","< 1 год тому"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Востаннє в мережі:\n<cf7f7f7><HOURS> год тому</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Востаннє в мережі:\n<cf7f7f7><DAYS> д. тому</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Востаннє в мережі:\n<cf7f7f7>> 1 міс. тому</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>У БОЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>У ПІДБОРІ БІЙЦІВ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>СПОСТЕРІГАЄ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>ТРЕНУЄТЬСЯ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>У МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_PENDING_KICK","Вилучення відкладено до завершення поточної клубної події"
"TID_CLAN_MEMBER_ONLINE_STATUS_PENDING_LEAVE","Вихід із клубу відкладено до завершення поточної клубної події"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","Учасники в мережі: <COUNT>"
"TID_CLAN_ENTRY_ONLINE_MEMBER","Учасники в мережі: <COUNT>"
"TID_ALLIANCE_TYPE_OPEN","Відкритий"
"TID_ALLIANCE_TYPE_INVITE_ONLY","За запрошенням"
"TID_ALLIANCE_TYPE_CLOSED","Закритий"
"TID_CLAN_SEARCH_TITLE","ПОШУК КЛУБУ"
"TID_CLAN_INTRO_AD_TITLE","ШУКАЄШ КЛУБ?"
"TID_CLAN_INTRO_AD_DESC","Приєднайся до клубу, щоб грати разом із товаришами з клубу!"
"TID_CLAN_INTRO_AD_TITLE_IN_CLAN","ПЕРЕГЛЯНУТИ ІНШІ КЛУБИ"
"TID_CLAN_INTRO_AD_DESC_IN_CLAN","Поглянь, які ще є клуби"
"TID_CLAN_INTRO_CREATE_GO","СТВОРИТИ КЛУБ"
"TID_CLAN_INTRO_SEARCH_GO","ПОШУК КЛУБУ"
"TID_CLAN_INTRO_REFRESH","ОНОВИТИ"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Для вступу до цього клубу потрібні трофеї: <REQ>. У тебе є: <SCORE>."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Цей клуб закритий"
"TID_STREAM_ENTRY_AGE","<time> тому"
"TID_ALLIANCE_ROLE_LEADER","Президент"
"TID_ALLIANCE_ROLE_CO_LEADER","Віцепрезидент"
"TID_ALLIANCE_ROLE_MEMBER","Учасник"
"TID_ALLIANCE_ROLE_ELDER","Старший"
"TID_STREAM_SENDER_YOU","Ти"
"TID_GOLDRUSH_1","Шахта твердої породи"
"TID_BANKHEIST_1","Бандитська схованка"
"TID_WANTED_1","Руїни храму"
"TID_BATTLE_ROYALE_1","Озеро мерців"
"TID_GOLDRUSH_2","Кришталева аркада"
"TID_BANKHEIST_2","Гримучий каньйон"
"TID_WANTED_2","Табір розбійників"
"TID_BATTLE_ROYALE_2","Випалений камінь"
"TID_GOLDRUSH_3","Поганкова печера"
"TID_BANKHEIST_3","Безпечна зона"
"TID_WANTED_3","Камʼяний форт"
"TID_BATTLE_ROYALE_3","Скельна бійка"
"TID_WANTED_4","Поганкова пастка"
"TID_GOLDRUSH_4","Сувенірний форт"
"TID_WANTED_5","Кришталева галявина"
"TID_GOLDRUSH_5","Підкоп"
"TID_WANTED_6","Гадюча прерія"
"TID_WANTED_7","Зорепад"
"TID_GOLDRUSH_6","Глибоководна їдальня"
"TID_GOLDRUSH_7","Космічний затишок"
"TID_BATTLE_ROYALE_4","Бенкет чи голод"
"TID_WANTED_8","Хованка"
"TID_BANKHEIST_4","Морг G.G."
"TID_CLAN_MEMBERS_ONLINE","Учасники в мережі: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","Клубні трофеї"
"TID_CLAN_SEARCH_OK","ПОШУК"
"TID_CLAN_INFO_NAME","НАЗВА КЛУБУ"
"TID_CLAN_INFO_BADGE","ЕМБЛЕМА"
"TID_CLAN_INFO_DESC","ОПИС"
"TID_CLAN_INFO_TOTAL_TROPHIES","КЛУБНІ ТРОФЕЇ"
"TID_CLAN_INFO_TYPE","ТИП"
"TID_CLAN_INFO_TAG","Тег клубу"
"TID_CLAN_INFO_MIN_TROPHIES","НЕОБХІДНІ ТРОФЕЇ"
"TID_CLAN_INFO_LEAVE","ПОКИНУТИ"
"TID_CLAN_INFO_SETTINGS","НАЛАШТУВАННЯ"
"TID_CLAN_INFO_JOIN","ПРИЄДНАТИСЯ"
"TID_CLAN_INFO_MESSAGE","Повідомлення"
"TID_CLAN_INFO_REQUEST_JOIN","Запит на вступ"
"TID_CLAN_SEARCH_NO_RESULTS","Клуби не знайдено"
"TID_CLAN_SEARCH_INITIAL","Пошук ще не виконано"
"TID_CLAN_INFO_MEMBERS","Учасники"
"TID_CLAN_INFO_SELECT_BADGE","ПЕРЕГЛЯНУТИ"
"TID_SELECT_BADGE","ВИБРАТИ ЕМБЛЕМУ"
"TID_ALLIANCE_CREATE_OK","Клуб успішно створено"
"TID_CLAN_CHANGE_SETTINGS_TITLE","НАЛАШТУВАННЯ КЛУБУ"
"TID_TITLE_ALLIANCE","Інформація про клуб"
"TID_ALLIANCE_LEFT","Ти полишаєш клуб"
"TID_CLAN_MEMBER_DEMOTE","Понизити"
"TID_CLAN_MEMBER_PROMOTE","Підвищити"
"TID_CLAN_MEMBER_KICK","Вилучити"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Переглянути клуб"
"TID_BUTTON_INVITE","ЗАПРОСИТИ"
"TID_PLAYER_INFO_GOTO_CLAN","Переглянути клуб"
"TID_SELECT_PLAYER_THUMBNAIL","ВИБРАТИ ЗОБРАЖЕННЯ"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Потрібно загалом трофеїв для розблокування цього зображення: <TROPHIES>"
"TID_PLAYER_INFO_WINS_AMOUNT","Перемоги: <AMOUNT>"
"TID_PLAYER_INFO_TAB_1","ХАРАКТЕРИСТИКИ"
"TID_PLAYER_INFO_TAB_2","БІЙЦІ (<FOUND>/<TOTAL>)"
"TID_PLAYER_STAT_1","3 НА 3"
"TID_PLAYER_STAT_4","РЕКОРД ЗА ВЕСЬ ЧАС"
"TID_PLAYER_STAT_29","РЕКОРД СЕЗОНУ"
"TID_PLAYER_STAT_8","ПЕРЕМОГИ В РЕЖИМІ «СОЛО»"
"TID_PLAYER_STAT_9","НАЙВИЩИЙ ПРОЙДЕНИЙ РІВЕНЬ РОБОРУБКИ"
"TID_PLAYER_STAT_11","ПЕРЕМОГИ В ПАРНОМУ РЕЖИМІ"
"TID_PLAYER_STAT_12","НАЙВИЩИЙ ПРОЙДЕНИЙ РІВЕНЬ БОЮ З БОСОМ"
"TID_PLAYER_STAT_13","НАЙБІЛЬШЕ ОЧОК У СИЛОВИХ ПЕРЕГОНАХ"
"TID_PLAYER_STAT_14","НАЙВИЩИЙ РАНГ У СИЛОВИХ ПЕРЕГОНАХ"
"TID_PLAYER_STAT_15","НАЙБІЛЬША КІЛЬКІСТЬ ПЕРЕМОГ У ВИПРОБУВАННЯХ"
"TID_PLAYER_STAT_16","НАЙВИЩИЙ ПРОЙДЕНИЙ РІВЕНЬ РОЗГРОМУ"
"TID_PLAYER_STAT_17","НАЙВИЩА ЛІГА КОМАНД"
"TID_PLAYER_STAT_18","НАЙВИЩА ЛІГА СОЛО"
"TID_PLAYER_STAT_19","НАЙВИЩА ЛІГА КЛУБІВ"
"TID_NO_CLAN","Не в клубі"
"TID_ULTIMATE_NOT_READY","Влучай у противників, щоб зарядити супердію!"
"TID_CANT_ACTIVATE_ULTI","Не можна активувати супердію після поразки!"
