TID,MS
TID_LINE_BOUND_TO_OTHER_ACCOUNT,Akaun LINE ini sudah dipautkan ke permainan Brawl Stars lain. Pautkannya ke permainan anda sekarang?
TID_TEAM_FREE_EVENT_REWARD_CLAIMED,Ganjaran acara percuma telah dituntut
TID_GEM_BUY_CONFIRMATION,<AMOUNT> permata diterima!
TID_BLOCKED_TEAM_READY,Tidak boleh dipaparkan ketika bersedia
TID_TEAM_CANNOT_INVITE_WHILE_READY,Tidak boleh menjemput ketika bersedia
TID_SHOTGUN_BANDITA_SKIN,BANDITA SHELLY
TID_SHUTDOWN_STARTED,Permainan akan ditutup untuk rehat penyelenggaraan pendek dalam 5 minit
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam dua jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu setengah jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu jam."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira <value> minit."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa minit."
TID_SHUTDOWN_BATTLE_DISABLED,Permainan akan ditutup untuk penyelenggaraan dalam masa beberapa minit. Pertempuran baharu tidak akan dapat dimulakan sehingga penyelenggaraan tamat.
TID_TEAM_SEARCH_NO_TEAM_CODE,Masukkan kod pasukan.
TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ,Anda tiada hak untuk terima atau menolak permintaan penyertaan.
TID_CLAN_RESPONSE_71,Senior mempunyai masa menunggu di antara penyingkiran
TID_STAT_MAX_DAMAGE,Kerosakan julat maksimum
TID_STAT_DAMAGE_PER_BOMB,Kerosakan setiap grenad
TID_ELDER_KICK_FAIL_COOLDOWN,Anda telah membuang ahli kelab baru-baru ini. Cuba lagi dalam <time>.
TID_LUCHADOR_KING_SKIN,PRIMO EL REY
TID_PLAYER_DEFEATED_BR,Brawler ditewaskan
TID_BALL_1,Halaman Belakang
TID_HINT_VOLLEYBALL_PUSH_BALL,Sentuh <cdaa520>bola</c> itu!
TID_HINT_VOLLEYBALL_RETURN_BALL,Berada di tempat <cdaa520>bola</c> mendarat untuk menghantarnya kembali!
TID_HINT_VOLLEYBALL_PREVENT_RETURN,Jauhkan lawan dari tempat <cdaa520>bola</c> mendarat dan mendapat mata!
TID_HINT_HOLD_THE_BALL_TAKE_BALL,Ambil <cdaa520>trofi</c>!
TID_HINT_HOLD_THE_BALL_PROTECT,Lindungi pembawa <cdaa520>trofi</c>!
TID_HINT_HOLD_THE_BALL_HOLD_ON,Pegang <cdaa520>trofi</c> baik-baik!
TID_HINT_GET_BALL,Dapatkan <cdaa520>bola</c>!
TID_LASER_BALL_INTRO_TEXT,Jaringkan dua gol untuk menang!
TID_AFK_WARNING,Amaran! Sila bergerak!
TID_AFK_DISCONNECTED_MSG,Anda dinyahsambungkan dari pertempuran sebab melahu atau rangkaian lemah.
TID_AFK_BANNED_MSG,Anda disekat dari pertempuran semasa sebab melahu atau rangkaian lemah. Anda akan dibenarkan kembali ke dalam permainan apabila pertempuran tamat.
TID_AFK_DISCONNECTED_TITLE,Nyahsambung Sebab Melahu
TID_AFK_BANNED_TITLE,Disekat dari pertempuran
TID_AFK_RELOAD,Muat semula
TID_GAME_MODE_7,PERMAINAN BESAR
TID_GAME_MODE_7_DESC,"Lima pemain cuba mengalahkan BRAWLER BESAR.\n\nSebagai BRAWLER BESAR, anda mempunyai kelebihan kuasa besar dan banyak nilai nyawa. Lawan pemburu dan kekal dalam permainan selagi boleh!\n\nSebagai seorang daripada lima orang pemburu, anda perlu bekerjasama bersama pasukan anda untuk menewaskan BRAWLER BESAR sebelum masa tamat!"
TID_BOSS_INTRO_TEXT_ATTACK,Kalahkan BRAWLER BESAR!
TID_BOSS_INTRO_TEXT_DEFEND,Anda BRAWLER BESAR!
TID_BOSS_1,Ngarai Bencana
TID_SEASON_END_POPUP_TITLE,LIGA TROFI TELAH TAMAT
TID_SEASON_END_POPUP_REWARD,GANJARAN LIGA TROFI
TID_SEASON_END_POPUP_GOLD_VALUE,<VALUE>
TID_COIN_META_MIGRATION_TITLE,Perubahan Penting!
TID_COIN_META_MIGRATION_OK,MAIN TUTORIAL
TID_COIN_META_MIGRATION_TXT_1,Brawl Stars mempunyai sistem naik taraf baharu di mana Brawler boleh naik taraf selepas mendapat Mata Kuasa yang mencukupi. Perkembangan semasa anda telah ditukar ke tahap Brawler.
TID_COIN_META_MIGRATION_TXT_2,Anda menerima Kotak Brawl untuk Token Naik Taraf yang tidak diguna dan banyak lagi untuk memastikan anda tidak hilang perkembangan.
TID_COIN_META_MIGRATION_TXT_3,Permainan kini dimainkan dalam orientasi landskap dan dikawal dengan dua kayu ria.
TID_COIN_META_MIGRATION_TXT_4,PENGGALAK SYILING dah tiada dan ditukarkan kepada permata.
TID_BOLTS_MIGRATION_TITLE,Perubahan Penting!
TID_BOLTS_MIGRATION_OK,Ok
TID_BOLTS_MIGRATION_INFO,Sistem naik taraf Brawler baharu tidak lagi menggunakan Eliksir. Anda telah dibayar balik <BOLTS> Token Naik Taraf untuk Eliksir dan naik taraf Brawler yang lalu. Guna Token Naik Taraf untuk naik taraf Brawler anda!\n\nBrawler pendua dan cip juga telah dikeluarkan dari permainan. Anda telah dibayar balik <GEMS> permata untuk cip anda. Berseronoklah!
TID_BOLTS_MIGRATION_ELIXER_TOKEN,ELIKSIR ANDA TELAH MENJADI TOKEN NAIK TARAF
TID_BOLTS_MIGRATION_CHIP_GEM,CIP ANDA TELAH DITUKAR MENJADI PERMATA
TID_STAT_HEALING_PER_SEC,Penyembuhan sesaat
TID_STAT_DAMAGE_PER_CARD,Kerosakan setiap kad
TID_OVERTIME,Masa tambahan!
TID_VALUE,nilai
TID_SHOP_ONE_TIME_PURCHASE,Tawaran ini hanya untuk pembelian SATU kali!
TID_HINT_MAKE_GOAL_1,SERET <ccc0033>KAWALAN MERAH</c> untuk menyasar pada bola!
TID_BALL_2,Gelecek Tigaan
TID_BALL_3,Medan Sempit
TID_STARTER_PACK_1,Pek Tahap 5
TID_STARTER_PACK_2,Pek Tahap 15
TID_STARTER_PACK_3,Pek Tahap 25
TID_IAP_XMAS2018_PACK,Pek Percutian
TID_IAP_XMAS2018_PACK_DESC,Ho Ho Ho!
TID_STARTER_PACK_0,Pek Selamat Datang
TID_STARTER_PACK_0_DESC,Meraikan permulaan perjalanan Brawl Stars anda
TID_IAP_LNY2019_PACK,Tawaran Tahun Baharu Cina Brawl
TID_IAP_LNY2019_PACK_DESC,Selamat Tahun Baharu Cina!
TID_IAP_MARCH2019_PACK,Tawaran Bulan Mac
TID_IAP_MARCH2019_PACK_DESC,Ini adalah tawaran sekali sahaja!
TID_IAP_REFRESHER_PACK_DESC,Ini adalah tawaran sekali sahaja!
TID_BLACKHOLE_DEFAULT_SKIN,Lalai
TID_GOLD_CAP_HIT,Had token dicapai.
TID_GATCHA_BUTTON_BOX_STACK_FULL,Tindanan kotak penuh
TID_COOP_1,Taman Hiburan Pachinko
TID_GAME_MODE_8,GEMURUH ROBO
TID_GAME_MODE_8_DESC,Pertahankan peti daripada Bandit Robot yang tamak!\n\nRobot akan datang memburu peti dari semua arah dan dalam bilangan yang semakin meningkat. Cuba sedaya upaya untuk bertahan sehingga masa tamat!\n\nKesukaran Gemuruh Robo akan meningkat secara berperingkat bermula daripada BIASA sehingga GILA setiap kali anda berjaya mempertahankan peti
TID_COOP_INTRO_TEXT,Lindungi peti keselamatan!
TID_SELECT_EVENT_POPUP_TITLE,Pilih acara
TID_BARREL_BOT,DARRYL
TID_BARREL_BOT_DESC,Darryl mempunyai serangan senapang patah berganda yang berkuasa. Gerakan Supernya adalah gulingan melulu dalam tong melantunnya!
TID_BARREL_BOT_WEAPON,TEMBAKAN BERGANDA
TID_BARREL_BOT_WEAPON_DESC,Senapang patah berlaras dua milik Darryl ini melepaskan dua tembakan hebat berjulat dekat.
TID_BARREL_BOT_ULTI,HIMPITAN TONG
TID_BARREL_BOT_ULTI_DESC,"Darryl guling ke depan dalam tongnya, menolak musuh ke belakang, mengurangkan kerosakan yang mara dan melantun dari dinding. Supernya akan mengecas semula apabila masa berlalu!"
TID_ARTILLERY_DUDE,PENNY
TID_ARTILLERY_DUDE_DESC,"Pemberontak tanpa matlamat, Penny yang nakal menguasai \qlaut lepas.\q Dia pengembara yang penuh ancaman dan tidak akan berhenti merompak."
TID_ARTILLERY_DUDE_WEAPON,PEMURAS
TID_ARTILLERY_DUDE_WEAPON_DESC,Menembak sekantung emas tiruan. Kantung itu akan pecah jika terkena musuh dan syiling akan terpelanting terkena target di belakang musuh pertama.
TID_ARTILLERY_DUDE_ULTI,BEDILAN BERTERUSAN
TID_ARTILLERY_DUDE_ULTI_DESC,"Penny mendirikan meriamnya! Ia boleh menembak dari jarak jauh, melepasi penghalang dan membakar tanah."
TID_ITEM_NAME_SPECIAL,KUASA BINTANG
TID_HERO_INFO_ITEM_LOCKED,Anda boleh temui ini selepas tahap <LEVEL>
TID_HERO_INFO_LOCKED_INFO,Buka Brawler dari Kotak Brawl.
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,Capai jumlah <SCORE> trofi untuk buka.
TID_SPEC_ABI_FREEZE,KEJUTAN PELURU
TID_SPEC_ABI_BERSERKER,MENGAMUK
TID_SPEC_SELF_DESTRUCT,TUNTUT BELA
TID_SPEC_ABI_CACTUS_HEAL,MENYUBUR
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,PENYEMBUHAN
TID_SPEC_ABI_REPAIR_TURRET,MENTENAGAKAN
TID_SPEC_ABI_PET_LIFESTEAL,BERUANG BERSAMA
TID_SPEC_ABI_STEAL_SOULS,TUAIAN SERAM
TID_SPEC_ABI_SPOT,HELANG MELAYANG
TID_SPEC_ABI_AMBUSH,SERANG HENDAP
TID_SPEC_ABI_BLACK_HOLE_MONSTER,PORTAL HITAM
TID_SPEC_ABI_SPEED,BUT LICIN
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,PELUKAN IBU
TID_SPEC_BOUNCED_BULLETS_STRONGER,LANTUNAN KUAT
TID_SPEC_ABI_FIRE_DOT_ULTI,API MEMBARA
TID_SPEC_LAST_STAND,LAGU ANGSA
TID_SPEC_BURN,BERBANYAK-BANYAK ROKET!
TID_SPEC_CRIPPLE,TOKSIK TAMBAHAN
TID_SPEC_ABI_BARREL_DEFENSE,GELUNG BESI
TID_SPEC_HEAL_MAIN_ATTACK,PENJANA!
TID_SPEC_ABI_FREEZE_DESC,Peluru Super Shelly memperlahankan musuh selama <c00cc00><VALUE1></c> saat!
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,Crow mengenakan <c00cc00>+<VALUE2></c> kerosakan dengan serangan dan Supernya terhadap sasaran dengan nilai nyawa <VALUE1>% atau lebih rendah.
TID_SPEC_ABI_BERSERKER_DESC,"Apabila nilai nyawa Bull jatuh ke bawah <c00cc00><VALUE1>%</c>, kelajuan isi semula dia berganda."
TID_SPEC_SELF_DESTRUCT_DESC,"Apabila Dynamike ditewaskan, di lontarkan enam batang dinamit yang setiap satunya melakukan kerosakan <c00cc00><VALUE1></c>."
TID_SPEC_ABI_CACTUS_HEAL_DESC,"Selepas menggunakan Super, Spike memulihkan <c00cc00><VALUE1></c> nilai nyawa setiap saat dengan berada di dalam kawasan terkesan."
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,Barley memulihkan <c00cc00><VALUE1></c> nilai nyawa dari setiap serangan.
TID_SPEC_ABI_REPAIR_TURRET_DESC,Jessie boleh memulihkan <c00cc00><VALUE1></c> nilai nyawa turet pistolnya yang hilang dengan mengilat turet pistol dengan serangannya.
TID_SPEC_ABI_PET_LIFESTEAL_DESC,Nilai nyawa Nita pulih sebanyak <c00cc00><VALUE1></c> apabila serangan beruangnya terkena brawler musuh. Beruang pula pulih <c00cc00><VALUE2></c> nilai nyawa apabila Nita mengenakan kerosakan terhadap brawler musuh.
TID_SPEC_ABI_STEAL_SOULS_DESC,"Mortis meraih intipati kehidupan daripada Brawler yang dikalahkannya, memulihkan <c00cc00> <VALUE1> </c> nilai nyawanya."
TID_SPEC_SPOT_FROM_AIR_DESC,"Apabila Piper menggunakan Super, dia boleh mengesan semua musuh yang menyorok di dalam semak dari udara."
TID_SPEC_HEAL_MAIN_ATTACK_DESC,"Apabila serangan Poco mengenai Brawler sepasukannya, nilai nyawa mereka kini akan pulih sebanyak <c00cc00><VALUE1></c>."
TID_SPEC_ABI_SPOT_DESC,Bo mengesan musuh bersembunyi dalam semak dari jarak <c00cc00><VALUE1>%</c> lebih jauh daripada biasanya.
TID_SPEC_ABI_AMBUSH_DESC,Serangan Piper melakukan <c00cc00><VALUE1></c> kerosakan tambahan (pada julat maksimum) apabila dia bersembunyi di dalam semak.
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,Super milik Tara membuka portal dimensi! Bayangan Tara muncul dan menyerang musuhnya.
TID_SPEC_ABI_TODO_DESC,Keupayaan khas tak tertakrif
TID_SPEC_ABI_SPEED_DESC,Kelajuan pergerakan Colt meningkat sebanyak <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike boleh mengikut ombak letupannya untuk lompat melepasi halangan!
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Apabila Pam menyerang brawler musuh dengan Ribut Sekerap, dia akan menyembuhkan diri dan brawler rakan berdekatan sebanyak <c00cc00><VALUE1></c> nilai nyawa."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,Peluru Rico dari kedua-dua serangan dan Supernya akan dicas lampau oleh lantunan pertama dan melakukan +<c00cc00><VALUE1></c> kerosakan.
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,Musuh yang terperangkap di dalam Super El Primo akan terbakar sebanyak <c00cc00><VALUE1></c> selama 4 saat.
TID_SPEC_LAST_STAND_DESC,Poco memainkan Lagu Angsa apabila menghembuskan nafas terakhir. Nilai nyawa Brawler rakan di sekelilingnya akan pulih sebanyak <c00cc00><VALUE1></c>.
TID_SPEC_BURN_DESC,Hujan Roket kini menembak <c00cc00><VALUE1>%</c> lebih banyak roket.
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Selepas Himpitan Tong, semua kerosakan yang diambil oleh Darryl akan dikurangkan sebanyak <c00cc00><VALUE2>%</c> selama <c00cc00><VALUE1></c> saat."
TID_SPEC_CRIPPLE_DESC,"Racun Crow menjerihkan musuh, menyebabkan kerosakan yang dilakukan berkurang sebanyak <c00cc00><VALUE1>%</c> apabila diracuni."
TID_BATTLE_ROYALE_7,Masalah Berganda
TID_GAME_MODE_9,SHOWDOWN DUO
TID_GAME_MODE_9_COMBINED,SHOWDOWN
TID_GAME_MODE_9_DESC,"Menewaskan empat pasukan lain. Jika anda ditewaskan, anda akan diwujudkan semula selepas seketika jika rakan sepasukan anda masih hidup."
TID_WAVE_APPROACHING,Gelombang <number>
TID_TEAMS_LEFT,Baki Pasukan: <num>
TID_TEAM_MATE_RESPAWNING,Rakan sepasukan kembali dalam: <num>
TID_BOSS_APPROACHING,Gelombang <number>: <ccc0000>Robot Besar Sedang Mara!</c>
TID_COOP_2,Simpang Keluli
TID_BOSS_2,Kediaman Raja Cencorot
TID_BEAR_DAMAGE,kerosakan beruang
TID_BEAR_HEALTH,nilai nyawa beruang
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,dua sepasukan
TID_SPEC_ABI_PUSHBACK_SELF,LOMPATAN DYNA
TID_VIEW_PROFILE_BUTTON,Lihat Profil
TID_REPORT_PLAYER_BUTTON,LAPOR
TID_CHAT_REPORT_CONFIRMATION_TITLE,Laporkan <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nAnda pasti ingin melaporkan <name> atas kelakuan tidak wajar?
TID_PLAYER_ALREADY_REPORTED,Pemain ini telah dilaporkan!
TID_STARTER_PACK_4,Pek Tahap 35
TID_NEED_HERO,Tidak boleh beli kulit. Perlu buka Brawler dahulu.
TID_EVENT_ENDING,<GAMEMODE> hampir berakhir!
TID_TEAM_DISPLAY_TITLE_CLAN,PASUKAN KELAB
TID_TEAM_DISPLAY_TITLE_FRIENDS,PASUKAN RAKAN
TID_TICKETS_REVEIVED,<AMOUNT> tiker acara diterima!
TID_TUTORIAL_12,"Kita dah dapat PERMATA, ayuh keluar dari sini!"
TID_NO_TARGET_HINT,Tiada target untuk TEMBAKAN BERTURUT-TURUT!
TID_CAN_NOT_AUTOSHOOT,Tiada TEMBAKAN BERTURUT-TURUT untuk Super ini.
TID_VS,LWN
TID_VS_SHOWDOWN,Setiap Brawler demi dirinya!
TID_HAS_LASER_BALL_HINT,Tidak boleh TEMBAKAN BERTURUT-TURUT ketika memegang bola.
TID_CLAN_RESPONSE_44,Gagal: Anda telah berada di dalam kelab
TID_SHOTGUN_GIRL_SHORT_DESC,PEROSAK
TID_GUNSLINGER_SHORT_DESC,PEROSAK
TID_BULL_DUDE_SHORT_DESC,TANK
TID_ROCKET_GIRL_SHORT_DESC,AHLI TEMBAK
TID_TNT_DUDE_SHORT_DESC,MERIAM
TID_LUCHADOR_SHORT_DESC,TANK
TID_TRICKSHOT_DUDE_SHORT_DESC,PEROSAK
TID_CACTUS_SHORT_DESC,PEROSAK
TID_BARKEEP_SHORT_DESC,MERIAM
TID_MECHANIC_SHORT_DESC,PENGAWAL
TID_SHAMAN_SHORT_DESC,PEROSAK
TID_UNDERTAKER_SHORT_DESC,ASASIN
TID_CROW_SHORT_DESC,ASASIN
TID_DEAD_MARIACHI_SHORT_DESC,SOKONGAN
TID_BOW_DUDE_SHORT_DESC,PENGAWAL
TID_SNIPER_SHORT_DESC,AHLI TEMBAK
TID_MINIGUN_DUDE_SHORT_DESC,SOKONGAN
TID_BLACK_HOLE_SHORT_DESC,PEROSAK
TID_BARREL_BOT_SHORT_DESC,TANK
TID_CLAN_INTRO_SUGGESTED_CLANS,KELAB TERBAIK UNTUK ANDA
TID_CLAN_INTRO_CREATE_TITLE,APA KATA CIPTA KELAB SENDIRI?
TID_CLAN_INTRO_HEADER,KELAB
TID_CLAN_INFO_TITLE,INFO KELAB
TID_CLAN_INFO_NO_DESCRIPTION,TIADA PERIHALAN KELAB
TID_EVENT_POPUP_TITLE,JOM BERTEMPUR!
TID_GOLDRUSH_8,Dataran Nilam
TID_USE_AUTOFIRE_TUTORIAL,KETIK <ccc0033> kawalan merah</c> untuk tembak musuh terdekat.
TID_BRAWL_BOX_INFO_1,"Satu Kotak Besar memberi anda ganjaran serupa dengan membuka 3 Kotak Brawl. Namun, mata kuasa diagihkan di antara lebih kurang brawler\n\nAnda mendapat tiga cabutan secara rawak, setiap satunya dengan kebarangkalian ganjaran ini:"
TID_BRAWL_BOX_INFO_2,"Setiap Kotak Brawl mengandungi salah satu item berikut: Satu brawler baharu, mata kuasa & syiling, satu alat atau kuasa bintang. Selain itu, anda boleh mendapat gandaan token bonus.\n\nKebarangkalian ganjaran ialah:"
TID_BRAWL_BOX_INFO_3,"Satu Kotak Mega memberi anda ganjaran yang serupa dengan 10 Kotak Brawl. Namun, mata kuasa diagihkan di antara lebih kurang brawler.\n\nAnda mendapat 10 cabutan rawak, setiap satunya dengan kebarangkalian ganjaran ini:"
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1> : <NUM1>%\nBrawler Jarang : <NUM2>%<GAR_HERO_1>\nBrawler Superjarang : <NUM3>%<GAR_HERO_2>\nBrawler Epik : <NUM4>%<GAR_HERO_3>\nBrawler Mitos : <NUM5>%<GAR_HERO_4>\nBrawler Legenda : <NUM6>%<GAR_HERO_5>\nKuasa Bintang : <NUM7>%<GAR_STAR_POWER>\nAlat : <NUM8>%<GAR_ACCESSORY>
TID_BRAWL_BOX_INFO_FOOTER,"\n\nSelain itu, setiap cabutan memberi anda <TOKEN_DOUBLER>% peluang mendapat gandaan token. Alat hanya tersedia apabila Brawler mencapai tahap kuasa 7. Kuasa bintang hanya tersedia untuk Brawler dengan tahap kuasa 9. Selepas membuka <WCPP_BRAWLERS> Brawler, terdapat <WCPP_CHANCE>% peluang untuk memberikan mata kuasa kepada sebarang Brawler. Selepas anda membuka semua ganjaran jenis tertentu, contohnya Brawler Jarang, kebarangkalian untuk mendapat semua ganjaran lain akan meningkat. Nasib: Untuk membuat pengalaman pembukaan Kotak Brawl lebih adil, terdapat satu sistem nasib yang mempengaruhi kebarangkalian Brawler Legenda. Bagi setiap cabutan yang tidak memberikan Brawler baharu, nilai nasib anda akan meningkat. Setiap kali anda mendapat Brawler baharu, nilai nasib anda akan menurun berdasarkan kenadiran Brawler yang anda dapat. Apabila nasib cukup baik, anda berpeluang tinggi untuk mendapat Brawler Legenda, peluang tidak akan melebihi <MAX_LEGENDARY>%. Sebaliknya, nasib rendah bermaksud peluang mendapat Brawler Legenda baharu adalah lebih rendah. Cabutan awal ditentukan terlebih dahulu untuk memastikan permulaan yang adil bagi semua orang."
TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS,Mata Kuasa + Syiling
TID_BRAWL_BOX_INFO_POWER_POINTS_COINS_AND_SCRAP,Mata Kuasa + Syiling + Sekerap
TID_BRAWL_BOX_INFO_COINS_AND_SCRAP,Syiling + Sekerap
TID_BRAWL_BOX_INFO_COINS,Syiling
TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN,(terjamin dalam <DRAWS> cabutan)
TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN,(terjamin dalam <DRAWS> cabutan)
TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN,(terjamin dalam <DRAWS> cabutan)
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,KUMPUL
TID_PAGE_FRIENDS_TITLE,RAKAN
TID_PAGE_FRIENDS_TITLE2,Bertempur dengan rakan anda!
TID_PAGE_FRIENDS_ADD_FRIENDS,TAMBAH RAKAN
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Sambung ke rangkaian sosial atau cari rakan di dalam permainan untuk main bersama!
TID_PAGE_FRIENDS_NO_FRIENDS,Sambung ke rangkaian sosial atau cari rakan di dalam permainan untuk main bersama!
TID_FRIENDS_TITLE,<COUNT> rakan
TID_FRIENDS_TAB_1,RAKAN
TID_FRIENDS_TAB_2,DISYORKAN
TID_FRIENDS_TAB_3,JEMPUTAN
TID_TOTAL,JUMLAH
TID_BRAWL_BOX_INFO_TITLE_2,MAKLUMAT KOTAK BRAWL
TID_BRAWL_BOX_INFO_TITLE_3,MAKLUMAT KOTAK MEGA
TID_OFFER_ALSO_INCLUDES,TAWARAN JUGA TERMASUK
TID_OFFER_VALUE_TITLE,NILAI
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,SERET <cff9900>kawalan kuning</c> untuk menyasar!
TID_HERO_STATS_TITLE,STATISTIK BRAWLER
TID_GATCHA_SCREEN_ITEMS_REMAINING,BAKI ITEM:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,BAKI BONUS:
TID_GATCHA_SCREEN_YOU_GOT,ANDA DAPAT:
TID_GATCHA_SCREEN_BONUSES,ITEM BONUS:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,DIBUKA!
TID_HERO_LIST_ITEM_UPGRADE,NAIK TARAF
TID_SHOP_CLAMIMED,DITUNTUT
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Item ini telah dituntut.
TID_ONLINE,DALAM TALIAN:
TID_LEADERBOARD,PAPAN PEMIMPIN
TID_NOT_ENOUGH_TICKETS_INFO,\n\nAnda kehabisan Tiket!
TID_HERO_LIST_NEW,BAHARU
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,PEGANG PERANTI ANDA SEPERTI INI
TID_HINT_FINGER_TAP_TAP,KETIK! KETIK!
TID_HINT_FINGER_DRAG,SERET UNTUK MENYASAR
TID_MOVE_HERE,PERGI KE SINI
TID_HINT_HEADER,PETUA:
TID_HINT_0,Anda boleh KETIK <ccc0033>kawalan merah</c> untuk tembak pantas ke arah musuh terdekat.
TID_HINT_1,Anda boleh KETIK <cff9900>kawalan kuning</c> untuk tembak pantas Super anda ke arah musuh terdekat.
TID_HINT_2,Anda boleh SERET <ccc0033>kawalan merah</c> untuk MENYASARKAN tembakan anda.
TID_HINT_3,Anda boleh SERET <cff9900>kawalan kuning</c> untuk MENYASARKAN Super anda.
TID_HINT_4,Anda boleh batalkan tembakan yang telah disasarkan dengan menyeret kawan kembali ke tengah.
TID_HINT_5,Pemadanan adalah berdasarkan trofi brawler yang anda main. Ini memudahkan anda mendapat trofi dengan brawler yang baru dibuka.
TID_HINT_6,Mendapat lebih Brawler membuatkannya lebih mudah untuk maju dalam jumlah trofi dan mendapat lebih ganjaran.
TID_HINT_7,"Semakin jauh tembakan Piper, semakin tinggi kerosakan ditimbul."
TID_HINT_8,Super Barley terutamanya kuat pada julat dekat sebab botol-botol akan mendarat di dalam satu kawasan kecil.
TID_HINT_9,"Setiap kali peluru Rico melantun, ia akan pergi lebih jauh."
TID_HINT_10,Anda boleh mengaktifkan <ccc0033>kawalan merah</c> di mana-mana saja pada sebelah kanan skrin untuk menembak.
TID_HINT_11,Serangan utama dan Super anda mempunyai dua mod tembakan: KETIK untuk TEMBAKAN BERTURUT-TURUT dan SERET untuk MENYASAR.
TID_HINT_12,Menyasarkan tembakan anda adalah bagus terhadap target bergerak.
TID_HINT_13,TEMBAKAN BERTURUT-TURUT adalah baik untuk tembakan reaksi pantas apabila anda tiada masa untuk menyasar.
TID_HINT_14,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh dekat dengan anda.
TID_HINT_15,"Apabila anda bersembunyi di semak, musuh masih boleh nampak anda jika mereka berada cukup dekat."
TID_HINT_16,TEMBAKAN BERTURUT-TURUT tembak terus ke arah musuh terdekat dan tidak mempertimbangkan pergerakan musuh.
TID_HINT_17,Menyasarkan tembakan anda adalah bagus bagi menembak ke dalam semak untuk lihat jika ada musuh.
TID_HINT_18,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh yang tidak bergerak.
TID_HINT_19,TEMBAKAN BERTURUT-TURUT berguna ke atas musuh yang bergerak terus ke arah atau jauhi anda.
TID_HINT_20,"Apabila anda berada di dalam semak, musuh boleh nampak anda jika anda menyerang atau menerima kerosakan."
TID_HINT_21,Anda boleh menyembunyikan diri daripada musuh dan menyembuhkan diri di dalam semak.
TID_HINT_22,"Apabila anda guna TEMBAKAN BERTURUT-TURUT, ia akan menembak walaupun tiada musuh berada di dalam julat."
TID_VS_TUTORIAL,Kumpul semua <c50d050>KIUB KUASA</c>!
TID_USE_MANUAL_FIRE_TUTORIAL,SERET <ccc0033>kawalan merah</c> untuk menyasar!
TID_TUTORIAL_GOOD_JOB_2,Syabas! <cff6633>BAR WARNA OREN</c> menunjukkan peluru anda. Saya akan isi semula secepat yang boleh!
TID_TUTORIAL_GOOD_JOB_3,Syabas! Menyerang musuh akan mengecas <cff9900>serangan SUPER</c>!
TID_TUTORIAL_GOOD_JOB_4,Syabas!
