TID_BATTLE_ROYALE_22,Đồng bằng mùa lũ
TID_BATTLE_ROYALE_23,Dòng sông cuồn cuộn
TID_BATTLE_ROYALE_24,Ngã tư tử thần
TID_BATTLE_ROYALE_25,Khu vườn bí mật
TID_BATTLE_ROYALE_26,Tòa án trung ương
TID_BATTLE_ROYALE_27,Tuyết lấm bùn
TID_BALL_12,Vũ Điệu Chim Cánh Cụt
TID_BALL_13,Đối đầu
TID_BALL_14,Máy giật xèng
TID_BALL_15,Giấc mơ bắn bi
TID_BALL_16,Sảnh Vòm
TID_GOLDRUSH_19,Bẫy lò xo
TID_GOLDRUSH_20,Vua nhập thành
TID_GOLDRUSH_21,Cắt chéo
TID_GOLDRUSH_22,Góc nhọn
TID_GOLDRUSH_23,Quán ăn tưng bừng
TID_GOLDRUSH_24,Phân bào
TID_GOLDRUSH_25,Cấp tốc gấp đôi
TID_GOLDRUSH_26,Âm Dương
TID_ROBO_HEALTH,RÔ BỐT VÂY HÃM:
TID_TEAMING_WARNING,Hãy <c99dd3333>TẤN CÔNG ĐỐI THỦ</c> nếu không muốn gặp phải <c99dd3333>SIÊU THIÊN THẠCH</c>!!!
TID_FREE_NAME_CHANGE_INTRO_TEXT,"Bạn chỉ được đổi tên miễn phí một lần thôi. Suy nghĩ kỹ trước khi đổi tên nhé, vì sau này sẽ phải tốn Ngọc đấy."
TID_PAID_NAME_CHANGE_INTRO_TEXT,"Dùng Ngọc để chọn một tên mới?\nNếu bạn chọn một cái tên không phù hợp, chúng tôi sẽ có thể đổi tên của bạn và không hoàn trả lại Ngọc."
TID_NAME_CHANGE_INTRO_TITLE,ĐỔI TÊN
TID_NAME_CHANGE_ON_COOLDOWN,Bạn phải chờ thêm <time> để đổi tên lần nữa.
TID_NAME_CHANGE_FREE,MIỄN PHÍ
TID_PLAYER_YOU,BẠN
TID_NEWS_TAB_NEWS,TIN TỨC
TID_NEWS_TAB_VIDEOS,VIDEO
TID_NEWS_TAB_ESPORTS,THỂ THAO ĐIỆN TỬ
TID_NEWS_TAB_COMMUNITY,CỘNG ĐỒNG
TID_NEWS_TAB_VIDEOS_LIVESTREAM_CHINA,视频/直播
TID_NEWS_NOTIFICATION_LIVE,TRỰC TIẾP
TID_EPORTS_INFO_NEW_TOURNAMENT,Đã mở khóa một giải đấu mới!
TID_VS_TRAINING,Thao\ntrường
TID_TRAINING_DPS,Sát thương mỗi giây:
TID_SHOP_SHORTCUT_1,ƯU ĐÃI
TID_SHOP_SHORTCUT_2,MIỄN PHÍ HẰNG NGÀY
TID_SHOP_SHORTCUT_NOT_USED,HỘP
TID_SHOP_SHORTCUT_3,TRANG PHỤC
TID_SHOP_SHORTCUT_4,CỬA HÀNG SAO
TID_SHOP_SHORTCUT_5,TÀI NGUYÊN
TID_SHOP_NOTIFICATION_NEW,MỚI!
TID_SHOP_NOTIFICATION_FREE,MIỄN PHÍ!
TID_SKIN_INFO_INCLUDES,Trang phục bao gồm:\n
TID_SKIN_INFO_NORMAL,- Thiết kế C.binh Brawl đặc biệt
TID_SKIN_INFO_NORMAL_PET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế thú cưng đặc biệt
TID_SKIN_INFO_NORMAL_TURRET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế trụ súng đặc biệt
TID_SKIN_INFO_FX,- Thiết kế C.binh Brawl đặc biệt\n- Hiệu ứng đặc biệt
TID_SKIN_INFO_ANIM_PET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế thú cưng đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_TURRET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế trụ súng đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_FX,- Thiết kế C.binh Brawl đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_FX_PET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế thú cưng đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_FX_SOUND_PET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế thú cưng đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt\n- Âm thanh đặc biệt
TID_SKIN_INFO_ANIM_FX_TURRET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế trụ súng đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_FX_SOUND_TURRET,- Thiết kế C.binh Brawl đặc biệt\n- Thiết kế trụ súng đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt\n- Âm thanh đặc biệt
TID_SKIN_INFO_ANIM,- Thiết kế C.binh Brawl đặc biệt\n- Hoạt cảnh đặc biệt
TID_SKIN_INFO_ANIM_SOUND_FX,- Thiết kế C.binh Brawl đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt\n- Âm thanh đặc biệt
TID_SKIN_INFO_FX_SOUND,- Thiết kế C.binh Brawl đặc biệt\n- Hiệu ứng đặc biệt\n- Âm thanh đặc biệt
TID_SKIN_INFO_SOUND,- Thiết kế C.binh Brawl đặc biệt\n- Âm thanh đặc biệt
TID_GOLDRUSH_27,Xe đẩy Đường ray
TID_BUTTON_SETTINGS,CÀI ĐẶT
TID_BUTTON_BATTLELOG,NHẬT KÝ CHIẾN ĐẤU
TID_BUTTON_LEADERBOARD,BẢNG XẾP HẠNG
TID_BUTTON_BRAWLTV,BRAWL TV
TID_BUTTON_NEWS,TIN TỨC
TID_BRAWL_TV_LIVE,TRỰC TIẾP
TID_BUTTON_TEST_HERO,THỬ
TID_CONTENT_UPDATE,Đang tải nội dung...
TID_BATTLE_ROYALE_28,Mộng mơ Bay bổng
TID_SHAMAN_SHIBA_SKIN,NITA SHIBA
TID_PENNY_BUNNY_SKIN,PENNY THỎ CON
TID_SHAMAN_SHIBA_SKIN_SHOP,NITA\nSHIBA
TID_PENNY_BUNNY_SKIN_SHOP,PENNY\nTHỎ CON
TID_PURCHASE_POPUP_CONFIRM_OFFER,MUA ƯU ĐÃI?
TID_PURCHASE_POPUP_CONFIRM_SKIN,MUA TRANG PHỤC?
TID_PURCHASE_POPUP_CONFIRM_HERO,MUA CHIẾN BINH BRAWL?
TID_BUTTON_NAME_COLOR,MÀU TÊN
TID_SELECT_COLOR_TITLE,CHỌN MÀU
TID_PROFILE_COLOR,MÀU
TID_POPUP_BRAWLTV_TITLE,BRAWL TV
TID_POPUP_BRAWLTV_TEXT,Theo dõi những người chơi Brawl Stars hàng đầu trên toàn thế giới
TID_POPUP_BRAWLTV_BUTTON,XEM!
TID_GOLDRUSH_28,Bí bo xình xịch
TID_GOLDRUSH_29,Tàu lửa khởi hành
TID_GOLDRUSH_30,Chuyến tàu điên rồ
TID_GOLDRUSH_31,Xe đẩy điên loạn
TID_GOLDRUSH_32,Chuyến tàu đau đớn
TID_GOLDRUSH_33,Cửa hàng rắn
TID_GOLDRUSH_34,Băng Chuyền
TID_ROBO_WARS_10,Cú đòn trực tiếp
TID_ROBO_WARS_11,Hiệp đấu luyện tập
TID_ROBO_WARS_12,Xa lộ rô bốt
TID_ROBO_WARS_13,Công viên phế liệu
TID_ROBO_WARS_14,Vùng nguy hiểm
TID_BATTLE_ROYALE_29,Cơn sốt Vàng
TID_BATTLE_ROYALE_30,Chiến đấu bãi biển
TID_BATTLE_ROYALE_31,Đường băng Hoàng gia
TID_BATTLE_ROYALE_32,Đảo cầu vồng
TID_BATTLE_ROYALE_33,Hồng tâm
TID_BALL_17,Sàn diễn chính
TID_BALL_18,Tình huống rối ren
TID_BALL_19,Cú sút ghi bàn
TID_BALL_20,Sinh tồn Chủ nhật
TID_BALL_21,Bóng cầu vồng
TID_SUPPORT_CREATOR_BUTTON,Ủng hộ nhà sáng tạo nội dung
TID_SUPPORT_CREATOR_LABEL,Đã ủng hộ: <NAME>
TID_SUPPORT_CREATOR_POPUP_TITLE,CƯỜNG HÓA NHÀ SÁNG TẠO NỘI DUNG
TID_SUPPORT_CREATOR_POPUP_TEXT,Hãy ủng hộ nhà sáng tạo nội dung bạn yêu thích. Số ngọc bạn dùng sẽ góp phần ủng hộ cho họ.
TID_SUPPORT_CREATOR_POPUP_ENTER_CODE,Nhập mã nhà sáng tạo nội dung:
TID_SUPPORT_CREATOR_POPUP_INPUT_CODE,Nhập mã ở đây
TID_SUPPORT_CREATOR_POPUP_BUTTON,NHẬP
TID_SUPPORT_CREATOR_POPUP_BUTTON_MORE,Thêm thông tin
TID_SUPPORT_CREATOR_POPUP_INVALID_NAME,Mã không hợp lệ! Hãy kiểm tra lại!
TID_SUPPORT_SUCCESS_FLOATER,Bạn đang ủng hộ <NAME>!
TID_SUPPORT_LINK_FAIL_FLOATER,Đường dẫn ủng hộ nhà sáng tạo nội dung không đúng hoặc đã hết hạn!
TID_SUPPORT_CREATOR_SHOP_TITLE,CƯỜNG HÓA NHÀ SÁNG TẠO NỘI DUNG
TID_SUPPORT_CREATOR_BTN_SUPPORT,NHẬP MÃ
TID_SUPPORT_CREATOR_BTN_CHANGE,THAY ĐỔI
TID_SUPPORT_CREATOR_BTN_STOP,DỪNG
TID_SUPPORT_CREATOR_INFO,Hãy ủng hộ nhà sáng tạo nội dung bằng cách nhập mã nhà sáng tạo nội dung của họ khi mua trong ứng dụng!
TID_SUPPORT_CREATOR_SUPPORTING,Hiện đang ủng hộ:
TID_SUPPORT_CREATOR_NOT_SUPPORTING,Hiện bạn không ủng hộ nhà sáng tạo nội dung nào.
TID_STOP_SUPPORTING_CREATOR_TITLE,Dừng ủng hộ nhà sáng tạo nội dung
TID_STOP_SUPPORTING_CREATOR_DESC,Bạn có muốn dừng ủng hộ <NAME>?
TID_STAT_DAMAGE_PER_PROXIMITY_MINE,Sát thương mỗi quả mìn
TID_OFFER_POPUP_CONFIRMATION_POPUP,Bạn có chắc muốn mua <offer_name>?
TID_OFFER_POPUP_CONFIRMATION_POPUP_NO_NAME,Bạn có chắc chắn muốn mua ưu đãi không?
TID_BRAWLTV_FAILED,"Không tải được Brawl TV, vui lòng thử lại sau."
TID_LINE_ACCOUNT_BIND_INFO_TITLE,Kết nối với LINE
TID_LINE_ACCOUNT_BIND_INFO,"Sau khi kết nối tài khoản của bạn với LINE, bạn sẽ thấy được tài khoản Brawl Stars của bạn bè từ LINE trong Danh sách Bạn bè. Họ cũng sẽ thấy được tài khoản Brawl Stars và trạng thái trực tuyến của bạn, cũng như có thể mời bạn chiến đấu. Bạn có muốn kết nối ngay không?"
TID_LINE_LOG_OUT_TITLE,Ngắt kết nối LINE
TID_LINE_LOG_OUT_DESC,Bạn có muốn ngắt kết nối tài khoản LINE?
TID_LINE_CONNECT,Kết nối LINE
TID_LINE_CONNECT_UP,KẾT NỐI LINE
TID_LINE_CONNECTED,Đã kết nối LINE
TID_LINE_CONNECTED_UP,ĐÃ KẾT NỐI LINE
TID_SKIN_INFO_FX_TURRET,- Thiết kế Chiến binh Brawl đặc biệt\n- Thiết kế trụ súng tùy biến\n- Hiệu ứng tùy biến
TID_SPEC_ABI_SPED_FULL_AMMO,CHẠY VỀ ĐÍCH
TID_SPEC_ABI_SPED_FULL_AMMO_DESC,Tốc độ đi chuyển của Bibi sẽ tăng thêm <c00cc00><VALUE1>%</c> khi thanh Chạy về đích của cô được tích đầy.
TID_BASEBALL,BIBI
TID_BASEBALL_SHORT_DESC,CHIẾN BINH ĐỠ ĐÒN
TID_BASEBALL_DESC,Vung gậy nào! Bibi có khả năng đánh bật đối thủ khi thanh Chạy về đích của cô được tích đầy. Tuyệt chiêu của cô là đánh ra một quả bóng kẹo cao su bật nảy và gây sát thương cho đối thủ.
TID_BASEBALL_WEAPON,BA LẦN VUNG GẬY
TID_BASEBALL_ULTI,BÓNG BẬT TƯỜNG
TID_BASEBALL_WEAPON_DESC,"Bibi dùng gậy bóng chày để tấn công. Khi có đủ ba lần vung gậy, thanh Chạy về đích của cô sẽ dần được tích đầy. Khi tích đầy thanh này, cú vung gậy tiếp theo của cô sẽ đánh bật đối thủ!"
TID_BASEBALL_ULTI_DESC,"Bibi đánh ra một quả bóng kẹo cao su bật nảy có thể đi xuyên qua đối thủ, và còn có thể gây sát thương nhiều lần cho cùng một mục tiêu nữa!"
TID_BARLEY_MS_SKIN,BARLEY BÁN BÁNH
TID_BARLEY_MS_SKIN_SHOP,BARLEY\nBÁN BÁNH
TID_BROCK_HOTROD_SKIN,BROCK XẾ HỘP
TID_BROCK_HOTROD_SKIN_SHOP,BROCK\nXẾ HỘP
TID_CARL_RR_SKIN,CARL XẾ ĐIÊN
TID_CARL_RR_SKIN_SHOP,CARL\n
TID_BARLEY_MAPLE_SKIN,BARLEY LÁ PHONG
TID_BARLEY_MAPLE_SKIN_SHOP,BARLEY\nLÁ PHONG
TID_BANKHEIST_14B,Điểm dừng xe
TID_BANKHEIST_15,Câu chuyện bên lề
TID_IAP_RETROPOLIS_PACK,Gói Ngọc Retropolis
TID_IAP_RETROCOIN_PACK_1,Gói Xu (1/3)
TID_IAP_RETROCOIN_PACK_2,Gói Xu (2/3)
TID_IAP_RETROCOIN_PACK_3,Gói Xu (3/3)
TID_GOLDRUSH_21C,Khủng hoảng tài chính
TID_SPEC_SPOT_FROM_AIR,Tinh mắt
TID_SPEC_SUPER_RANGE,LOẠT SIÊU CẤP ĐẠN
TID_SPEC_SUPER_RANGE_DESC,"Đạn từ Tuyệt chiêu của Shelly sẽ bay nhanh và xa hơn <c00cc00><VALUE1>%</c>, nhưng tầm bắn hẹp hơn."
TID_SPEC_ABI_PET_ATTACK_SPEED,GẤU TĂNG ĐỘNG
TID_SPEC_ABI_PET_ATTACK_SPEED_DESC,Gấu của Nita sẽ tung đòn tấn công nhanh hơn. Thời gian giữa các đòn tấn công được giảm đi <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_LOW_HEALTH_SHIELD,MÌNH ĐỒNG DA SẮT
TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC,"Khi máu của Bull thấp hơn <c00cc00><VALUE1>%</c>, anh ta sẽ gồng mình lên và làm giảm <c00cc00><VALUE2>%</c> tất cả sát thương nhận vào."
TID_SPEC_ABI_ATTACK_RANGE,SÚNG LỤC THẦN THÁNH
TID_SPEC_ABI_ATTACK_RANGE_DESC,Đạn từ đòn tấn công của Colt bay xa và nhanh hơn <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_TURRET_AOE,ĐÒN ROI CỦA MẸ
TID_SPEC_ABI_TURRET_AOE_DESC,Trụ cứu thương giờ đây cũng sẽ gây <c00cc00><VALUE1></c> sát thương mỗi giây lên đối thủ.
TID_SPEC_ABI_SPEED_AFTER_ULTI,TỐC BÃO THIÊN THẠCH
TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC,"Sau khi dùng Tuyệt chiêu, tốc độ di chuyển của El Primo sẽ tăng thêm <c00cc00><VALUE1>%</c> trong <c00cc00><VALUE2></c> giây."
TID_SPEC_ABI_HOT_INVISIBLE,HỒI MÁU VÔ HÌNH
TID_SPEC_ABI_HOT_INVISIBLE_DESC,Leon hồi <c00cc00><VALUE1></c> máu mỗi giây khi đang dùng Tuyệt chiêu.
TID_SPEC_ULTI_BURN,HỎA CẦU
TID_SPEC_ULTI_BURN_DESC,Đạn đại bác của Penny sẽ đốt cháy mặt đất trong 3 giây. Đối thủ đứng trong vùng cháy sẽ chịu <c00cc00><VALUE1></c> sát thương mỗi giây!
TID_SPEC_ABI_REPAIR_SELF,VẬN HÀNH TRƠN TRU
TID_SPEC_ABI_REPAIR_SELF_DESC,"Khi không tấn công hay chịu sát thương, Tick sẽ bắt đầu hồi máu nhanh hơn <c00cc00><VALUE1></c> giây so với bình thường."
TID_HEAD_HEALTH,Máu đầu
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,PHÁO BINH
TID_CLUSTER_BOMB_DUDE_DESC,"Tick là chàng người máy hiếu động, năng động và có phần hơi tăng động! Cậu ta ném mìn, cùng với Tuyệt chiêu là tháo gỡ đầu của mình ra để nó truy tìm đối thủ và nổ tung."
TID_CLUSTER_BOMB_DUDE_WEAPON,MÌN MINI
TID_CLUSTER_BOMB_DUDE_ULTI,CHIẾC ĐẦU PHÁT NỔ
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,"Tick tấn công bằng cách ném ra một cụm mìn nổ. Cụm mìn sẽ tách ra trước khi đáp đất, và nổ tung sau một vài giây hoặc ngay khi bị đối thủ chạm phải."
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,"Tick tháo đầu của mình ra rồi ném đi. Sau khi đáp đất, chiếc đầu sẽ nhảy về phía đối thủ gần nhất và nổ tung!"
TID_CLUSTER_BOMB_DUDE,TICK
TID_SPEC_ABI_PREY_ON_THE_WEAK,QUẠ MỎ NHỎ
TID_SPEC_DAMAGE_SUPER,ĐỘC TẤU ĐỈNH CAO
TID_SPEC_DAMAGE_SUPER_DESC,Tuyệt chiêu của Poco giờ đây cũng sẽ gây <c00cc00><VALUE1></c> sát thương lên đối thủ.
TID_SPEC_ABI_SUPER_DESTROY_WALLS,QUAY VÒNG ĐẬP PHÁ
TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC,Tuyệt chiêu của Carl giờ đây sẽ phá hủy chỗ núp và vật cản.
TID_SPEC_ABI_SUPER_SLOW,KẸO CAO SU DÍNH
TID_SPEC_ABI_SUPER_SLOW_DESC,Tuyệt chiêu của Bibi sẽ làm chậm đối thủ trong <c00cc00><VALUE1></c> giây!
TID_SPEC_ABI_DAMAGE_BUFF_SUPER,GĂNG TAY GAI
TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC,Đòn đấm của Rosa sẽ tăng <c00cc00>+<VALUE1></c> sát thương khi dùng Tuyệt chiêu.
TID_SPEC_ABI_STUN_TRAP,BẪY GẤU
TID_SPEC_ABI_STUN_TRAP_DESC,"Thay vì đánh bật ngược đối thủ, giờ đây bẫy của Bo sẽ làm choáng đối thủ trong <c00cc00><VALUE1></c> giây!"
TID_SPEC_ABI_TURRET_ELECTRICITY,ĐIỆN GIẬT
TID_SPEC_ABI_TURRET_ELECTRICITY_DESC,Trụ súng dã chiến giờ đây sẽ bắn ra những quả cầu năng lượng nảy qua lại giữa kẻ địch. Tầm bay của quả cầu sau khi nảy là <c00cc00><VALUE1>%</c> so với bình thường.
TID_SPEC_EXTRA_BULLET,TÊN LỬA SỐ 4
TID_SPEC_EXTRA_BULLET_DESC,Brock tăng sức chứa đạn cho súng phóng tên lửa của mình bằng cách tháo bình nước giữ nhiệt trong nòng súng thứ tư ra và nạp quả tên lửa thứ tư vào đó.
TID_SPEC_ABI_SPIKES_LOW_HEALTH,BÙNG NỔ GAI
TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC,"Khi máu của Spike thấp hơn <c00cc00><VALUE1>%</c>, Spike bắt đầu bắn ra gai và gây <c00cc00><VALUE2></c> sát thương mỗi gai!"
TID_SPEC_ABI_RELOAD_ON_HIT,BẮN NHANH TỈA GỌN
TID_SPEC_ABI_RELOAD_ON_HIT_DESC,"Khi bắn trúng đối thủ bằng chiêu thức tấn công thường, Piper sẽ nạp lại <c00cc00><VALUE1></c> viên đạn ngay lập tức."
TID_SPEC_ABI_GAIN_HEALTH,MÚT XỐP
TID_SPEC_ABI_GAIN_HEALTH_DESC,Frank tăng thêm <c00cc00>+<VALUE1></c> máu.
TID_SPEC_ABI_DASH_SHIELD,NHANH QUÁ ĐI THÔI
TID_SPEC_ABI_DASH_SHIELD_DESC,"Khi Mortis xông pha về phía trước, anh ta sẽ được giảm <c00cc00><VALUE2>%</c> mọi sát thương nhận vào trong <c00cc00><VALUE1></c> giây."
TID_SPEC_ABI_SUPER_DAMAGE,NỔ TAN TÀNH
TID_SPEC_ABI_SUPER_DAMAGE_DESC,Tăng <c00cc00>+<VALUE1></c> sát thương cho Tuyệt chiêu của Mike.
TID_SPEC_ABI_SPEED_LOW_HEALTH,ROBO RÚT QUÂN
TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC,"Khi máu của Rico thấp hơn <c00cc00><VALUE2>%</c>, cậu ta sẽ di chuyển nhanh hơn <c00cc00><VALUE1>%</c>!"
TID_SPEC_ABI_SUPER_RELOAD,TRANH THỦ NẠP ĐẠN
TID_SPEC_ABI_SUPER_RELOAD_DESC,"Khi Darryl dùng Tuyệt chiêu, tốc độ nạp đạn của cậu ta nhanh gấp đôi trong <c00cc00><VALUE1></c> giây."
TID_SPEC_ABI_DAMAGE_MAIN_ATTACK,NỒNG ĐỘ CAO
TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC,Tăng <c00cc00>+<VALUE1></c> sát thương mỗi giây cho đòn tấn công của Barley.
TID_SPEC_ABI_SUPER_HEALS,BÀN TAY TƯƠNG TRỢ
TID_SPEC_ABI_SUPER_HEALS_DESC,Tuyệt chiêu của Thần đèn khi đánh trúng đồng đội sẽ hồi <c00cc00><VALUE1></c> máu cho họ.
TID_SPEC_ABI_BLACK_HOLE_HEALER,BÓNG RÂM THIỆN LÀNH
TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC,Tuyệt chiêu của Tara sẽ mở ra một cánh cổng không gian! Phiên bản bóng mờ của Tara sẽ xuất hiện và hồi máu cho Tara cùng đồng đội.
TID_SPEC_ABI_RECHARGE,NẠP TỰ ĐỘNG
TID_SPEC_ABI_RECHARGE_DESC,Thời gian hồi chiêu của Tick giảm <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_CURVEBALL,BÓNG CẦU VỒNG
TID_SPEC_ABI_CURVEBALL_DESC,Gai từ lựu đạn gai của Spike sẽ bay ra theo đường vòng và dễ trúng mục tiêu hơn.
TID_SPEC_ABI_MEDIKIT,BĂNG KEO CÁ NHÂN
TID_SPEC_ABI_MEDIKIT_DESC,"Khi máu của Shelly tụt xuống dưới <c00cc00><VALUE1>%</c>, cô ấy sẽ hồi lại <c00cc00><VALUE2></c> máu ngay lập tức. Băng keo cá nhân sẽ hồi lại sau <c00cc00><VALUE3></c> giây."
TID_SPEC_ABI_IMMUNE_TO_CC,SA THẠCH
TID_SPEC_ABI_IMMUNE_TO_CC_DESC,"Sandy giờ đây sẽ miễn nhiễm mọi trạng thái choáng, chậm và bị đánh bật."
TID_SPEC_ABI_CURE_DEBUFFS,NHẠC ÂM THANH TRỪNG
TID_SPEC_ABI_CURE_DEBUFFS_DESC,"Đòn tấn công của Poco sẽ xóa bỏ mọi trạng thái chậm, choáng, độc và bỏng khỏi đồng đội."
TID_SPEC_ABI_SHIELD_HOMERUN,THẾ VUNG GẬY
TID_SPEC_ABI_SHIELD_HOMERUN_DESC,"Khi thanh Chạy về đích của Bibi được tích đầy, mọi sát thương cô ấy nhận vào sẽ giảm <c00cc00><VALUE1>̀</c>."
TID_SPEC_ABI_WHIRLWIND_SHIELD,VÒNG XOAY BẢO VỆ
TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC,"Khi dùng Tuyệt chiêu, Carl sẽ giảm <c00cc00><VALUE2>%</c> mọi sát thương nhận được."
TID_SELFHELP_UNAVAILABLE,Trợ giúp và hỗ trợ hiện không khả dụng. Xin thử lại sau.
TID_SPEC_ABI_LONGER_DASH,RẮN CUỘN MÌNH
TID_SPEC_ABI_LONGER_DASH_DESC,Thời gian sạc chiêu lao xa hơn của Mortis giảm <c00cc00><VALUE1></c> giây.
TID_BO_MECHA_SKIN,BO ROBOT
TID_BO_MECHA_SKIN_SHOP,BO\nROBOT
TID_CROW_MECHA_SKIN,QUẠ ROBOT
TID_CROW_MECHA_SKIN_SHOP,QUẠ\nROBOT
TID_MIKE_ROBO_SKIN,MIKE ROBOT
TID_MIKE_ROBO_SKIN_SHOP,MIKE\nROBOT
TID_SPIKE_ROBO_SKIN,SPIKE ROBOT
TID_SPIKE_ROBO_SKIN_SHOP,SPIKE\nROBOT
TID_BO_MECHA_GOLD_SKIN,BO ROBOT VÀNG
TID_BO_MECHA_GOLD_SKIN_SHOP,BO\nROBOT VÀNG
TID_CROW_MECHA_GOLD_SKIN,QUẠ ROBOT VÀNG
TID_CROW_MECHA_GOLD_SKIN_SHOP,QUẠ\nROBOT VÀNG
TID_BO_MECHA_LIGHT_SKIN,BO ROBOT ÁNH SÁNG
TID_BO_MECHA_LIGHT_SKIN_SHOP,BO\nROBOT ÁNH SÁNG
TID_CROW_MECHA_NIGHT_SKIN,QUẠ ROBOT BÓNG TỐI
TID_CROW_MECHA_NIGHT_SKIN_SHOP,QUẠ\nROBOT BÓNG TỐI
TID_BULL_LINEBACKER_SKIN,BULL HẬU VỆ
TID_BULL_LINEBACKER_SKIN_SHOP,BULL\nHẬU VỆ
TID_COLT_OUTLAW_SKIN,COLT GIANG HỒ
TID_COLT_OUTLAW_SKIN_SHOP,COLT\nGIANG HỒ
TID_CARL_HOG_RIDER_SKIN,CARL TRƯ KỴ SĨ
TID_CARL_HOG_RIDER_SKIN_SHOP,CARL\nTRƯ KỴ SĨ
TID_SKIN_INFO_ANIM_SOUND_FX_VOICE,- Thiết kế C.binh Brawl đặc biệt\n- Hiệu ứng đặc biệt\n- Hoạt cảnh đặc biệt\n- Âm thanh đặc biệt\n- Câu thoại đặc biệt
TID_SHOP_OFFER_STAR_SKIN_LABEL,TRANG PHỤC SAO
TID_WANTED_15,Săn sao trên bờ biển
TID_WANTED_16,Sốc nhiệt
TID_WANTED_17,Biển cát nảy lửa
TID_BANKHEIST_16,Dạo chơi bờ biển
TID_BANKHEIST_17,Quà tặng Ngọc
TID_BANKHEIST_18,Khoai tây nóng hổi
TID_BANKHEIST_18B,Vòng số 8
TID_BALL_22,Bóng bãi biển
TID_BALL_23,Bóng đá ánh dương
TID_BALL_24,Chân trần chiến đấu
TID_BALL_25,Vui chơi mùa hè
TID_STARPOINTSGAINED,<TOTALDECAY> Cúp đã được chuyển đổi thành <STARPOINTSGAINED> Điểm Sao
TID_TROPHIES_LOST,Tổng số cúp đã mất: <AMOUNT>
TID_TROPHIES_CONVERTED,Số cúp đã mất chuyển thành: <AMOUNT> Điểm Sao
TID_IAP_SOM_PACK_1,Ưu đãi mùa hè
TID_IAP_SOM_PACK_2,Ưu đãi mùa hè
TID_IAP_SOM_PACK_3,Ưu đãi mùa hè
TID_IAP_SOM_PACK_4,Ưu đãi mùa hè
TID_IAP_AUGUST_PACK_1,Ưu đãi mùa hè
TID_IAP_AUGUST_PACK_2,TẠM BIỆT MÙA HÈ!
TID_IAP_FLASH_PACK_1,THÊM MỘT CHÚT
TID_IAP_FLASH_PACK_2,SIÊU TIẾT KIỆM
TID_IAP_MOON_19_PACK_1,TẾT TRUNG THU
TID_IAP_MOON_19_PACK_2,TẾT TRUNG THU
TID_SPEC_ABI_PLUGGED_IN,CẮM DÂY SẠC
TID_SPEC_ABI_PLUGGED_IN_DESC,Khi 8-Bit đứng gần Bộ tăng cường Sát thương của nó thì nó sẽ cắm dây sạc vào và tốc độ di chuyển của nó sẽ được tăng lên.
TID_SPEC_ABI_GROW_FROM_DAMAGE,MAU ĂN CHÓNG LỚN
TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC,"Khi tích Tuyệt chiêu, El Primo cũng sẽ tích thanh Tăng trưởng. Khi thanh Tăng trưởng đầy, máu tối đa sẽ được tăng <c00cc00><VALUE1></c>. Số máu được tăng sẽ mất khi El Primo bị hạ gục."
TID_SPEC_ABI_ARMOR,ÁO CHỐNG ĐẠN
