"Name","Character","Model","ModelCNOverride","GadgetModel","BigHeroIconOverrideSWF","BigHeroIconOverrideExportName","SmallHeroIconOverrideSWF","SmallHeroIconOverrideExportName","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargedSecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","LobbyLoopEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","OverchargedMainAttackProjectile","UltiProjectile","OverchargedUltiProjectile","AlternativeSkillProjectile","UltiAlternativeSkillProjectile","MainAttackEffect","MainAttackEffect2","MainAttackEffect3","OverchargedMainAttackEffect","OverchargedMainAttackEffect2","OverchargedMainAttackEffect3","AlternatingMainAttackEffect","UltiAttackEffect","UltiAttackEffect2","UltiAttackEffect3","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","OverchargedUltiAttackEffect3","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","OverchargedMainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","OverchargedMeleeHitEffect","OverchargedUltiMeleeHitEffect","SpawnAreaEffect","SpawnEffect","SpawnShieldEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","OverchargedStarPower1Effect","StarPower2Effect","OverchargedStarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPowerOvercharged","AreaEffectStarPower2","AreaEffectStarPower2Overcharged","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","ActivationSelfStatusEffectAttack","ActivationSelfStatusEffectUlti","StatusEffectSP1","StatusEffectSP2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","UltiChargeMoveEffect","OverchargedChargeMoveEffect","OverchargedUltiChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","FaceScaledUpTexture","TransformWhenOvercharged","ShadowRealmEnterEffect","ShadowRealmExitEffect","ShadowRealmFrameEffect","CustomEffect1","CustomEffect2","OverchargedCustomEffect1","OverchargedCustomEffect2","CustomAnim1","CustomAnim1Face","CustomAnim2","CustomAnim2Face","CustomAnim3","CustomAnim3Face","CustomAnim4","CustomAnim4Face","HighlightAnimSequence","SortOrder","SpawnedItemClip","SpawnedItemLoopingEffect","SpawnedItemActiveEffect","SpawnedItemStartClip","SpawnedItemReadyEffect","CustomAreaEffect1","CustomAreaEffect2","SurpriseAnim","SurpriseAnimDelay","SurpriseAnimProbability"
"ConductorRare","Conductor","chuck_rare_geo.glb","","","","","","","chuck_portrait.glb","","ConductorDefaultIdle","ConductorDefaultWalk","ConductorDefaultAttack","ConductorDefaultSuper","ConductorDefaultSuper","ConductorDefaultRecoil","","","","","ConductorDefaultIdle","","ConductorDefaultWin","ConductorDefaultWinloop","","ConductorDefaultLose","ConductorDefaultLoseloop","ConductorDefaultWin","ConductorDefaultWinloop","ConductorDefaultIdle","ConductorDefaultWin","ConductorDefaultWinloop","ConductorDefaultWin","","ConductorDefaultIdle","ConductorDefaultIdle","ConductorDefaultPortrait","","","ConductorDefaultIdle","LuchadorBrownIdle","","","","FangAttack","","Chuck002Still","Chuck002Still","Chuck002Win","Chuck002WinLoop","","Chuck002Lose","Chuck002LoseLoop","Chuck002Win","Chuck002WinLoop","Chuck002WinLoop","Chuck002Win","Chuck002WinLoop","Chuck002Win","Chuck002Still","Chuck002Still","chuck_def_lobby","","chuck_def_lobby","chuck_def_lobby","chuck_def_lobby","chuck_def_lobby_lose","","true","true","","","","","","","chuck_def_atk","","","","","","","chuck_def_atk","","","","","","","","","","","","","chuck_def_ulti_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerDeepsea","Cooker","pearl_deepsea_geo.glb","","","","","","","pearl_deepsea_portrait.glb","","CookerDeepseaIdle","CookerDeepseaWalk","CookerDeepseaAttack","CookerDeepseaSuper","CookerDeepseaSuper","CookerDeepseaRecoil","","CookerDeepseaSuperRecoil","","","CookerDeepseaPushback","","CookerDeepseaWin","CookerDeepseaWinloop","","CookerDeepseaLose","CookerDeepseaLoseloop","CookerDeepseaWin","CookerDeepseaWinloop","CookerDeepseaIdle","CookerDeepseaWin","CookerDeepseaWinloop","CookerDeepseaWin","","CookerDeepseaIdle","CookerDeepseaIdle","CookerDeepseaPortrait","","","","BibiIdle","","","","","","Pearl002Still","Pearl002Still","Pearl002Win","Pearl002WinLoop","","Pearl002Lose","Pearl002LoseLoop","Pearl002Win","Pearl002WinLoop","Pearl002WinLoop","Pearl002Win","Pearl002WinLoop","Pearl002Win","Pearl002Still","Pearl002Still","pearl_002_lobby","","pearl_002_lobby","pearl_002_lobby","pearl_002_lobby","pearl_002_lobby_lose","","","","Pearl002Projectile","","","","","","pearl_002_atk","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pearl002UltiExplosion","","","","","","","","","","","","","","","","","","","","pearl_002_smoke","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberHindu","CrossBomber","grom_hindu_geo.glb","","","","","","","grom_portrait.glb","","CrossBomberHinduIdle","CrossBomberHinduWalk","CrossBomberHinduAttack","CrossBomberHinduSecondary","CrossBomberHinduSecondary","CrossBomberHinduRecoil","","CrossBomberHinduSecondary","","","CrossBomberHinduPushback","","CrossBomberHinduWin","CrossBomberHinduWinloop","","CrossBomberHinduLose","CrossBomberHinduLoseloop","CrossBomberHinduWin","CrossBomberHinduWinloop","CrossBomberHinduIdle","CrossBomberHinduWin","CrossBomberHinduWinloop","CrossBomberHinduWin","","CrossBomberHinduIdle","CrossBomberHinduIdle","CrossBomberHinduProfile","","","CrossBomberHinduProfile","GromIdle","","","","","","Grom003Still","Grom003Still","Grom003Win","Grom003WinLoop","","Grom003Lose","Grom003LoseLoop","Grom003Win","Grom003WinLoop","Grom003WinLoop","Grom003Win","Grom003WinLoop","Grom003Win","Grom003Still","Grom003Still","grom_004_lobby","","grom_004_lobby","grom_004_lobby","grom_004_lobby","grom_004_lobby_lose","","true","true","Grom004Projectile","","Grom004UltiProjectile","","","","grom_004_atk","","","","","","","grom_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","always","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeHindu","BowDude","bo_hindu_geo.glb","","","","","","","bo_base_cam.scw","","BowDudeHinduIdle","BowDudeHinduWalk","BowDudeHinduAttack","BowDudeHinduSecondary","BowDudeHinduSecondary","BowDudeHinduRecoil","","BowDudeHinduRecoil2","","","BowDudeHinduIdle","","BowDudeHinduWin","BowDudeHinduWinloop","","BowDudeHinduLose","BowDudeHinduLoseloop","BowDudeHinduWin","BowDudeHinduWinloop","BowDudeHinduIdle","BowDudeHinduWin","BowDudeHinduWinloop","BowDudeHinduWin","","BowDudeHinduIdle","BowDudeHinduIdle","BowDudeHinduProfile","","","BowDudeHinduProfile","BowGuyIdle","","","","","","Bo007Still","Bo007Still","Bo007Win","Bo007WinLoop","","Bo007Lose","Bo007LoseLoop","Bo007Win","Bo007WinLoop","Bo007WinLoop","Bo007Win","Bo007WinLoop","Bo007Win","Bo007Still","Bo007Still","bo_007_lobby","","bo_007_lobby","bo_007_lobby","bo_007_lobby","bo_007_lobby_lose","","","","Bo007Projectile","","Bo007UltiProjectile","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MineLotus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeHindu","HammerDude","frank_hindu_geo.glb","","","","","","","frank_base_cam.scw","","HammerDudeHinduIdle","HammerDudeHinduWalk","HammerDudeHinduPrimary","HammerDudeHinduSecondary","HammerDudeHinduSecondary","HammerDudeHinduRecoil","","HammerDudeHinduRecoil2","","HammerDudeHinduReloading","HammerDudeHinduPushback","","HammerDudeHinduWin","HammerDudeHinduWinloop","","HammerDudeHinduLose","HammerDudeHinduLoseloop","HammerDudeHinduWin","HammerDudeHinduWinloop","HammerDudeHinduIdle","HammerDudeHinduWin","HammerDudeHinduWinloop","HammerDudeHinduWin","","HammerDudeHinduIdle","HammerDudeHinduIdle","HammerDudeHinduProfile","","","HammerDudeHinduIntro","FrankIdle","","","","","","Frank005Still","Frank005Still","Frank005Win","Frank005WinLoop","","Frank005Lose","Frank005LoseLoop","Frank005Win","Frank005WinLoop","Frank005WinLoop","Frank005Win","Frank005WinLoop","Frank005Win","Frank005Still","Frank005Still","frank_005_lobby","","frank_005_lobby","frank_005_lobby","frank_005_lobby","frank_005_lobby_lose","","","","Frank005Projectile","","Frank005UltiProjectile","","","","frank_005_atk","","","","","","","frank_005_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerDarkcircus","WeaponThrower","bronson_clown_geo.glb","","","","","","","bronson_portrait.glb","","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusWalk","WeaponThrowerDarkcircusAttack","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusAttackRecoil","WeaponThrowerDarkcircusAttackRecoil2","WeaponThrowerDarkcircusUltRecoil","WeaponThrowerDarkcircusUltRecoil2","","WeaponThrowerDarkcircusIdle","","WeaponThrowerDarkcircusWin","WeaponThrowerDarkcircusWinloop","","WeaponThrowerDarkcircusLose","WeaponThrowerDarkcircusLoseloop","WeaponThrowerDarkcircusWin","WeaponThrowerDarkcircusWinloop","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusWin","WeaponThrowerDarkcircusWinloop","WeaponThrowerDarkcircusWin","","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusIdle","WeaponThrowerDarkcircusProfile","","","WeaponThrowerDarkcircusProfile","RosaIdle","","","","","","Bronson005Still","Bronson005Still","Bronson005Win","Bronson005WinLoop","","Bronson005Lose","Bronson005LoseLoop","Bronson005Win","Bronson005WinLoop","Bronson005WinLoop","Bronson005Win","Bronson005WinLoop","Bronson005Win","Bronson005Still","Bronson005Still","bronson_004_lobby","","bronson_004_lobby","bronson_004_lobby","bronson_004_lobby","bronson_004_lobby_lose","","","","Bronson004Projectile;Bronson0040Projectile2","","Bronson004UltiProjectile;Bronson004UltiProjectile2","","","","bronson_004_atk","","","","","","","bronson_def_ulti_smoke","bronson_def_ulti_withdrawal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerEnragerMecha01","Enrager","edgar_mecha_geo.glb","","","","","","","edgar_mecha_portrait.glb","","EnragerMechaIdle","EnragerMechaWalk","EnragerMechaAttack","EnragerMechaSuper","EnragerMechaSuper","EnragerMechaRecoil","","EnragerMechaSuper","","","EnragerMechaPushback","","EnragerMechaWin","EnragerMechaWinloop","","EnragerMechaLose","EnragerMechaLoseloop","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaIdle","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaWin","","EnragerMechaIdle","EnragerMechaIdle","EnragerMechaProfile","","","EnragerMechaIdle","EdgarIdle","","","","","","Edgar008Still","Edgar008Still","Edgar008Win","Edgar008WinLoop","","Edgar008Lose","Edgar008LoseLoop","Edgar008Win","Edgar008WinLoop","Edgar008WinLoop","Edgar008Win","Edgar008WinLoop","Edgar008Win","Edgar008Still","Edgar008Still","edgar_006_lobby","","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby_lose","","true","","Enrager006Projectile","","","","","","edgar_006_atk","","","","","","","","","","","","","","","","","edgar_006_ulti","","edgar_006_ulti_end","","","","","","","","edgar_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","Mech_Edgar_Kill_VO","Mech_Edgar_Lead_VO","Mech_Edgar_Start_VO","Mech_Edgar_Ulti_VO","Mech_Edgar_Hurt_VO","Mech_Edgar_Die_VO","","Mech_Edgar_Start_VO","","","","","","","","","","","","","","","","","","edgar_006_kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerEnragerMecha00","Enrager","edgar_mecha_geo.glb","","","","","","","edgar_mecha_portrait.glb","","EnragerMechaIdle","EnragerMechaWalk","EnragerMechaAttack","EnragerMechaSuper","EnragerMechaSuper","EnragerMechaRecoil","","EnragerMechaSuper","","","EnragerMechaPushback","","EnragerMechaWin","EnragerMechaWinloop","","EnragerMechaLose","EnragerMechaLoseloop","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaIdle","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaWin","","EnragerMechaIdle","EnragerMechaIdle","EnragerMechaProfile","","","EnragerMechaIdle","EdgarIdle","","","","","","Edgar009Still","Edgar009Still","Edgar009Win","Edgar009WinLoop","","Edgar009Lose","Edgar009LoseLoop","Edgar009Win","Edgar009WinLoop","Edgar009WinLoop","Edgar009Win","Edgar009WinLoop","Edgar009Win","Edgar009Still","Edgar009Still","edgar_006_lobby","","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby_lose","","true","","Enrager006Projectile","","","","","","edgar_006_atk","","","","","","","","","","","","","","","","","edgar_006_ulti","","edgar_006_ulti_end","","","","","","","","edgar_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","Mech_Edgar_Kill_VO","Mech_Edgar_Lead_VO","Mech_Edgar_Start_VO","Mech_Edgar_Ulti_VO","Mech_Edgar_Hurt_VO","Mech_Edgar_Die_VO","","Mech_Edgar_Start_VO","","","","","","","","","","","","","","","","","","edgar_006_kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilDarkcircus","SnakeOil","byron_darkcircus_geo.glb","","","","","","","byron_base_cam.scw","","SnakeOilDarkcircusIdle","SnakeOilDarkcircusWalk","SnakeOilDarkcircusAttack","SnakeOilDarkcircusSuper","SnakeOilDarkcircusSuper","SnakeOilDarkcircusRecoil","","SnakeOilDarkcircusSuperRecoil","","","SnakeOilDarkcircusPushback","","SnakeOilDarkcircusWin","SnakeOilDarkcircusWinloop","","SnakeOilDarkcircusLose","SnakeOilDarkcircusLoseloop","SnakeOilDarkcircusWin","SnakeOilDarkcircusWinloop","SnakeOilDarkcircusIdle","SnakeOilDarkcircusWin","SnakeOilDarkcircusWinloop","SnakeOilDarkcircusWin","","SnakeOilDarkcircusIdle","SnakeOilDarkcircusIdle","SnakeOilDarkcircusProfile","","","SnakeOilDarkcircusIdle","ByronIdle","","","","","","Byron004Still","Byron004Still","Byron004Win","Byron004WinLoop","","Byron004Lose","Byron004LoseLoop","Byron004Win","Byron004WinLoop","Byron004WinLoop","Byron004Win","Byron004WinLoop","Byron004Win","Byron004Still","Byron004Still","byron_004_lobby_win","","byron_004_lobby_win","byron_004_lobby_win","byron_004_lobby_win","byron_004_lobby_lose","","true","true","Byron004Projectile","","Byron004UltiProjectile","","","","byron_004_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerDefault","Cocooner","charlie_geo.glb","","","","","","","charlie_portrait.glb","","CocoonerDefaultIdle","CocoonerDefaultWalk","CocoonerDefaultPrimary","CocoonerDefaultSecondary","CocoonerDefaultSecondary","CocoonerDefaultRecoil","","CocoonerDefaultRecoil","","","","","CocoonerDefaultWin","CocoonerDefaultWinloop","","CocoonerDefaultLose","CocoonerDefaultLoseloop","CocoonerDefaultWin","CocoonerDefaultWinloop","CocoonerDefaultIdle","CocoonerDefaultWin","CocoonerDefaultWinloop","CocoonerDefaultWin","","CocoonerDefaultIdle","CocoonerDefaultIdle","CocoonerDefaultProfile","","","CocoonerDefaultIntro","ShellyIdle","","","","","","CharlieStill","CharlieStill","CharlieWin","CharlieWinLoop","","CharlieLose","CharlieLoseLoop","CharlieWin","CharlieWinLoop","CharlieWinLoop","CharlieWin","CharlieWinLoop","CharlieWin","CharlieStill","CharlieStill","charlie_def_lobby","","charlie_def_lobby","charlie_def_lobby","charlie_def_lobby","","","true","true","","","","","","","charlie_def_atk","","","","","","","charlie_def_ulti_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerCocoonDefault","CocoonerCocoon","charlie_cocoon_geo.glb","","","","","","","portrait_cam.scw","","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","","CocoonerCocoonDefaultIdle","","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","","","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","","CocoonerCocoonDefaultIdle","","","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","CocoonerCocoonDefaultIdle","","","CocoonerCocoonDefaultIdle","8bitTurretIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","charlie_def_ulti_cocoon_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","charlie_def_ulti_cocoon_death","","","","","","","","","charlie_def_ulti_cocoon_loop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerPetDefault","CocoonerPet","charlie_rose_spider_geo.glb","","","","","","","nita_base_cam.scw","","CocoonerPetDefaultIdle","CocoonerPetDefaultWalk","CocoonerPetDefaultAttack","","","","","","","","CocoonerPetDefaultIdle","","","","","","","","","","","","","","","","","ShamanIdle","","","ShamanIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","charlie_def_ulti_cocoon_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlBrawloween","ShotgunGirl","shelly_witch_redux_geo.glb","","","","","","","shelly_witch_redux_portrait.glb","","ShotgunGirlBrawloweenIdle","ShotgunGirlBrawloweenWalk","ShotgunGirlBrawloweenPrimary","ShotgunGirlBrawloweenSecondary","ShotgunGirlBrawloweenSecondary","ShotgunGirlBrawloweenRecoil","","ShotgunGirlBrawloweenRecoil","","ShotgunGirlBrawloweenReload","ShotgunGirlBrawloweenPushback","","ShotgunGirlBrawloweenWin","ShotgunGirlBrawloweenWinloop","","ShotgunGirlBrawloweenLose","ShotgunGirlBrawloweenLoseloop","ShotgunGirlBrawloweenWin","ShotgunGirlBrawloweenWinloop","ShotgunGirlBrawloweenIdle","ShotgunGirlBrawloweenWin","ShotgunGirlBrawloweenWinloop","ShotgunGirlBrawloweenWin","","ShotgunGirlBrawloweenIdle","ShotgunGirlBrawloweenIdle","ShotgunGirlBrawloweenProfile","","","ShotgunGirlBrawloweenIntro","ShellyIdle","","","","","","Shelly005Still","Shelly005Still","Shelly005Win","Shelly005WinLoop","","Shelly005Lose","Shelly005LoseLoop","Shelly005Win","Shelly005WinLoop","Shelly005WinLoop","Shelly005Win","Shelly005WinLoop","Shelly005Win","Shelly005Still","Shelly005Still","shelly_006_lobby","","shelly_006_lobby","shelly_006_lobby","shelly_006_lobby","shelly_006_lobby_lose","","true","true","Shelly006Projectile","","Shelly006UltiProjectile","","","","shelly_006_atk","","","","","","","shelly_006_ulti","","","shelly_def_oc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanDarkcircus","Shaman","nita_darkcircus_geo.glb","","","","","","","nita_base_cam.scw","","ShamanDarkcircusIdle","ShamanDarkcircusWalk","ShamanDarkcircusAttack","ShamanDarkcircusSecondary","ShamanDarkcircusSecondary","ShamanDarkcircusRecoil","","ShamanDarkcircusRecoil","","ShamanDarkcircusReload","ShamanDarkcircusPushback","","ShamanDarkcircusWin","ShamanDarkcircusWinloop","","ShamanDarkcircusLose","ShamanDarkcircusLoseloop","ShamanDarkcircusWin","ShamanDarkcircusWinloop","ShamanDarkcircusIdle","ShamanDarkcircusWin","ShamanDarkcircusWinloop","ShamanDarkcircusWin","","ShamanDarkcircusIdle","ShamanDarkcircusIdle","ShamanDarkcircusProfile","","","ShamanDarkcircusProfile","ShamanIdle","","","","","","Nita005Still","Nita005Still","Nita005Win","Nita005WinLoop","","Nita005Lose","Nita005LoseLoop","Nita005Win","Nita005WinLoop","Nita005WinLoop","Nita005Win","Nita005WinLoop","Nita005Win","Nita005Still","Nita005Still","nita_008_lobby","","nita_008_lobby","nita_008_lobby","nita_008_lobby","nita_008_lobby_lose","","true","true","Shaman008Projectile","","Shaman008UltiProjectile","","","","nita_008_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dark_Nita_Kill_VO","Dark_Nita_Lead_VO","Dark_Nita_Start_VO","Dark_Nita_Ulti_VO","Dark_Nita_Hurt_VO","Dark_Nita_Die_VO","Dark_Nita_Atk_VO","","","","","","","","","","","","","","","","","","","nita_008_kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanPetDarkcircus","ShamanPet","nita_darkcircus_bear_geo.glb","","","","","","","portrait_cam.scw","","BearShibaIdle","BearWalk","BearAttack","BearShibaIdle","BearShibaIdle","BearRecoil","","BearShibaIdle","","BearShibaIdle","BearPushback","","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","BearShibaIdle","","BearShibaIdle","BearShibaIdle","BearShibaIdle","","","BearShibaIdle","BearShibaIdle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nita_008_ulti_spawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
