"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes"
"ConductorUltiProjectile","","1500","","0","","true","","","","","139","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedProjectile","","1750","","200","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","1","100","","","","","","","","","","","",""
"CocoonerProjectile","","4200","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","16","","","",""
"CocoonerProjectile2","","4200","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","","16","","","",""
"CocoonerUltiProjectile","","3300","","200","","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","",""
"CocoonerOverchargedUltiProjectile","","3300","","200","","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","",""
"MechanicOverchargedTurretElecProj","","3478","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicOverchargedTurretElecProj2","","2000","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicOverchargedTurretElecProj3","","2000","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiProjectile","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiProjectile2","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"LeaperShotgunProjectile","","3600","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerProjectile","","2000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsShotgunProjectile","","3400","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsHCUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherProjectile","","1900","","0","","true","","800","35","","430","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"AttacherProjectileOvercharged","","1900","","0","","true","","800","35","","430","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","",""
"AxeJugglerProjectile","","4500","","125","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","1","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AxeJugglerProjectile2","","860","","125","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","true","","","","","","","","","","","","","","","8","650","10","true","","","","160","TRUE","19","-50","","",""
"AxeJugglerOverchargedProjectile2","","860","","125","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","true","","","","","","","","","","","","","","","8","650","10","true","","","","160","TRUE","19","-50","","",""
"MosquitoProjectile","","4000","","100","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","",""
"MosquitoProjectilePoison","","4000","","100","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","80","","","","","","","","","","","","","","","","","","","","","","18","50","","",""
"SandstormOverchargedUltiProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedSummonProjectile","","3000","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlUltiOverchargedProjectile","","870","","0","","true","true","","","","93","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyOverchargedProjectile","","1000","","0","","true","true","","","","150","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","",""
"HookUltiOverchargedProjectile","","3200","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"HookUltiOverchargedProjectile2","","3200","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperMutantProjectile","","4000","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","","",""
"DragonRiderProjectile","","3800","","200","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","700","1000","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
