"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"BarrelBotOverchargeChargeArea","","700","","300","300","","5","2","","BulletSpin","","","","","","","","","","","","BarrelBotOverchargedProjectile","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicRevengeAreaEffectExplosion","","700","","800","2000","","5","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicRevengeFireAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFlightUltiExplosion","","700","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearSwordLanding","","2000","","600","100","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleSuperArea","","10000","","1000","","","1","2","","MeepleCheatArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleOverchargedSuperArea","","10000","","1300","","","1","2","","MeepleCheatArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleOverchargedPassWallArea","","10000","","1300","","","","","","StatusEffect","MeepleOverchargedPassWall","MeepleOverchargedPassWall","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleWallArea","","500","","900","","","","18","20","MeepleWallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleWallAreaExplosion","","700","","900","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiLanding","","1500","","","","","","","","StatusEffect","SkaterUltiAmmoReductionSelf","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","SkaterUltiTaunt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiLandingOvercharged","","1500","","","","","","","","StatusEffect","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","SkaterUltiTauntOvercharged","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiTaunt","","200","","1000","","","","","","StatusEffect","","","SkaterUltiTaunt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiTauntOvercharged","","200","","1500","","","","","","StatusEffect","","","SkaterUltiHCTaunt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SkaterGadgetTaunt","","200","","500","","","","","","StatusEffect","","","SkaterGadgetJumpTaunt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PayloadSingleMoveArea","","600000","","1500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MeepleRageQuitArea","","300","","1600","","","","30","5","HpBasedStun","","","","","","","","","","","","","","","","","","","","","","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankOverchargedAreaEffect","","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","","","","","hankOverchargedUltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bo_def_overcharged_ulti1_area","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bo_def_overcharged_ulti2_area","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunOverchargedHealingStationHeal","","600000","","1000","-10","","2","","","HotAndOverheals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","TRUE","6000","80","","","","","","","","","","","","","","",""
"MinigunOverchargedInstantHeal","","250","","1000","-30","TRUE","2","","1","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindOverchargedAreaEffect","","4000","","270","","","","","","StatusEffect","","","WhirlwindUltiTrailFire","10","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerUltiTimebend","","7000","","900","","","","","","StatusEffect","ChronomancerTimebendBoostSelf","ChronomancerTimebendSpeedBoost","ChronomancerTimebendSpeedReduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","",""
"ChronomancerNanoPower","","7000","","900","","","","","","StatusEffect","","","ChronomancerTimebendSpeedReduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","",""
"ChronomancerOverchargedUltiTimebend","","7000","","900","","","","","","StatusEffect","ChronomancerTimebendBoostSelf","ChronomancerTimebendSpeedBoost","ChronomancerTimebendSpeedReduce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","",""
"SoulCollectorOverchargedPushback","","700","","800","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","150","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorOverchargedAreaEffect","","0","","300","","","","10","","BulletExplosion","","","","","","","","","","","","GusOverchargedAreaEffectProjectile","30","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarFireGadgetArea","","3900","","600","30","","1","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarIceGadgetArea","","3000","","600","0","","1","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea1","","700","","270","100","","4","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea2","","700","","400","100","","4","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea3","","700","","550","100","","4","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea3StatusEffect","","700","","550","","","","","","StatusEffect","","","MorningstarSuperRoot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea1SP","","4000","","270","20","","4","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","MorningstarUltiArea2SP;MorningstarUltiArea3SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea2SP","","4000","","400","20","","4","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","MorningstarUltiArea1SP;MorningstarUltiArea3SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MorningstarUltiArea3SP","","4000","","550","20","","4","","","Dot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","MorningstarUltiArea1SP;MorningstarUltiArea2SP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UnoScore","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UnoCardSpawn","","5000","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
