"Name","BehaviorType","EquipType","OverchargedVersion","CanMoveAtSameTime","Targeted","AutoAttackTargetingType","AttackFacing","Cooldown","BonusSkillCooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","DamageForUlti","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","RestrictCastOnSkillActive","Projectiles","OverchargedProjectiles","OverchargedChainProjectile","SummonedCharacters","OverchargedSummonedCharacters","AreaEffectObject","DontTriggerAreaAtEndOfCharge","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","MeleeAttackPiercesEnvironment","MeleeAttackOnHitActions","ConsumableShieldValue","ConsumableShieldTicks","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","CastingEffect","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","OverrideMusicWhenEquipped","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffects","ActivationSelfStatusEffectsOvercharged","OnChargeHitStatusEffect","OnChargeHitStatusEffectOvercharged","InterruptType","TID","Desc","BooleanAttributes","CustomString","CustomString2","CustomValue","CustomValue2","BotUsageHint","ForceWalkAnim","AttackAnimationSpeed","OnChargeHitSelfStatusEffect","ShowChainIndicator"
"SplitterLegsWeapon","Attack","weapon","","true","","","1","500","","150","","10","","","","","","1800","3","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","SplitterLegsDamageArea","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SplitterWeaponNanoPower","Attack","weapon","","true","true","","","500","","800","","30","","","","","","1500","3","700","-1","","250","45","2","1","","true","","","","","","","","","","","","SplitterProjectile","","","","","","","","","","","","","","","","","","","","","","","arcade_def_atk","","","","","","","","","","","","","1","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"PuppeteerWeapon","Attack","weapon","","true","true","","","250","","150","","22","","","","","","2000","3","","-1","","100","0","","1","","true","","","","","","","","","","","","PuppeteerProjectile","","","","","","","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"PuppeteerUlti","Attack","ulti","","true","true","","","500","","150","","25","","","","","","1500","","","-1","","150","","","1","","true","","","","","","","","","","","","PuppeteerUltiProjectile","OverchargedPuppeteerUltiProjectile","","","","","","","","","","","","","","","","","","","","","","shelly_def_ulti","willow_hc_ulti_muzzle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieWeapon","Attack","weapon","","true","true","","","250","","150","","26","","","","","","1500","3","1500","-1","","100","","","1","","true","","","","","","","","","","","","MaisieProjectile","","","","","","","","","","","","","","","","","","","","","","","maisie_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"MaisieUlti","Attack","ulti","","true","","","1","250","","150","500","10","","","","","","1800","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","MaisieUltiShockwave","","","","MaisieOverchargedUltiShockwave","MaisieOverchargedUltiBulletExplosion","follow","","","","","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieWeaponNanoPower","Attack","weapon","","true","true","","","250","","900","","26","","","","","","1500","3","1500","-1","","300","","","1","","true","","","","","","","","","","","","MaisieProjectile","","","","","","","","","","","","","","","","","","","","","","","maisie_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"FishTankWeapon","Attack","weapon","","true","true","","2","250","","150","","10","","","","true","","250","1","","-1","","150","","15","","","","","","","","","","","","","","","","","","","","FishTankBlast","","","","","","follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"FishTankUlti","Attack","ulti","","true","","","","250","","150","","","","","","","","","","1320","-1","","100","","","","","true","","","","","","","","","","","","","","","","","FishTankUltiArea","","","","FishTankOverchargedAreaEffect","","follow","","","","","","","","","","","","tenant_def_ulti","hank_def_oc_ulti","dummy_effect","","","","","","","","","","","","","","","","","","","","","2","50","","","","","","","","","","","","","","","","","",""
"DuelistWeapon","Attack","weapon","","true","true","","","100","","450","","16","","","","","","1200","3","800","-1","","200","","","1","","true","","","","","","","","","","","","DuelistProjectile","","","","","","","","","","","","","","","","","","","","","","","cordelius_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"DuelistUlti","Attack","ulti","","true","true","","","250","","150","","27","","","","true","","","","","-1","","150","","","1","","true","","","","","","","","","","","","DuelistUltiProjectile","DuelistOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","cordelius_ulti_atk","cordelius_def_oc_muzzle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverWeapon","Attack","weapon","","true","","","1","250","","150","","10","","","","","","1500","3","1200","-1","","1000","","","","","","","","","","","","","","","","","","","","","","ReviverDamageArea","","","","","","follow","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"ReviverUlti","Attack","ulti","","true","true","","","500","","150","","28","","","","","","2000","","","-1","","100","","","1","","true","","","","","","","","","","","","ReviverUltiProjectile","ReviverOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","doug_def_ulti","doug_def_oc_ulti_muzzle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerWeapon","Attack","weapon","","true","true","","","50","","650","","27","","","","","","1500","3","280","-1","","100","40","1","1","","true","","","","","","","","","","","","CookerProjectile","","","","","","","","","","","","","","","","","","","","","","","pam_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"CookerUlti","Attack","ulti","","true","","","1","250","","150","300","","","","","","","","","","-1","","1000","","","","","","","","","","","","","","","","","","","","","","CookerUltiExplosion","","","","CookerOverchargedUltiExplosion","CookerOverchargedUltiArea","","","","","","","","","","","","","shelly_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerWeaponNanoPower","Attack","weapon","","true","true","","","50","","650","","27","","","","","","1500","3","280","-1","","80","120","1","1","","true","","","","","","","","","","","","CookerProjectile","","","","","","","","","","","","","","","","","","","","","","","pam_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"ConductorWeapon","Attack","weapon","","true","true","","","350","","500","","20","","","","","","2000","3","540","-1","","150","","","1","","true","","","","","","","","","","","","ConductorProjectile","","","","","","","","","","","","","","","","","","","","","","","emz_def_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiSpawn","Attack","ulti","","true","true","","","50","","250","","30","","","","","1","","","400","-1","","200","","","1","","true","","","","","","1","3","","","","","ConductorUltiProjectile","","","","","","","","","","","","","","","","ConductorSign","","","sc/ui.sc","button_ulti_chuck_1","button_ulti_blue_chuck_1","","","","","","","","","","","","","","","3","ConductorUltiCharge","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiCharge","Charge","ulti","","","","","","50","","150","","20","","","","","","","","1750","-1","","","","","","","","","0","","3700","17","","","","","true","","","","","","","","","","","ConductorOverchargedArea","","follow","","","","","","","","sc/ui.sc","button_ulti_chuck_2","button_ulti_blue_chuck_2","","","","","","","","chuck_def_ulti_use","fang_def_ulti_cover","chuck_def_oc_ulti_use","fang_def_ulti_cover_overcharged","","Rhinostep","","4","ConductorUltiSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerWeapon","Attack","weapon","","true","true","","","500","","150","","27","","","","","","2000","1","800","-1","","100","0","","1","","true","","","","","","","","","","","","CocoonerProjectile","","","","","","","","","","","","","","","","","","","","","","","whirlwind_attack","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"CocoonerUlti","Attack","ulti","","true","true","","2","251","","250","","27","","","","","","","","","-1","","200","","","1","","true","","","","","","1","10","","","","","CocoonerUltiProjectile","CocoonerOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CocoonerPetWeapon","Charge","weapon","","","true","","","750","","750","","6","","","","true","","100","3","400","-1","","","","","","","","","","","2200","4","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","mortis_def_sound","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"CocoonerPetUltiDummy","Attack","ulti","","","","3","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperWeapon","Charge","weapon","","","true","","","750","","","","12","","","","","","2400","3","1140","-1","","","","","","","","","","","5200","18","","","","","","","","","","","","LeaperWeaponArea","","","","","","","","","","","","","","","","","","","","mico_def_atk_jump","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"LeaperUlti","FlyJump","ulti","","","","","","1000","","6000","1000","","","","","","","","","","-1","","","","","","","","1025","","","","","","","","","","","","","","","","LeaperUltiArea","","","","LeaperOverchargedUltiArea","","","","","","","","","","","","","","","","mico_def_ulti_casting","mico_def_oc_casting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherWeapon","Attack","weapon","","true","true","","","100","","250","","11","","","","","","800","3","1000","-1","","100","150","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","AttacherWeaponAlternate","AttacherWeaponAlternateOvercharge","","","","","","","true","","","","","","","","","","","","TID_ATTACHER_WEAPON","","","","","","","",""
"AttacherUlti","Charge","ulti","","true","true","","","50","","","","20","","","","","","","","1000","-1","","","","","","","","","","","6000","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","1","AttacherUltiAlternate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherWeaponAlternate","Attack","weapon","","true","true","","","250","","150","","22","","","","","","2000","3","1600","-1","","100","0","","1","","true","","","","","","","","","","","","AttacherProjectile","","","","","","","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","1","AttacherWeapon","","","","","","","","true","","","","","","","","","","","","TID_ATTACHER_WEAPON_ATTACHED","","","","","","","",""
"AttacherUltiAlternate","Charge","ulti","","true","true","","","50","","","","6","","","","","","","","0","-1","","","","","","","","","","","2000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","crow_ulti","","","","","","","","","","","1","AttacherUlti","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
