"TID","FI"
"TID_BRAWL_BOX_INFO_1","Jokaisen ison lippaan palkinnot vastaavat kolmen rähinälippaan palkintoja. Tehopisteet on kuitenkin jaettu harvempien rämäpäiden kesken.\n\nArvontoja on kolme sattumanvaraista, ja palkintotodennäköisyydet ovat seuraavat:\n\ntehopisteitä ja kolikoita : <NUM1> %\nharvinainen rämäpää : <NUM2> %\nsuperharvinainen rämäpää : <NUM3> %\neeppinen rämäpää : <NUM4> %\nmyyttinen rämäpää : <NUM5> %\nlegendaarinen rämäpää : <NUM6> %\ntähtivoima : <NUM7> %\n\nLisäksi jokainen kerta antaa sinulle 25 % mahdollisuuden saada tapahtumalippuja, 9 % mahdollisuuden saada jalokiviä ja 3 % mahdollisuuden saada poletintuplaaja. Huomaathan, että tähtivoimia voivat saada vain rämäpäät, jotka ovat jo tasolla 9. Kun olet avannut kaikki tietynlaiset palkinnot, kuten harvinaiset rämäpäät, mahdollisuus muihin palkintoihin kasvaa. Jotta rähinälippaiden avaaminen olisi reilumpaa, on olemassa tuurisysteemi, joka vaikuttaa legendaaristen rämäpäiden todennäköisyyteen. Jokainen arvonta, jossa et saa uutta rämäpäätä, kasvattaa tuurikerrointasi. Vastaavasti jokainen kerta, kun saat uuden rämäpään, tuurikertoimesi pienenee riippuen saamasi rämäpään harvinaisuudesta. Kun tuurikerroin on tarpeeksi korkea, sinulla on suurempi mahdollisuus saada legendaarinen rämäpää, ja alhaisella tuurikertoimella legendaarisen rämäpään saaminen on vaikeampaa. Ensimmäisten rähinälippaiden sisältö on määrätty ennalta, jotta kaikki saisivat reilun aloituksen."
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Kerää 10 tähtipolettia ja saat ison lippaan!"
"TID_HERO_BUNDLE_19","Pennyn kätkö"
"TID_HERO_BUNDLE_20","Frankin ominaisuus"
"TID_KEY_BAR_INFO","<c33a5d7>Polettien</c> määrä, jonka voit ansaita otteluista.\n\nPoleteilla voi avata rähinälippaita."
"TID_NEW_ONLINE_FRIEND","PELAAJA PAIKALLA"
"TID_NEW_GAME_ROOM","UUSI JOUKKUE"
"TID_KEY_BAR_TITLE","OTTELUSTA SAATAVILLA OLEVAT POLETIT"
"TID_PLAYAGAIN_QUIT","POISTU"
"TID_BATTLE_END_WAITING","Odotetaan muita pelaajia"
"TID_ERROR_REPLAY_WAITING","Uusinta on jo odottamassa."
"TID_ERROR_REPLAY_NOT_POSSIBLE","Uusinta ei ole vielä saatavilla."
"TID_ERROR_SPECTATE_WAITING","Katselupyyntö on jo odottamassa."
"TID_ERROR_SPECTATE_NOT_POSSIBLE","Pelaaja ei ottele tällä hetkellä."
"TID_FIRST_WIN_INFO_SURVIVAL","Ansaitse <cff8E1b>tähtipoletti</c> ensimmäisestä neljän parhaan joukkoon sijoittumisestasi."
"TID_TEAM_POPOVER_YOUR_ROOM","Tämä on joukkueesi."
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","Joukkue ei ottele tällä hetkellä."
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","Ei voi liittyä. Olet jo tässä joukkueessa."
"TID_TEAM_AD_JOIN_FAIL_FULL","Liittyminen ei onnistu. Joukkue on täynnä."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","Peliä ei voi aloittaa. Ei tarpeeksi lippuja."
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","Tässä tapahtumassa ei voi pelata joukkueessa."
"TID_GAME_MODE_UNLOCKED","AVATTU"
"TID_ERROR_SPECTATE_DISABLED","Katselutila on väliaikaisesti poissa käytöstä teknisten syiden vuoksi."
"TID_SPECTATE_FOLLOW","Napauta seurataksesi:"
"TID_SPECTATE_FOLLOWING","Seurataan:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","Saat <cff8E1b>tähtipoletin</c> ensimmäisestä ottelustasi."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","Ansaitse <cff8E1b>tähtipoletti</c> ensimmäisestä kahden parhaan joukkoon sijoittumisestasi."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","Ottele muita pelaajia vastaan ja sijoitu neljän parhaan joukkoon yksinpelissä tai kahden parhaan joukkoon kaksinpelissä ja saat<cff8E1b>tähtipoletin</c>."
"TID_CONNECTING_WAIT_FOR_SPECTATE","Odotetaan katselua..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","KATSO MAINOS JA\nTUPLAA YKSI PALKINNOISTA!\n<VIEWCOUNTREM> katselua jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","KATSO MAINOS JA\nTUPLAA YKSI PALKINNOISTA!\n<VIEWCOUNTREM> katselu jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","HANKI LISÄÄ PALKINTOJA!\n<VIEWCOUNTREM> katselua jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","HANKI LISÄÄ PALKINTOJA!\n<VIEWCOUNTREM> katselu jäljellä tänään"
"TID_CANNON_DAMAGE","Tykin tuhovoima"
"TID_CANNON_HEALTH","Tykin elinvoima"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Kaverillasi on liikaa avoimia pyyntöjä. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Olet lähettänyt liian monta kaveripyyntöä. Poista yksi ja yritä uudelleen."
"TID_ADD_FRIEND_ERROR_GENERIC","Kaveripyynnön lähettäminen epäonnistui. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Pelaajaa, jonka yritit lisätä, ei ole olemassa."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Et voi pyytää itseäsi kaveriksesi!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Kaverillasi on liikaa kavereita. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Sinulla on liikaa kavereita. Poista yksi, jos haluat lisätä uuden."
"TID_HINT_26","Penny voi aiheuttaa paljon tuhoa sarjahyökkäyksellään, jos kohteet ovat vierekkäin."
"TID_HINT_27","Joukkueen kokoaminen ennen ottelua antaa teille mahdollisuuden valmistautua yhdessä ja valita paras rämäpääyhdistelmä."
"TID_HINT_28","Kokeile ystävyysotteluita, joissa voit esimerkiksi harjoitella tapahtumia varten ja järjestää rentoja kilpailuja!"
"TID_HINT_29","Uusien joukkuekavereiden kanssa pelatun hyvän ottelun jälkeen voit napauttaa Pelaa uudelleen, ja pääset pelaamaan toisen ottelun heidän kanssaan."
"TID_HINT_30","Ystävyysotteluissa voit valita minkä tahansa tapahtuman ja kartan. Rämäpäät ovat niissä myös täysin päivitettyjä!"
"TID_HINT_31","Frank pysähtyy hyökkäystään ja superhyökkäystään varten, joten hänen vastustajallaan on mahdollisuus päästä pois kantomatkalta."
"TID_EXPERIENCE","KOKEMUS"
"TID_HINT_32","Lipputapahtumat eivät vaikuta vaikuta polettikiintiöösi. Niissä pelaamiseen käytetään lippuja."
"TID_HINT_33","Voit kutsua jengiläisiäsi kavereiksesi jengin jäsenlistan kautta."
"TID_HINT_34","Voit kutsua kaveriksesi pelaajia joukkueestasi."
"TID_HINT_35","Muutaman hyvän yhteisen ottelun jälkeen voit kutsua pelaajan kaveriksesi ehdotettujen kaverien listalta."
"TID_HINT_36","Voit kutsua kaveriksesi pelaajia joukkueestasi."
"TID_HINT_37","Voit kertoa kavereillesi ja jengiläisillesi pelihuoneestasi napauttamalla Kerro-painiketta."
"TID_COOP_GENERATED","Ryminärata"
"TID_MECHANIC_KNIGHT_SKIN","RITARI-JESSIE"
"TID_FRANK_CAVEMAN_SKIN","LUOLAMIES-FRANK"
"TID_SOLO","YKSINPELI"
"TID_DUO","KAKSINPELI"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","Kaverilistasi on täynnä!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","Liian monta aktiivista kutsua. Yritä myöhemmin uudelleen."
"TID_INVITE_FRIEND_TOKEN_ERROR","Kavereiden kutsumisessa tapahtui virhe."
"TID_GOLDRUSH_9","Musta allas"
"TID_TEAM_JOIN_FINISH_TUTORIAL","Suorita opastus loppuun, niin voit liittyä jengiin."
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","Kirjautuminen epäonnistui"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","Brawl Starsin beta-versio ei ole vielä saatavilla maassasi. Tarkista myöhemmin uudelleen!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","OK"
"TID_CROW_PHEONIX_SKIN","FEENIKS-CROW"
"TID_MECHANIC_SUMMER_SKIN","KESÄ-JESSIE"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_FREE_BOX_AVAILABLE_0","Ilmainen palkintosi odottaa!"
"TID_FREE_BOX_AVAILABLE_1","Lunasta ilmainen palkintosi nyt!"
"TID_FREE_BOX_AVAILABLE_2","Hae ilmainen palkintosi ennen kuin se katoaa!"
"TID_FREE_BOX_AVAILABLE_3","Ilmaiset palkinnot odottavat sinua!"
"TID_FREE_BOX_AVAILABLE_4","Hae ilmainen palkintosi nyt!"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","ROKKARI-\nCOLT"
"TID_ROCKET_BEACH_SKIN_SHOP","BIITSI-\nBROCK"
"TID_CACTUS_PINK_SKIN_SHOP","PINKKI\nSPIKE"
"TID_SHAMAN_PANDA_SKIN_SHOP","PANDA-\nNITA"
"TID_CROW_WHITE_SKIN_SHOP","VALKEA\nCROW"
"TID_BULL_HAIR_SKIN_SHOP","VIIKINKI-\nBULL"
"TID_TRICKSHOT_GOLD_SKIN_SHOP","KULTAPOIKA-\nRICOCHET"
"TID_BARKEEP_GOLD_SKIN_SHOP","KULTAINEN\nBARLEY"
"TID_LUCHADOR_RUDO_SKIN_SHOP","RUJO-\nPRIMO"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","RYÖVÄRI-\nSHELLY"
"TID_LUCHADOR_KING_SKIN_SHOP","PRINSSI-\nPRIMO"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","RITARI-\nJESSIE"
"TID_FRANK_CAVEMAN_SKIN_SHOP","LUOLAMIES-\nFRANK"
"TID_MECHANIC_SUMMER_SKIN_SHOP","KESÄ-\nJESSIE"
"TID_CROW_PHEONIX_SKIN_SHOP","FEENIKS-\nCROW"
"TID_GOLDRUSH_10","Kaikukammio"
"TID_BANKHEIST_5","Astetta paremmat aidat"
"TID_BATTLE_ROYALE_D7","Supershoppailija"
"TID_BATTLE_ROYALE_8","Saaren valloitus"
"TID_BATTLE_ROYALE_6","Luolalinko"
"TID_CLAN_CHAT_JUMP_TO_NEW","Uudet viestit: <count>"
"TID_CLAN_CHAT_NEW","UUSI"
"TID_BANKHEIST_6","Rahat tiskiin"
"TID_GOLDRUSH_11","Tulvinut kaivos"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Sinun pitää ladata Brawl Starsin beta-versio Google Play Kaupasta (saatavilla vain tietyissä maissa). Rootattuja laitteita ei tällä hetkellä tueta. Tarkista myöhemmin uudelleen!"
"TID_RATE_APP_MESSAGE_ANDROID","Arvostele Brawl Stars Play Kaupassa ja anna meille arvokasta palautetta!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Uusi Google Kaupan kirjautuminen"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Haluatko tallentaa nykyisen pelisi tälle Google Play -tilille?"
"TID_SHOWDOWN_END","SELKKAUS!"
"TID_SETTINGS_FIXES_JOYSTICK","LIIKKUMISOHJAIMEN LUKITUS"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Suomi"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Vaihdetaanko kieltä?"
"TID_POPUP_CHANGE_LANGUAGE","Haluatko varmasti muuttaa kieliasetuksiasi?"
"TID_SKIN_RARITY_1","<cffffff>Yleinen</c>"
"TID_SKIN_RARITY_2","<c0070dd>Harvinainen</c>"
"TID_SKIN_RARITY_3","<ca335ee>Eeppinen</c>"
"TID_SKIN_RARITY_4","<cff8000>Legendaarinen</c>"
"TID_BANKHEIST_7","Kaktuskäytävät"
"TID_BATTLE_ROYALE_9","Länsituuli"
"TID_BATTLE_ROYALE_10","Aavikkojuoksu"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Siirry Kaverit-valikkoon"
"TID_EVENT_MODIFIER_1","ENERGIAJUOMA"
"TID_EVENT_MODIFIER_2","VIHAINEN ROBOTTI"
"TID_EVENT_MODIFIER_3","METEORIITTISADE"
"TID_EVENT_MODIFIER_4","ENERGIASYÖPPÖ"
"TID_EVENT_MODIFIER_DESC_1","Nappaa satunnaisesti ilmestyvä energiajuoma ja rämäpääsi saa valtavasti lisää tuhovoimaa ja liikenopeutta hetkeksi!"
"TID_EVENT_MODIFIER_DESC_2","Vihainen robotti voi ilmaantua koska vain ja hyökätä lähimmän rämäpään kimppuun. Ole varuillasi!"
"TID_EVENT_MODIFIER_DESC_3","Tätä meteoriittisadetta et halua jäädä ihastelemaan. Varo suuria putoavia taivaankappaleita!"
"TID_BALL_4","Luihut lehdot"
"TID_EVENT_MODIFIER_DESC_4","Elinvoimasi vähenee jatkuvasti, mutta vastustajien vahingoittaminen palauttaa sitä jonkin verran. Toisen rämäpään kukistaminen palauttaa kaiken elinvoimasi! Rämäpäiden parannustaidot toimivat heikommin."
"TID_BALL_5","BB-linnoitus"
"TID_BALL_6","Superstadioni"
"TID_BALL_7","Lätäkköleikki"
"TID_BANKHEIST_8","Luutunneli"
"TID_EVENT_MODIFIER_DESC_3_SD","Kavereiden kanssa parveilu voi olla vaarallista, jos taivaalta sataa kivenlohkareita!"
"TID_DEFEATED_SHOWDOWN","Tyrmätty"
"TID_OFFER_WATCH_AD","KATSO"
"TID_ERROR_REPLAY_DISABLED","Uusinta ei ole vielä saatavilla."
"TID_WANTED_9","Suuri kanava"
"TID_HOOK","NAPPAAJA"
"TID_STAR_KEY_INFO_EXTENSION","\n\nTähtipoletteja käytetään isojen lippaiden avaamiseen."
"TID_TEAM_OWNER_TEXT","Pelaajan <NAME> joukkue"
"TID_SPECTATE_AUTO","Automaattinen"
"TID_BATTLE_ROYALE_11","Nuolinäytös"
"TID_FRIEND_POPOVER_INVITE","KUTSU JOUKKUEESEEN"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","Pelaaja on jo joukkueessasi!"
"TID_TEAM_ERROR_ALREADY_INVITED","Pelaaja on jo kutsuttu!"
"TID_BATTLE_ROYALE_D2","Tuuliset tasangot"
"TID_UNDERTAKER_GREASER_SKIN","FIFTARI-MORTIS"
"TID_COMMUNITY_PROPS","Yhteisön tekemä kartta!\n\nSuunnitellut:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Tukala labyrintti"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","Pelaaja on jo joukkueessa!"
"TID_HINT_38","Pyörivä sininen kehä rämäpään alla tarkoittaa, että supervoima on valmis!"
"TID_HINT_39","Pyörivä keltainen kehä rämäpään alla tarkoittaa, että hän tähtää parhaillaan supervoimaansa!"
"TID_EVENT_NOT_AVAILABLE","Ei tapahtumaa"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Ei videota saatavilla. Kurkkaa myöhemmin uudelleen!"
"TID_SHOP_NOT_AVAILABLE","ei saatavilla"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","FIFTARI-\nMORTIS"
"TID_HINT_40","Yhdistä pelisi Supercell ID:hen näyttösi asetuksien kautta. Näin pidät pelitilisi turvassa ja voit pelata useilla laitteilla."
"TID_GACHA_VIDEO_REWARD_RECEIVED","Ylimääräisiä palkintoja lisätty!"
"TID_BUTTON_NAVI_SHOP","KAUPPA"
"TID_BUTTON_NAVI_SOCIAL","PELAAJAT"
"TID_BUTTON_NAVI_BRAWLERS","RÄMÄPÄÄT"
"TID_BRAWL_TICKETS_BUTTON","PELAA"
"TID_HOME_SCREEN_INVITE","KUTSU"
"TID_HINT_41","Pokaaliesi kokonaismäärä tarkoittaa kaikkien rämäpäidesi pokaaleita yhteensä."
"TID_GOAL","<name> teki maalin!"
"TID_EVENT_MODIFIER_5","PARANTAVAT SIENET"
"TID_EVENT_MODIFIER_DESC_5","Parantavia sieniä ilmestyy sattumanvaraisesti. Hetken ajan ne parantavat kaikkea niiden lähellä olevaa."
"TID_EVENT_MODIFIER_DESC_5_SD","Parantavia sieniä ilmestyy sattumanvaraisesti! Kavereidesi lähellä oleminen kuitenkin estää sieniä kasvamasta."
"TID_NINJA","LEON"
"TID_ANIMAL","ELÄIN"
"TID_HINT_42","Kun rämäpääsi ei hyökkää tai vahingoitu hetkeen, se alkaa parantua."
"TID_HOOK_SHORT_DESC","Vetäjä"
"TID_HOOK_DESC","Nappaaja vetää väkeä!"
"TID_SPEC_ABI_HOOK","Parannettu takaisku"
"TID_SPEC_ABI_HOOK_DESC","Haulikkotakaiskun avulla nappaaja voi hypätä seinän yli! Voittamatonta!"
"TID_HOOK_WEAPON","GunX"
"TID_HOOK_ULTI","Ansakoukku"
"TID_HOOK_WEAPON_DESC","Jos ammus ei osu keneenkään, se hajoaa moneksi pikkuammukseksi, joista jokainen tekee pientä tuhoa."
"TID_HOOK_ULTI_DESC","Vetää vastustajia"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","Siisti tyyppi!"
"TID_CLUSTER_BOMB_DUDE_DESC","Siisti tyyppi voi leijua veden yläpuolella leijulaudallaan!"
"TID_SPEC_ABI_HOVERBOARD","Superladattu leijulauta"
"TID_SPEC_ABI_HOVERBOARD_DESC","Kun täysin ladattu leijulauta ladataan vielä supervoimalla, rämäpää voi liikkua paljon nopeammin."
"TID_CLUSTER_BOMB_DUDE_WEAPON","Konepistooli"
"TID_CLUSTER_BOMB_DUDE_ULTI","Sirpalepommi"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tulittaa nopeasti!"
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Boom!"
"TID_NINJA_SHORT_DESC","HUOMAAMATON SALAMURHAAJA"
"TID_NINJA_DESC","Leon ampuu vastustajaansa kohti joukon teriä. Hänen supertemppunsa on savupommi, joka tekee hänestä näkymättömän hetkeksi aikaa."
"TID_SPEC_ABI_SPEED_INVISIBLE","Savumerkit"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Kun Leon käyttää supervoimaansa, hän myös liikkuu nopeammin näkymättömyytensä ajan."
"TID_NINJA_WEAPON","Hyrräterät"
"TID_NINJA_ULTI","Savupommi"
"TID_NINJA_WEAPON_DESC","Leon viskaa matkaan neljä pyörivää terää, jotka tekevät sitä vähemmän vahinkoa, mitä pidemmälle lentävät."
"TID_NINJA_ULTI_DESC","Leon muuttuu näkymättömäksi 10 sekunnin ajaksi, mutta jos hän hyökkää, hän tulee näkyviin. Leonin lähellä olevat vastustajat voivat havaita hänet."
"TID_ANIMAL_SHORT_DESC","Ritari"
"TID_ANIMAL_DESC","Voi suojella joukkuetta ja kestää vahinkoa hyvin."
"TID_SPEC_ABI_HEAL_FOREST","Puskamestari"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Paranee <c00cc00><VALUE1></c> elinvoimapistettä pensaassa vietettyä sekuntia kohti."
"TID_ANIMAL_WEAPON","Kynnet"
"TID_ANIMAL_ULTI","Paksu nahka"
"TID_ANIMAL_WEAPON_DESC","Iskee kynsillään monta kertaa"
"TID_ANIMAL_ULTI_DESC","Iho paksuuntuu superkestäväksi 5 sekunnin ajaksi ja vähentää saatua vahinkoa 50 %:lla."
"TID_STAT_DAMAGE_PER_CLUSTER","Tuhovoima sirpaletta kohti"
"TID_STAT_DAMAGE_PER_SHURIKEN","Tuhovoima terää kohti lyhyellä kantamalla"
"TID_STAT_INVISIBLE","Savupommi"
"TID_STAT_SHIELD","Suoja"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Pelaajat vs pomo</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Kolme pelaajaa vs pomorobotti"
"TID_GAME_MODE_10","POMO-OTTELU"
"TID_RAID_BOSS_INTRO_TEXT","Kukista pomo"
"TID_RAID_1","Pomorobotin areena"
"TID_GAME_MODE_10_DESC","Pystytkö kukistamaan mahtavan pomorobotin? Yhdistä voimasi kahden joukkuekaverin kanssa ja nujerra se ilkimys. Pääset takaisin otteluun niin kauan, kun vähintään yksi joukkuekaverisi on vielä mukana pelissä. Jos kaikki tyrmätään, se oli siinä!\n\nPomo-otteluiden vaikeustaso kasvaa tavallisesta aina järjettömään saakka sitä mukaa, kun onnistut voittamaan pomon omalla korkeimmalla haastetasollasi. Saat mahtavia palkintoja uuden haasteen voittamisesta!"
"TID_TEAM_MATE_GONE","<ccccc00>Joukkuekaveri tyrmätty!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Molemmat joukkuekaverit tyrmätty!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>Pomo on vihainen!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>Pomo on raivoissaan!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>Pomo on suunniltaan!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Tavallinen"
"TID_RAID_BOSS_DIFFICULTY_1","Vaikea"
"TID_RAID_BOSS_DIFFICULTY_2","Taituritaso"
"TID_RAID_BOSS_DIFFICULTY_3","Mestaritaso"
"TID_RAID_BOSS_DIFFICULTY_4","Järjetön"
"TID_RAID_BOSS_DIFFICULTY_5","Järjetön 2"
"TID_RAID_BOSS_DIFFICULTY_6","Järjetön 3"
"TID_RAID_BOSS_DIFFICULTY_7","Järjetön 4"
"TID_RAID_BOSS_DIFFICULTY_8","Järjetön 5"
"TID_RAID_BOSS_DIFFICULTY_9","Järjetön 6"
"TID_RAID_BOSS_DIFFICULTY_10","Järjetön 7"
"TID_RAID_BOSS_DIFFICULTY_11","Järjetön 8"
"TID_RAID_BOSS_DIFFICULTY_12","Järjetön 9"
"TID_RAID_BOSS_DIFFICULTY_13","Järjetön 10"
"TID_RAID_BOSS_DIFFICULTY_14","Järjetön 11"
"TID_RAID_BOSS_DIFFICULTY_15","Järjetön 12"
"TID_RAID_BOSS_DIFFICULTY_16","Järjetön 13"
"TID_RAID_BOSS_DIFFICULTY_17","Järjetön 14"
"TID_RAID_BOSS_DIFFICULTY_18","Järjetön 15"
"TID_RAID_BOSS_DIFFICULTY_19","Järjetön 16"
"TID_MODES_NEW_EVENT","UUSI TAPAHTUMA!"
"TID_MODES_NEW_EVENTS","UUSIA TAPAHTUMIA!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","OTTELUSSA"
"TID_TEAM_MEMBER_STATUS_NEW_2","POISSA"
"TID_TEAM_MEMBER_STATUS_NEW_4","ODOTTAA OTTELUA"
"TID_TEAM_MEMBER_STATUS_NEW_5","OTTELU PÄÄTTYI"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>POISSA</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","KATSELEE"
"TID_TEAM_MEMBER_STATUS_NEW_8","HARJOITUS"
"TID_TEAM_MEMBER_STATUS_NEW_9","KIRJOITTAA"
"TID_TEAM_MEMBER_STATUS_NEW_10","VALITSEE RÄMÄPÄÄTÄ"
"TID_TEAM_MEMBER_STATUS_NEW_11","KATSELEE TAPAHTUMIA"
"TID_TEAM_MEMBER_STATUS_NEW_READY","VALMIINA"
"TID_BUTTON_SPECTATE","KATSELE"
"TID_NEW_EVENT_IN","Uusi tapahtuma <TIME> kuluttua"
"TID_NEW_EVENT_NOW","UUSI TAPAHTUMA SAATAVILLA!"
"TID_SHOP_TITLE","KAUPPA"
"TID_SELECT_EVENT_TITLE","VALITSE TAPAHTUMA"
"TID_HERO_LIST_LABEL_NEW","RÄMÄPÄÄT <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","PAIKALLA OLIJAT"
"TID_ONLINE_TAB_2","JOUKKUECHAT"
"TID_ONLINE_TAB_3","JENGICHAT"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Liity jengiin, niin pääset mukaan jengikeskusteluun."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Liity joukkueeseen, niin pääset mukaan joukkuekeskusteluun."
"TID_NO_BAND_GO_TO_BANDS","Siirry jengeihin"
"TID_SHARE_TEAM_CODE_NO_CODE","Odota, että koodi luodaan."
"TID_TEAM_TEAMCODE_YOURS","Joukkuekoodisi"
"TID_BACK_BUTTON","POISTU JOUKKUEESTA"
"TID_BARLEY_WIZARD_SKIN","VELHO-BARLEY"
"TID_EVENT_LOCKED_TROPHIES","Voita lisää pokaaleja, niin voit avata tämän tapahtuman."
"TID_SHOTGUN_STAR_SKIN","TÄHTI-SHELLY"
"TID_PARTY_MODE_TITLE","YSTÄVYYSOTTELU"
"TID_BUTTON_PARTY_MODE","LUO"
"TID_LEAVE_TEAM_TITLE","JOUKKUE"
"TID_LEAVE_TEAM_TXT","POISTU"
"TID_PARTY_MODE_DESC","Ystävyysotteluista ei saa pokaaleja, mutta niissä voit harjoitella mitä tahansa tavallista tapahtumaa tai järjestää rennon kilpailun!\n\nYstävyysotteluissa kaikki rämäpäät ovat täysin päivitettyjä."
"TID_HEROES_TO_BE_UNLOCKED","AVATTAVAT RÄMÄPÄÄT"
"TID_NITA_REINDEER_SKIN","PORO-NITA"
"TID_PENNY_ELF_SKIN","TONTTU-PENNY"
"TID_DYNAMIKE_SANTA_SKIN","PUKKI-MIKE"
"TID_DYNAMIKE_CHEF_SKIN","MAUSTE-MIKE"
"TID_BROCK_BOOMBOX_SKIN","BOOMBOX-BROCK"
"TID_EVENT_SLOT_NAME_1","JALOKIVIKAAPPAUS"
"TID_EVENT_SLOT_NAME_2","SELKKAUS"
"TID_EVENT_SLOT_NAME_3","PÄIVITTÄISET TAPAHTUMAT"
"TID_EVENT_SLOT_NAME_4","ERIKOISTAPAHTUMAT"
"TID_EVENT_SLOT_NAME_7","LIPPUTAPAHTUMAT"
"TID_PENNY_ELF_SKIN_SHOP","TONTTU-\nPENNY"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","PUKKI-MIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","MAUSTE-MIKE"
"TID_BROCK_BOOMBOX_SKIN_SHOP","BOOMBOX-\nBROCK"
"TID_NITA_REINDEER_SKIN_SHOP","PORO-\nNITA"
"TID_SKIN_INFO_3_available_need_hero","Osallistu juhlapyhien nujakoihin tässä juhla-asussa!\nSaatavilla rajoitetun ajan.\n\nSinun on avattava rämäpää, jotta voit ostaa tämän asun."
"TID_EVENT_STARTS_IN","Tapahtuman alkamiseen <TIME>"
"TID_UNDERTAKER_HAT_SKIN","SILINTERI-MORTIS"
"TID_CREATE_ROOM_CODE","LUO JOUKKUEKOODI"
"TID_EVENT_LOCKED_TEAM","Tässä tapahtumassa ei voi pelata joukkueessa."
"TID_EVENT_PREVIEW_TITLE","TAPAHTUMAN TIEDOT"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Selviytymisareena"
