"TID","PT"
"TID_EVENT_MODIFIER_DESC_3_SD","Formar grupinhos com os amigos pode ser perigoso quando as pedras começarem a cair do céu!"
"TID_DEFEATED_SHOWDOWN","Derrotado"
"TID_OFFER_WATCH_AD","ASSISTIR"
"TID_ERROR_REPLAY_DISABLED","Replay indisponível"
"TID_WANTED_9","Canal grande"
"TID_HOOK","APANHADOR"
"TID_STAR_KEY_INFO_EXTENSION","\n\nFichas estrela servem para abrir Caixas Grandes."
"TID_TEAM_OWNER_TEXT","Equipe de <NAME>"
"TID_SPECTATE_AUTO","Automático"
"TID_BATTLE_ROYALE_11","Au Au"
"TID_FRIEND_POPOVER_INVITE","CONVIDAR PARA A EQUIPE"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","O jogador já está na sua equipe!"
"TID_TEAM_ERROR_ALREADY_INVITED","O jogador já foi convidado!"
"TID_BATTLE_ROYALE_D2","Planície de dunas"
"TID_UNDERTAKER_GREASER_SKIN","MORTIS GALÃ"
"TID_COMMUNITY_PROPS","Mapa feito pela comunidade!\n\nConcepção de:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","Labirinto infernal"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","O jogador já está em uma equipe!"
"TID_HINT_38","Um círculo azul girando abaixo de um Brawler indica que o Super está carregado!"
"TID_HINT_39","Um círculo amarelo girando abaixo de um Brawler indica que ele está mirando o Super!"
"TID_EVENT_NOT_AVAILABLE","Sem evento"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","Sem vídeo disponível. Confira de novo mais tarde!"
"TID_SHOP_NOT_AVAILABLE","Indisponível"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","MORTIS\nGALÃ"
"TID_HINT_40","Conecte-se ao Supercell ID nas configurações para poder jogar em vários dispositivos e manter sua conta segura."
"TID_GACHA_VIDEO_REWARD_RECEIVED","Recompensas extras disponíveis!"
"TID_BUTTON_NAVI_SHOP","LOJA"
"TID_BUTTON_NAVI_SOCIAL","SOCIAL"
"TID_BUTTON_NAVI_BRAWLERS","BRAWLERS"
"TID_BRAWL_TICKETS_BUTTON","JOGAR"
"TID_HOME_SCREEN_INVITE","CONVIDAR"
"TID_HINT_41","O seu total de troféus é a soma de todos os troféus de cada Brawler."
"TID_GOAL","<name> marcou um gol!"
"TID_EVENT_MODIFIER_5","COGUMELOS CURATIVOS"
"TID_EVENT_MODIFIER_DESC_5","Os cogumelos curativos aparecem aleatoriamente. Eles restauram aqueles que estiverem próximos por um determinado período!"
"TID_EVENT_MODIFIER_DESC_5_SD","Os cogumelos curativos aparecem aleatoriamente. Formar grupinhos com seus amigos impede que eles apareçam!"
"TID_NINJA","LEON"
"TID_ANIMAL","ANIMAL"
"TID_HINT_42","Por um certo período, seu Brawler recupera pontos de vida quando não ataca ou é golpeado."
"TID_HOOK_SHORT_DESC","Fisgador"
"TID_HOOK_DESC","O apanhador fisga os outros!"
"TID_SPEC_ABI_HOOK","Recuo melhorado"
"TID_SPEC_ABI_HOOK_DESC","O recuo da espingarda agora permite ao apanhador pular os muros! Quanto poder!"
"TID_HOOK_WEAPON","ArmaX"
"TID_HOOK_ULTI","Arpão"
"TID_HOOK_WEAPON_DESC","Quando o projétil não atinge ninguém, ele se despedaça em inúmeros fragmentos que infligem pouco dano."
"TID_HOOK_ULTI_DESC","Fisga os inimigos"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","Cara maneiro!"
"TID_CLUSTER_BOMB_DUDE_DESC","Um cara maneiro que flutua sobre a água com a sua prancha!"
"TID_SPEC_ABI_HOVERBOARD","Prancha superturbinada"
"TID_SPEC_ABI_HOVERBOARD_DESC","Quando a munição da prancha se sobrecarrega, o Brawler se locomove bem mais rápido."
"TID_CLUSTER_BOMB_DUDE_WEAPON","Submetralhadora"
"TID_CLUSTER_BOMB_DUDE_ULTI","Bomba múltipla"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Dispara rapidamente!"
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Bum!"
"TID_NINJA_SHORT_DESC","ASSASSINO FURTIVO"
"TID_NINJA_DESC","Leon dispara uma salva de lâminas contra o alvo. O seu Super é uma bomba de fumaça que o deixa temporariamente invisível!"
"TID_SPEC_ABI_SPEED_INVISIBLE","Sinal de fumaça"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","Ao usar seu Super, a velocidade de movimento de Leon é aumentada durante a duração da invisibilidade."
"TID_NINJA_WEAPON","SHURIKEN"
"TID_NINJA_ULTI","BOMBA DE FUMAÇA"
"TID_NINJA_WEAPON_DESC","Com um movimento de punho, Leon dispara quatro shurikens. As lâminas causam menos dano quanto maior for a distância."
"TID_NINJA_ULTI_DESC","Leon fica invisível por 10 segundos, expondo-se ao atacar. Os inimigos próximos conseguem vê-lo."
"TID_ANIMAL_SHORT_DESC","Paladino"
"TID_ANIMAL_DESC","Protege a equipe e suporta ataque pesado."
"TID_SPEC_ABI_HEAL_FOREST","Serpente"
"TID_SPEC_ABI_HEAL_FOREST_DESC","Recupera <c00cc00><VALUE1></c> de saúde por segundo nos arbustos."
"TID_ANIMAL_WEAPON","Garras"
"TID_ANIMAL_ULTI","Pele resistente"
"TID_ANIMAL_WEAPON_DESC","Arranha com as garras várias vezes."
"TID_ANIMAL_ULTI_DESC","A pele se enrijece consideravelmente por 5 segundos, diminuindo em 50% o dano recebido."
"TID_STAT_DAMAGE_PER_CLUSTER","Dano por aglomerado"
"TID_STAT_DAMAGE_PER_SHURIKEN","Dano por shuriken de perto"
"TID_STAT_INVISIBLE","Bomba de fumaça"
"TID_STAT_SHIELD","Escudo"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>Jogadores x Chefe</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","Trio x ROBÔ CHEFÃO"
"TID_GAME_MODE_10","ROBÔ CHEFÃO"
"TID_RAID_BOSS_INTRO_TEXT","Derrote o Chefe!"
"TID_RAID_1","Arena do robô chefão"
"TID_GAME_MODE_10_DESC","Será que você é capaz de derrotar o robô chefão? Junte-se a dois colegas para derrubar esse monstro. É possível voltar à luta desde que pelo menos um dos seus colegas de equipe ainda esteja de pé. Se todos forem eliminados, é fim de jogo!\n\nA dificuldade no Robô chefão aumenta toda vez que você derrotar o chefão na maior dificuldade alcançada, podendo variar do nível Normal até o Insano. Você vai receber as melhores recompensas ao vencer em uma nova dificuldade!"
"TID_TEAM_MATE_GONE","<ccccc00>Aliado derrotado!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>Seus dois aliados foram derrotados!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>O chefe está BRAVO!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>O chefe está FURIOSO!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>O Chefe está DESCONTROLADO!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","Normal"
"TID_RAID_BOSS_DIFFICULTY_1","Difícil"
"TID_RAID_BOSS_DIFFICULTY_2","Veterano"
"TID_RAID_BOSS_DIFFICULTY_3","Mestre"
"TID_RAID_BOSS_DIFFICULTY_4","Insano"
"TID_RAID_BOSS_DIFFICULTY_5","Insano II"
"TID_RAID_BOSS_DIFFICULTY_6","Insano III"
"TID_RAID_BOSS_DIFFICULTY_7","Insano IV"
"TID_RAID_BOSS_DIFFICULTY_8","Insano V"
"TID_RAID_BOSS_DIFFICULTY_9","Insano VI"
"TID_RAID_BOSS_DIFFICULTY_10","Insano VII"
"TID_RAID_BOSS_DIFFICULTY_11","Insano VIII"
"TID_RAID_BOSS_DIFFICULTY_12","Insano IX"
"TID_RAID_BOSS_DIFFICULTY_13","Insano X"
"TID_RAID_BOSS_DIFFICULTY_14","Insano XI"
"TID_RAID_BOSS_DIFFICULTY_15","Insano XII"
"TID_RAID_BOSS_DIFFICULTY_16","Insano XIII"
"TID_RAID_BOSS_DIFFICULTY_17","Insano XIV"
"TID_RAID_BOSS_DIFFICULTY_18","Insano XV"
"TID_RAID_BOSS_DIFFICULTY_19","Insano XVI"
"TID_MODES_NEW_EVENT","NOVO EVENTO!"
"TID_MODES_NEW_EVENTS","NOVOS EVENTOS!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","LUTANDO"
"TID_TEAM_MEMBER_STATUS_NEW_2","AUSENTE"
"TID_TEAM_MEMBER_STATUS_NEW_4","PAREAMENTO"
"TID_TEAM_MEMBER_STATUS_NEW_5","TELA DE RESULTADOS"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>OFF-LINE</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","ASSISTINDO"
"TID_TEAM_MEMBER_STATUS_NEW_8","TREINANDO"
"TID_TEAM_MEMBER_STATUS_NEW_9","ESCREVENDO..."
"TID_TEAM_MEMBER_STATUS_NEW_10","ESCOLHENDO BRAWLER"
"TID_TEAM_MEMBER_STATUS_NEW_11","VENDO EVENTOS"
"TID_TEAM_MEMBER_STATUS_NEW_READY","PRONTO"
"TID_BUTTON_SPECTATE","ASSISTIR"
"TID_NEW_EVENT_IN","Novo evento em: <TIME>"
"TID_NEW_EVENT_NOW","NOVO EVENTO DISPONÍVEL!"
"TID_SHOP_TITLE","LOJA"
"TID_SELECT_EVENT_TITLE","ESCOLHER EVENTO"
"TID_HERO_LIST_LABEL_NEW","BRAWLERS <c53C5F7>(<COUNT>/<TOTAL>)</c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","JOGADORES ON-LINE"
"TID_ONLINE_TAB_2","BATE-PAPO DA EQUIPE"
"TID_ONLINE_TAB_3","BATE-PAPO DO CLUBE"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","Entre num clube para acessar o bate-papo do clube."
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","Forme uma equipe com outros jogadores para acessar o bate-papo da equipe."
"TID_NO_BAND_GO_TO_BANDS","Ir a Clubes"
"TID_SHARE_TEAM_CODE_NO_CODE","Espere a geração do código antes de compartilhar!"
"TID_TEAM_TEAMCODE_YOURS","Código da sua equipe"
"TID_BACK_BUTTON","SAIR DA EQUIPE"
"TID_BARLEY_WIZARD_SKIN","BARLEY MAGO"
"TID_EVENT_LOCKED_TROPHIES","Consiga mais troféus para desbloquear o evento."
"TID_SHOTGUN_STAR_SKIN","SHELLY ESTELAR"
"TID_PARTY_MODE_TITLE","AMISTOSO"
"TID_BUTTON_PARTY_MODE","CRIAR"
"TID_LEAVE_TEAM_TITLE","EQUIPE"
"TID_LEAVE_TEAM_TXT","SAIR"
"TID_PARTY_MODE_DESC","Jogos amistosos não dão troféus de recompensa, mas é possível treinar em qualquer evento regular ou organizar uma competição amistosa!\n\nTodos os Brawlers são maximizados em partidas amistosas."
"TID_HEROES_TO_BE_UNLOCKED","BRAWLERS A SEREM DESBLOQUEADOS"
"TID_NITA_REINDEER_SKIN","NITA RENA"
"TID_PENNY_ELF_SKIN","PENNY DUENDE"
"TID_DYNAMIKE_SANTA_SKIN","PAPAI MIKE"
"TID_DYNAMIKE_CHEF_SKIN","MIKE MALAGUETA"
"TID_BROCK_BOOMBOX_SKIN","UM BROCK NO PEDAÇO"
"TID_EVENT_SLOT_NAME_1","PIQUE-GEMA"
"TID_EVENT_SLOT_NAME_2","COMBATE"
"TID_EVENT_SLOT_NAME_3","EVENTOS DIÁRIOS"
"TID_EVENT_SLOT_NAME_4","EVENTOS ESPECIAIS"
"TID_EVENT_SLOT_NAME_7","EVENTOS RESTRITOS"
"TID_PENNY_ELF_SKIN_SHOP","PENNY\nDUENDE"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","PAPAI MIKE"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","MIKE MALAGUETA"
"TID_BROCK_BOOMBOX_SKIN_SHOP","UM BROCK\nNO PEDAÇO"
"TID_NITA_REINDEER_SKIN_SHOP","NITA\nRENA"
"TID_SKIN_INFO_3_available_need_hero","Comemore as festas Brawl com visuais especiais!\nDisponíveis por tempo limitado.\n\nÉ preciso desbloquear o Brawler para comprar este visual."
"TID_EVENT_STARTS_IN","O evento começa em: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","MORTIS DE CARTOLA"
"TID_CREATE_ROOM_CODE","CRIAR CÓDIGO DE EQUIPE"
"TID_EVENT_LOCKED_TEAM","Este evento não permite que se jogue em equipe!"
"TID_EVENT_PREVIEW_TITLE","DETALHES DO EVENTO"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","Sobreviva na arena"
"TID_GAME_MODE_6_SOLO_DUO_DESC","Entre na arena de combate sozinho ou em dupla! O último de pé é o vencedor.\n\nJunte cubos de energia para aumentar seu ataque e sua saúde. Nuvens tóxicas se aproximam, então não fique parado!"
"TID_INVITE_PENDING","CONVITE"
"TID_JOIN_REQUEST_PENDING","ENTRANDO"
"TID_GOAL_MATCH_OVER","<name> marcou um gol!\nFim de jogo"
"TID_GOLDRUSH_XMAS_1","Fortaleza de neve"
"TID_GOLDRUSH_XMAS_2","Férias refrescantes"
"TID_GOLDRUSH_XMAS_3","Luta de bola de neve"
"TID_GOLDRUSH_XMAS_4","Pedra de gelo"
"TID_GOLDRUSH_XMAS_5","Cerco nevado"
"TID_GOLDRUSH_XMAS_6","Papel de presente"
"TID_GOLDRUSH_XMAS_7","Pinheiro maneiro"
"TID_GOLDRUSH_XMAS_8","Lago congelado"
"TID_GOLDRUSH_XMAS_9","Abaixo de zero"
"TID_GOLDRUSH_XMAS_10","Caça ao tesouro"
"TID_RAID_BOSS_DIFFICULTY_CAP","A dificuldade do Chefão foi reduzida para condizer com o nível da sua equipe. Você não gastará ingressos ao encarar um chefão com nível de dificuldade menor, mas você só receberá recompensas quando desafiar um chefão no seu nível!"
"TID_RAID_BOSS_DIFFICULTY","Dificuldade:"
"TID_BOSS_3","Invocado"
"TID_BOSS_4","Dia de equipe"
"TID_BOSS_5","Zangado"
"TID_BOSS_6","Grupo de caça"
"TID_COOP_3","Defensores do cofre"
"TID_COOP_4","Meio do nada"
"TID_COOP_5","Desalinhado"
"TID_COOP_6","Pela sombra"
"TID_RAID_2","Zona de máquinas"
"TID_RAID_3","Ferro-velho"
"TID_BUTTON_INVITE_PLAYER","CONVIDAR"
"TID_BUTTON_JOIN_TEAM","PEDIR PARA ENTRAR"
"TID_BUTTON_TEAM_FULL","CHEIO"
"TID_DECIMAL_MARK",","
"TID_RARITY_HEADER_0","CAMINHO DE TROFÉUS"
"TID_RARITY_HEADER_1","RARO"
"TID_RARITY_HEADER_2","SUPER-RARO"
"TID_RARITY_HEADER_3","ÉPICO"
"TID_RARITY_HEADER_4","MÍTICO"
"TID_RARITY_HEADER_5","LENDÁRIO"
"TID_SETTINGS_KAKAO","KAKAO FRIENDS"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","PODER <NUMBER>"
"TID_IN_YOUR_TEAM","SUA EQUIPE"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","Não é possível enviar o pedido. Sua equipe está cheia."
"TID_EVENT_ENDS_IN","Evento acaba em: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","Desbloqueie o evento na tela do Caminho de troféus."
"TID_EVENT_LOCKED_CAN_CLAIM","Parabéns! Agora você pode desbloquear o evento na tela do Caminho de troféus."
"TID_BATTLE_ROYALE_3D","Vale da morte"
"TID_BATTLE_ROYALE_7D","Vale rochoso"
"TID_WANTED_4D","Esporos letais"
"TID_GOLDRUSH_3D","Gruta dos cogumelos"
"TID_WEEKEND_OFFER","Oferta de fim de semana"
"TID_EXCLUSIVE_OFFER","Oferta exclusiva"
"TID_EPIC_OFFER","Oferta épica"
"TID_MEGA_OFFER","Megaoferta"
"TID_FEATURED_OFFER","Oferta destaque"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE",
"TID_FRIEND_STATUS_YOU",
"TID_FRIEND_STATUS_OFFLINE",
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM",
"TID_BOUNTY_1",
"TID_FRIEND_REQUEST_REASON_0",
"TID_TEAM_MEMBER_STATUS_NEW_3",
