Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectUlti,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation
BarkeepWizardRed,Barkeep,barley_wizard_geo.scw,,,barley_wizard_cam.scw,emz_intro_pose.scw,,BarkeepWizardIdle,BarkeepWizardWalk,BarkeepWizardPrimary,BarkeepWizardSecondary,BarkeepWizardRecoil,,BarkeepWizardRecoil,,BarkeepWizardReload,BarkeepWizardPushback,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardLose,BarkeepWizardLoseloop,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardIdle,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardWin,,BarkeepWizardIdle,BarkeepWizardIdle,BarkeepWizardProfile,,,BarkeepWizardProfile,BarkeepWizardIdle,,,,BarkeepSecondary,BarkeepRecoil,Barley004Still,Barley004Still,Barley004Win,Barley004WinLoop,Barley004Lose,Barley004LoseLoop,Barley004Win,Barley004WinLoop,Barley004WinLoop,Barley004Win,Barley004WinLoop,Barley004Win,Barley004Still,Barley004Still,,,,,,,,,Barley002Projectile,,Barley002UltiProjectile,barkeep_wizard_attack,,barkeep_wizard_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HookPirate,HookDude,gene_pirate_geo.scw,,,gene_base_cam.scw,emz_intro_pose.scw,,GenePirateIdle,GenePirateWalk,GenePirateAttack,GenePirateSecondary,GenePirateAttackRecoil,,GenePirateSecondaryRecoil,,GenePirateReload,GenePushback,GenePirateWin,GenePirateWinloop,GenePirateLose,GenePirateLoseloop,GenePirateWin,GenePirateWinloop,GenePirateIdle,GenePirateWin,GenePirateWinloop,GenePirateWin,,GenePirateIdle,GenePirateIdle,GeneProfile,,,GeneProfile,GenePirateIdle,,,,,,Gene002Still,Gene002Still,Gene002Win,Gene002WinLoop,Gene002Lose,Gene002LoseLoop,Gene002Win,Gene002WinLoop,Gene002WinLoop,Gene002Win,Gene002WinLoop,Gene002Win,Gene002Still,Gene002Still,,,,,,,true,true,Gene002Projectile,,Gene002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandstormsleepy,Sandstorm,sleepy_sandy.scw,,,sandy_base_cam.scw,emz_intro_pose.scw,,SandyIdle,SandyWalk,SandyAttack,SandyAttack,SandyRecoil,,SandyRecoil,,SandyReload,SandyPushBack,SandyWin,SandyWinloop,SandyLose,SandyLose,SandyWin,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyWin,,SandyIdle,SandyIdle,SandyProfile,,,SandyProfile,SandyIdle,,,,,,SandyIdle,SandyWalk,SandyWin,SandyWinloop,SandyWinloop,SandyWinloop,SandyWin,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyIdle,SandyProfile,SandyIdle,,,,,,,,,,,,,,,,,,,,,,,,,sandy_def_ulti_starP1,sandy_def_ulti_starP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyDefault,Mummy,emz_geo.scw,,,emz_base_cam.scw,emz_intro_pose.scw,,EmzIdle,EmzWalk,EmzPrimary,EmzPrimary,EmzRecoil,EmzSecondary,EmzRecoil,EmzSecondaryRecoil,EmzReload,EmzPushback,EmzWin,EmzWinloop,EmzLose,EmzLoseloop,EmzWin,EmzWinloop,EmzIdle,EmzWin,EmzWinloop,EmzWin,,EmzIdle,EmzIdle,EmzProfile,,,EmzIntro,EmzIdle,,,,,,EmzStill,EmzStill,EmzWin,EmzWinLoop,EmzLose,EmzLoseLoop,EmzWin,EmzWinLoop,EmzWinLoop,EmzWin,EmzWinLoop,EmzWin,EmzStill,EmzStill,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sniperrose,Sniper,piper_rose_geo.scw,,piper_gadget_pistol_geo.scw,piper_portrait.scw,emz_intro_pose.scw,,SniperIdle,SniperWalk,SniperAttack,SniperSecondary,SniperRecoil,,SniperRecoil,,SniperReload,SniperPushback,SniperWin,SniperWinloop,SniperLose,SniperLoseloop,SniperWin,SniperWinloop,SniperIdle,SniperWin,SniperWinloop,SniperWin,,SniperIdle,SniperIdle,SniperProfile,SniperWinloop,,SniperProfile,SniperIdle,,,,SniperGadgetPistolAttack,SniperGadgetPistolRecoil,Piper002StillOpen,Piper002StillOpen,Piper002Win,Piper002WinLoop,Piper002Lose,Piper002LoseLoop,Piper002Win,Piper002WinLoop,Piper002WinLoop,Piper002Win,Piper002WinLoop,Piper002Win,Piper002StillClosed,Piper002StillClosed,,,,,,,true,,Piper005Projectile,,,piper_005_atk,,,,,,piper_005_ulti,,,,,,,,,,,,,,Piper005Bomb,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerDudeDefault,SpawnerDude,mrp_geo.scw,,,mrp_portrait.scw,emz_intro_pose.scw,,MrPIdle,MrPWalk,MrPAttack,MrPAttack,MrPRecoil,,MrPRecoil,,,MrPPushBack,MrPWin,MrPWinloop,MrPLose,MrPLoseloop,MrPWin,MrPWinloop,MrPIdle,MrPWin,MrPWinloop,MrPWin,,MrPIdle,MrPIdle,MrPPortrait,,,MrPPortrait,MrPIdle,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,mrp_def_atk,,mrp_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlWitch,ShotgunGirl,shelly_witch_geo.scw,,,shelly_base_cam.scw,emz_intro_pose.scw,,ShellyWitchIdle,ShellyWitchWalk,ShellyWitchPrimarySkill,ShellyWitchPrimarySkill,ShellyWitchRecoil,,ShellyWitchRecoil,,ShellyWitchReload,ShellyPushback,ShellyWitchHappy,ShellyWitchHappyLoop,ShellyWitchLose,ShellyWitchLoseloop,ShellyWitchHappy,ShellyWitchHappyLoop,ShellyWitchIdle,ShellyWitchHappy,ShellyWitchHappyLoop,ShellyWitchHappy,,ShellyWitchIdle,ShellyWitchHappy,ShellyWitchProfile,ShellyWitchHappyLoop,,ShellyWitchProfile,ShellyWitchIdle,,,,,,Shelly003Still,Shelly003Still,Shelly003Win,Shelly003WinLoop,Shelly003Lose,Shelly003LoseLoop,Shelly003Win,Shelly003WinLoop,Shelly003WinLoop,Shelly003Win,Shelly003WinLoop,Shelly003Win,Shelly003Still,Shelly003Still,,,,,,,true,true,Shelly003Projectile,,Shelly003UltiProjectile,shelly_003_atk,,shelly_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicKnightDark,Mechanic,jessie_knight_geo.scw,,,jessie_base_cam.scw,emz_intro_pose.scw,,JunkerKnightDarkIdle,JunkerKnightWalk,JunkerKnightDarkPrimary,JunkerKnightDarkUltiAttack,JunkerKnightDarkRecoil,,JunkerKnightDarkUltiRecoil,,JunkerKnightDarkReload,JunkerKnightDarkPushback,JunkerKnightDarkBattleWin,JunkerKnightDarkBattleWinloop,JunkerKnightDarkLose,JunkerKnightDarkLoseloop,JunkerKnightDarkBattleWin,JunkerKnightDarkBattleWinloop,JunkerKnightDarkWinloop,JunkerKnightDarkWin,JunkerKnightDarkWinloop,JunkerKnightDarkBattleWin,,JunkerKnightDarkIdle,JunkerKnightDarkIdle,JunkerKnightDarkPortrait,,,JunkerKnightDarkPortrait,JunkerKnightDarkIdle,,,,,,Jessie002Still,Jessie002Still,Jessie002Win,Jessie002WinLoop,Jessie002Lose,Jessie002LoseLoop,Jessie002Win,Jessie002WinLoop,Jessie002WinLoop,Jessie002Win,Jessie002WinLoop,Jessie002Win,Jessie002Still,Jessie002Still,,,,,,true,,,Jessie004Projectile1,,Jessie004UltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretDragonDark,MechanicTurret,turret_dragon_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,TurretSpawn,TurretIdle,TurretWinloop,TurretWin,TurretWinloop,,,TurretIdle,TurretIdle,Turret,,,Turret,Turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jessie_004_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JessieTurret004Projectile,Turret004Proj,,,,,,,,,
HammerDudeDJ,HammerDude,frank_dj_geo.scw,,,frank_base_cam.scw,frank_intro_pose.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,FrankDJIdle,FrankDJIdle,FrankDJWin,FrankDJWinLoop,FrankDJIdle,FrankDJIdle,FrankDJWin,FrankDJWinLoop,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,,,,,,,,,Frank002Projectile,,Frank002UltiProjectile,frank_002_atk,,frank_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaWolf,Ninja,leon_wolf_geo.scw,,,leon_wolf_portrait.scw,emz_intro_pose.scw,,LeonWolfIdle,LeonWolfWalk,LeonWolfAttack,LeonWolfSecondary,LeonWolfRecoil,LeonWolfRecoil2,LeonWolfRecoil,,LeonWolfReload,LeonWolfPushBack,LeonWolfWin,LeonWolfHappyLoop,LeonWolfLose,LeonWolfLoseLoop,LeonWolfWin,LeonWolfHappyLoop,LeonWolfIdle,LeonWolfWin,LeonWolfHappyLoop,LeonWolfWin,,LeonWolfIdle,LeonWolfIdle,LeonWolfProfile,LeonWolfHappyLoop,,LeonWolfProfile,LeonWolfIdle,,,,,,Leon002Still,Leon002Still,Leon002Win,Leon002WinLoop,Leon002Lose,Leon002LoseLoop,Leon002Win,Leon002WinLoop,Leon002WinLoop,Leon002Win,Leon002WinLoop,Leon002Win,Leon002Still,Leon002Still,,,,,,,,,Leon002Projectile,,,leon_002_atk,,,,,,,,,,,,,,,,,,,,,,,,Leon_wolf_ulti_vo,,,,,,,,,,,,,,,,,,,,,
SpeedyDefault,Speedy,max_geo.scw,,,max_portrait.scw,emz_intro_pose.scw,,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxWin,MaxWinloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,,MaxIdle,MaxIdle,MaxPortrait,,,MaxPortrait,MaxIdle,,,,,,MaxStill,MaxStill,MaxWin,MaxWinLoop,MaxLose,MaxLoseLoop,MaxWin,MaxWinLoop,MaxWinLoop,MaxWin,MaxWinLoop,MaxWin,MaxStill,MaxWin,,,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorBrown,Luchador,primo_brown_geo.scw,,,primo_brown_portrait.scw,emz_intro_pose.scw,,LuchadorBrownIdle,LuchadorBrownWalk,LuchadorBrownPrimary,LuchadorBrownSecondary,LuchadorBrownRecoil1,LuchadorBrownRecoil2,LuchadorBrownRecoil1,,,LuchadorBrownPushback,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownLose,LuchadorBrownLoseloop,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownIdle,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownWin,,LuchadorBrownIdle,LuchadorBrownIdle,LuchadorBrownProfile,,,LuchadorBrownProfile,LuchadorBrownIdle,,,,LuchadorBrownGadgetFlipPrimary,LuchadorBrownGadgetFlipRecoil1,BrownIdle,BrownIdle,BrownWin,BrownWinLoop,BrownLose,BrownLoseLoop,BrownWin,BrownWinLoop,BrownIdle,BrownHS,BrownIdle,BrownIdle,BrownIdle,BrownIdle,,,,primo_003_win,primo_003_lose,,,,Primo003Projectile,,,primo_003_atk_use,,,,,,primo_003_ulti_trail,primo_003_ulti_ground_hit,,,,,,,,,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,No_vo,,,,,,,,,,,,,,,,,
TrickshotDudeTotal,TrickshotDude,rico_og_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,Rico002Still,Rico002Still,Rico002Win,Rico002WinLoop,Rico002Lose,Rico002LoseLoop,Rico002Win,Rico002WinLoop,Rico002WinLoop,Rico002Win,Rico002WinLoop,Rico002Win,Rico002Still,Rico002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaSally,Ninja,leon_sally_geo.scw,,,leon_base_cam.scw,emz_intro_pose.scw,,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonSallyWin,LeonSallyWinloop,LeonLose,LeonLoseloop,LeonSallyWin,LeonSallyWinloop,LeonIdle,LeonSallyWin,LeonSallyWinloop,LeonSallyWin,,LeonIdle,LeonIdle,LeonProfile,,,LeonProfile,LeonIdle,,,,,,LeonStill,LeonStill,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonWin,LeonWinLoop,LeonWinLoop,LeonWin,LeonWinLoop,LeonWin,LeonStill,LeonStill,,,,,,,,,Leon003Projectile,,,,,,,,leon_003_atk,leon_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindLeonard,Whirlwind,carl_leonard_geo.scw,,,carl_leonard_cam.scw,emz_intro_pose.scw,,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlWin,CarlWinloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,,CarlIdle,CarlIdle,CarlProfile,,,CarlProfile,CarlIdle,,,,,,Carl002Still,Carl002Still,Carl002Win,Carl002WinLoop,Carl002Lose,Carl002LoseLoop,Carl002Win,Carl002WinLoop,Carl002WinLoop,Carl002Win,Carl002WinLoop,Carl002Win,Carl002Still,Carl002Still,,,,,carl_004_lose,,,,Carl004Projectile,,,,,,,,carl_004_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSantaRope,,dynamike_santa_rope_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindPirate,Whirlwind,carl_pirate_geo.scw:boatGeo+bodyGeo+headGeo+hatGeo+anchorGeo,,,carl_base_cam.scw,emz_intro_pose.scw,,CarlPirateIdle,CarlPirateWalk,CarlPirateAttack,CarlPirateSecondary,CarlPirateAttackRecoil,,CarlPirateSecondaryRecoil,,CarlPirateReload,CarlPiratePushback,CarlPirateWin,CarlPirateWinloop,CarlPirateLose,CarlPirateLoseloop,CarlPirateWin,CarlPirateWinloop,CarlPirateIdle,CarlPirateWin,CarlPirateWinloop,CarlPirateWin,,CarlPirateIdle,CarlPirateIdle,CarlPirateProfile,,,CarlPirateProfile,CarlPirateIdle,,,,,,Carl004Still,Carl004Still,Carl004Win,Carl004WinLoop,Carl004Lose,Carl004LoseLoop,Carl004Win,Carl004WinLoop,Carl004WinLoop,Carl004Win,Carl004WinLoop,Carl004Win,Carl004Still,Carl004Still,,,,,,,,,Carl005Projectile,,,,,,,,,,,,,,,carl_005_ulti_ground,,,,,,,,,,,,,,,,,,,,,,,,,,carl_005_moving,,,carl_005_still,,,,
GunslingerPirate,Gunslinger,colt_pirate_geo.scw,,,colt_base_cam.scw,emz_intro_pose.scw,,GunslingerPirateIdle,GunslingerPirateWalk,GunslingerPiratePrimary,GunslingerPiratePrimary,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateReload,GunslingerPiratePushBack,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateLose,GunslingerPirateLoseloop,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateIdle,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateWin,,GunslingerPirateIdle,GunslingerPirateIdle,GunslingerPirateProfile,,,GunslingerPirateProfile,GunslingerPirateIdle,,,,,,Colt003Still,Colt003Still,Colt003Win,Colt003WinLoop,Colt003Lose,Colt003LoseLoop,Colt003Win,Colt003WinLoop,Colt003WinLoop,Colt003Win,Colt003WinLoop,Colt003Win,Colt003Still,Colt003Still,,,,,,,,,Colt003Projectile,,Colt003UltiProjectile,colt_003_atk,,colt_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CtfGift,,item_present_red.scw,,,portrait_cam.scw,emz_intro_pose.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyGT,Speedy,max_geo.scw,,,max_portrait.scw,emz_intro_pose.scw,,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxWin,MaxWinloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,,MaxIdle,MaxIdle,MaxPortrait,,,MaxPortrait,MaxIdle,,,,,,MaxStill,MaxStill,MaxWin,MaxWinLoop,MaxLose,MaxLoseLoop,MaxWin,MaxWinLoop,MaxWinLoop,MaxWin,MaxWinLoop,MaxWin,MaxStill,MaxStill,,,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDefaultAddonBee,,bee_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperLadyBug,BeeSniper,bea_ladybug_geo.scw,,,bea_portrait.scw,emz_intro_pose.scw,,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaWin,BeaWinloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,,BeaIdle,BeaIdle,BeaPortrait,,,BeaPortrait,BeaIdle,,,,,,BeaStill,BeaStill,BeaWin,BeaWinLoop,BeaLose,BeaLoseLoop,BeaWin,BeaWinLoop,BeaWinLoop,BeaWin,BeaWinLoop,BeaWin,BeaStill,BeaStill,,,,,,,true,true,,,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bea_def_atk_charged,
PocoPirate,DeadMariachi,poco_pirate_geo.scw,,,poco_base_cam.scw,emz_intro_pose.scw,,PocoPirateIdle,PocoPirateWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoPirateHappy,PocoPirateHappyLoop,PocoPirateLose,PocoPirateLoseloop,PocoPirateHappy,PocoPirateHappyLoop,PocoPirateIdle,PocoPirateHappy,PocoPirateHappyLoop,PocoPirateHappy,,PocoPirateIdle,PocoPirateIdle,PocoPirateProfile,,,PocoPirateProfile,PocoPirateIdle,,,,,,Poco002Still,Poco002Still,Poco002Win,Poco002WinLoop,Poco002Lose,Poco002LoseLoop,Poco002Win,Poco002WinLoop,Poco002WinLoop,Poco002Win,Poco002WinLoop,Poco002Win,Poco002Still,Poco002Still,,,,,,,,,Poco003Projectile,,Poco003UltiProjectile,poco_003_atk_direct,,,,,poco_003_atk_root,poco_003_atk_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperLadyBugAddonBee,,bee_ladybug_geo.scw,,,,,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrillerDefault,Driller,jacky_geo.scw,,,jacky_portrait.scw,emz_intro_pose.scw,,JackyIdle,JackyWalk,JackyAttack,JackySuper,JackyRecoil,,JackySuperRecoil,,JackyIdle,JackyIdle,JackyHappy,JackyHappyLoop,JackyLose,JackyLoseloop,JackyHappy,JackyHappyLoop,JackyIdle,JackyHappy,JackyHappyLoop,JackyHappy,,JackyIdle,JackyIdle,JackyPortrait,,,JAckyIntro,JackyIdle,,,,,,JackyStill,JackyStill,JackyWin,JackyWinLoop,JackyLose,JackyLoseLoop,JackyWin,JackyWinLoop,JackyWinLoop,JackyWin,JackyWinLoop,JackyWinLoop,JackyStill,JackyStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driller_def_moving,,,,,,,
ArcadeVirus,Arcade,8bit_virus_geo.scw,,,8bit_virus_portrait.scw,emz_intro_pose.scw,,8bitVirusIdle,8BitVirusWalk,8bitVirusAttack,8bitVirusIdle,8bitVirusRecoil,,8bitVirusIdle,,8bitVirusReload,8bitVirusPushback,8bitVirusWin,8bitVirusWinloop,8bitVirusLose,8bitVirusLoseloop,8bitVirusWin,8bitVirusWinloop,8bitVirusWinloop,8bitVirusWin,8bitVirusWinloop,8bitVirusWin,,8bitVirusIdle,8bitVirusIdle,8bitVirusProfile,,,8bitVirusProfile,8bitVirusIdle,,,,,,ArcadeVirusFace,ArcadeVirusFace,ArcadeVirusFace,ArcadeVirusFaceloop,ArcadeVirusLose,ArcadeVirusLoseloop,ArcadeVirusFace,ArcadeVirusFaceloop,ArcadeVirusFaceloop,ArcadeVirusFace,ArcadeVirusFaceloop,,ArcadeVirusFaceloop,ArcadeVirusFace,,,,,,,,,Arcade002Projectile,,Arcade002UltiProjectile,arcade_002_atk,,,,true,,,,,,,,,,,Arcade002Ulti,Arcade002Ulti_larger,DamageBoostPlugIn002,,,,8bit_Virus_Kill_VO,8bit_Virus_Lead_VO,8bit_Virus_Start_VO,8bit_Virus_Ulti_VO,8bit_Virus_Hurt_VO,8bit_Virus_Die_VO,,8bit_Virus_Start_VO,,,,,,,,,,arcade_002_moving,,,,,,,
BlackHoleStreetNinja,BlackHole,tara_streetninja_geo.scw,,,tara_streetninja_portrait.scw,emz_intro_pose.scw,,TaraStreetninjaIdle,TaraStreetninjaWalk,TaraStreetninjaPrimary,TaraStreetninjaSecondary,TaraStreetninjaRecoil,,TaraStreetninjaSecondaryRecoil,,TaraStreetninjaReload,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaLose,TaraStreetninjaLoseloop,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaWin,,TaraStreetninjaIdle,TaraStreetninjaIdle,TaraStreetninjaProfile,,,TaraStreetninjaProfile,TaraStreetninjaIdle,,,,,,Tara002Still,Tara002Still,Tara002Win,Tara002WinLoop,Tara002Lose,Tara002LoseLoop,Tara002Win,Tara002WinLoop,Tara002WinLoop,Tara002Win,Tara002WinLoop,Tara002Win,Tara002Still,Tara002Still,,,,,,,true,true,Tara002Projectile,,Tara002UltiProjectile,tara_002_atk,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballGamer,Baseball,bibi_gamer_geo.scw,,,bibi_base_cam.scw,emz_intro_pose.scw,,BibiGamerIdle,BibiGamerWalk,BibiGamerPrimary,BibiGamerSecondary,BibiGamerRecoil,,BibiGamerRecoil2,,,BibiGamerPushback,BibiGamerWin,BibiGamerWinloop,BibiGamerLose,BibiGamerLoseloop,BibiGamerWin,BibiGamerWinloop,BibiGamerIdle,BibiGamerWin,BibiGamerWinloop,BibiGamerWin,,BibiGamerIdle,BibiGamerIdle,BibiGamerProfile,,,BibiGamerProfile,BibiGamerIdle,,,,,,Bibi002Still,Bibi002Still,Bibi002Win,Bibi002WinLoop,Bibi002Lose,Bibi002LoseLoop,Bibi002Win,Bibi002WinLoop,Bibi002WinLoop,Bibi002Win,Bibi002WinLoop,Bibi002Win,Bibi002Still,Bibi002Still,,,,,,,,,,,Bibi002UltiProjectile,bibi_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
