"Name","Character","Model","ModelCNOverride","GadgetModel","PortraitCameraFile","IntroCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","HappyAnim","HappyLoopAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","IntroAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","SecondaryProjectile","UltiProjectile","MainAttackEffect","MainAttackEffect2","UltiAttackEffect","UltiAttackEffect2","UseBlueTextureInMenus","MainAttackUseEffect","UltiUseEffect","UltiEndEffect","MeleeHitEffect","SpawnEffect","UltiLoopEffect","UltiLoopEffect2","StarPower1Effect","StarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPower2","AreaEffectAttack","SpawnedItem","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","BoneEffect1","BoneEffect2","BoneEffect3","BoneEffect4","BoneEffectUse","AutoAttackProjectile","ProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","MoveEffect","MoveEffect2","StillEffect","StillEffect2","ChargedShotEffect","DisableHeadRotation"
"HookDudeBazaar","HookDude","gene_dark_geo.scw",,,"gene_dark_cam.scw","emz_intro_pose.scw",,"GeneDarkIdle","GeneDarkWalk","GeneDarkAttack","GeneDarkSecondary","GeneDarkAttackRecoil",,"GeneDarkSecondaryRecoil",,"GeneDarkReload","GeneDarkPushback","GeneDarkWin","GeneDarkWinloop","GeneDarkLose","GeneDarkLoseloop","GeneDarkWin","GeneDarkWinloop","GeneDarkIdle","GeneDarkWin","GeneDarkWinloop","GeneDarkWin","GeneDarkIdle","GeneDarkIdle","GeneDarkProfile","GeneDarkProfile",,,,,,"GeneBazaarIdle","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarSad","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarHappy","GeneBazaarIdle","GeneBazaarIdle",,,,,,,"true","true","Gene003Projectile",,"Gene003UltiProjectile","gene_003_atk",,"gene_003_ulti",,,,,,,,,,,,,,,,,"Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO","Evil_Gene_VO",,"gene_003_idle_hand_L","gene_003_idle_hand_R",,,"always",,,,,,,,,
"UndertakerBazaar","Undertaker","mortis_dark_geo.scw",,,"mortis_dark_cam.scw","emz_intro_pose.scw",,"MortisDarkIdle","MortisDarkWalk","MortisDarkAttack","MortisDarkUltiAttack","MortisDarkRecoil",,"MortisDarkUltiRecoil",,,"UndertakerPushback","MortisDarkWin","MortisDarkWinloop","MortisDarkLose","MortisDarkLoseloop","MortisDarkWin","MortisDarkWinloop","MortisDarkIdle","MortisDarkWin","MortisDarkWinloop","MortisDarkWin","MortisDarkIdle","MortisDarkIdle","MortisDarkProfile","MortisDarkProfile",,,,,,"MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarIdle","MortisBazaarFace","MortisBazaarFace","MortisBazaarFace",,,,,,,"true","true",,,"Mortis003UltiProjectile",,,"mortis_003_ulti",,,"mortis_003_atk",,,"mortis_003_atk_hit",,,,,,,,,,,"Evil_Mortis_kill_vo","Evil_Mortis_lead_vo","Evil_Mortis_start_vo","Evil_Mortis_ulti_vo","Evil_Mortis_hurt_vo","Evil_Mortis_die_vo","Evil_Mortis_atk_vo",,,,,,,,,,,,,,
"MechanicRedDragon","Mechanic","jessie_red_dragon_geo.scw",,,"jessie_base_cam.scw","emz_intro_pose.scw",,"JunkerIdle","JunkerWalk","JunkerPrimary","JunkerUltiAttack","JunkerRecoil",,"JunkerUltiRecoil",,"JunkerReload","JunkerPushback","JunkerWin","JunkerWinloop","JunkerLose","JunkerLoseloop","JunkerWin","JunkerWinloop","JunkerIdle","JunkerWin","JunkerWinloop","JunkerWin","JunkerIdle","JunkerIdle","JunkerProfile","JunkerProfile",,,,,,"JessieIdle","JessieIdle","JessieWin","JessieWinLoop","JessieLose","JessieLoseLoop","JessieWin","JessieWinLoop","JessieIdle","JessieWin","JessieWinLoop","JessieIdle","JessieStill","JessieIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretRedDragon","MechanicTurret","turret_jessie_red_dragon_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"Turret","Turret","Turret","Turret","TurretAttack",,"Turret",,"Turret","TurretIdle","TurretSpawn","TurretIdle",,"TurretIdle","TurretSpawn","TurretIdle","Turret","TurretSpawn","TurretIdle",,"TurretIdle","TurretIdle","Turret","Turret",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DrillerConstructor","Driller","jacky_constructor_geo.scw",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyIdle","JackyWalk","JackyAttack","JackySuper","JackyRecoil",,"JackySuperRecoil",,"JackyIdle","JackyIdle","JackyHappy","JackyHappyLoop","JackyLose","JackyLoseloop","JackyHappy","JackyHappyLoop","JackyIdle","JackyHappy","JackyHappyLoop","JackyHappy","JackyIdle","JackyIdle","JackyPortrait","JackyPortrait",,,,,,"JackyIdle","JackyIdle","JackyWin","JackyWinLoop","JackyLose","JackyLoseLoop","JackyWin","JackyWinLoop","JackyIdle","JackyWin","JackyWinLoop","JackyIdle","JackyPortrait","JackyIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driller_def_moving",,,,,
"WallyHawaii","Wally","sprout_hawaii_geo.scw",,,"sprout_hawaii_cam.scw","emz_intro_pose.scw",,"SproutHawaiiIdle","SproutHawaiiWalk","SproutHawaiiPrimary","SproutHawaiiPrimary","SproutHawaiiRecoil",,"SproutHawaiiRecoil",,"SproutHawaiiReload","SproutHawaiiPushback","SproutWin","SproutWinloop","SproutLose","SproutLoseloop","SproutWin","SproutWinloop","SproutHawaiiIdle","SproutWin","SproutWinloop","SproutWin","SproutHawaiiIdle","SproutHawaiiIdle","SproutHawaiiProfile","SproutPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BullDudeBarbking","BullDude","bull_barbking_geo.scw",,,"bull_barbking_cam.scw","emz_intro_pose.scw",,"BullBarbkingIdle","BullBarbkingWalk","BullBarbkingPrimary","BullBarbkingSecondary","BullBarbkingRecoil",,"BullBarbkingRecoil",,"BullBarbkingReload","BullBarbkingPushback","BullBarbkingWin","BullBarbkingWinloop","BullBarbkingLose","BullBarbkingLoseloop","BullBarbkingWin","BullBarbkingWinloop","BullBarbkingIdle","BullBarbkingWin","BullBarbkingWinloop","BullBarbkingWin","BullBarbkingIdle","BullBarbkingIdle","BullBarbkingProfile","BullBarbkingProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,"Bull002Projectile",,,"bull_002_atk",,,,,"bull_002_atk_use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MinigunDudeSummer","MinigunDude","pam_summer_geo.scw",,,"pam_base_cam.scw","emz_intro_pose.scw",,"PamIdle","PamWalk","PamAttack","PamSecondary","PamRecoil",,"PamSecondaryRecoil",,"PamReload","PamPushback","PamWin","PamWinloop","PamLose","PamLoseloop","PamWin","PamWinloop","PamIdle","PamWin","PamWinloop","PamWin","PamIdle","PamIdle","PamPortrait","PamPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Pam002Projectile",,"Pam002UltiProjectile","pam_002_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlowerTrader","Blower","gale_trader_geo.scw",,,"gale_trader_cam.scw","emz_intro_pose.scw",,"GaleTraderIdle","GaleTraderWalk","GaleTraderPrimary","GaleTraderPrimary","GaleTraderRecoil",,"GaleTraderRecoil",,"GaleTraderIdle","GaleTraderPushback","GaleTraderWin","GaleTraderWinloop","GaleTraderLose","GaleTraderLoseloop","GaleTraderWin","GaleTraderWinloop","GaleTraderIdle","GaleTraderWin","GaleTraderWinloop","GaleTraderWin","GaleTraderIdle","GaleTraderIdle","GaleTraderProfile","GaleTraderProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Gale002Projectile",,"Gale002UltiProjectile","gale_002_atk",,"gale_002_ulti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerDefaultAddon",,"peep_geo.scw",,,,,,"PeepIdle",,,,,,,,,,"PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepPortrait","PeepPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HealingStationSummer","HealingStation","pam_summer_turret_geo.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,"PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle",,"PamTurretIdle",,"PamTurretIdle","PamTurretIdle","PamTurretSpawn","PamTurretIdle",,"PamTurretIdle","PamTurretSpawn","PamTurretIdle","PamTurretIdle",,"PamTurretIdle",,"PamTurretIdle","PamTurretIdle","PamTurretIdle","PamTurretIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LuchadorGold","Luchador","primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo",,,"primo_portrait.scw","primo_intro_pose.scw",,"LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil",,,"LouchadorPushback","LouchadorWin","LouchadorWinloop","LouchadorLose","LouchadorLoseloop","LouchadorWin","LouchadorWinloop","LouchadorIdle","LouchadorWin","LouchadorWinloop","LouchadorWin","LouchadorIdle","LouchadorIdle","LouchadorProfile","LouchadorIntro",,,,"LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil",,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,,,,,,"gen_gold_atk_multiple","gen_gold_atk_multiple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"PowerLevelerDefault","PowerLeveler","surge_geo.glb",,,"surge_portrait.scw","emz_intro_pose.scw",,"SurgeIdle","SurgeWalk",,"SurgeSecondary","SurgeAttackRecoil",,,,"SurgeReload","SurgePushback","SurgeWin","SurgeWinloop","SurgeLose","SurgeLoseloop","SurgeWin","SurgeWinloop","SurgeIdle","SurgeWin","SurgeWinloop","SurgeWin","SurgeIdle","SurgeIdle","SurgeProfile","SurgeIdle",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyGold","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzWin","EmzWinloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true",,,,,"emz_def_atk","gen_gold_atk_spray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"MummySilver","Mummy","emz_geo.scw",,,"emz_base_cam.scw","emz_intro_pose.scw",,"EmzIdle","EmzWalk","EmzPrimary","EmzPrimary","EmzRecoil","EmzSecondary","EmzRecoil","EmzSecondaryRecoil","EmzReload","EmzPushback","EmzWin","EmzWinloop","EmzLose","EmzLoseloop","EmzWin","EmzWinloop","EmzIdle","EmzWin","EmzWinloop","EmzWin","EmzIdle","EmzIdle","EmzProfile","EmzIntro",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"LuchadorSilver","Luchador","primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo",,,"primo_portrait.scw","primo_intro_pose.scw",,"LouchadorIdle","LouchadorWalk","LouchadorPrimary","LouchadorSecondary","LouchadorRecoil","LouchadorRecoil2","LouchadorRecoil",,,"LouchadorPushback","LouchadorWin","LouchadorWinloop","LouchadorLose","LouchadorLoseloop","LouchadorWin","LouchadorWinloop","LouchadorIdle","LouchadorWin","LouchadorWinloop","LouchadorWin","LouchadorIdle","LouchadorIdle","LouchadorProfile","LouchadorIntro",,,,"LouchadorGadgetFlipPrimary","LouchadorGadgetFlipRecoil",,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"BeeSniperMonster","BeeSniper","bea_bug_geo.glb",,,"bea_portrait.scw","bea_intro_pose.scw","true","BeaBugIdle","BeaBugWalk","BeaBugAttack","BeaBugAttack","BeaBugRecoil",,"BeaBugRecoil",,"BeaBugReload","BeaBugPushback","BeaBugWin","BeaBugWinloop","BeaBugLose","BeaBugLoseloop","BeaBugWin","BeaBugWinloop","BeaBugIdle","BeaBugWin","BeaBugWinloop","BeaBugWin","BeaBugIdle","BeaBugIdle","BeaBugPortrait","BeaBugIntro",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Bea002Projectile","Bea002ChargedProjectile","Bea002UltiProjectile",,,"bea_def_ulti",,,,,,,,,,,,,,,,,"Bea_Mon_Kill_VO","Bea_Mon_Lead_VO","Bea_Mon_Start_VO","Bea_Mon_Ulti_VO","Bea_Mon_Start_VO","Bea_Mon_Die_VO","Bea_Mon_Atk_VO",,,,,,,,,,,,,"bea_def_atk_charged",
"DrillerMonster","Driller","jacky_driller_geo.glb",,,"jacky_portrait.scw","emz_intro_pose.scw",,"JackyDrillerIdle","JackyDrillerWalk","JackyDrillerAttack","JackyDrillerSuper","JackyDrillerRecoil",,"JackyDrillerSuperRecoil",,"JackyDrillerIdle","JackyDrillerIdle","JackyDrillerHappy","JackyDrillerHappyLoop","JackyDrillerLose","JackyDrillerLoseloop","JackyDrillerHappy","JackyDrillerHappyLoop","JackyDrillerIdle","JackyDrillerHappy","JackyDrillerHappyLoop","JackyDrillerHappy","JackyDrillerIdle","JackyDrillerIdle","JackyDrillerPortrait","JackyDrillerPortrait",,,,,,"Jacky002Idle","Jacky002Idle","Jacky002Win","Jacky002WinLoop","Jacky002Lose","Jacky002LoseLoop","Jacky002Win","Jacky002WinLoop","Jacky002Idle","Jacky002Win","Jacky002WinLoop","Jacky002Win","JackyPortrait","Jacky002Idle",,,,,,,,,,,,,,,,,,,,,,,,,,"SpeedyUltiArea",,,"Driller_002_atk",,"Jackie_Drill_Kill_VO","Jackie_Drill_Lead_VO","Jackie_Drill_Start_VO","Jackie_Drill_Ulti_VO","Jackie_Drill_Start_VO","Jackie_Drill_Die_VO",,,,,,,,,,"driller_002_moving",,,,,
"ClusterBombMonster","ClusterBombDude","tick_crab_geo.glb",,,"tick_base_cam.scw","emz_intro_pose.scw",,"TickMonsterIdle","TickMonsterWalk","TickMonsterPrimary","TickMonsterSecondary","TickMonsterRecoil",,"TickMonsterUltRecoil",,"TickMonsterIdle","TickMonsterIdle","TickMonsterWin","TickMonsterWinloop","TickMonsterLose","TickMonsterLoseloop","TickMonsterWin","TickMonsterWinloop","TickMonsterIdle","TickMonsterWin","TickMonsterWinloop","TickMonsterWin","TickMonsterIdle","TickMonsterIdle","TickMonsterProfile","TickMonsterProfile",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true","Tick002Projectile",,"Tick002UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossKaijuDefault","RaidBoss_TownCrush","kaiju_boss_geo.glb",,,"portrait_cam.scw","emz_intro_pose.scw",,"BossKaijuIdle","BossKaijuWalk","BossKaijuSecondary","BossKaijuJump","BossKaijuSecondaryRecoil",,"BossKaijuSecondaryRecoil",,,"BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuIdle","BossKaijuPrimary","BossKaijuPrimary","BossKaijuPrimary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperMonsterAddonBee",,"bee_bug_geo.glb",,,,,,"BeeSmallIdle",,,,,,,,,,"BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle","BeeBugSmallIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SafeBank",,"heist_safe_minicity.scw",,,"portrait_cam.scw","emz_intro_pose.scw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerRetro","Controller","nani_retro_geo.scw",,,"nani_base_cam.scw","emz_intro_pose.scw",,"NaniIdle","NaniWalk","NaniAttack","NaniSecondary","NaniRecoil",,,,"NaniReload","NaniPushback","NaniWin","NaniWinloop","NaniLose","NaniLoseloop","NaniWin","NaniWinloop","NaniIdle","NaniWin","NaniWinloop","NaniWin","NaniIdle","NaniIdle","NaniPortrait","NaniIdle",,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,"Nani002UltiProjectile","jessie_003_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShotgunGirlGold","ShotgunGirl","shelly_geo.scw",,,"shelly_base_cam.scw","shelly_intro_pose.scw",,"ShellyIdle","ShellyWalk","ShellyPrimary","ShellySecondary","ShellyRecoil",,"ShellyRecoil",,"ShellyReload","ShellyPushback","ShellyWin","ShellyWinloop","ShellyLose","ShellyLoseloop","ShellyWin","ShellyWinloop","ShellyIdle","ShellyWin","ShellyWinloop","ShellyWin","ShellyIdle","ShellyIdle","ShellyProfile","ShellyIntro",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true",,,,,"shelly_def_atk","gen_gold_atk_single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"ShotgunGirlSilver","ShotgunGirl","shelly_geo.scw",,,"shelly_base_cam.scw","shelly_intro_pose.scw",,"ShellyIdle","ShellyWalk","ShellyPrimary","ShellySecondary","ShellyRecoil",,"ShellyRecoil",,"ShellyReload","ShellyPushback","ShellyWin","ShellyWinloop","ShellyLose","ShellyLoseloop","ShellyWin","ShellyWinloop","ShellyIdle","ShellyWin","ShellyWinloop","ShellyWin","ShellyIdle","ShellyIdle","ShellyProfile","ShellyIntro",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"SniperGold","Sniper","piper_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperWin","SniperWinloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil",,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,"true",,,,,"sniper_attack","gen_gold_atk_single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"SniperSilver","Sniper","piper_geo.scw",,"piper_gadget_pistol_geo.scw","piper_portrait.scw","emz_intro_pose.scw",,"SniperIdle","SniperWalk","SniperAttack","SniperSecondary","SniperRecoil",,"SniperRecoil",,"SniperReload","SniperPushback","SniperWin","SniperWinloop","SniperLose","SniperLoseloop","SniperWin","SniperWinloop","SniperIdle","SniperWin","SniperWinloop","SniperWin","SniperIdle","SniperIdle","SniperProfile","SniperProfile",,,,"SniperGadgetPistolAttack","SniperGadgetPistolRecoil",,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"NinjaGold","Ninja","leon_geo.scw",,,"leon_base_cam.scw","leon_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonWin","LeonWinloop","LeonLose","LeonLoseloop","LeonWin","LeonWinloop","LeonIdle","LeonWin","LeonWinloop","LeonWin","LeonIdle","LeonIdle","LeonProfile","LeonIntro",,,,,,,,,,,,,,,,,,,,"gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura","gen_gold_lobby_aura",,,,,,,"ninja_attack","gen_gold_atk_multiple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_gold_moving",,"gen_gold_moving",,,
"NinjaSilver","Ninja","leon_geo.scw",,,"leon_base_cam.scw","leon_intro_pose.scw",,"LeonIdle","LeonWalk","LeonAttack","LeonSecondary","LeonRecoil","LeonRecoil2","LeonRecoil",,"LeonReload","LeonPushback","LeonWin","LeonWinloop","LeonLose","LeonLoseloop","LeonWin","LeonWinloop","LeonIdle","LeonWin","LeonWinloop","LeonWin","LeonIdle","LeonIdle","LeonProfile","LeonIntro",,,,,,,,,,,,,,,,,,,,"gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura","gen_silver_lobby_aura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gen_silver_moving",,"gen_silver_moving",,,
"RocketGirlRanger","RocketGirl","brock_ranger_geo.glb",,,"brock_ranger_portrait.scw","emz_intro_pose.scw",,"BrockIdle","BrockWalk","BrockPrimary","BrockSecondary","BrockRecoil",,"BrockRecoil2",,"BrockIdle","BrockPushback","BrockRangerWin","BrockWinloop","BrockLose","BrockLoseloop","BrockRangerWin","BrockWinloop","BrockIdle","BrockRangerWin","BrockWinloop","BrockRangerWin","BrockIdle","BrockIdle","BrockRangerProfile","BrockProfile",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brock005Projectile",,"Brock005UltiProjectile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpeedyTracksuit","Speedy","max_tracksuit_geo.glb",,,"max_portrait.scw","emz_intro_pose.scw",,"MaxTracksuitIdle","MaxTracksuitWalk","MaxTracksuitPrimary","MaxSecondary","MaxTracksuitRecoil",,"MaxSecondaryRecoil",,"MaxTracksuitReload","MaxTracksuitPushback","MaxTracksuitWin","MaxTracksuitWinloop","MaxTracksuitLose","MaxTracksuitLoseloop","MaxTracksuitWin","MaxTracksuitWinloop","MaxTracksuitIdle","MaxTracksuitWin","MaxTracksuitWinloop","MaxTracksuitWin","MaxTracksuitIdle","MaxTracksuitIdle","MaxTracksuitPortrait","MaxTracksuitPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"max_def_atk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PowerLevelerKnight","PowerLeveler","surge_knight_geo.glb",,,"surge_portrait.scw","emz_intro_pose.scw",,"SurgeIdle","SurgeKnightWalk",,"SurgeSecondary","SurgeAttackRecoil",,,,"SurgeReload","SurgePushback","SurgeKnightWin","SurgeKnightWinloop","SurgeKnightLose","SurgeKnightLoseloop","SurgeKnightWin","SurgeKnightWinloop","SurgeIdle","SurgeKnightWin","SurgeKnightWinloop","SurgeKnightWin","SurgeIdle","SurgeIdle","SurgeProfile","SurgeIdle",,,,,,,,,,,,,,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombPetMonster","ClusterBombPet","bombhead_crab_geo.glb",,,"portrait_cam.scw","emz_intro_pose.scw",,"BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle",,"BombheadMonsterIdle",,"BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle","BombheadMonsterIdle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ControllerRetroAddon",,"peep_geo.scw",,,,,,"PeepIdle",,,,,,,,,,"PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepIdle","PeepPortrait","PeepPortrait",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
