"TID","KR"
"TID_SETTINGS_FIXES_JOYSTICK","이동 조이스틱 고정"
"TID_SETTINGS_SC_ID","Supercell ID"
"TID_LANGUAGE_LOCALIZED_NAME","한국어"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","언어 변경"
"TID_POPUP_CHANGE_LANGUAGE","정말로 언어 설정을 변경할까요?"
"TID_SKIN_RARITY_1","<cffffff>일반</c>"
"TID_SKIN_RARITY_2","<c0070dd>희귀</c>"
"TID_SKIN_RARITY_3","<ca335ee>영웅</c>"
"TID_SKIN_RARITY_4","<cff8000>전설</c>"
"TID_BANKHEIST_7","선인장 지대"
"TID_BATTLE_ROYALE_9","하늬바람"
"TID_BATTLE_ROYALE_10","모래 언덕"
"TID_NO_FRIENDS_GO_TO_FRIENDS","친구 화면으로 이동"
"TID_EVENT_MODIFIER_1","에너지 드링크"
"TID_EVENT_MODIFIER_2","앵그리 로보"
"TID_EVENT_MODIFIER_3","유성우"
"TID_EVENT_MODIFIER_4","HP 흡수"
"TID_EVENT_MODIFIER_DESC_1","무작위로 나타나는 에너지 드링크를 획득하면, 브롤러의 공격 피해량과 이동 속도가 일시적으로 증가합니다!"
"TID_EVENT_MODIFIER_DESC_2","앵그리 로보는 무작위로 생성되며, 가장 가까이 있는 브롤러를 공격합니다!"
"TID_EVENT_MODIFIER_DESC_3","밤하늘의 별똥별을 생각했다고요? 치명적인 거대 바위가 하늘에서 떨어지니 조심하세요!"
"TID_BALL_4","스니키 필드"
"TID_EVENT_MODIFIER_DESC_4","지속적으로 HP가 줄어들지만, 적 브롤러에게 피해를 주면 HP를 약간 회복합니다. 브롤러를 처치하면 HP가 완전히 회복됩니다! 모든 치유 능력의 효과가 줄어듭니다."
"TID_BALL_5","BB 요새"
"TID_BALL_6","슈퍼 스타디움"
"TID_BALL_7","물웅덩이 필드"
"TID_BANKHEIST_8","뼈 터널"
"TID_EVENT_MODIFIER_DESC_3_SD","친구와 가까이 뭉치면 거대 바위가 하늘에서 떨어져 위험합니다!"
"TID_DEFEATED_SHOWDOWN","패배"
"TID_OFFER_WATCH_AD","보기"
"TID_ERROR_REPLAY_DISABLED","리플레이를 볼 수 없습니다."
"TID_WANTED_9","대운하"
"TID_HOOK","캐처"
"TID_STAR_KEY_INFO_EXTENSION","\n\n스타 토큰은 대형 상자를 여는 데 사용됩니다."
"TID_TEAM_OWNER_TEXT","<NAME> 님의 팀"
"TID_SPECTATE_AUTO","자동"
"TID_BATTLE_ROYALE_11","바우와우"
"TID_FRIEND_POPOVER_INVITE","팀 초대"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","내 팀에 있는 플레이어입니다!"
"TID_TEAM_ERROR_ALREADY_INVITED","이미 초대 요청을 보낸 플레이어입니다!"
"TID_BATTLE_ROYALE_D2","폭풍의 대지"
"TID_UNDERTAKER_GREASER_SKIN","로커 모티스"
"TID_COMMUNITY_PROPS","커뮤니티 맵!\n\n콘셉트 출처:\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","핫 뜨거 미로"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","이미 팀에 참가한 플레이어입니다!"
"TID_HINT_38","브롤러 밑의 회전하는 파란색 원은 특수 공격이 준비되었다는 뜻입니다!"
"TID_HINT_39","브롤러 밑의 회전하는 노란색 원은 현재 특수 공격을 조준하고 있다는 뜻입니다!"
"TID_EVENT_NOT_AVAILABLE","이벤트 없음"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","광고가 없습니다. 나중에 다시 확인하세요!"
"TID_SHOP_NOT_AVAILABLE","이용 불가"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","로커 모티스"
"TID_HINT_40","설정 화면에서 Supercell ID에 연동해서 계정을 안전하게 보호하고 여러 기기에서 플레이하세요!"
"TID_GACHA_VIDEO_REWARD_RECEIVED","추가 보상이 추가되었습니다!"
"TID_BUTTON_NAVI_SHOP","상점"
"TID_BUTTON_NAVI_SOCIAL","소셜"
"TID_BUTTON_NAVI_BRAWLERS","브롤러"
"TID_BRAWL_TICKETS_BUTTON","플레이"
"TID_HOME_SCREEN_INVITE","초대"
"TID_HINT_41","총 트로피는 내가 보유한 브롤러의 트로피를 합산한 수입니다."
"TID_GOAL","<name> 골!"
"TID_EVENT_MODIFIER_5","치유 버섯"
"TID_EVENT_MODIFIER_DESC_5","치유 버섯이 무작위로 생성됩니다! 잠깐 동안 근처에 있는 모든 걸 치유합니다."
"TID_EVENT_MODIFIER_DESC_5_SD","치유 버섯이 무작위로 생성됩니다! 친구와 가까이 있으면 버섯이 생성되지 않습니다."
"TID_NINJA","레온"
"TID_ANIMAL","애니몰"
"TID_HINT_42","일정 시간 공격을 하지 않거나 피해를 입지 않으면 브롤러의 HP가 조금씩 회복됩니다."
"TID_HOOK_SHORT_DESC","Puller"
"TID_HOOK_DESC","캐처는 사람들을 끌어당깁니다."
"TID_SPEC_ABI_HOOK","킥백"
"TID_SPEC_ABI_HOOK_DESC","산탄총 킥백은 캐처가 벽을 뛰어넘을 수 있게 해줍니다!"
"TID_HOOK_WEAPON","X건"
"TID_HOOK_ULTI","갈고리 샷"
"TID_HOOK_WEAPON_DESC","발사체가 적을 맞추지 못하면, 여러 조각으로 나뉘어 작은 피해를 줍니다."
"TID_HOOK_ULTI_DESC","적을 끌어당깁니다."
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","Cool dude!"
"TID_CLUSTER_BOMB_DUDE_DESC","호버보드를 타고 물 위에 뜰 수 있는 멋쟁이입니다!"
"TID_SPEC_ABI_HOVERBOARD","과충전 호버보드"
"TID_SPEC_ABI_HOVERBOARD_DESC","완전 장전된 호버보드가 과충전되면, 브롤러의 이동 속도가 빨라집니다."
"TID_CLUSTER_BOMB_DUDE_WEAPON","기관단총"
"TID_CLUSTER_BOMB_DUDE_ULTI","클러스터 폭탄"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","빠르게 쏩니다."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","붐!"
"TID_NINJA_SHORT_DESC","STEALTH ASSASSIN"
"TID_NINJA_DESC","재빠르게 수리검을 던집니다. 특수 공격으로 연막탄을 쏴 일정 시간 동안 자신을 은신 상태로 만듭니다!"
"TID_SPEC_ABI_SPEED_INVISIBLE","안개 은신술"
"TID_SPEC_ABI_SPEED_INVISIBLE_DESC","레온이 특수 공격을 사용하면, 은신 상태로 있는 동안 이동 속도가 증가합니다."
"TID_NINJA_WEAPON","수리검"
"TID_NINJA_ULTI","연막탄"
"TID_NINJA_WEAPON_DESC","손목 스냅으로 수리검 4개를 던집니다. 적이 가까이 있을수록 더 큰 피해를 줍니다."
"TID_NINJA_ULTI_DESC","레온이 10초 동안 은신 상태가 되고, 공격할 때 다시 모습을 드러냅니다. 가까이에 있는 적은 레온을 발견할 수 있습니다."
"TID_ANIMAL_SHORT_DESC","Paladin"
"TID_ANIMAL_DESC","팀을 보호하고 많은 피해량은 흡수합니다."
"TID_SPEC_ABI_HEAL_FOREST","부시마스터"
"TID_SPEC_ABI_HEAL_FOREST_DESC","덤불에서 초당 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_ANIMAL_WEAPON","발톱"
"TID_ANIMAL_ULTI","터프 스킨"
"TID_ANIMAL_WEAPON_DESC","발톱으로 여러 번 공격합니다."
"TID_ANIMAL_ULTI_DESC","5초 동안 피부가 아주 강력해져서 흡수하는 피해량이 50% 감소합니다."
"TID_STAT_DAMAGE_PER_CLUSTER","클러스터당 피해량"
"TID_STAT_DAMAGE_PER_SHURIKEN","수리검당 근거리 피해량"
"TID_STAT_INVISIBLE","연막탄"
"TID_STAT_SHIELD","방패"
"TID_SELECT_HERO_INFO_RAID_BOSS","<c2288ff>플레이어 vs 보스</c>"
"TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS","플레이어 3명 vs 로보 보스"
"TID_GAME_MODE_10","보스전"
"TID_RAID_BOSS_INTRO_TEXT","보스를 처치하세요!"
"TID_RAID_1","로보 보스 아레나"
"TID_GAME_MODE_10_DESC","무시무시한 로보 보스를 팀원 2명과 함께 처치하세요! 팀원 중 1명이라도 살아있다면, 전투에 다시 참여할 수 있습니다! 모두 처치되면 게임이 종료됩니다!\n\n자신이 도전한 레벨의 로보 보스를 처치하면 난이도가 노멀부터 크레이지까지 점차 올라갑니다. 새 도전 레벨을 완료하면 더 좋은 보상을 획득할 수 있습니다!"
"TID_TEAM_MATE_GONE","<ccccc00>팀원이 처치되었습니다!</c>"
"TID_ALL_TEAM_MATES_GONE","<cee0000>팀원이 둘 다 처치되었습니다!</c>"
"TID_RAID_BOSS_ENRAGE_1","<c99bb22bb>화난 보스!</c>"
"TID_RAID_BOSS_ENRAGE_2","<c99bb2222>분노한 보스!</c>"
"TID_RAID_BOSS_ENRAGE_3","<c99bbbb22>격분한 보스!</c>"
"TID_RAID_BOSS_DIFFICULTY_0","노멀"
"TID_RAID_BOSS_DIFFICULTY_1","하드"
"TID_RAID_BOSS_DIFFICULTY_2","엑스퍼트"
"TID_RAID_BOSS_DIFFICULTY_3","마스터"
"TID_RAID_BOSS_DIFFICULTY_4","크레이지"
"TID_RAID_BOSS_DIFFICULTY_5","크레이지 II"
"TID_RAID_BOSS_DIFFICULTY_6","크레이지 III"
"TID_RAID_BOSS_DIFFICULTY_7","크레이지 IV"
"TID_RAID_BOSS_DIFFICULTY_8","크레이지 V"
"TID_RAID_BOSS_DIFFICULTY_9","크레이지 VI"
"TID_RAID_BOSS_DIFFICULTY_10","크레이지 VII"
"TID_RAID_BOSS_DIFFICULTY_11","크레이지 VIII"
"TID_RAID_BOSS_DIFFICULTY_12","크레이지 IX"
"TID_RAID_BOSS_DIFFICULTY_13","크레이지 X"
"TID_RAID_BOSS_DIFFICULTY_14","크레이지 XI"
"TID_RAID_BOSS_DIFFICULTY_15","크레이지 XII"
"TID_RAID_BOSS_DIFFICULTY_16","크레이지 XIII"
"TID_RAID_BOSS_DIFFICULTY_17","크레이지 XIV"
"TID_RAID_BOSS_DIFFICULTY_18","크레이지 XV"
"TID_RAID_BOSS_DIFFICULTY_19","크레이지 XVI"
"TID_MODES_NEW_EVENT","신규\n이벤트!"
"TID_MODES_NEW_EVENTS","신규\n이벤트!"
"TID_TEAM_MEMBER_STATUS_NEW_0","<c999999>오프라인</c>"
"TID_TEAM_MEMBER_STATUS_NEW_1","전투 중"
"TID_TEAM_MEMBER_STATUS_NEW_2","자리 비움"
"TID_TEAM_MEMBER_STATUS_NEW_4","매치메이킹"
"TID_TEAM_MEMBER_STATUS_NEW_5","결과 화면"
"TID_TEAM_MEMBER_STATUS_NEW_6","<c999999>오프라인</c>"
"TID_TEAM_MEMBER_STATUS_NEW_7","관전 중"
"TID_TEAM_MEMBER_STATUS_NEW_8","연습 중"
"TID_TEAM_MEMBER_STATUS_NEW_9","입력 중..."
"TID_TEAM_MEMBER_STATUS_NEW_10","브롤러 선택 중"
"TID_TEAM_MEMBER_STATUS_NEW_11","이벤트 검색 중"
"TID_TEAM_MEMBER_STATUS_NEW_READY","준비 완료"
"TID_BUTTON_SPECTATE","관전"
"TID_NEW_EVENT_IN","신규 이벤트까지: <TIME>"
"TID_NEW_EVENT_NOW","신규 이벤트 이용 가능!"
"TID_SHOP_TITLE","상점"
"TID_SELECT_EVENT_TITLE","이벤트 선택"
"TID_HERO_LIST_LABEL_NEW","브롤러: <c53C5F7><COUNT>/<TOTAL></c>"
"TID_KEY_COUNTER","<VALUE><c7984a8>/<MAX></c>"
"TID_ONLINE_TAB_1","온라인 플레이어"
"TID_ONLINE_TAB_2","팀 채팅"
"TID_ONLINE_TAB_3","클럽 채팅"
"TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE","클럽에 가입해 클럽 채팅을 이용하세요!"
"TID_TEAM_CHAT_TAB_NOT_IN_TEAM","팀을 구성해 팀 채팅을 이용하세요!"
"TID_NO_BAND_GO_TO_BANDS","클럽 화면으로 이동"
"TID_SHARE_TEAM_CODE_NO_CODE","공유하기 전에 코드가 생성되어야 합니다!"
"TID_TEAM_TEAMCODE_YOURS","내 팀 코드:"
"TID_BACK_BUTTON","팀 나가기"
"TID_BARLEY_WIZARD_SKIN","마법사 발리"
"TID_EVENT_LOCKED_TROPHIES","트로피를 더 모아\n이벤트를 잠금 해제하세요!"
"TID_SHOTGUN_STAR_SKIN","스타 쉘리"
"TID_PARTY_MODE_TITLE","친선 게임"
"TID_BUTTON_PARTY_MODE","생성"
"TID_LEAVE_TEAM_TITLE","팀"
"TID_LEAVE_TEAM_TXT","나가기"
"TID_PARTY_MODE_DESC","친선 게임에서는 트로피를 획득할 수 없지만, 모든 일반 이벤트를 연습할 수 있습니다!\n\n친선 게임에서는 모든 브롤러가 최대로 업그레이드됩니다!"
"TID_HEROES_TO_BE_UNLOCKED","잠금 해제되지 않은 브롤러"
"TID_NITA_REINDEER_SKIN","루돌프 니타"
"TID_PENNY_ELF_SKIN","엘프 페니"
"TID_DYNAMIKE_SANTA_SKIN","산타마이크"
"TID_DYNAMIKE_CHEF_SKIN","셰프마이크"
"TID_BROCK_BOOMBOX_SKIN","붐박스 브록"
"TID_EVENT_SLOT_NAME_1","젬 그랩"
"TID_EVENT_SLOT_NAME_2","쇼다운"
"TID_EVENT_SLOT_NAME_3","일일 이벤트"
"TID_EVENT_SLOT_NAME_4","특별 이벤트"
"TID_EVENT_SLOT_NAME_7","티켓 이벤트"
"TID_PENNY_ELF_SKIN_SHOP","엘프 페니"
"TID_DYNAMIKE_SANTA_SKIN_SHOP","산타마이크"
"TID_DYNAMIKE_CHEF_SKIN_SHOP","셰프마이크"
"TID_BROCK_BOOMBOX_SKIN_SHOP","붐박스 브록"
"TID_NITA_REINDEER_SKIN_SHOP","루돌프 니타"
"TID_SKIN_INFO_3_available_need_hero","크리스마스는 스킨과 함께!\n기간 한정으로 이용 가능\n\n해당 브롤로를 보유해야 구매 가능"
"TID_EVENT_STARTS_IN","이벤트 시작까지: <TIME>"
"TID_UNDERTAKER_HAT_SKIN","신사 모티스"
"TID_CREATE_ROOM_CODE","팀 코드 생성"
"TID_EVENT_LOCKED_TEAM","해당 이벤트는 팀으로 플레이할 수 없습니다!"
"TID_EVENT_PREVIEW_TITLE","이벤트 정보"
"TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO","서바이벌 아레나"
"TID_GAME_MODE_6_SOLO_DUO_DESC","혼자 또는 팀원과 함께 쇼다운 아레나에서 끝까지 살아남으세요! 마지막까지 살아남으면 승리합니다.\n\n파워 큐브를 모아 공격력과 최대 HP를 올리세요! 독 구름이 점점 다가오니, 계속 움직이세요!"
"TID_INVITE_PENDING","초대 중"
"TID_JOIN_REQUEST_PENDING","참가 중"
"TID_GOAL_MATCH_OVER","<name> 골!\n경기 종료!"
"TID_GOLDRUSH_XMAS_1","눈사람 요새"
"TID_GOLDRUSH_XMAS_2","겨울 광산"
"TID_GOLDRUSH_XMAS_3","눈 싸움"
"TID_GOLDRUSH_XMAS_4","얼음 바위 언덕"
"TID_GOLDRUSH_XMAS_5","눈 덮인 갱도"
"TID_GOLDRUSH_XMAS_6","선물 포장"
"TID_GOLDRUSH_XMAS_7","눈 단장"
"TID_GOLDRUSH_XMAS_8","얼음 호수"
"TID_GOLDRUSH_XMAS_9","서리 수정 동굴"
"TID_GOLDRUSH_XMAS_10","보물 사냥"
"TID_RAID_BOSS_DIFFICULTY_CAP","보스전 도전 레벨이 팀원의 레벨에 맞춰 하향 조정되었습니다. 더 낮은 도전 레벨은 티켓을 소모하지 않지만, 본인의 도전 레벨에서 받을 수 있는 보상만 획득할 수 있습니다!"
"TID_RAID_BOSS_DIFFICULTY","도전:"
"TID_BOSS_3","울근불근"
"TID_BOSS_4","팀 데이"
"TID_BOSS_5","엎어진 테이블"
"TID_BOSS_6","사냥하기 좋은 날"
"TID_COOP_3","금고 보안관"
"TID_COOP_4","오지"
"TID_COOP_5","파괴된 체계"
"TID_COOP_6","금고는 세이프"
"TID_RAID_2","머신 존"
"TID_RAID_3","고철 조각"
"TID_BUTTON_INVITE_PLAYER","초대"
"TID_BUTTON_JOIN_TEAM","참가 요청"
"TID_BUTTON_TEAM_FULL","정원 충족"
"TID_DECIMAL_MARK","."
"TID_RARITY_HEADER_0","트로피 진척도 보상"
"TID_RARITY_HEADER_1","희귀"
"TID_RARITY_HEADER_2","초희귀"
"TID_RARITY_HEADER_3","영웅"
"TID_RARITY_HEADER_4","신화"
"TID_RARITY_HEADER_5","전설"
"TID_SETTINGS_KAKAO","카카오 친구"
"TID_HERO_INFO_LEVEL_WITH_NUMBER","POWER <NUMBER>"
"TID_IN_YOUR_TEAM","내 팀"
"TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL","참가 요청 실패: 팀이 가득 찼습니다."
"TID_EVENT_ENDS_IN","이벤트 종료까지: <TIME>"
"TID_EVENT_LOCKED_CAN_CLAIM_WARNING","트로피 진척도에서 이벤트를 잠금 해제하세요!"
"TID_EVENT_LOCKED_CAN_CLAIM","축하합니다! 이제 트로피 진척도에서 이벤트를 잠금 해제할 수 있습니다!"
"TID_BATTLE_ROYALE_3D","죽음의 계곡"
"TID_BATTLE_ROYALE_7D","바위 계곡"
"TID_WANTED_4D","독버섯 지대"
"TID_GOLDRUSH_3D","버섯 동굴"
"TID_WEEKEND_OFFER","주말 특가 상품"
"TID_EXCLUSIVE_OFFER","한정 특가 상품"
"TID_EPIC_OFFER","영웅 특가 상품"
"TID_MEGA_OFFER","메가 특가 상품"
"TID_FEATURED_OFFER","추천 특가 상품"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE",
"TID_FRIEND_STATUS_YOU",
"TID_FRIEND_STATUS_OFFLINE",
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM",
"TID_BOUNTY_1",
"TID_FRIEND_REQUEST_REASON_0",
"TID_TEAM_MEMBER_STATUS_NEW_3",
