"TID","FI"
"TID_BOSS_2","Myyräkuninkaan sali"
"TID_BEAR_DAMAGE","Karhun tuhovoima"
"TID_BEAR_HEALTH","Karhun elinvoima"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM","Kahden pelaajan joukkueet"
"TID_SPEC_ABI_PUSHBACK_SELF","RÄJÄHTÄVÄ HYPPY"
"TID_VIEW_PROFILE_BUTTON","Katsele profiilia"
"TID_REPORT_PLAYER_BUTTON","ILMIANNA"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Haluatko ilmiantaa pelaajan <name>?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nHaluatko varmasti ilmiantaa pelaajan <name> epäasiallisesta käytöksestä?"
"TID_PLAYER_ALREADY_REPORTED","Tämä pelaaja on jo ilmiannettu!"
"TID_STARTER_PACK_4","Tason 35 paketti"
"TID_NEED_HERO","Asua ei voi vielä ostaa. Avaa ensin rämäpää."
"TID_EVENT_ENDING","<GAMEMODE> päättyy pian!"
"TID_TEAM_DISPLAY_TITLE_CLAN","JENGIJOUKKUEET"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","KAVERIJOUKKUEET"
"TID_TICKETS_REVEIVED","<AMOUNT> tapahtumalippua vastaanotettu!"
"TID_TUTORIAL_12","Saimme jalokivet. Mennään ulos täältä!"
"TID_NO_TARGET_HINT","Pikatulitukselle ei löydy kohdetta!"
"TID_CAN_NOT_AUTOSHOOT","Tälle supervoimalle ei ole saatavilla pikatulitusta."
"TID_VS","vs"
"TID_VS_SHOWDOWN","Jokainen vastaa vain itsestään!"
"TID_HAS_LASER_BALL_HINT","Et voi käyttää pikatulitusta, kun kuljetat palloa."
"TID_CLAN_RESPONSE_44","Liittyminen epäonnistui: olet jo jengin jäsen."
"TID_SHOTGUN_GIRL_SHORT_DESC","TAISTELIJA"
"TID_GUNSLINGER_SHORT_DESC","TARKKA-AMPUJA"
"TID_BULL_DUDE_SHORT_DESC","RASKASSARJALAINEN"
"TID_ROCKET_GIRL_SHORT_DESC","TARKKA-AMPUJA"
"TID_TNT_DUDE_SHORT_DESC","HEITTELIJÄ"
"TID_LUCHADOR_SHORT_DESC","RASKASSARJALAINEN"
"TID_TRICKSHOT_DUDE_SHORT_DESC","TARKKA-AMPUJA"
"TID_CACTUS_SHORT_DESC","TARKKA-AMPUJA"
"TID_BARKEEP_SHORT_DESC","HEITTELIJÄ"
"TID_MECHANIC_SHORT_DESC","TAISTELIJA"
"TID_SHAMAN_SHORT_DESC","TAISTELIJA"
"TID_UNDERTAKER_SHORT_DESC","VIKKELÄ SALAMURHAAJA"
"TID_CROW_SHORT_DESC","MYRKYLLINEN SALAMURHAAJA"
"TID_DEAD_MARIACHI_SHORT_DESC","VAHVISTUS"
"TID_BOW_DUDE_SHORT_DESC","TAISTELIJA"
"TID_SNIPER_SHORT_DESC","TARKKA-AMPUJA"
"TID_MINIGUN_DUDE_SHORT_DESC","VAHVISTUS"
"TID_BLACK_HOLE_SHORT_DESC","TAISTELIJA"
"TID_BARREL_BOT_SHORT_DESC","RASKASSARJALAINEN"
"TID_CLAN_INTRO_SUGGESTED_CLANS","SINULLE SOPIVIMMAT JENGIT"
"TID_CLAN_INTRO_CREATE_TITLE","MITÄPÄ JOS LOISIT OMASI?"
"TID_CLAN_INTRO_HEADER","JENGIT"
"TID_CLAN_INFO_TITLE","JENGIN TIEDOT"
"TID_CLAN_INFO_NO_DESCRIPTION","EI KUVAUSTA"
"TID_EVENT_POPUP_TITLE","LÄHDETÄÄN OTTELUUN!"
"TID_GOLDRUSH_8","Safiiritasangot"
"TID_USE_AUTOFIRE_TUTORIAL","Napauta <ccc0033>punaista ohjainta</c>, kun haluat ampua lähintä vastustajaa!"
"TID_BRAWL_BOX_INFO_1","Jokaisen ison lippaan palkinnot vastaavat kolmen rähinälippaan palkintoja. Tehopisteet on kuitenkin jaettu harvempien rämäpäiden kesken.\n\nArvontoja on kolme sattumanvaraista, ja palkintotodennäköisyydet ovat seuraavat:"
"TID_BRAWL_BOX_INFO_2","Jokainen rähinälipas sisältää joko uuden rämäpään, tehopisteitä ja kolikoita, varusteen tai tähtivoiman. Lisäksi voit saada bonuksena poletintuplaajia.\n\nPalkintotodennäköisyydet:"
"TID_BRAWL_BOX_INFO_3","Jokaisen megalippaan palkinnot vastaavat kymmenen rähinälippaan palkintoja. Tehopisteet on kuitenkin jaettu harvempien rämäpäiden kesken.\n\nArvontoja on kymmenen sattumanvaraista, ja palkintotodennäköisyydet ovat seuraavat:"
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1>: <NUM1> %\nharvinainen rämäpää: <NUM2> % <GAR_HERO_1>\nsuperharvinainen rämäpää: <NUM3> %<GAR_HERO_2>\neeppinen rämäpää: <NUM4> %<GAR_HERO_3>\nmyyttinen rämäpää: <NUM5> %<GAR_HERO_4>\nlegendaarinen rämäpää: <NUM6> %<GAR_HERO_5>\ntähtivoima: <NUM7> %<GAR_STAR_POWER>\nvaruste: <NUM8> %<GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\nLisäksi jokaisesta arvonnasta on 3 %:n mahdollisuus saada poletintuplaaja. Huomaathan, että varusteita voivat saada vain rämäpäät, jotka ovat vähintään tasolla 7, ja tähtivoimia vain rämäpäät, jotka ovat tasolla 9. Kun olet avannut kaikki tietynlaiset palkinnot, kuten harvinaiset rämäpäät, mahdollisuus muihin palkintoihin kasvaa. Jotta rähinälippaiden avaaminen olisi reilumpaa, käytössä on tuurisysteemi, joka vaikuttaa legendaaristen rämäpäiden todennäköisyyteen. Jokainen arvonta, josta et saa uutta rämäpäätä, kasvattaa tuurikerrointasi. Vastaavasti jokainen kerta, kun saat uuden rämäpään, tuurikertoimesi pienenee riippuen saamasi rämäpään harvinaisuudesta. Kun tuurikerroin on tarpeeksi korkea, sinulla on suurempi mahdollisuus saada legendaarinen rämäpää, ja alhaisella tuurikertoimella legendaarisen rämäpään saaminen on vaikeampaa. Ensimmäisten rähinälippaiden sisältö on määrätty ennalta, jotta kaikki saisivat reilun aloituksen."
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","tehopisteitä ja kolikoita"
"TID_BRAWL_BOX_INFO_COINS","kolikoita"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","(takuuvarmasti <DRAWS> arvonnassa)"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","(takuuvarmasti <DRAWS> arvonnassa)"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","(takuuvarmasti <DRAWS> arvonnassa)"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","LUNASTA"
"TID_PAGE_FRIENDS_TITLE","KAVERIT"
"TID_PAGE_FRIENDS_TITLE2","Ottele kavereidesi kanssa!"
"TID_PAGE_FRIENDS_ADD_FRIENDS","LISÄÄ KAVEREITA"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Kirjaudu yhteisöpalveluihin tai etsi pelikavereita pelistä!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Kirjaudu yhteisöpalveluihin tai etsi pelikavereita pelistä!"
"TID_FRIENDS_TITLE","<COUNT> kaveria"
"TID_FRIENDS_TAB_1","KAVERIT"
"TID_FRIENDS_TAB_2","EHDOTETUT"
"TID_FRIENDS_TAB_3","KUTSUT"
"TID_TOTAL","YHTEENSÄ"
"TID_BRAWL_BOX_INFO_TITLE_2","RÄHINÄLIPPAAN TIEDOT"
"TID_BRAWL_BOX_INFO_TITLE_3","MEGALIPPAAN TIEDOT"
"TID_OFFER_ALSO_INCLUDES","TARJOUKSEEN SISÄLTYY MYÖS"
"TID_OFFER_VALUE_TITLE","ARVO"
"TID_OFFER_VALUE","+<VALUE> %"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","Tähtää vetämällä <cff9900>keltaista ohjainta</c>!"
"TID_HERO_STATS_TITLE","RÄMÄPÄÄN TIEDOT"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","SISÄLTÖÄ JÄLJELLÄ:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","BONUKSIA JÄLJELLÄ:"
"TID_GATCHA_SCREEN_YOU_GOT","SAIT:"
"TID_GATCHA_SCREEN_BONUSES","BONUKSET:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","AVATTU!"
"TID_HERO_LIST_ITEM_UPGRADE","PÄIVITÄ"
"TID_SHOP_CLAMIMED","Lunastettu"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Tämä on jo lunastettu."
"TID_ONLINE","PAIKALLA"
"TID_LEADERBOARD","PISTETAULUKKO"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nSinulla ei ole enää lippuja!"
"TID_HERO_LIST_NEW","UUSI"
"TID_HAMMER_DUDE","FRANK"
"TID_HOLD_PHONE_LIKE_THIS","PITELE LAITETTASI NÄIN:"
"TID_HINT_FINGER_TAP_TAP","NAPU, NAPU!"
"TID_HINT_FINGER_DRAG","TÄHTÄÄ VETÄMÄLLÄ"
"TID_MOVE_HERE","Liiku tänne."
"TID_HINT_HEADER","VINKKI:"
"TID_HINT_0","Pikatulita lähintä vastustajaasi napauttamalla <ccc0033>punaista ohjainta.</c>"
"TID_HINT_1","Pikatulita supervoimallasi lähintä vastustajaasi napauttamalla <cff9900>keltaista ohjainta.</c>"
"TID_HINT_2","<ccc0033>Punaista ohjainta</c> vetämällä voit tähdätä laukauksesi."
"TID_HINT_3","<cff9900>Keltaista ohjainta</c> vetämällä voit tähdätä supervoimasi."
"TID_HINT_4","Voit jättää tähdätyn laukauksen ampumatta vetämällä ohjaimen takaisin keskelle."
"TID_HINT_5","Ottelunmuodostus perustuu sen rämäpään pokaaleihin, jolla pelaat, joten juuri avaamillasi rämäpäillä on helpompi ansaita pokaaleja."
"TID_HINT_6","Uusien rämäpäiden saaminen tekee pokaalimäärän kasvattamisen ja palkintojen hankkimisen helpommaksi."
"TID_HINT_7","Piperin laukaukset tekevät sitä enemmän tuhoa, mitä pidemmälle ne lentävät."
"TID_HINT_8","Barleyn supervoima on erityisen tehokas lyhyellä kantamalla, sillä pullot osuvat maahan pienellä alueella."
"TID_HINT_9","Ricon luodit lentävät pidemmälle jokaisella ponnahduksella."
"TID_HINT_10","Voit aktivoida <ccc0033>punaisen ohjaimen</c> missä tahansa kohtaa näytön oikeaa reunaa, kun haluat ampua."
"TID_HINT_11","Hyökkäyksellä ja superilla on kaksi ampumistapaa: pikatulitus napauttamalla ja tähtäys vetämällä."
"TID_HINT_12","Laukausten tähtääminen sopii hyvin ennakon ottamiseen liikkuvaa kohdetta ammuttaessa."
"TID_HINT_13","Pikatulitusta on kätevä käyttää tilanteissa, joissa sinulla ei ole aikaa tähdätä."
"TID_HINT_14","Pikatulitus tehoaa hyvin lähellä oleviin vastustajiin."
"TID_HINT_15","Kun olet piilossa pensaassa, tarpeeksi lähelle tuleva vastustaja voi huomata sinut."
"TID_HINT_16","Pikatulitus ampuu suoraan kohti lähintä vastustajaa, mutta ei ota huomioon vastustajan liikkeitä."
"TID_HINT_17","Laukausten tähtääminen pensaaseen on hyvä tapa tarkistaa, onko siellä vastustajia."
"TID_HINT_18","Pikatulitus tehoaa hyvin paikallaan pysyviin vastustajiin."
"TID_HINT_19","Pikatulitus tehoaa hyvin vastustajiin, jotka kulkevat suoraan sinua kohti tai sinusta pois päin."
"TID_HINT_20","Kun olet pensaassa, vastustaja voi nähdä sinut, jos hyökkäät tai vahingoitut."
"TID_HINT_21","Voit käyttää pensaita vastustajalta piiloutumiseen."
"TID_HINT_22","Kun käytät pikatulitusta, aseesi ampuu, vaikka sen kantamalla ei olisi vastustajia."
"TID_VS_TUTORIAL","Kerää kaikki <ce662f9>jalokivet</c>."
"TID_USE_MANUAL_FIRE_TUTORIAL","Tähtää vetämällä <ccc0033>punaista ohjainta</c>!"
"TID_TUTORIAL_GOOD_JOB_2","Hyvin menee! <cff6633>Oranssi palkki</c> näyttää ammuksesi. Lataan niin nopeasti kuin pystyn!"
"TID_TUTORIAL_GOOD_JOB_3","Loistavaa! Hyökkääminen lataa <cff9900>supervoimasi</c>!"
"TID_TUTORIAL_GOOD_JOB_4","Hienosti toimittu!"
"TID_SPECTATE_PLAYER_BUTTON","Katsele"
"TID_SPECTATE_FAILED","Katselu epäonnistui."
"TID_ACCOUNT_DISABLED_TEXT","Tili poistettu käytöstä"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Tämä tili on poistettu käytöstä poistopyynnön vuoksi, eikä sitä voida enää palauttaa."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Tämä tili on poistettu käytöstä epäaktiivisuuden vuoksi, eikä sitä voida enää palauttaa."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Tilin poistovaroitus"
"TID_ACCOUNT_DELETION_WARNING_TEXT","Vastaanotimme pyyntösi ja tilisi poistetaan pian. Jos olet muuttanut mieltäsi ja haluatkin peruuttaa pyynnön, ota meihin yhteyttä niin pian kuin mahdollista Ohje ja tuki -valikon kautta."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","Vastaanotimme pyyntösi ja tilisi poistetaan pian. Jos olet muuttanut mieltäsi ja haluatkin peruuttaa pyynnön, ota meihin yhteyttä niin pian kuin mahdollista Ohje ja tuki -valikon kautta."
"TID_ACCOUNT_DELETION_WARNING_CONTACT_PS","Olet pyytänyt tämän tilin poistoa. Jos haluat perua poiston, se on tehtävä <time> sisällä."
"TID_ACCOUNT_DELETION_WARNING_BUTTON_CONTACT_PS","Ota yhteyttä tukeen"
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","Olet jo tämän jengin jäsen!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Haluatko vaihtaa jengiä?"
"TID_CONFIRM_CHANGE_CLAN","Olet jo jengissä. Haluatko varmasti vaihtaa jengiä?"
"TID_CONFIRM_CLAN_FULL_TITLE","Jengi on täynnä!"
"TID_CONFIRM_CLAN_FULL","Liittyminen jengiin <clan> epäonnistui. Jengi on täynnä!"
"TID_BUTTON_CHANGE","Muuta"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Suorita opastus loppuun, niin voit liittyä jengiin."
"TID_CLAN_INTRO_INVITE","JAA KUTSU"
"TID_INVITE_CLAN_TOKEN_ERROR","Kutsun luomisessa tapahtui virhe."
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Vain jengin puheenjohtajat voivat kutsua uusia jäseniä."
"TID_FRIENDS_FACEBOOK_CONNECT","Yhdistä"
"TID_FRIENDS_PAGE_INVITE","JAA KUTSU"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","Liity Brawl Stars -joukkueeseen pelaajan <name> kanssa napauttamalla tätä linkkiä!"
"TID_SHARE_GAME_ROOM_POST_TITLE","Kutsu joukkueeseen"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","Joukkuetunnus kopioitu leikepöydälle."
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_TEAM_INVITE_BUTTON_LABEL","JAA KUTSU"
"TID_TEAM_INVITE_EXPIRED","Kutsu pelaajalta <NAME> on vanhentunut."
"TID_TEAM_INVITATION_POPUP_TITLE","JOUKKUEKUTSU"
"TID_TEAM_INVITATION_POPUP_ACCEPT","HYVÄKSY"
"TID_TEAM_INVITATION_POPUP_REJECT","HYLKÄÄ"
"TID_TEAM_INVITATION_POPUP_MUTE","MYKISTÄ <NAME>\nSEURAAVAN 10 MINUUTIN AJAKSI"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","TURNAUSOTTELU"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","MYKISTÄ\n10 MINUUTIN AJAKSI"
"TID_BATTLE_ROYALE_5","Happojärvet"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","Ei ottelupoletteja\njäljellä"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","Ostaminen oikealla valuutalla ei ole mahdollista tässä peliversiossa."
"TID_SHOP_CHINA_WARNING","Varoitus: nauti kohtuudella."
"TID_GATCHA_AD_STATUS_VIEW","TUPLAA PALKINTO\nKATSOMALLA MAINOS!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","HANKI LISÄÄ PALKINTOJA!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Päivittäisiä katselukertoja käytetty"
"TID_GATCHA_AD_STATUS_NO_VIDEO","Ei videota saatavilla"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","JATKA"
"TID_AD_DOUBLER_TITLE","VALITSE TUPLATTAVA PALKINTO"
"TID_AD_DOUBLER_CONTINUE","JATKA"
"TID_GATCHA_CONTINUE","JATKA"
"TID_HINT_23","Jotkin rämäpäät ovat toisia parempia tietyissä kartoissa ja tapahtumissa."
"TID_HINT_24","Pitkän kantaman rämäpäät ovat yleensä parempia avoimissa kartoissa."
"TID_HINT_25","Lyhyen kantaman rämäpäät ovat yleensä parempia kartoissa, joissa on enemmän suoja- ja piilopaikkoja."
"TID_SPEC_ABI_SELF_DESTRUCT","VIIMEINEN PAMAUS"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","Kun Pennyn tykki tuhotaan, se ampuu vielä viimeisen <VALUE2> pommin sarjan kohti lähimpiä vastustajia. Jokainen pommi tekee <c00cc00><VALUE1></c> pistettä tuhoa."
"TID_EVENT_LIST_BRAWL","PELAA"
"TID_INVITE_COPIED_TO_CLIPBOARD","Kutsulinkki kopioitu leikepöydälle!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_FRIEND_INVITE_POST_MESSAGE","Lisää <friend> kaveriksesi Brawl Starsissa napauttamalla tätä linkkiä!"
"TID_FRIEND_INVITE_POST_TITLE","Kutsu kaveri!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","Liity Brawl Stars -jengiini napauttamalla tätä linkkiä!"
"TID_ALLIANCE_JOIN_POST_TITLE","Kutsu kaveri jengiisi!"
"TID_HOMESCREEN_MODE_LOCKED","Kerää <COUNT> pokaalia, niin voit otella täällä!"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> KAVERIA PAIKALLA"
"TID_ARTILLERY_DUDE_SHORT_DESC","TARKKA-AMPUJA"
"TID_HAMMER_DUDE_SHORT_DESC","RASKASSARJALAINEN"
"TID_HAMMER_DUDE_DESC","Frank mojauttaa vastustajaansa moukarilla aiheuttaen paineaallon. Hänen superinsa on erityisen jykevä moukarinhumaus, joka lamauttaa vastustajia."
"TID_HAMMER_DUDE_WEAPON","MOUKARIN MOJAUS"
"TID_HAMMER_DUDE_WEAPON_DESC","Frankin vasaraniskun lataaminen vie tovin, mutta vaikutus on niin raju, että se aiheuttaa paineaallon."
"TID_HAMMER_DUDE_ULTI","TYRMÄÄVÄ TÖMÄYS"
"TID_HAMMER_DUDE_ULTI_DESC","Frankin mahtavin lyönti aiheuttaa paineaallon, joka tuhoaa ympäristöä ja tuuperruttaa vastustajat hetkeksi."
"TID_SPEC_ABI_STEAL_SOULS2","VOIMAKAAPPAUS"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank varastaa tyrmäämältään rämäpäältä voimaa, ja näin hänen tuhovoimansa kasvaa <c00cc00><VALUE1> %</c> <VALUE2> sekunnin ajaksi."
"TID_ONLINE_FRIENDS_TITLE","PAIKALLAOLEVAT PELAAJAT"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","Olkaa viimeinen hengissä oleva joukkue!"
"TID_VS_TEAM_SHOWDOWN","Kaikki joukkueet toisiaan vastaan!"
"TID_FIRST_WIN","TÄHTIPOLETTI"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","Joukkueesi on ykkönen!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Avautuu <count> pokaalin kohdalla."
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","POKAALIPOLKU"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","LUNASTA"
"TID_STAR_POWER_INFO","Tähtivoima:\n<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","TÄHTIVOIMAT"
"TID_ACCESSORIES_TITLE","VARUSTEET"
"TID_ACCESSORY_TITLE","VARUSTE"
"TID_ACCESSORIES_INFO","Varuste: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>VALITTU</c>"
"TID_STAR_POWER_STATUS_0_0","Sinulla ei ole tätä tähtivoimaa."
"TID_ACESSORIES_STATUS_0_0","Sinulla ei ole tätä varustetta!"
"TID_STAR_POWERS_PICK","VALITSE"
"TID_LEAGUE_NAME_0","PUU"
"TID_LEAGUE_NAME_1","PRONSSI"
"TID_LEAGUE_NAME_2","HOPEA"
"TID_LEAGUE_NAME_3","KULTA"
"TID_LEAGUE_NAME_4","TIMANTTI"
"TID_LEAGUE_NAME_5","TAITURI"
"TID_LEAGUE_NAME_6","ELIITTI"
"TID_LEAGUE_NAME_7","TÄHTIPELAAJAT"
"TID_SPECIAL_EVENTS","PÄIVITTÄINEN TAPAHTUMA"
"TID_SPECIAL_EVENT","Erikoistapahtuma:"
"TID_SPECIAL_EVENT_DESC","Palaa joka päivä pelaamaan päivittäistä tapahtumaa!"
"TID_SPECIAL_EVENTS_MOD","ERIKOISTAPAHTUMA"
"TID_SPECIAL_EVENT_MOD_DESC","Kurkkaa säännöllisesti päivän erikoistapahtumat!"
"TID_PLAYING_AGAIN","Pelaa uudelleen <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","Pelaa uudelleen"
"TID_BRAWL_BOX_INFO_TITLE_1","ISON LIPPAAN TIEDOT"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Kerää 10 tähtipolettia, niin saat ison lippaan!"
"TID_KEY_BAR_INFO","<c33a5d7>Polettien</c> määrä, jonka voit ansaita otteluista.\n\nPoleteilla voi avata Brawl Pass -palkintotasoja."
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","TUPLAPOLETTITAPAHTUMA\nAnsaitse tuplasti <c33a5d7>poletteja</c> tavallisista otteluista.\n\nPoleteilla voi avata Brawl Pass -palkintotasoja."
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","KOLIKKOKUUROTAPAHTUMA\nAnsaitse <cff8E1b>kolikoita</c> otteluista!\n\nJokaisen tavallisesta ottelusta saadun poletin mukana tulee bonuskolikko. Tämä sisältää myös poletintuplaajista saadut poletit!\n\nKolikoita käytetään rämäpäiden päivittämiseen."
"TID_NEW_ONLINE_FRIEND","PELAAJA PAIKALLA"
"TID_NEW_GAME_ROOM","UUSI JOUKKUE"
"TID_KEY_BAR_TITLE","OTTELUSTA SAATAVILLA OLEVAT POLETIT"
"TID_PLAYAGAIN_QUIT","POISTU"
"TID_BATTLE_END_WAITING","Odotetaan muita pelaajia"
"TID_ERROR_REPLAY_WAITING","Uusinta on jo odottamassa."
"TID_ERROR_REPLAY_NOT_POSSIBLE","Uusinta ei ole vielä saatavilla."
"TID_ERROR_SPECTATE_WAITING","Katselupyyntö on jo odottamassa."
"TID_ERROR_SPECTATE_NOT_POSSIBLE","Pelaaja ei ottele tällä hetkellä."
"TID_BRAWL_TV_STARTING","Brawl TV latautuu..."
"TID_ERROR_BRAWL_TV_WAITING","Brawl TV on jo odottamassa."
"TID_BRAWL_TV_QUIT","Brawl TV #<NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","Ei mitään Brawl TV:ssä #<NUM>, selataan..."
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","Seuraava ajassa <NUM> s"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","Automaattinen toisto"
"TID_BRAWL_TV_OFF_RETURN_HOME","Poistu"
"TID_TEAM_POPOVER_YOUR_ROOM","Tämä on joukkueesi."
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","Joukkue ei ottele tällä hetkellä."
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","Ei voi liittyä. Olet jo tässä joukkueessa."
"TID_TEAM_AD_JOIN_FAIL_FULL","Liittyminen ei onnistu. Joukkue on täynnä."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","Ottelua ei voi aloittaa. Ei tarpeeksi lippuja."
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","Tässä tapahtumassa ei voi pelata joukkueessa."
"TID_GAME_MODE_UNLOCKED","AVATTU"
"TID_ERROR_SPECTATE_DISABLED","Katselutila on väliaikaisesti poissa käytöstä teknisten syiden vuoksi."
"TID_SPECTATE_FOLLOW","Napauta seurataksesi:"
"TID_SPECTATE_FOLLOWING","Seurataan:"
"TID_CONNECTING_WAIT_FOR_SPECTATE","Odotetaan katselua..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","KATSO MAINOS JA\nTUPLAA YKSI PALKINNOISTA!\n<VIEWCOUNTREM> katselua jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","KATSO MAINOS JA\nTUPLAA YKSI PALKINNOISTA!\n<VIEWCOUNTREM> katselu jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","HANKI LISÄÄ PALKINTOJA!\n<VIEWCOUNTREM> katselua jäljellä tänään"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","HANKI LISÄÄ PALKINTOJA!\n<VIEWCOUNTREM> katselu jäljellä tänään"
"TID_CANNON_DAMAGE","Tykin tuhovoima"
"TID_CANNON_HEALTH","Tykin elinvoima"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Kaverillasi on liikaa avoimia pyyntöjä. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Olet lähettänyt liian monta kaveripyyntöä. Poista yksi ja yritä uudelleen."
"TID_ADD_FRIEND_ERROR_GENERIC","Kaveripyynnön lähettäminen epäonnistui. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Pelaajaa, jonka yritit lisätä, ei ole olemassa."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Et voi pyytää itseäsi kaveriksesi!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Kaverillasi on liikaa kavereita. Yritä myöhemmin uudelleen."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Sinulla on liikaa kavereita. Poista yksi, jos haluat lisätä uuden."
"TID_HINT_26","Penny voi aiheuttaa paljon tuhoa sarjahyökkäyksellään, jos kohteet ovat vierekkäin."
"TID_HINT_27","Joukkueen kokoaminen ennen ottelua antaa mahdollisuuden valmistautua yhdessä ja valita paras rämäpääyhdistelmä."
"TID_HINT_28","Kokeile ystävyysotteluita, joissa voit harjoitella tapahtumia varten ja järjestää rentoja kilpailuja!"
"TID_HINT_29","Jos haluat pelata uuden ottelun uusien hyvien joukkuekavereiden kanssa, napauta Pelaa uudelleen."
"TID_HINT_30","Ystävyysotteluissa voit valita minkä tahansa tapahtuman ja kartan. Rämäpäät ovat niissä myös täysin päivitettyjä!"
"TID_HINT_31","Frank pysähtyy hyökkäystään ja superiaan varten, joten hänen vastustajillaan on mahdollisuus ehtiä pois alta."
"TID_EXPERIENCE","KOKEMUS"
"TID_HINT_32","Erikoistapahtumista ei saa pokaaleja. Niissä pelaamalla voit voittaa poletteja Brawl Passia varten."
