TID,PL
TID_STREAM_EVENT_6,To nic osobistego! Gracz <target> został zdegradowany przez gracza <sender>
TID_STREAM_EVENT_7,Witaj w nowym klubie!
TID_STREAM_EVENT_101,Drużyna utworzona przez gracza <sender>
TID_STREAM_EVENT_102,Dołączył gracz <sender>
TID_STREAM_EVENT_103,Odszedł gracz <sender>
TID_STREAM_EVENT_104,Pa! Gracz <sender> wyrzucił gracza <target>
TID_STREAM_EVENT_105,łączenie graczy rozpoczęte
TID_STREAM_EVENT_106,łączenie graczy anulowane
TID_STREAM_EVENT_107,bitwa rozpoczęta
TID_STREAM_EVENT_108,bitwa wygrana
TID_STREAM_EVENT_109,bitwa przegrana
TID_STREAM_EVENT_110,ćwiczenia rozpoczęte
TID_STREAM_EVENT_111,ćwiczenia zakończone
TID_STREAM_EVENT_112,remis
TID_STREAM_EVENT_113,starcie zakończone
TID_STREAM_EVENT_114,Czat tekstowy wyciszony
TID_STREAM_EVENT_115,Czat tekstowy niewyciszony
TID_CHAT_BOTTOM_BUTTON,Przewiń w dół
TID_CHAT_BOTTOM_NEW_MESSAGES,Nowe wiadomości: <count>
TID_CHAT_BOTTOM_NEW_MESSAGE,Nowa wiadomość!
TID_HERO_INFO_UPGRADE_TITLE,<c<COLOR>><NAME></c>
TID_HERO_INFO_UPGRADE_INFO,Ulepsz do poz. <LVL>
TID_HERO_INFO_ITEMS,ULEPSZENIA
TID_HERO_INFO_SKINS,ZADYMIARZ
TID_HERO_INFO_SKIN_OWNED,Posiadasz to przebranie
TID_HERO_INFO_SKIN_ACTIVE,WYBRANO
TID_HERO_INFO_SKIN_ACTIVATE,WYBIERZ
TID_HERO_INFO_LEADERBOARD,Tabela wyników
TID_HERO_INFO_LEADERBOARD_LABEL,Najlepsi gracze: <HERO>
TID_HERO_INFO_ABILITY_POWER,<BASEPOW>
TID_HERO_INFO_ABILITY_POWER_UPG,<BASEPOW> <c00ff00>+<UPGPOW></c>
TID_CLAN_SEARCH_GO,SZUKAJ
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL,"Przeciągnij, aby wycelować superatak!"
TID_HINT_SHOOT,"Przeciągnij, aby wycelować, podnieś palec, aby strzelić"
TID_HERO_SCORE_SUM_LEADERBOARD,Najlepsi gracze
TID_ALLIANCE_LEADERBOARD,Najlepsze kluby
TID_HINT_MAKE_GOAL,"Przeciągnij, aby wycelować, podnieś palec, aby kopnąć piłkę"
TID_BATTLE_ROYALE_INTRO_TEXT,Bądź ostatnim Zadymiarzem na placu boju!
TID_HINT_COLLECT_BUFFS,"Aby rosnąć w siłę, zbieraj <c50d050>kostki mocy</c> ze skrzyń\ni od przeciwników."
TID_PLAYERS_LEFT,Liczba pozostałych Zadymiarzy: <num>
TID_AVOID_POISON,Trzymaj się z dala od nadciągających <c90ee90>chmur trucizny</c>!
TID_CLAN_CREATE_COOLDOWN,Nie można jeszcze utworzyć klubu. Spróbuj ponownie za <TIME>
TID_CLAN_CREATE_XP_LEVEL_REQUIRED,"Aby utworzyć klub, musisz zdobyć <LEVEL>. poziom doświadczenia"
TID_PLAYER_DATA_MISSING,Brak danych gracza
TID_ALLIANCE_DATA_MISSING,Brak danych klubu
TID_BATTLE_END_PLAYER_NAME_YOU,<c00ff00><NAME></c>
TID_BATTLE_END_PLAYER_NAME_OTHER,<NAME>
TID_RECHARGE_HINT,Poczekaj na ponowne załadowanie amunicji!
TID_EVENT_EXPIRED,Wydarzenie wygasło
TID_DOUBLE_COINS_INFO,W tej bitwie zdobędziesz podwójną liczbę żetonów
TID_DOUBLE_XP_INFO,W tej bitwie zdobędziesz podwójną liczbę punktów doświadczenia
TID_SETTINGS_TITLE,USTAWIENIA
TID_SETTINGS_CONTROL_MODE_TITLE,TRYB STEROWANIA
TID_SETTINGS_CONTROL_MODE_VALUE_0,"Stuknij, aby się poruszyć"
TID_SETTINGS_CONTROL_MODE_INFO_0,"Stuknij ekran, aby twój Zadymiarz udał się w to miejsce. Przeciągnij, aby wycelować, i podnieś palec, aby strzelić."
TID_SETTINGS_CONTROL_MODE_VALUE_1,Ruch joystickiem (dla praworęcznych)
TID_SETTINGS_CONTROL_MODE_INFO_1,"Poruszaj się za pomocą wirtualnego joysticka znajdującego się w dolnym lewym rogu. Stuknij cel, aby w niego strzelić."
TID_SETTINGS_CONTROL_MODE_VALUE_2,Ruch joystickiem (dla leworęcznych)
TID_SETTINGS_CONTROL_MODE_INFO_2,"Poruszaj się za pomocą wirtualnego joysticka znajdującego się w dolnym prawym rogu. Stuknij cel, aby w niego strzelić."
TID_CHANGE_NAME_TITLE,ZMIEŃ IMIĘ
TID_SETTINGS_PLAYERNAME_CURRENT,Obecne imię:
TID_SETTINGS_PLAYERNAME_ENTERNEW,Wprowadź nowe imię:
TID_ERROR_NAMES_DONT_MATCH,Imiona nie pasują do siebie. Spróbuj ponownie.
TID_CONTINUE,Kontynuuj
TID_NAMECHANGE_WARNING,UWAGA: swoje imię możesz zmienić tylko JEDEN RAZ
TID_CONFIRM,Potwierdź
TID_INVALID_NAME,Nieprawidłowe imię! Spróbuj wprowadzić inne.
TID_SETTINGS_PLAYERNAME_REENTERNEW,Ponownie wprowadź swoje nowe imię:
TID_NAME_ALREADY_CHANGED,Imię można zmienić tylko jeden raz.
TID_NAME_CHANGE_ALREADY_USED,Twoje imię było już raz zmienione.
TID_NAME_CHANGED_SUCCESS,Twoje imię zostało zmienione!
TID_NAME_CHANGE_IN_PROGRESS,Nie można zmienić imienia. Nadal trwa poprzednia zmiana imienia.
TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW,Zmiana imienia jest możliwa od <level>. poziomu doświadczenia
TID_CONFIRM_CONFIRM,"Wpisz \q<confirmword>\q, a następnie naciśnij przycisk OK, aby zakończyć proces"
TID_CONFIRM_WORD,POTWIERDŹ
TID_SETTINGS_PLAYERNAME_CONFIRM_NEW,"Wprowadź nową nazwę ponownie, aby potwierdzić zmianę nazwy.\nNowa nazwa brzmi:"
TID_BUTTON_CONFIRM,Potwierdź
TID_EVENTS_TIME,<cFFFFFF><TIME></c>
TID_EVENTS_TEASER_TIME,<TIME>
TID_EVENTS_TIME_ENDING,<cFFFF00><TIME></c>
TID_EVENTS_TIME_ENDING_SOON,<cff0000><TIME></c>
TID_EVENTS_NEXT_EVENT_STARTING_AT,Kolejne wydarzenie za
TID_EVENTS_TIME_LEFT,Pozostały czas
TID_EVENTS_NEW,NOWOŚĆ!
TID_EVENTS_FREE_REWARD,<AMOUNT>
TID_EVENTS_XP_CAP_REACHED,Zdobyto wszystkie punkty doświadczenia
TID_EVENTS_EVENT_LOCKED,BRAK DOSTĘPU
TID_EVENTS_TROPHY_REQ,"Zdobądź <c00ffff><COUNT></c> pucharów, aby odblokować"
TID_EVENTS_PRO_LEAGUE_REQ,"Zdobądź gwiezdną moc dla Zadymiarza, aby odblokować"
TID_GAME_STARTING,Początek bitwy: <LOCATION>. Dołącz do niej!
TID_WEEKEND_EVENT,Wydarzenie z podwójną liczbą punktów doświadczenia
TID_PLAYER_KILLED_SOMEONE,<name>
TID_SHOP_TEMPORARILY_DISABLED,Sklep jest chwilowo zamknięty
TID_GATCHA_TEMPORARILY_DISABLED,Otwieranie skrzynek Zadymiarza jest chwilowo niemożliwe
TID_SHOP_WELCOME_TITLE,WITAMY W SKLEPIE
TID_SHOP_WELCOME,"W miarę Twoich postępów w grze uzyskasz dostęp do kolejnych działów sklepu.\n\nOdwiedzaj go regularnie, żeby sprawdzać nowe oferty!"
TID_SHOP_SPECIAL_OFFER,OFERTA SPECJALNA
TID_SHOP_COIN_BOOSTERS,WZMOCNIENIA
TID_SHOP_GEM_PACKS,PAKIETY KLEJNOTÓW
TID_SHOP_PURCHASED,Zakupiono
TID_SHOP_OBTAINED,Zdobyto
TID_SHOP_INVALIDATED,Wygasło
TID_SHOP_NEED_HERO,Potrzebny zadymiarz
TID_SHOP_EXCLUSIVE,Ekskluzywne
TID_SHOP_ACTIVE,Aktywne
TID_SHOP_CHALLENGE,Wyzwanie
TID_SHOP_CHALLENGE_SOON,Początek za
TID_SHOP_DOUBLE_COINS_TITLE,PODWAJACZ ŻETONÓW
TID_SHOP_DOUBLE_COINS_INFO,Podwoi kolejne
TID_SHOP_DOUBLE_COINS_INFO_2,zdobyte podczas bitew
TID_SHOP_DOUBLE_COINS_INFO_COMBINED,Podwoi <AMOUNT> żetonów zdobytych podczas bitew
TID_SHOP_DOUBLE_COINS_COINS_REMAINING,Pozostałe żetony:
TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2,Masz za mało klejnotów
TID_SHOP_OFFER_PURCHASE_ERROR_3,Oferta została już zakupiona
TID_SHOP_OFFER_PURCHASE_ERROR_4,Nie można kupić tej oferty. Masz już co najmniej jedną rzecz z tej oferty
TID_SHOP_OFFER_TITLE,Oferta z limitem czasu
TID_SHOP_GEM_PACK_1_TITLE,Garść klejnotów
TID_SHOP_GEM_PACK_2_TITLE,Sakiewka klejnotów
TID_SHOP_GEM_PACK_3_TITLE,Plecak klejnotów
TID_SHOP_GEM_PACK_4_TITLE,Wiadro klejnotów
TID_SHOP_GEM_PACK_5_TITLE,Skrzynia klejnotów
TID_SHOP_GEM_PACK_6_TITLE,Góra klejnotów
TID_SHOP_HEROES_OF_RARITY,GWARANTOWANI ZADYMIARZE
TID_SHOP_HERO_OF_RARITY_TITLE,<c<COLOR>><NAME></c> ZADYMIARZ
TID_SHOP_HERO_OF_RARITY_BOX,Skrzynka Zadymiarza
TID_SHOP_HERO_POWER_TITLE,<cffffff>+<AMOUNT></c> MOCY
TID_SHOP_GATCHA_BOXES,SKRZYNKI
TID_SHOP_GATCHA_BOX_1,DUŻA SKRZYNKA
TID_SHOP_GATCHA_BOX_2,SKRZYNKA ZADYMIARZA
TID_SHOP_GATCHA_BOX_3,MEGASKRZYNKA
TID_SHOP_GATCHA_BOX_PURCHASE_ERROR_3,Nie możesz dziś już kupić żadnych skrzynek
TID_SHOP_TICKETS,BILETY NA WYDARZENIE
TID_SHOP_TICKET_PACK_0,Zestaw biletów
TID_SHOP_TICKET_PACK_1,Stos biletów
TID_SHOP_TICKET_PACK_2,Rolka biletów
TID_SHOP_HERO_LVL_UP_MATERIAL_PACKS,PAKIETY MONET
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_0,Garść monet
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_1,Sakiewka monet
TID_SHOP_HERO_LVL_UP_MATERIAL_PACK_2,Torba monet
TID_HERO_LVL_MATERIAL_RECEIVED,Zakupiono <AMOUNT> monet
TID_SHOP_DAILY_OFFERS,OFERTY DNIA
TID_SHOP_SKINS,PRZEBRANIA
TID_SHOP_BRAWLIDAYS_SKINS,PRZEBRANIA NA ŚWIĘTA Z BRAWL STARS
TID_SHOP_LUNAR_BRAWL_SKINS,PRZEBRANIE Z OKAZJI CHIŃSKIEGO NOWEGO ROKU
TID_SHOP_BRAWLOWEEN_SKINS,PRZEBRANIA NA BRAWL-O-WEEN
TID_SHOP_ARCHIVE_SKINS,PRZEBRANIA Z ARCHIWUM
TID_SHOP_ARCHIVE_SKINS_RARE,RZADKA SZANSA!
TID_SHOP_ARCHIVE_SKINS_LAST,OSTATNIA SZANSA!
TID_SHOP_LEGENDARY_SKINS,GWIEZDNY SKLEP
TID_SHOP_STAR_BOXES,GWIEZDNE SKRZYNKI
TID_SHOP_FREE,ZA DARMO
TID_SHOP_CLAIM,ODBIERZ
TID_SHOP_NEW_DAILY_OFFERS_AVAILABLE_IN,<TIME>
TID_SHOP_TICKETS_AVAILABLE_FOR,<TIME>
TID_SHOP_DISCOUNT,-<AMOUNT>%
TID_SHOP_OFFER_TITLE_0,DARMOWA SKRZYNKA
TID_SHOP_OFFER_TITLE_1,MONETY
TID_SHOP_OFFER_TITLE_6,SKRZYNKA ZADYMIARZA
TID_SHOP_OFFER_TITLE_7,BILETY
TID_SHOP_OFFER_TITLE_8,PUNKTY MOCY
TID_SHOP_OFFER_TITLE_9,PODWAJACZ ŻETONÓW
TID_SHOP_OFFER_TITLE_10,MEGASKRZYNKA
TID_SHOP_OFFER_TITLE_12,PUNKTY MOCY
TID_SHOP_OFFER_TITLE_14,DUŻA SKRZYNKA
TID_SHOP_OFFER_TITLE_15,SKRZYNKA ZADYMIARZA
TID_SHOP_OFFER_TITLE_16,KLEJNOTY
TID_SHOP_OFFER_TITLE_17,GWIEZDNE PUNKTY
TID_SHOP_OFFER_TITLE_19,NOWA ODZNAKA
TID_SHOP_OFFER_TITLE_20,ZESTAW ODZNAK
TID_SHOP_OFFER_TITLE_21,PAKIET ODZNAK
TID_SHOP_OFFER_TITLE_22,PAKIET ODZNAK DLA:
TID_SHOP_OFFER_TITLE_23,<RARITY> ODZNAKA
TID_SHOP_OFFER_TITLE_27,PAKIET ODZNAK (<RARITY>)
TID_EMOTE_RARITY_0,ZWYKŁA
TID_EMOTE_RARITY_1,RZADKA
TID_EMOTE_RARITY_2,EPICKA
TID_EMOTE_RARITY_3,LEGENDARNA
TID_SHOP_OFFER_DESC_GOLD,"Korzystaj z monet, aby ulepszać swoich Zadymiarzy"
TID_SHOP_OFFER_ANY_BRAWLER,NA KAŻDEGO\nZADYMIARZA
TID_SHOP_OFFER_ANY_BRAWLER_DESC,Na każdego zadymiarza!
TID_PURCHASE_OFFER_POPUP_TITLE,Potwierdź zakup
TID_PURCHASE_OFFER_POPUP_TITLE_FREE,Darmowa nagroda
TID_SHOP_OFFER_NEW_HERO_LABEL,ZADYMIARZ
TID_SHOP_OFFER_NEW_SKIN_LABEL,PRZEBRANIE
TID_SHOP_OFFER_CLUB_SKIN_LABEL,PRZEBRANIE KLUBU
TID_SHOP_OFFER_HERO_POWER_TITLE,PUNKTY MOCY
TID_SHOP_TICKET_PURCHASE_ERROR_4,Zakup niemożliwy. W ramach wydarzenia dozwolony jest 1 zakup na pakiet
TID_SHOP_OFFER_NEW,NOWOŚĆ
TID_GATCHA_BOX_TITLE_2,SKRZYNKA ZADYMIARZA
TID_GATCHA_BOX_TITLE_3,MEGASKRZYNKA
TID_SHOP_HERO_PURCHASE_CONFIRM_LABEL,NOWY ZADYMIARZ
TID_GATCHA_BOX_INFO_2,Zawiera Zawiera nowego Zadymiarza lub gadżet lub gwiezdną moc albo monety i punkty mocy dla dwóch Zadymiarzy. Niektóre skrzynki zawierają dodatkowo podwajacz żetonów!
TID_GATCHA_BOX_INFO_3,\n\n<AMOUNT> razy większa od skrzynki Zadymiarza.
TID_SHOP_OFFER_INFO_0,Zupełnie za darmo. Skorzystaj z okazji!
TID_SHOP_OFFER_INFO_1,Zawiera <AMOUNT> monet. Użyj monet do ulepszania swoich Zadymiarzy.
TID_SHOP_OFFER_INFO_2,Odblokuj losowego Zadymiarza z kategorii: <RARITY>.
TID_SHOP_OFFER_INFO_3,Odblokuj nowego Zadymiarza!
TID_SHOP_OFFER_INFO_6,"Skrzynki Zadymiarzy mogą zawierać Zadymiarzy, punkty mocy, monety i wiele innych rzeczy!"
TID_SHOP_OFFER_INFO_7,"Zawiera <AMOUNT> biletów na wydarzenia. Wykorzystaj bilety na wydarzenia, aby zagrać w wydarzeniach biletowanych."
TID_SHOP_OFFER_INFO_8,"Zawiera <AMOUNT> pkt. mocy. Zbieraj punkty mocy, aby odblokować ulepszenia dla Zadymiarzy!"
TID_SHOP_OFFER_INFO_9,Podwoi kolejne <AMOUNT> żetonów zdobytych podczas bitew.
TID_SHOP_OFFER_INFO_10,Megaskrzynki zawierają dziesięć razy więcej fantów niż zwykłe skrzynki Zadymiarza!
TID_SHOP_OFFER_INFO_12,"Możesz wybrać Zadymiarza, który otrzyma punkty mocy"
TID_SHOP_OFFER_INFO_13,Miejsce na odblokowanie nowego wydarzenia
TID_SHOP_OFFER_INFO_14,Duże skrzynki zawierają trzy razy więcej fantów niż zwykłe skrzynki Zadymiarza!
TID_SHOP_OFFER_INFO_16,Zawiera <AMOUNT> klejnotów
TID_SHOP_OFFER_INFO_18,Odblokuj MISJE i otrzymaj więcej Tokenów za Karnet Zadymiarski
TID_SHOP_OFFER_INFO_19,Nowa odznaka dla: <BRAWLER>!
TID_SHOP_OFFER_INFO_20,Zawiera zestaw <AMOUNT> odznak. Używaj ich do komunikacji z innymi graczami!
TID_SHOP_OFFER_INFO_21,Pakiet zawiera 2 zwykłe odznaki i 1 rzadką lub epicką odznakę dla dowolnego z odblokowanych Zadymiarzy. Prawdopodobieństwo otrzymania danej odznaki wygląda następująco:\nRzadka odznaka: <Rare>%\nEpicka odznaka:<Epic>%
TID_SHOP_OFFER_INFO_22,Pakiet zawiera 2 zwykłe odznaki i 1 rzadką lub epicką odznakę dla <BRAWLER>. Prawdopodobieństwo otrzymania danej odznaki wygląda następująco:\n\nRzadka odznaka:<Rare>%\nEpicka odznaka:<Epic>%
TID_SHOP_OFFER_INFO_23,Zawiera 1 nową odznakę (<RARITY>). Używaj odznak do komunikacji z innymi graczami.
TID_SHOP_OFFER_INFO_27,Zawiera 3 nowe odznaki (<RARITY>). Używaj ich do komunikacji z innymi graczami!
TID_SHOP_OFFER_INFO_30,Odblokuj nowego Zadymiarza ulepszonego do poziomu <LVL>!
TID_SHOP_OFFER_INFO_31,Odblokuj losowego Zadymiarza <RARITY> ulepszonego do poziomu <LVL>!
TID_SHOP_OFFER_INFO_32,"Użyj żetonów wyposażenia, aby wytwarzać i ulepszać wyposażenie!"
TID_SHOP_OFFER_INFO_33,"Użyj złomu, aby wytwarzać i ulepszać wyposażenie!"
TID_SHOP_OFFER_HOR_NEW,NOWOŚĆ
TID_SHOP_OFFER_HOR_RARITY,<c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_BRAWLER,ZADYMIARZ
TID_SHOP_OFFER_HOR_POPUP_RARITY,NOWOŚĆ <c<COLOR>><NAME></c>
TID_SHOP_OFFER_HOR_POPUP_BRAWLER,ZADYMIARZ
TID_SHOP_SKIN_OFFER,OFERTA NA PRZEBRANIE
TID_SHOP_OFFER_EXPIRED,Oferta wygasła
TID_SKINS_AD_TITLE,DOSTĘPNE NOWE PRZEBRANIA
TID_SKINS_AD_OK,OK
TID_SKINS_AD_INFO,Sprawdź nowe przebrania na ekranie Zadymiarzy!
TID_TERMS_OF_SERVICE_BUTTON,Regulamin
TID_IMMUNE,Odporny
TID_BATTLE_END_PROCEED,DALEJ
TID_HINT_TAP_TO_MOVE_1,Zbierz <ce662f9>KLEJNOTY</c> znajdujące się na środku mapy
TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1,Wyceluj swój superatak we wroga!
TID_HINT_SHOOT_1,<ce662f9>KLEJNOTY</c> wyskakują z otworu na samym środku!
TID_HINT_DRAG_TO_ULTI_1,"Teraz odpal swój superatak, używając czerwonego przycisku."
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE,Nowy login do konta Game Center
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT,Czy chcesz zapisać swoją obecną grę na koncie Game Center?
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE,Alert konta Google
TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT,Czy chcesz wczytać grę użytkownika <name> na <number>. poziomie doświadczenia? Ostrzeżenie: postęp w bieżącej grze zostanie utracony.
TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE,Wczytać grę?
TID_BUTTON_VILLAGE_LOAD,Wczytaj
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE,Alert Game Center
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT,Czy chcesz wczytać grę użytkownika <name> na <number>. poziomie doświadczenia? Ostrzeżenie: postęp w bieżącej grze zostanie utracony.
TID_BUTTON_AVATAR_LOAD,Wczytaj
TID_SETTINGS_SCREEN_TITLE,Ustawienia
TID_SETTINGS_MUSIC,MUZYKA
TID_SETTINGS_SFX,EFEKTY DŹWIĘKOWE
TID_SETTINGS_OFF,WYŁ.
TID_SETTINGS_ON,WŁ.
TID_SETTINGS_LANGUAGE,JĘZYK
TID_ACCOUNT,Urządzenia
TID_LINK_DEVICE_BUTTON,Podłącz urządzenie
TID_SETTINGS_FACEBOOK,ZNAJOMI
TID_CHANGE_NAME_BUTTON,Zmień imię
TID_CREDITS_BUTTON,Twórcy
TID_PRIVACY_POLICY_BUTTON,Polityka prywatności
TID_PARENTS_GUIDE_BUTTON,Przewodnik dla rodziców
TID_MULTIDEVICE_INFO,"Zaloguj się przy użyciu konta Game Center, aby zapisać swoje postępy i grać na różnych urządzeniach z systemem iOS."
TID_SETTINGS_GOOGLE,Logowanie do Google Play
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED,Połączono
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED,Połącz
TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP,POŁĄCZONO
TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP,POŁĄCZ
TID_FAQ_BUTTON,Pomoc i wsparcie
TID_ABOUT_TERMS,Korzystanie z tego oprogramowania podlega Regulaminowi i Polityce prywatności dostępnym na stronie internetowej www.supercell.com.
TID_ABOUT,Twórcy\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2021 Supercell Ltd. Wszelkie prawa zastrzeżone.\n<extracopyright>\n<terms>
TID_IAP_TRANSACTION_PENDING,Prosimy o cierpliwość. Transakcja oczekuje na realizację.
TID_RATE_APP_TITLE,Oceń grę Brawl Stars
TID_RATE_APP_MESSAGE,Oceń grę Brawl Stars albo napisz jej recenzję w sklepie App Store. Chcielibyśmy poznać Twoją opinię!
TID_BUTTON_RATE_APP_LATER,Nie teraz
TID_BUTTON_RATE_APP_REVIEW,Oceń
TID_BUTTON_RATE_APP_NEVER,Nigdy
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE,Odblokowanie konta jest niemożliwe
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE,Odblokowanie konta jest w tej chwili niemożliwe. Spróbuj ponownie później!
TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON,Spróbuj ponownie
TID_ACCOUNT_LOCKED_INVALID_CODE,Błędny kod odblokowania!
TID_ACCOUNT_LOCKED_TITLE,Konto zablokowane
TID_ACCONT_LOCKED_TEXT,"Twoje konto zostało zablokowane z powodów bezpieczeństwa. Aby je odzyskać, skontaktuj się z działem wsparcia."
TID_ACCOUNT_LOCKED_TEXT2,Wprowadź kod odblokowujący:
TID_HERO_LIST_CONFIRM_GEM_GATCHA,"Stuknij, aby potwierdzić"
TID_NOT_ENOUGH_GEMS_TITLE,Masz za mało klejnotów
TID_NOT_ENOUGH_GEMS_INFO,"\n\nNie masz klejnotów. Odwiedź sklep, aby je zdobyć."
TID_NOT_ENOUGH_GEMS_GO_TO_SHOP,Przejdź do sklepu
TID_COIN_DOUBLER_TITLE,Kup podwajacz żetonów
TID_COIN_DOUBLER_TITLE_WITH_COINS,Dodaj żetony do podwajacza żetonów
TID_COIN_DOUBLER_INFO,Podwoi kolejne <c2edd1b><AMOUNT></c> żetonów zdobytych podczas bitew.
TID_COIN_DOUBLER_INFO_WITH_COINS,Dodaj <c2edd1b><AMOUNT></c> żetonów do podwajacza.\n\nPodwajacz żetonów podwaja liczbę żetonów zdobywanych w bitwach.
TID_GEM_PRICE_OK,<COST>
TID_GEM_PRICE_WARN,<COST>
TID_STAT_PER_DYNAMITE,Obrażenia od dynamitu
TID_STARS_1,Uwaga: masz <ce662f9>KLEJNOT</c>!
TID_STARS_2,Uwaga: masz <ce662f9>KLEJNOTY</c>!
TID_STARS_3,Uwaga: masz sporo <ce662f9>KLEJNOTÓW</c>!
TID_STARS_4,Uwaga: masz mnóstwo <ce662f9>KLEJNOTÓW</c>!
TID_GATCHA_BUTTON_TITLE,SKRZYNKA ZADYMIARZA
TID_1ST_WIN_CHEST_BUTTON_TITLE,DUŻA SKRZYNKA
TID_EVENT_LOCKED,Brak dostępu
TID_SPECIAL_EVENT_TITLE_TOP,WYDARZENIE SPECJALNE:
TID_SPECIAL_EVENT_STATUS_ACTIVE,aktywne przez
TID_SPECIAL_EVENT_STATUS_FUTURE,rozpoczyna się za
TID_EVENT_COMING_UP_INFO,To wydarzenie zostanie otwarte za <TIME>
TID_ROCKET_BEACH_SKIN,PLAŻOWICZ BROCK
TID_CACTUS_PINK_SKIN_OLD,RÓŻOWY SPIKE
TID_SHAMAN_PANDA_SKIN,PANDA NITA
TID_CROW_WHITE_SKIN,BIAŁY KRUK
TID_BULL_HAIR_SKIN,WIKING BULL
TID_TRICKSHOT_GOLD_SKIN_OLD,ZŁOTY MEDALISTA RICOCHET
TID_BARKEEP_GOLD_SKIN,ZŁOTY BARLEY
TID_GUNSLINGER_ROCKSTAR_SKIN,ROCKMAN COLT
TID_STAT_HEAL,Wylecz
TID_LUCHADOR_RUDO_SKIN,EL RUDO PRIMO
TID_HERO_INFO_PURCHASE_SKIN_LABEL,Kup
TID_EVENTS_NEW_EVENT,Nowe wydarzenie
TID_SETTINGS_BRAWLHINTS,Podpowiedzi na temat bitwy
TID_COLLECTED_COINS_INFO,Udało Ci się zebrać <CURRENT> żetonów z maksymalnie <MAX> w lokalizacji <PLANET>
TID_COLLECTED_COINS_INFO_CAPPED,Udało Ci się zebrać wszystkie dostępne żetony w lokalizacji <PLANET>
TID_TICKET_COUNTER_INFO,Zadyma w tym miejscu tylko z biletami!
TID_NOT_ENOUGH_TICKETS,Za mało biletów
TID_EVENT_LIST_GAME_ROOMS,NOWA DRUŻYNA
TID_EVENT_LIST_WELCOME,Witaj w Brawl Stars!
TID_COOP,Walka w trybie kooperacji
TID_COOP_NOT_SUPPORTED,Walka w trybie kooperacji nie jest możliwa w tym wydarzeniu
TID_PRACTISE_NOT_SUPPORTED,Ćwiczenia nie są możliwe w tym wydarzeniu
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE,Nowe logowanie za pomocą Facebooka
TID_BIND_TO_NEW_FACEBOOK_ACCOUNT,Czy chcesz połączyć swoją obecną grę z tym kontem na Facebooku?
TID_BUTTON_OKAY,OK
TID_SELECT_PLAYER_THUMBNAIL_FAIL_4,Ta ikona wymaga postaci\n<HERO>
TID_HERO_PORTRAIT_CRAFT_COST,<cffffff><COST></c>
TID_HERO_PORTRAIT_CRAFT_COST_NEG,<c999999><COST></c>
TID_EVENT_POPUP_CREATE_TEAM_INFO,Zaproś znajomych\ni graj z nimi
TID_EVENT_POPUP_HIGHSTAKES_INFO,"Możesz wydać wiele biletów na jedną grę, aby otrzymać lepsze nagrody."
TID_EVENT_POPUP_GMV_LABEL_TEAM,3 NA 3
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE,Ostatni na placu boju
TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT,5 NA 1
TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL,Trzech graczy kontra robobandyci
TID_HIGHSTAKES_REWARDS,Nagrody ×<COUNT>
TID_HIGHSTAKES_COST,Bilety: <COUNT>
TID_POPUP_ANDROID_EXIT_TITLE,Wyjść z gry Brawl Stars?
TID_POPUP_ANDROID_EXIT,Czy na pewno chcesz wyjść z gry Brawl Stars?
TID_ROOM_NOT_SUPPORTED,Drużyny nie mogą brać udziału w tym wydarzeniu
TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,Zakup nie powiódł się
TID_ERROR_POP_UP_PURCHASE_FAILED,Serwer rozliczeniowy nie odpowiada. Spróbuj ponownie później.
TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON,OK
TID_IAP_NOT_AVAILABLE,Włącz zakupy w aplikacji w ustawieniach swojego urządzenia.
TID_NEWS_TITLE,AKTUALNOŚCI
