"TID_SETTINGS_GOOGLE","Đăng nhập Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Đã kết nối"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Kết nối"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","ĐÃ KẾT NỐI"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","KẾT NỐI"
"TID_FAQ_BUTTON","Trợ giúp và hỗ trợ"
"TID_ABOUT_TERMS","Mọi việc sử dụng phần mềm này phải tuân thủ các Điều khoản, Điều kiện và Chính sách Quyền riêng tư được đăng tại www.supercell.com."
"TID_ABOUT","Tác giả\n\n<names>\n\nBrawl Stars ™ <version>\nBản quyền 2016-2020 Supercell Ltd. Bảo lưu mọi quyền.\n<extracopyright>\n<terms>"
"TID_IAP_TRANSACTION_PENDING","Vui lòng đợi. Giao dịch đang chờ xử lý."
"TID_RATE_APP_TITLE","Đánh giá Brawl Stars"
"TID_RATE_APP_MESSAGE","Hãy đánh giá hoặc nhận xét Brawl Stars trên App Store để cho chúng tôi những thông tin phản hồi quý báu nhé!"
"TID_BUTTON_RATE_APP_LATER","Để sau"
"TID_BUTTON_RATE_APP_REVIEW","Nhận xét"
"TID_BUTTON_RATE_APP_NEVER","Không bao giờ"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Không thể mở khóa tài khoản"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Hiện tại không thể mở khóa tài khoản. Vui lòng thử lại sau!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Thử lại"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Mã mở khóa không hợp lệ!"
"TID_ACCOUNT_LOCKED_TITLE","Tài khoản đã bị khóa"
"TID_ACCONT_LOCKED_TEXT","Tài khoản của bạn đã bị khóa vì lý do bảo mật. Vui lòng liên hệ bộ phận hỗ trợ để khôi phục tài khoản."
"TID_ACCOUNT_LOCKED_TEXT2","Nhập mã mở khóa ở đây:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Nhấn để xác nhận"
"TID_NOT_ENOUGH_GEMS_TITLE","Không có đủ Ngọc"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nBạn đã hết Ngọc. Hãy đến Cửa hàng để mua thêm!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Vào Cửa hàng"
"TID_COIN_DOUBLER_TITLE","Mua Bộ nhân đôi Thẻ"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Thêm Thẻ vào Bộ nhân đôi Thẻ"
"TID_COIN_DOUBLER_INFO","Nhân đôi <c2edd1b><AMOUNT></c> Thẻ tiếp theo bạn kiếm được từ các Trận đấu."
"TID_COIN_DOUBLER_INFO_WITH_COINS","Thêm <c2edd1b><AMOUNT></c> Thẻ vào Bộ Nhân đôi Thẻ của bạn.\n\nBộ Nhân đôi Thẻ sẽ nhân đôi số Thẻ bạn kiếm được từ trận đấu."
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Sát thương mỗi quả pháo"
"TID_STARS_1","Chú ý: bạn có <ce662f9>NGỌC</c> đấy!"
"TID_STARS_2","Chú ý: bạn có <ce662f9>NGỌC</c> đấy!"
"TID_STARS_3","Chú ý: bạn có rất nhiều <ce662f9>NGỌC</c> đấy!"
"TID_STARS_4","Chú ý: bạn có rất rất rất nhiều <ce662f9>NGỌC</c> đấy!"
"TID_GATCHA_BUTTON_TITLE","HỘP BRAWL"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","HỘP LỚN"
"TID_EVENT_LOCKED","Bị khóa"
"TID_SPECIAL_EVENT_TITLE_TOP","SỰ KIỆN ĐẶC BIỆT:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","kích hoạt trong"
"TID_SPECIAL_EVENT_STATUS_FUTURE","sẽ bắt đầu sau"
"TID_EVENT_COMING_UP_INFO","Sự kiện này sẽ bắt đầu sau: <TIME>"
"TID_ROCKET_BEACH_SKIN","BROCK BÃI BIỂN"
"TID_CACTUS_PINK_SKIN_OLD","SPIKE HỒNG"
"TID_SHAMAN_PANDA_SKIN","NITA GẤU TRÚC"
"TID_CROW_WHITE_SKIN","QUẠ TRẮNG"
"TID_BULL_HAIR_SKIN","BULL VIKING"
"TID_TRICKSHOT_GOLD_SKIN_OLD","RICOCHET HUY CHƯƠNG VÀNG"
"TID_BARKEEP_GOLD_SKIN","BARLEY VÀNG"
"TID_GUNSLINGER_ROCKSTAR_SKIN","NGÔI SAO NHẠC ROCK COLT"
"TID_STAT_HEAL","Máu"
"TID_LUCHADOR_RUDO_SKIN","EL RUDO PRIMO"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","Mua"
"TID_EVENTS_NEW_EVENT","Sự kiện mới!"
"TID_SETTINGS_BRAWLHINTS","Mẹo cho Trận chiến"
"TID_COLLECTED_COINS_INFO","Bạn đã thu thập <CURRENT> Thẻ trên tổng số từ <MAX> đến <PLANET>"
"TID_COLLECTED_COINS_INFO_CAPPED","Bạn đã thu thập tất cả Thẻ có trên <PLANET>"
"TID_TICKET_COUNTER_INFO","Dùng Vé để chiến đấu ở đây!"
"TID_NOT_ENOUGH_TICKETS","Không đủ vé"
"TID_EVENT_LIST_GAME_ROOMS","ĐỘI MỚI"
"TID_EVENT_LIST_WELCOME","Chào mừng đến với Brawl Stars!"
"TID_COOP","Phối hợp Chiến đấu"
"TID_COOP_NOT_SUPPORTED","Phối hợp Chiến đấu không được hỗ trợ trong sự kiện này"
"TID_PRACTISE_NOT_SUPPORTED","Luyện tập không được hỗ trợ trong sự kiện này"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Đăng nhập Facebook mới"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Bạn có muốn liên kết trò chơi hiện tại với tài khoản Facebook này không?"
"TID_BUTTON_OKAY","Ok"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Cần có <HERO> cho biểu tượng này"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Hãy mời bạn bè và\ncùng nhau chiến đấu"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","Bạn có thể sử dụng nhiều vé cho mỗi trận chiến để có phần thưởng tốt hơn."
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Người sống sót Duy nhất"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","Ba người chơi đối đầu Kẻ cướp Rô bốt"
"TID_HIGHSTAKES_REWARDS","Phần thưởng x<COUNT>"
"TID_HIGHSTAKES_COST","Vé: <COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Thoát Brawl Stars?"
"TID_POPUP_ANDROID_EXIT","Bạn có chắc muốn thoát Brawl Stars không?"
"TID_ROOM_NOT_SUPPORTED","Đội không được hỗ trợ trong sự kiện này"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Mua thất bại"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Máy chủ thanh toán không phản hồi. Vui lòng thử lại sau."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_IAP_NOT_AVAILABLE","Vui lòng bật tính năng Mua trong ứng dụng ở phần cài đặt hạn chế của thiết bị."
"TID_NEWS_TITLE","TIN TỨC"
"TID_STAT_DAMAGE_PER_ARROW","Sát thương mỗi mũi tên"
"TID_STAT_DAMAGE_PER_MINE","Sát thương mỗi bẫy"
"TID_STAT_DAMAGE_PER_SPIKE","Sát thương mỗi chiếc gai"
"TID_STAT_DAMAGE_PER_DAGGER","Sát thương mỗi phát dao"
"TID_FRIENDS_FACEBOOK_CONNECTED","Đã kết nối Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Hãy kết nối với Facebook để xem bạn bè Facebook của bạn ở đây!"
"TID_FRIENDS_CONNECT_INFO","Liên kết với mạng xã hội để gặp bạn bè ở đây!"
"TID_FRIENDS_NO_FRIENDS","Không có bạn bè"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","GỬI YÊU CẦU KẾT BẠN"
"TID_FRIENDS_TITLE_1_NO_COUNT","BẠN BÈ"
"TID_FRIENDS_TITLE_1","BẠN BÈ (<COUNT>)"
"TID_FRIENDS_TITLE_2","BẠN BÈ ĐƯỢC ĐỀ XUẤT"
"TID_FRIENDS_TITLE_3","LỜI MỜI KẾT BẠN"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","ĐÃ CÙNG NHAU ĐẤU <COUNT> TRẬN GẦN ĐÂY"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","ĐÃ CÙNG NHAU ĐẤU 1 TRẬN GẦN ĐÂY"
"TID_FRIENDS_NO_ENTRIES_TAB_2","KHÔNG CÓ ĐỀ XUẤT BẠN BÈ NÀO"
"TID_FRIENDS_NO_ENTRIES_TAB_3","KHÔNG CÓ LỜI MỜI KẾT BẠN NÀO"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","Không thể xóa bạn bè từ mạng xã hội của bạn."
"TID_FRIEND_REQUEST_ACCEPT","CHẤP NHẬN"
"TID_FRIEND_REQUEST_REJECT","TỪ CHỐI"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","TỪ MỘT CÂU LẠC BỘ"
"TID_FRIEND_REQUEST_REASON_2","TỪ MỘT ĐỘI"
"TID_FRIEND_REQUEST_REASON_3","ĐÃ CÙNG NHAU ĐẤU <AMOUNT> TRẬN GẦN ĐÂY"
"TID_FRIEND_REQUEST_REASON_4","ĐÃ CÙNG NHAU ĐẤU <AMOUNT> TRẬN GẦN ĐÂY"
"TID_FRIEND_POPOVER_PROFILE","HỒ SƠ"
"TID_FRIEND_POPOVER_REMOVE","XÓA"
"TID_FRIEND_POPOVER_SPECTATE","XEM"
"TID_FRIEND_POPOVER_YOU","Đây là bạn"
"TID_REMOVE_FRIEND_POPUP_REMOVE","XÓA"
"TID_REMOVE_FRIEND_POPUP_CANCEL","HỦY"
"TID_REMOVE_FRIEND_POPUP_TITLE","XÁC NHẬN XÓA BẠN BÈ"
"TID_REMOVE_FRIEND_POPUP_BODY","Bạn có chắc chắn muốn xóa <NAME> ra khỏi danh sách bạn bè không?"
"TID_UNLOCK_SKIN_CONTENT","\n\nMUA TRANG PHỤC <NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Mất kết nối"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Một thiết bị khác đang kết nối với phần chơi này."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Tải lại"
"TID_BAD_CONNECTION","Kết nối mạng kém"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Thông báo Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Tài khoản Facebook này đã được liên kết với một phần chơi Brawl Stars khác. Bạn có muốn liên kết tài khoản này với phần chơi hiện tại không?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","Cảnh báo Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","Tài khoản Kakao này đã được liên kết với một phần chơi Brawl Stars khác. Bạn có muốn liên kết tài khoản này với phần chơi hiện tại không?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","Cảnh báo LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","Tài khoản LINE này đã được liên kết với một phần chơi Brawl Stars khác. Bạn có muốn liên kết tài khoản này với phần chơi hiện tại không?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Đã nhận phần thưởng sự kiện miễn phí"
"TID_GEM_BUY_CONFIRMATION","Đã nhận <AMOUNT> ngọc!"
"TID_BLOCKED_TEAM_READY","Không thể hiển thị khi đã sẵn sàng"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","Không thể gửi lời mời khi đã SẴN SÀNG"
"TID_SHOTGUN_BANDITA_SKIN","NỮ TẶC SHELLY"
"TID_SHUTDOWN_STARTED","Trò chơi sắp đóng để nghỉ bảo trì nhanh sau 5 phút nữa."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau vài tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng vài tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng một tiếng rưỡi."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng một tiếng."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng <value> phút."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng vài phút."
"TID_SHUTDOWN_BATTLE_DISABLED","Trò chơi sẽ đóng để bảo trì trong vài phút nữa. Không thể bắt đầu một phần chơi mới cho đến khi thời gian bảo trì kết thúc."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Nhập vào mã đội."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Bạn không có quyền truy cập để chấp nhận hay từ chối yêu cầu gia nhập."
"TID_CLAN_RESPONSE_71","Thành viên cấp cao có thời gian chờ giữa các lần khai trừ"
"TID_STAT_MAX_DAMAGE","Sát thương ở tầm xa nhất"
"TID_STAT_DAMAGE_PER_BOMB","Sát thương mỗi quả lựu đạn"
"TID_ELDER_KICK_FAIL_COOLDOWN","Bạn đã khai trừ một thành viên Câu lạc bộ gần đây. Hãy thử lại trong <time>."
"TID_LUCHADOR_KING_SKIN","EL REY PRIMO"
"TID_PLAYER_DEFEATED_BR","Đã đánh bại Chiến binh Brawl"
"TID_BALL_1","Sân bóng Sau nhà"
"TID_HINT_GET_BALL","Giành lấy <cdaa520>Quả bóng</c>!"
"TID_LASER_BALL_INTRO_TEXT","Ghi 2 bàn để chiến thắng"
"TID_AFK_WARNING","Cảnh báo nhàn rỗi! Vui lòng di chuyển!"
"TID_AFK_DISCONNECTED_MSG","Bạn đã bị mất kết nối với trận đấu vì đã không di chuyển hoặc do mạng yếu"
"TID_AFK_BANNED_MSG","Bạn đã bị cấm trong trận đấu hiện tại vì không di chuyển hoặc do kết nối mạng kém. Bạn sẽ được phép quay trở lại trò chơi khi trận đấu kết thúc."
"TID_AFK_DISCONNECTED_TITLE","Mất kết nối vì không di chuyển"
"TID_AFK_BANNED_TITLE","Đã bị cấm trong trận đấu"
"TID_AFK_RELOAD","Tải lại"
"TID_GAME_MODE_7","TRÒ CHƠI LỚN"
"TID_GAME_MODE_7_DESC","Năm người chơi sẽ cố gắng tiêu diệt CHIẾN BINH BRAWL TO LỚN.\n\nKhi là CHIẾN BINH BRAWL TO LỚN, bạn sẽ có ưu thế hỏa lực cực mạnh và lượng máu khổng lồ. Hãy chống lại những tên thợ săn và trụ lại trong trận đấu càng lâu càng tốt!\n\nKhi là một trong năm thợ săn, bạn cần phải phối hợp cùng cả đội để tiêu diệt tên CHIẾN BINH BRAWL TO LỚN trước khi hết giờ!"
"TID_BOSS_INTRO_TEXT_ATTACK","Đánh bại CHIẾN BINH BRAWL TO LỚN!"
"TID_BOSS_INTRO_TEXT_DEFEND","Bạn là CHIẾN BINH BRAWL TO LỚN!"
"TID_BOSS_1","Hẻm núi Tai ương"
"TID_SEASON_END_POPUP_TITLE","GIẢI ĐẤU CÚP ĐÃ KẾT THÚC"
"TID_SEASON_END_POPUP_REWARD","PHẦN THƯỞNG GIẢI ĐẤU CÚP"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","Thay đổi quan trọng!"
"TID_COIN_META_MIGRATION_OK","HƯỚNG DẪN CÁCH CHƠI"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars có một hệ thống nâng cấp mới, trong đó các Chiến binh Brawl có thể thăng cấp sau khi có đủ số Điểm Sức mạnh. Tiến trình mà bạn đã đạt sẽ được chuyển đổi thành Cấp độ của Chiến binh Brawl."
"TID_COIN_META_MIGRATION_TXT_2","Bạn nhận được Hộp Brawl thay cho các Thẻ Nâng cấp chưa sử dụng và một số vật phẩm khác để bảo đảm bạn không bị mất tiến trình."
"TID_COIN_META_MIGRATION_TXT_3","Trò chơi hiện được chơi ở chế độ màn hình ngang và được điều khiển bởi hai cần điều khiển."
"TID_COIN_META_MIGRATION_TXT_4","BỘ CƯỜNG HÓA XU hiện không còn trong trò chơi nữa và đã được chuyển đổi thành ngọc."
"TID_BOLTS_MIGRATION_TITLE","Thay đổi quan trọng!"
"TID_BOLTS_MIGRATION_OK","Ok"
"TID_BOLTS_MIGRATION_INFO","Hệ thống nâng cấp Chiến binh Brawl mới không còn sử dụng Tiên dược nữa. Bạn đã được hoàn lại <BOLTS> Thẻ Nâng cấp thay cho Tiên dược và các nâng cấp Chiến binh Brawl trước đây của mình. Hãy sử dụng Thẻ Nâng cấp để nâng cấp Chiến binh Brawl của bạn nhé!\n\nNhân đôi Chiến binh Brawl và Chíp cũng đã bị xóa bỏ khỏi trò chơi. Bạn đã được hoàn lại <GEMS> Ngọc thay cho số Chíp. Chúc bạn chơi vui vẻ!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","TIÊN DƯỢC CỦA BẠN ĐÃ TRỞ THÀNH THẺ NÂNG CẤP"
"TID_BOLTS_MIGRATION_CHIP_GEM","CHÍP CỦA BẠN ĐÃ ĐƯỢC CHUYỂN ĐỔI THÀNH NGỌC"
"TID_STAT_HEALING_PER_SEC","Hồi máu mỗi giây"
"TID_STAT_DAMAGE_PER_CARD","Sát thương mỗi thẻ bài"
"TID_OVERTIME","Quá giờ!"
"TID_STARTER_PACK_XP_REQ","Ưu đãi đặc biệt vì đã đạt điểm kinh nghiệm cấp <XPLEVEL>"
"TID_VALUE","giá trị"
"TID_SHOP_ONE_TIME_PURCHASE","Đây là ưu đãi giao dịch mua MỘT lần!"
"TID_HINT_MAKE_GOAL_1","KÉO <ccc0033>NÚT ĐIỀU KHIỂN MÀU ĐỎ</c> để nhắm vào Bóng!"
"TID_BALL_2","Bộ ba Dắt bóng"
"TID_BALL_3","Sân bóng"
"TID_STARTER_PACK_1","Gói cấp 5"
"TID_STARTER_PACK_2","Gói cấp 15"
"TID_STARTER_PACK_3","Gói cấp 25"
"TID_IAP_XMAS2018_PACK","Gói Dịp lễ"
"TID_IAP_XMAS2018_PACK_DESC","Ho Ho Ho!"
"TID_STARTER_PACK_0","Gói Chào mừng"
"TID_STARTER_PACK_0_DESC","Chào mừng bạn đến với Brawl Stars"
"TID_IAP_LNY2019_PACK","Ưu đãi Tết Nguyên Đán"
"TID_IAP_LNY2019_PACK_DESC","Mừng Tết Nguyên Đán"
"TID_IAP_MARCH2019_PACK","Ưu đãi tháng 3"
"TID_IAP_MARCH2019_PACK_DESC","Ưu đãi này chỉ có một lần!"
"TID_IAP_REFRESHER_PACK_DESC","Ưu đãi này chỉ có một lần!"
"TID_BLACKHOLE_DEFAULT_SKIN","Mặc định"
"TID_GOLD_CAP_HIT","Đã đạt giới hạn thẻ."
"TID_GATCHA_BUTTON_BOX_STACK_FULL","Chồng hộp đã đầy"
"TID_COOP_1","Công viên Pachinko"
"TID_GAME_MODE_8","ĐẠI CHIẾN RÔ BỐT"
"TID_GAME_MODE_8_DESC","Bảo vệ két sắt khỏi lũ Kẻ cướp Ro bốt tham lam!\n\nLũ rô bốt sẽ xông đến để chiếm két sắt từ mọi phía với số lượng ngày càng tăng. Hãy gắng sức bảo vệ két sắt đến khi hết giờ!\n\nĐộ khó của chế độ Kẻ cướp Rô Bốt tăng dần theo từng vòng, bắt đầu từ BÌNH THƯỜNG và tăng dần đến ĐIÊN CUỒNG sau mỗi lần bạn bảo vệ két sắt thành công."
"TID_COOP_INTRO_TEXT","Bảo vệ két sắt!"
"TID_SELECT_EVENT_POPUP_TITLE","Chọn sự kiện"
"TID_BARREL_BOT","DARRYL"
"TID_BARREL_BOT_DESC","Darryl có một đòn tấn công súng hai nòng mạnh mẽ. Tuyệt chiêu của anh ta là liều lĩnh lăn vào trong chiếc thùng nẩy!"
"TID_BARREL_BOT_WEAPON","CẶP SÚNG HAI NÒNG"
"TID_BARREL_BOT_WEAPON_DESC","Hai khẩu súng hai nòng của Darryl sẽ bắn ra 2 phát đạn chênh lệch thời gian, gây ra sát thương rất lớn trong tầm gần."
"TID_BARREL_BOT_ULTI","LĂN THÙNG"
"TID_BARREL_BOT_ULTI_DESC","Darryl nằm trong thùng, lăn về phía trước, tấn công địch và bật khỏi các bức tường. Tuyệt chiêu của anh sẽ tự nạp lại!"
"TID_ARTILLERY_DUDE","PENNY"
"TID_ARTILLERY_DUDE_DESC","Penny bắn ra túi xu, gây sát thương lên mục tiêu và bất kỳ ai đứng sau. Tuyệt chiêu của cô là một trụ pháo phong cách súng cối!"
"TID_ARTILLERY_DUDE_WEAPON","SÚNG HỎA MAI"
"TID_ARTILLERY_DUDE_WEAPON_DESC","Bắn ra một túi vàng giả. Nếu chiếc túi này rơi trúng kẻ địch thì nó sẽ nổ tung và bắn tung tóe các đồng xu vào mục tiêu ở phía sau kẻ địch đầu tiên."
"TID_ARTILLERY_DUDE_ULTI","ĐẠI BÁC TRUYỀN THỐNG"
"TID_ARTILLERY_DUDE_ULTI_DESC","Penny đặt một khẩu đại bác! Nó có thể bắn vào kẻ địch ở tầm xa, kể cả khi họ trốn ở phía sau nơi ẩn nấp."
"TID_ITEM_NAME_SPECIAL","SỨC MẠNH SAO"
"TID_HERO_INFO_ITEM_LOCKED","Bạn có thể tìm thấy vật phẩm này sau khi đạt cấp <LEVEL>"
"TID_HERO_INFO_LOCKED_INFO","Mở khóa Chiến binh Brawl từ Hộp Brawl"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","Đạt tổng cộng <SCORE> cúp để mở khóa"
"TID_SPEC_ABI_FREEZE","ĐẠN GÂY CHOÁNG"
"TID_SPEC_ABI_BERSERKER","CẢM TỬ QUÂN"
"TID_SPEC_SELF_DESTRUCT","PHỤC THÙ"
"TID_SPEC_ABI_CACTUS_HEAL","TỰ HỒI MÁU"
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK","CỨU THƯƠNG"
"TID_SPEC_ABI_REPAIR_TURRET","TĂNG NĂNG LƯỢNG"
"TID_SPEC_ABI_PET_LIFESTEAL","KỀ VAI SÁT CÁNH"
"TID_SPEC_ABI_STEAL_SOULS","THU THẬP LINH HỒN"
"TID_SPEC_ABI_SPOT","VÒNG TRÒN CHIM ƯNG"
"TID_SPEC_ABI_AMBUSH","MAI PHỤC"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","CỔNG ĐEN"
"TID_SPEC_ABI_SPEED","ỦNG TỐC ĐỘ"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK","VÒNG ÔM CỦA MẸ"
"TID_SPEC_BOUNCED_BULLETS_STRONGER","CỰC ĐÀN HỒI"
"TID_SPEC_ABI_FIRE_DOT_ULTI","SAO QUẢ TẠ"
"TID_SPEC_LAST_STAND","BÀI HÁT THIÊN NGA"
"TID_SPEC_BURN","ĐỐT CHÁY"
"TID_SPEC_CRIPPLE","TĂNG THÊM ĐỘC"
"TID_SPEC_ABI_BARREL_DEFENSE","VÒNG THÉP"
"TID_SPEC_HEAL_MAIN_ATTACK","HỒI MÁU!"
"TID_SPEC_ABI_FREEZE_DESC","Tuyệt chiêu Siêu Đạn của Shelly sẽ làm chậm bước tiến của kẻ địch trong <c00cc00><VALUE1></c> giây!"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","Quạ gây <c00cc00>+<VALUE2></c> sát thương bằng đòn tấn công và tuyệt chiêu của mình lên mục tiêu có từ <VALUE1>% máu trở xuống."
"TID_SPEC_ABI_BERSERKER_DESC","Khi máu của Bull giảm xuống thấp hơn <c00cc00><VALUE1>%</c> thì tốc độ nạp đạn của anh ta sẽ nhanh hơn gấp đôi!"
"TID_SPEC_SELF_DESTRUCT_DESC","Khi Dynamike bị đánh bại, ông ta sẽ ném sáu thanh pháo và mỗi thanh sẽ gây ra <c00cc00><VALUE1></c> sát thương"
"TID_SPEC_ABI_CACTUS_HEAL_DESC","Sau khi sử dụng Tuyệt chiêu, Spike sẽ phục hồi <c00cc00><VALUE1></c> máu mỗi giây bằng cách ở trong khu vực có hiệu lực của chính mình."
"TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC","Barley sẽ hồi phục <c00cc00><VALUE1></c> máu từ mỗi đòn tấn công."
"TID_SPEC_ABI_REPAIR_TURRET_DESC","Jessie có thể phục hồi <c00cc00><VALUE1></c> trong số lượng máu bị mất của trụ súng bằng cách phóng điện vào nó với đòn tấn công của cô ấy."
"TID_SPEC_ABI_PET_LIFESTEAL_DESC","Nita hồi phục <c00cc00><VALUE1></c> máu bất cứ khi nào chú gấu của cô ấy đánh trúng kẻ địch. Khi Nita gây ra sát thương, chú gấu cũng sẽ hồi phục <c00cc00><VALUE2></c> máu."
"TID_SPEC_ABI_STEAL_SOULS_DESC","Mortis thu thập sinh mệnh của các Chiến binh Brawl hắn đánh bại để hồi lại <c00cc00><VALUE1></c> máu."
"TID_SPEC_SPOT_FROM_AIR_DESC","Khi dùng Tuyệt chiêu, Piper có thể nhìn thấy mọi đối thủ trong bụi cây từ trên không."
"TID_SPEC_HEAL_MAIN_ATTACK_DESC","Khi đòn tấn công của Poco đánh trúng các Chiến binh Brawl đồng đội thì họ sẽ hồi phục <c00cc00><VALUE1></c> máu."
"TID_SPEC_ABI_SPOT_DESC","Bo phát hiện được đối phương nấp trong bụi cây ở khoảng cách xa gấp <c00cc00><VALUE1>%</c> bình thường."
"TID_SPEC_ABI_AMBUSH_DESC","Đòn tấn công của Piper gây thêm <c00cc00>+<VALUE1></c> sát thương (ở tầm tối đa) khi cô ấy ẩn náu trong bụi cây."
"TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC","Tuyệt chiêu của Tara sẽ mở ra một cánh cổng không gian! Một phiên bản bóng mờ của Tara sẽ xuất hiện và tấn công kẻ địch của cô ta."
"TID_SPEC_ABI_TODO_DESC","Không xác định được kỹ năng đặc biệt"
"TID_SPEC_ABI_SPEED_DESC","Tốc độ di chuyển của Colt được tăng thêm <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_PUSHBACK_SELF_DESC","Dynamike có thể cưỡi trên làn sóng các vật phát nổ của ông ta để phóng qua các chướng ngại vật!"
"TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC","Bất cứ khi nào Pam đánh trúng kẻ địch bằng Cơn bão phế liệu, thì cô ấy sẽ tự hồi phục cho mình và cho các Chiến binh Brawl giao hữu ở gần đó <c00cc00><VALUE1></c> máu."
