Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,CostClubCoins,CostStarPoints,CostGems,CostCoins,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader
,,,LNY22,,,,,,,,,,,,,,,,,,,,,,
CactusLog,CactusLog,,BRAWLIDAYS,emoji_spike_xmas,,4,4,,,,,,,49,,TID_LOG_SPIKE_SKIN,TID_LOG_SPIKE_SKIN_SHOP,"MODEL,TEXTURE,VFX",,,spike_log_tex.pvr,spike_log_tex.pvr,spike_log_tex.pvr,spike_log_tex.pvr,
DrillerGold,DrillerGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_JACKY_SKIN,TID_TRUE_GOLD_JACKY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,jacky_gold_tex.pvr,jacky_gold_tex.pvr,jacky_gold_tex.pvr,jacky_gold_tex.pvr,
DrillerSilver,DrillerSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_JACKY_SKIN,TID_TRUE_SILVER_JACKY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,jacky_silver_tex.pvr,jacky_silver_tex.pvr,jacky_silver_tex.pvr,jacky_silver_tex.pvr,
IceDudeGold,IceDudeGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_LOU_SKIN,TID_TRUE_GOLD_LOU_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,lou_gold_tex.pvr,lou_gold_tex.pvr,lou_gold_tex.pvr,lou_gold_tex.pvr,
IceDudeSilver,IceDudeSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_LOU_SKIN,TID_TRUE_SILVER_LOU_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,lou_silver_tex.pvr,lou_silver_tex.pvr,lou_silver_tex.pvr,lou_silver_tex.pvr,
ArtilleryDudeGold,ArtilleryDudeGold,,GOLD,,,,,,,ArtilleryDudeTurretTrueGold,,,,,25000,TID_TRUE_GOLD_PENNY_SKIN,TID_TRUE_GOLD_PENNY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,
ArtilleryDudeSilver,ArtilleryDudeSilver,,SILVER,,,,,,,ArtilleryDudeTurretTrueSilver,,,,,10000,TID_TRUE_SILVER_PENNY_SKIN,TID_TRUE_SILVER_PENNY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,
RosaGold,RosaGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_ROSA_SKIN,TID_TRUE_GOLD_ROSA_SKIN_SHOP,"MODEL,TEXTURE",,rosa_gold_materials.scw,,,,,
RosaSilver,RosaSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_ROSA_SKIN,TID_TRUE_SILVER_ROSA_SKIN_SHOP,"MODEL,TEXTURE",,rosa_silver_materials.scw,,,,,
SafeVoxel,SafeVoxel,,,,,,,,,,,,,,,,,,,,,,,,
AssaultShotgunSled,AssaultShotgunSled,,BRAWLIDAYS,emoji_griff_xmas,,4,4,,,,,,,149,,TID_GRIFF_SLEIGH_SKIN,TID_GRIFF_SLEIGH_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,griff_sled_tex.pvr,griff_sled_tex.pvr,griff_sled_tex.pvr,griff_sled_tex.pvr,
CrossBomberVisionTowerDefault,CrossBomberVisionTowerDefault,,,,,,,,,,,,,,,,,,,,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,grom_tex.pvr,
KickerDudeFurious,KickerDudeFurious,,BRAWLPASS,,,7,7,,,,,,,149,,TID_FURIOUS_FANG_SKIN,TID_FURIOUS_FANG_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,fang_fireball_tex.pvr,fang_fireball_tex.pvr,fang_fireball_tex.pvr,fang_fireball_tex.pvr,
ShamanPetDragon,ShamanPetDragon,,,,,,,,,,,,,,,,,,,,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,
TntDudeRetro,TntDudeRetro,,ANNIVERSARY2021,,,3,3,,,,,,,149,,TID_CLASSIC MIKE_SKIN,TID_CLASSIC MIKE_SKIN_SHOP,"MODEL,TEXTURE",,,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,
ArtilleryDudeTurretTrueGold,ArtilleryDudeTurretTrueGold,,,,,,,,,,,,,,,,,,,gold_materials.scw,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,
ArtilleryDudeTurretTrueSilver,ArtilleryDudeTurretTrueSilver,,,,,,,,,,,,,,,,,,,silver_materials.scw,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,
FleaDefault,FleaDefault,,BRAWLPASS,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,
FleaPetDefault,FleaPetDefault,,,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,
FleaBigEggDefault,FleaBigEggDefault,,,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,
EnragerVine,EnragerVine,,BIODOME,emoji_edgar_biodome,,3,3,,,,,,,149,,TID_DOCTOR_EDGAR_SKIN,TID_DOCTOR_EDGAR_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,edgar_plant_tex.pvr,edgar_plant_tex.pvr,edgar_plant_tex.pvr,edgar_plant_tex.pvr,
TrickshotDudeFirefly,TrickshotDudeFirefly,,BRAWLPASS,emoji_rico_biodome,,7,7,,,,,,,149,,TID_FIREFLY_RICO_SKIN,TID_FIREFLY_RICO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,rico_firefly_tex.pvr,rico_firefly_tex.pvr,rico_firefly_tex.pvr,rico_firefly_tex.pvr,
,,,BIODOME,,,,,,,,,,,,,,,,,,,,,,
MechaDudeRhino,MechaDudeRhino,,BIODOME,emoji_meg_biodome,,3,3,,,MechaDudeBigRhino,,,,79,,TID_STAG_BEETLE_MEG_SKIN,TID_STAG_BEETLE_MEG_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,
MechaDudeBigRhino,MechaDudeBigRhino,,,,,,,,,,,,,,,,,,,,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,
BullDudeLion,BullDudeLion,,CLUBLEAGUE,,,3,3,,,,,2500,,,,TID_SAVAGE_BULL_SKIN,TID_SAVAGE_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bull_lion_tex.pvr,bull_lion_tex.pvr,bull_lion_tex.pvr,bull_lion_tex.pvr,
BowDudeWasp,BowDudeWasp,,RANKED,emoji_bo_biodome,,3,3,,,,,,25000,,,TID_WASP_BO_SKIN,TID_WASP_BO_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bo_wasp_tex.pvr,bo_wasp_tex.pvr,bo_wasp_tex.pvr,bo_wasp_tex.pvr,
SpawnerDudeFly,SpawnerDudeFly,,BIODOME,emoji_mrp_biodome,,3,3,,,SpawnerDudeTurretFly,SpawnerPetFly,,,79,,TID_MR_FLY_SKIN,TID_MR_FLY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,mrp_fly_tex.pvr,mrp_fly_tex.pvr,mrp_fly_tex.pvr,mrp_fly_tex.pvr,
SpawnerDudeTurretFly,SpawnerDudeTurretFly,,,,,,,,,,,,,,,,,,,,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,
SpawnerPetFly,SpawnerPetFly,,,,,,,,,,,,,,,,,,,,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,
CrossBomberEaster,CrossBomberEaster,,,,,,,,,,,,,49,,TID_BUNNY_GROM_SKIN,TID_BUNNY_GROM_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,grom_easter_tex.pvr,grom_easter_tex.pvr,grom_easter_tex.pvr,grom_easter_tex.pvr,
RosaMantis,RosaMantis,,BIODOME,emoji_rosa_biodome,,3,3,,,,,,,149,,TID_MANTIS_ROSA_SKIN,TID_MANTIS_ROSA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,
FleaSpaceCactus,FleaSpaceCactus,,BRAWLPASS,,,7,7,,,FleaBigEggSpaceCactus,FleaPetSpaceCactus,,,149,,TID_SPIKY_EVE_SKIN,TID_SPIKY_EVE_SKIN,"MODEL,TEXTURE,ANIM,VFX",,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,
FleaPetSpaceCactus,FleaPetSpaceCactus,,,,,,,,,,,,,,,,,,,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,
FleaBigEggSpaceCactus,FleaBigEggSpaceCactus,,,,,,,,,,,,,,,,,,,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,
PayloadDefault,PayloadDefault,,,,,,,,,,,,,,,,,,,,payload.pvr,payload_red.pvr,,,
WallyWeirdPlant,WallyWeirdPlant,,BIODOME,emoji_sprout_biodome,,3,3,,,,,,,79,,TID_CORRUPTED_SPROUT_SKIN,TID_CORRUPTED_SPROUT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sprout_weird_plant_tex.pvr,sprout_weird_plant_tex.pvr,sprout_weird_plant_tex.pvr,sprout_weird_plant_tex.pvr,
ElectroSniperPlanthunter,ElectroSniperPlanthunter,,BIODOME,emoji_belle_biodome,,3,3,,,HealingStationSummer,,,,79,,TID_IVY_BELLE_SKIN,TID_IVY_BELLE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,belle_planthunter_tex.pvr,belle_planthunter_tex.pvr,belle_planthunter_tex.pvr,belle_planthunter_tex.pvr,
RuffsGold,RuffsGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_RUFFS_SKIN,TID_TRUE_GOLD_RUFFS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,
RuffsSilver,RuffsSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_RUFFS_SKIN,TID_TRUE_SILVER_RUFFS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,
Wallygold,Wallygold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_SPROUT_SKIN,TID_TRUE_GOLD_SPROUT_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,sprout_gold_tex.pvr,sprout_gold_tex.pvr,"sprout_gold_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_gold_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)",
Wallysilver,Wallysilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_SPROUT_SKIN,TID_TRUE_SILVER_SPROUT_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,sprout_silver_tex.pvr,sprout_silver_tex.pvr,"sprout_silver_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_silver_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)",
RopeDudeGold,RopeDudeGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_BUZZ_SKIN,TID_TRUE_GOLD_BUZZ_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,buzz_gold_tex.pvr,buzz_gold_tex.pvr,buzz_gold_tex.pvr,buzz_gold_tex.pvr,
RopeDudeSilver,RopeDudeSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_BUZZ_SKIN,TID_TRUE_SILVER_BUZZ_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,buzz_silver_tex.pvr,buzz_silver_tex.pvr,buzz_silver_tex.pvr,buzz_silver_tex.pvr,
PowerLevelerGold,PowerLevelerGold,,GOLD,,,,,,,,,,,,25000,TID_TRUE_GOLD_SURGE_SKIN,TID_TRUE_GOLD_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,surge_gold_tex.pvr,surge_gold_tex.pvr,surge_gold_tex.pvr,surge_gold_tex.pvr,
PowerLevelerSilver,PowerLevelerSilver,,SILVER,,,,,,,,,,,,10000,TID_TRUE_SILVER_SURGE_SKIN,TID_TRUE_SILVER_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,surge_silver_tex.pvr,surge_silver_tex.pvr,surge_silver_tex.pvr,surge_silver_tex.pvr,
MechaDudeBigRhinoAddon,MechaDudeBigRhinoAddon,,,,,,,,,,,,,,,,,,,,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,
BallLava,BallLava,,,,,,,,,,,,,,,,,,,,,,,,
8c15f592e7d8d256916e6553b9479a510aa1745f,BallDefault,true,,,,,,,,,,,,,,,,,,,,,,,
