"TID","PL"
"TID_HOLD_PHONE_LIKE_THIS","TRZYMAJ URZĄDZENIE W TEN SPOSÓB"
"TID_HINT_FINGER_TAP_TAP","STUKNIJ! STUKNIJ!"
"TID_HINT_FINGER_DRAG","PRZECIĄGNIJ, ABY WYCELOWAĆ"
"TID_MOVE_HERE","Przejdź tutaj"
"TID_HINT_HEADER","WSKAZÓWKA:"
"TID_HINT_0","STUKNIJ <ccc0033>czerwony przycisk</c>, aby użyć SZYBKIEGO STRZAŁU w kierunku najbliższego wroga."
"TID_HINT_1","STUKNIJ <cff9900>żółty przycisk</c>, aby użyć SZYBKIEGO STRZAŁU w ramach superataku na najbliższego wroga."
"TID_HINT_2","PRZECIĄGNIJ <ccc0033>czerwony przycisk</c>, żeby WYCELOWAĆ strzał."
"TID_HINT_3","PRZECIĄGNIJ <cff9900>żółty przycisk</c>, żeby WYCELOWAĆ superatak."
"TID_HINT_4","Możesz anulować wycelowany strzał, przeciągając przycisk z powrotem do środkowego położenia."
"TID_HINT_5","Łączenie graczy jest oparte na pucharach Zadymiarza, którego wybrał gracz, dzięki czemu nowo odblokowanemu Zadymiarzowi łatwo zdobywać nowe puchary."
"TID_HINT_6","Aby szybciej awansować w rankingu pucharowym i otrzymywać więcej nagród, wystarczy zdobywać kolejnych Zadymiarzy."
"TID_HINT_7","Strzały Piper zadają tym większe obrażenia, im dalej lecą."
"TID_HINT_8","Superatak Barleya jest wyjątkowo potężny z bliskiej odległości, ponieważ butelki lądują na niewielkim obszarze."
"TID_HINT_9","Za każdym razem gdy kule Rico odbijają się, nabierają większej szybkości."
"TID_HINT_10","Aby wystrzelić, aktywuj <ccc0033>czerwony przycisk</c> w dowolnym miejscu z prawej strony ekranu."
"TID_HINT_11","Zarówno twój atak, jak i superatak twojego Zadymiarza, mają dwa tryby strzału: STUKNIJ, aby użyć SZYBKIEGO STRZAŁU i PRZECIĄGNIJ, aby WYCELOWAĆ."
"TID_HINT_12","Celowane strzały przydają się, jeśli chcemy trafić w ruchomy cel."
"TID_HINT_13","SZYBKI STRZAŁ najlepiej sprawdza się w dynamicznych akcjach, gdy nie masz czasu na celowanie."
"TID_HINT_14","SZYBKI STRZAŁ działa najlepiej na wrogów znajdujących się blisko."
"TID_HINT_15","Jeśli ukrywasz się w gąszczu, wrogowie mogą nadal cię zobaczyć, jeśli tylko podejdą wystarczająco blisko."
"TID_HINT_16","SZYBKI STRZAŁ leci w kierunku najbliższego wroga, a jego ruchy nie są brane pod uwagę."
"TID_HINT_17","Dobrze jest strzelać w gąszcz, aby sprawdzić, czy nie ukrywają się tam wrogowie."
"TID_HINT_18","SZYBKI STRZAŁ dobrze się sprawdza w przypadku wrogów stojących w miejscu."
"TID_HINT_19","SZYBKI STRZAŁ działa dobrze na wrogów, którzy poruszają się w twoim kierunku lub w przeciwnym."
"TID_HINT_20","Kiedy ukrywasz się w gąszczu, wrogowie mogą cię zobaczyć, jeśli ich zaatakujesz albo odniesiesz obrażenia."
"TID_HINT_21","Aby ukryć się przed wrogami, możesz schować się w gąszczu."
"TID_HINT_22","Gdy używasz SZYBKIEGO STRZAŁU, Twoja broń wystrzeli, nawet jeśli nie ma w zasięgu żadnych wrogów."
"TID_VS_TUTORIAL","Zbierz wszystkie <ce662f9>KLEJNOTY</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","PRZECIĄGNIJ <ccc0033>czerwony przycisk</c>, aby wycelować!"
"TID_TUTORIAL_GOOD_JOB_2","Dobra robota! <cff6633>POMARAŃCZOWE PASKI</c> pokazują, ile masz amunicji. Będę ją przeładowywać tak szybko, jak tylko potrafię!"
"TID_TUTORIAL_GOOD_JOB_3","Dobra robota! Atakowanie wrogów ładuje moc <cff9900>SUPERATAKU</c>!"
"TID_TUTORIAL_GOOD_JOB_4","Dobra robota!"
"TID_SPECTATE_PLAYER_BUTTON","Oglądaj"
"TID_SPECTATE_FAILED","Oglądanie nie powiodło się"
"TID_ACCOUNT_DISABLED_TEXT","Konto wyłączone"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Konto zostało wyłączone z powodu prośby o usunięcie i nie można go już odzyskać."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Konto zostało wyłączone z powodu braku aktywności i nie można go już odzyskać."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Ostrzeżenie o usunięciu konta"
"TID_ACCOUNT_DELETION_WARNING_TEXT","Zgodnie z Twoją prośbą wkrótce wyłączymy Twoje konto. Jeśli chcesz je zachować, skontaktuj się jak najszybciej z działem pomocy i wsparcia, aby anulować swoją prośbę."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","Zgodnie z Twoją prośbą wkrótce wyłączymy Twoje konto. Jeśli chcesz je zachować, skontaktuj się jak najszybciej z działem pomocy i wsparcia, aby anulować swoją prośbę."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","Jesteś już w tym klubie!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Zmienić klub?"
"TID_CONFIRM_CHANGE_CLAN","Jesteś już w klubie! Czy naprawdę chcesz zmienić klub?"
"TID_CONFIRM_CLAN_FULL_TITLE","Klub jest pełny!"
"TID_CONFIRM_CLAN_FULL","Nie udało się dołączyć do klubu <clan>. Klub jest pełny!"
"TID_BUTTON_CHANGE","Zmień"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Ukończ samouczek, aby dołączyć do klubu"
"TID_CLAN_INTRO_INVITE","UDOSTĘPNIJ ZAPROSZENIE"
"TID_INVITE_CLAN_TOKEN_ERROR","Podczas generowania zaproszenia wystąpił błąd"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Tylko dowódcy klubów mogą zapraszać nowych członków"
"TID_FRIENDS_FACEBOOK_CONNECT","Połącz"
"TID_FRIENDS_PAGE_INVITE","UDOSTĘPNIJ ZAPROSZENIE"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","Kliknij ten link, aby dołączyć do drużyny z graczem <name> w grze Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","Zaproś do drużyny"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","Identyfikator drużyny skopiowany do schowka!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_TEAM_INVITE_BUTTON_LABEL","UDOSTĘPNIJ KOD"
"TID_TEAM_INVITE_EXPIRED","Zaproszenie od gracza <NAME> wygasło"
"TID_TEAM_INVITATION_POPUP_TITLE","ZAPROSZENIE DO DRUŻYNY"
"TID_TEAM_INVITATION_POPUP_ACCEPT","ZAAKCEPTUJ"
"TID_TEAM_INVITATION_POPUP_REJECT","ODRZUĆ"
"TID_TEAM_INVITATION_POPUP_MUTE","WYCISZ <NAME>\nNA KOLEJNE 10 MINUT"
"TID_BATTLE_ROYALE_5","Tysiąc jezior"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","Żetony z bitwy\nzostały wyczerpane"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","W tej wersji nie można dokonywać zakupów za pomocą prawdziwych pieniędzy"
"TID_SHOP_CHINA_WARNING","Ostrzeżenie: prosimy o rozważne korzystanie"
"TID_GATCHA_AD_STATUS_VIEW","OBEJRZYJ REKLAMĘ,\nABY PODWOIĆ NAGRODĘ!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","ZDOBĄDŹ WIIĘCEJ NAGRÓD!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Wykorzystano dzienną liczbę wyświetleń"
"TID_GATCHA_AD_STATUS_NO_VIDEO","Brak filmików"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","KONTYNUUJ"
"TID_AD_DOUBLER_TITLE","WYBIERZ NAGRODĘ DO PODWOJENIA"
"TID_AD_DOUBLER_CONTINUE","KONTYNUUJ"
"TID_GATCHA_CONTINUE","DALEJ"
"TID_HINT_23","W zależności od specyfiki mapy i wydarzenia, niektórzy Zadymiarze sprawdzą się lepiej od pozostałych."
"TID_HINT_24","Postaci dysponujące atakami o dalekim zasięgu z reguły lepiej sobie radzą na otwartych mapach."
"TID_HINT_25","Natomiast walczący w bliskiej odległości najlepiej sprawdzą się na mapach z większą ilością osłon i gąszczy."
"TID_SPEC_ABI_SELF_DESTRUCT","Ostatni wybuch"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","Gdy działko Penny zostaje zniszczone, w stronę pobliskich wrogów trafia ostatnia seria <VALUE2> bomb, a każda z nich zadaje <c00cc00><VALUE1></c> pkt. obrażeń."
"TID_EVENT_LIST_BRAWL","GRAJ"
"TID_INVITE_COPIED_TO_CLIPBOARD","Link z zaproszeniem został skopiowany do schowka!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_FRIEND_INVITE_POST_MESSAGE","Kliknij ten link, aby dodać użytkownika <friend> do znajomych w Brawl Stars!"
"TID_FRIEND_INVITE_POST_TITLE","Zaproś znajomego!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","Kliknij ten link, aby dołączyć do mojego klubu w grze Brawl Stars!"
"TID_ALLIANCE_JOIN_POST_TITLE","Zaproś znajomego, aby dołączył do twojego klubu."
"TID_KEY_BAR_FULL","Masz <VALUE> żetonów. Czas na bitwę!"
"TID_HOMESCREEN_MODE_LOCKED","W tej bitwie możesz wziąć udział po zdobyciu <COUNT> pucharów!"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> ZNAJOMYCH ONLINE"
"TID_ARTILLERY_DUDE_SHORT_DESC","STRZELEC"
"TID_HAMMER_DUDE_SHORT_DESC","WAGA CIĘŻKA"
"TID_HAMMER_DUDE_DESC","Frank robi zamach młotem w kierunku wrogów, wysyłając falę uderzeniową. Jego superatak to wyjątkowo potężne, ogłuszające wrogów uderzenie."
"TID_HAMMER_DUDE_WEAPON","CIOS MŁOTEM"
"TID_HAMMER_DUDE_WEAPON_DESC","Frank potrzebuje chwilę na przygotowanie ciosu młotem, ale uderzenie jest tak mocne, że towarzyszy mu potężna fala uderzeniowa."
"TID_HAMMER_DUDE_ULTI","OSZAŁAMIAJĄCE UDERZENIE"
"TID_HAMMER_DUDE_ULTI_DESC","Najsilniejszy cios Franka wysyła falę uderzeniową, która sieje zniszczenie i ogłusza wrogów na pewien czas."
"TID_SPEC_ABI_STEAL_SOULS2","Kradzież mocy"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank kradnie moc pokonanego Zadymiarza, zwiększając zadawane przez siebie obrażenia o <c00cc00><VALUE1>%</c> przez <VALUE2>s."
"TID_ONLINE_FRIENDS_TITLE","GRACZE ONLINE"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","Pokonajcie wszystkie drużyny na polu walki!"
"TID_VS_TEAM_SHOWDOWN","Każda drużyna przeciwko pozostałym!"
"TID_FIRST_WIN","GWIEZDNY ŻETON"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","Twoja drużyna jest na 1. miejscu!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Odblokuje się po zdobyciu <count> pucharów"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","ALEJA PUCHARÓW"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","ZBIERZ"
"TID_STAR_POWER_INFO","Gwiezdna moc: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","GWIEZDNE MOCE"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>WYBRANO</c>"
"TID_STAR_POWER_STATUS_0_0","Nie masz tej gwiezdnej mocy"
"TID_STAR_POWERS_PICK","WYBIERZ"
"TID_LEAGUE_NAME_0","DREWNIANA"
"TID_LEAGUE_NAME_1","BRĄZOWA"
"TID_LEAGUE_NAME_2","SREBRNA"
"TID_LEAGUE_NAME_3","ZŁOTA"
"TID_LEAGUE_NAME_4","DIAMENTOWA"
"TID_LEAGUE_NAME_5","MISTRZOWSKA"
"TID_LEAGUE_NAME_6","ELITARNA"
"TID_LEAGUE_NAME_7","GWIAZDORSKA"
"TID_SPECIAL_EVENTS","CODZIENNE WYDARZENIE"
"TID_SPECIAL_EVENT","Wydarzenie specjalne:"
"TID_SPECIAL_EVENT_DESC","Zaglądaj tu każdego dnia, aby zagrać w codziennym wydarzeniu!"
"TID_SPECIAL_EVENTS_MOD","WYDARZENIE SPECJALNE"
"TID_SPECIAL_EVENT_MOD_DESC","Zaglądaj tu często, aby sprawdzić wydarzenie specjalne dnia!"
"TID_PLAYING_AGAIN","Zagraj ponownie <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","Zagraj ponownie"
"TID_BRAWL_BOX_INFO_TITLE_1","INFORMACJE O DUŻEJ SKRZYNCE"
"TID_BRAWL_BOX_INFO_1","Każda duża skrzynka kryje w sobie nagrody porównywalne z zawartością trzech skrzynek Zadymiarza, jednakże punkty mocy rozdzielone zostają wśród mniejszej liczby Zadymiarzy.\n\nGracz uzyskuje możliwość trzykrotnego otwarcia skrzynki. Prawdopodobieństwo uzyskania poszczególnych nagród jest za każdym razem następujące:\n\nPunkty mocy + monety: <NUM1>%\nRzadki Zadymiarz: <NUM2>%\nBardzo rzadki Zadymiarz: <NUM3>%\nEpicki Zadymiarz: <NUM4>%\nMityczny Zadymiarz: <NUM5>%\nLegendarny Zadymiarz: <NUM6>%\nGwiezdna moc: <NUM7>%\n\nDodatkowo każde otwarcie daje graczowi 25% szansę na zdobycie biletów na wydarzenia, 9% szansę na zdobycie klejnotów i 3% szansę na zdobycie podwajacza żetonów. Gwiezdne moce dostępne są tylko dla Zadymiarzy poziomu 9 lub wyższego. Po odblokowaniu wszystkich nagród danego typu, na przykład rzadkich Zadymiarzy, prawdopodobieństwo zdobycia wszystkich pozostałych nagród staje się większe. Szczęście: aby system otwierania skrzynek Zadymiarza był sprawiedliwszy, uwzględniono czynnik szczęścia wpływający na prawdopodobieństwo zdobywania legendarnych Zadymiarzy. Każde otwarcie skrzynki niezawierającej nowego Zadymiarza sprawia, że wartość szczęścia gracza rośnie. Za każdym razem gdy gracz zdobywa nowego Zadymiarza, wartość jego szczęścia maleje w zależności od stopnia rzadkości otrzymanego Zadymiarza. Gdy szczęście osiągnie odpowiednio wysoką wartość, gracz ma większą szansę na uzyskanie legendarnego Zadymiarza, natomiast niska wartość szczęścia oznacza, że graczowi trudniej będzie zdobyć takiego Zadymiarza. Zawartość skrzynek na początku gry jest z góry ustalona, aby każdy z graczy rozpoczynał grę z równymi szansami."
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Zbierz 10 gwiezdnych żetonów, aby otworzyć dużą skrzynkę!"
"TID_HERO_BUNDLE_19","Skarb Penny"
"TID_HERO_BUNDLE_20","Pakiet Franka"
"TID_KEY_BAR_INFO","Liczba <c33a5d7>żetonów</c>, które możesz uzyskać w bitwach.\n\nŻetony służą do otwierania skrzynek Zadymiarza."
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","WEEKEND PODWÓJNYCH ŻETONÓW\nZdobądź w bitwach podwójną ilość <c33a5d7>żetonów</c>.\n\nOtworzysz dzięki nim skrzynki Zadymiarzy."
"TID_NEW_ONLINE_FRIEND","GRACZ ONLINE"
"TID_NEW_GAME_ROOM","NOWA DRUŻYNA"
"TID_KEY_BAR_TITLE","ŻETONY DOSTĘPNE W BITWIE"
"TID_PLAYAGAIN_QUIT","WYJŚCIE"
"TID_BATTLE_END_WAITING","Oczekiwanie na pozostałych"
"TID_ERROR_REPLAY_WAITING","Powtórka już oczekuje"
"TID_ERROR_REPLAY_NOT_POSSIBLE","Powtórka niedostępna"
"TID_ERROR_SPECTATE_WAITING","Tryb oglądania w toku"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","W tej chwili gracz nie bierze udziału w bitwie"
"TID_BRAWL_TV_STARTING","Wczytywanie BrawlTV..."
"TID_ERROR_BRAWL_TV_WAITING","BrawlTV już oczekuje"
"TID_BRAWL_TV_QUIT","BrawlTV, kanał <NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","Brak treści w BrawlTV, kanał <NUM> - przełączanie"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","Następny za <NUM>s."
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","Automatyczna zmiana"
"TID_BRAWL_TV_OFF_RETURN_HOME","Wyjdź z TV"
"TID_FIRST_WIN_INFO_SURVIVAL","Zdobądź <cff8E1b>gwiezdny żeton</c>, po raz pierwszy zdobywając miejsce w pierwszej czwórce w walce przeciwko innym graczom."
"TID_TEAM_POPOVER_YOUR_ROOM","To jest twoja drużyna"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","W tej chwili drużyna nie bierze udziału w bitwie"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","Nie można dołączyć. Jesteś już w tej drużynie"
"TID_TEAM_AD_JOIN_FAIL_FULL","Nie można dołączyć. Drużyna jest pełna."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","Nie można rozpocząć gry. Za mało biletów"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","Drużyny nie mogą brać udziału w tym wydarzeniu"
"TID_GAME_MODE_UNLOCKED","ODBLOKOWANO"
"TID_ERROR_SPECTATE_DISABLED","Tryb oglądania został tymczasowo zablokowany z powodów technicznych"
"TID_SPECTATE_FOLLOW","Naciśnij, aby obserwować:"
"TID_SPECTATE_FOLLOWING","Obserwowani:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","Zdobądź <cff8E1b>gwiezdny żeton</c> w swojej pierwszej bitwie."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","Zdobądź <cff8E1b>gwiezdny żeton</c>, po raz pierwszy zdobywając miejsce w pierwszej dwójce w bitwie przeciwko innym graczom."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","Zagraj przeciwko innym graczom i zdobądź miejsce w pierwszej czwórce w trybie Solo lub w pierwszej dwójce w trybie Duo, aby zdobyć <cff8E1b>gwiezdny żeton</c>."
"TID_CONNECTING_WAIT_FOR_SPECTATE","Oczekiwanie na tryb oglądania..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","OBEJRZYJ REKLAMĘ,\nABY PODWOIĆ JEDNĄ NAGRODĘ!\nPozostała liczba wyświetleń na dziś: <VIEWCOUNTREM>"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","OBEJRZYJ REKLAMĘ,\nABY PODWOIĆ JEDNĄ NAGRODĘ!\nPozostało Ci już tylko <VIEWCOUNTREM> wyświetlenie na dziś"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","ZDOBĄDŹ WIIĘCEJ NAGRÓD!\nPozostała liczba wyświetleń na dziś: <VIEWCOUNTREM>"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","ZDOBĄDŹ WIIĘCEJ NAGRÓD!\nPozostało Ci już tylko <VIEWCOUNTREM> wyświetlenie na dziś"
"TID_CANNON_DAMAGE","Obrażenia działa"
"TID_CANNON_HEALTH","PŻ działa"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Ten gracz ma zbyt wiele oczekujących zaproszeń do grona znajomych. Spróbuj ponownie później."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Wysłano zbyt wiele zaproszeń do grona znajomych. Usuń jedno i spróbuj ponownie."
"TID_ADD_FRIEND_ERROR_GENERIC","Nie można wysłać zaproszenia do znajomych. Spróbuj ponownie później."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Gracz, którego próbujesz dodać, nie istnieje."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Nie możesz zaprosić siebie do grona znajomych!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Twój znajomy ma zbyt duże grono przyjaciół. Spróbuj ponownie później."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Masz za dużo znajomych. Usuń jednego z nich, aby dodać nowych."
"TID_HINT_26","Penny może zadać duże obrażenia swoim atakiem obszarowym, jeśli jej cele ustawią się w rzędzie."
"TID_HINT_27","Zebranie drużyny przed rozgrywką umożliwi zaplanowanie działań i wybranie dobrej kombinacji Zadymiarzy."
"TID_HINT_28","Spróbuj zagrać w gry dla znajomych, aby ćwiczyć przed konkretnymi wydarzeniami, organizować konkursy dla znajomych itp."
"TID_HINT_29","Po udanej rozgrywce z nowymi członkami drużyny możesz nacisnąć przycisk Zagraj ponownie, aby zagrać z nimi jeszcze raz."
"TID_HINT_30","W grach dla znajomych można wybierać dowolne wydarzenia i mapy, a Zadymiarze będą w pełni rozwinięci!"
"TID_HINT_31","Frank przestaje atakować i wykonywać superatak, dając przeciwnikom możliwość wycofania się poza jego zasięg."
"TID_EXPERIENCE","DOŚWIADCZENIE"
"TID_HINT_32","Wydarzenia biletowane nie zużywają paska żetonów. Zamiast tego potrzebne są na nie bilety."
"TID_HINT_33","Korzystając z listy członków klubu, możesz zaprosić wybrane osoby do grona swoich znajomych."
"TID_HINT_34","Do grona znajomych możesz zaprosić osoby ze swojej drużyny."
"TID_HINT_35","Po kilku udanych grach z daną osobą możesz zaprosić ją do znajomych z listy sugerowanych znajomych."
"TID_HINT_36","Do grona znajomych możesz zaprosić osoby ze swojej drużyny."
"TID_HINT_37","Możesz użyć przycisku ogłoszenia, żeby zareklamować swoją drużynę znajomym i członkom klubu."
"TID_COOP_GENERATED","Arena Walki"
"TID_MECHANIC_KNIGHT_SKIN","SMOCZY RYCERZ JESSIE"
"TID_FRANK_CAVEMAN_SKIN","JASKINIOWIEC FRANK"
"TID_SOLO","GRA SOLO"
"TID_DUO","GRA W PARZE"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","Lista znajomych jest pełna!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","Za dużo aktywnych zaproszeń, spróbuj ponownie później."
"TID_INVITE_FRIEND_TOKEN_ERROR","Wystąpił błąd podczas zapraszania znajomych"
"TID_GOLDRUSH_9","Ciemne wody"
"TID_TEAM_JOIN_FINISH_TUTORIAL","Ukończ samouczek, aby dołączyć do drużyny"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","Logowanie nie powiodło się"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","Wersja beta Brawl Stars nie jest jeszcze dostępna w twoim kraju. Sprawdź za jakiś czas!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","OK"
"TID_CROW_PHEONIX_SKIN","FENIKS KRUK"
"TID_MECHANIC_SUMMER_SKIN","LETNIA JESSIE"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_FREE_BOX_AVAILABLE_0","Czeka na Ciebie darmowa nagroda!"
"TID_FREE_BOX_AVAILABLE_1","Odbierz teraz darmową nagrodę!"
"TID_FREE_BOX_AVAILABLE_2","Zdobądź darmową nagrodę, zanim przepadnie!"
"TID_FREE_BOX_AVAILABLE_3","Czekają na Ciebie darmowe nagrody!"
"TID_FREE_BOX_AVAILABLE_4","Odbierz teraz darmową nagrodę!"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","ROCKMAN\nCOLT"
"TID_ROCKET_BEACH_SKIN_SHOP","PLAŻOWICZ\nBROCK"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","RÓŻOWY\nSPIKE"
"TID_SHAMAN_PANDA_SKIN_SHOP","PANDA\nNITA"
"TID_CROW_WHITE_SKIN_SHOP","BIAŁY\nKRUK"
"TID_BULL_HAIR_SKIN_SHOP","WIKING\nBULL"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","ZŁOTY MEDALISTA\nRICOCHET"
"TID_BARKEEP_GOLD_SKIN_SHOP","ZŁOTY\nBARLEY"
"TID_LUCHADOR_RUDO_SKIN_SHOP","EL RUDO\nPRIMO"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","ROZBÓJNICZKA\nSHELLY"
"TID_LUCHADOR_KING_SKIN_SHOP","EL REY\nPRIMO"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","SMOCZY RYCERZ\nJESSIE"
"TID_FRANK_CAVEMAN_SKIN_SHOP","JASKINIOWIEC\nFRANK"
"TID_MECHANIC_SUMMER_SKIN_SHOP","LETNIA\nJESSIE"
"TID_CROW_PHEONIX_SKIN_SHOP","FENIKS\nKRUK"
"TID_GOLDRUSH_10","Komnata echa"
"TID_BANKHEIST_5","Wielki napad"
"TID_BATTLE_ROYALE_D7","Superzakupowicz"
"TID_BATTLE_ROYALE_8","Wyspiarska inwazja"
"TID_BATTLE_ROYALE_6","Wzburzona pieczara"
"TID_CLAN_CHAT_JUMP_TO_NEW","Nowe wiadomości: <count>"
"TID_CLAN_CHAT_NEW","NOWOŚĆ"
"TID_BANKHEIST_6","Rozwidlenie"
"TID_GOLDRUSH_11","Zatopiona kopalnia"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Musisz pobrać grę Brawl Stars w wersji Beta ze sklepu Google Play Store (do pobrania jedynie w wybranych krajach). Tzw. urządzenia rootowane nie są obecnie obsługiwane. Sprawdź ponownie później."
"TID_RATE_APP_MESSAGE_ANDROID","Oceń grę Brawl Stars albo napisz jej recenzję w sklepie Play Store. Chcielibyśmy poznać Twoją opinię!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nowe logowanie do Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","Czy chcesz zapisać swoją obecną grę na koncie Google Play?"
"TID_SHOWDOWN_END","WIELKIE STARCIE!"
"TID_SETTINGS_FIXES_JOYSTICK","ZABLOKOWANA KONTROLA RUCHÓW"
"TID_SETTINGS_SC_ID","IDENTYFIKATOR SUPERCELL"
"TID_LANGUAGE_LOCALIZED_NAME","Polski"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Czy zmienić język?"
"TID_POPUP_CHANGE_LANGUAGE","Czy na pewno chcesz zmienić język?"
"TID_SKIN_RARITY_1","<cffffff>Popularny</c>"
"TID_SKIN_RARITY_2","<c0070dd>Rzadki</c>"
"TID_SKIN_RARITY_3","<ca335ee>Epicki</c>"
"TID_SKIN_RARITY_4","<cff8000>Legendarny</c>"
"TID_BANKHEIST_7","Kaktusowy korytarz"
"TID_BATTLE_ROYALE_9","Zachodni wiatr"
"TID_BATTLE_ROYALE_10","Dryfowanie wśród wydm"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Idź do znajomych"
"TID_EVENT_MODIFIER_1","NAPÓJ ENERGETYCZNY"
"TID_EVENT_MODIFIER_2","GNIEWNY ROBO"
"TID_EVENT_MODIFIER_3","DESZCZ METEORYTÓW"
"TID_EVENT_MODIFIER_4","PIJAWA"
"TID_EVENT_MODIFIER_DESC_1","Jeśli jesteś samotny, w pobliżu może pojawić się napój energetyczny. Złap go, a twój Zadymiarz na chwilę stanie się szybszy i będzie zadawać większe obrażenia!"
"TID_EVENT_MODIFIER_DESC_2","Gniewny robot będzie pojawiał się losowo i atakował najbliższego Zadymiarza. Uważaj!"
"TID_EVENT_MODIFIER_DESC_3","Tego deszczu meteorytów nie da się podziwiać z daleka. Uważaj na wielkie spadające kamienie!"
"TID_BALL_4","Zdradliwe pola"
"TID_EVENT_MODIFIER_DESC_4","Nieustannie tracisz punkty życia, ale zadawanie obrażeń wrogim Zadymiarzom przywróci część utraconych punktów. Pokonanie Zadymiarza przywróci pełną liczbę punktów życia! Wszystkie zdolności leczące mają mniejszą moc."
"TID_BALL_5","Fort BB"
"TID_BALL_6","Superstadion"
