"rmsep","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","ChinaReplacement","FlashWidth","EffectZ"
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud_red",,"Above",,,160,,,,,,,
"bea_def_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud",,"GroundHigh",,,100,,,,"bea_def_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_shock",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark",,"Above",,,100,,,,,,,
"bea_def_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_shock_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark_red",,"Above",,,100,,,,,,,
"bea_def_atk2_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud",,"GroundHigh",,,130,,,,"bea_def_atk2_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_shock",,"Above",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark",,"Above",,,130,,,,,,,
"bea_def_atk2_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_cloud_red",,"GroundHigh",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_shock_red",,"Above",,,130,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_atk_hitEnv_spark_red",,"Above",,,130,,,,,,,
"bea_def_ulti",,,,,,,,,,"Bea_Ulti","SWF","sc/effects_brawler.sc","bea_def_ulti",,,"Above",,,125,,,,"bea_def_ulti_red",,,300
"bea_def_ulti_red",,,,,,,,,,"Bea_Ulti","SWF","sc/effects_brawler.sc","bea_def_ulti_red",,,"Above",,,125,,,,,,,300
"bea_def_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_beeFly",,"Above",,,100,,,,"bea_def_ulti_reached_red",,,
"bea_def_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_beeFly_red",,"Above",,,100,,,,,,,
"bea_def_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit",,"Above",,,100,,,,"bea_def_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hitCloud",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit_twinkles",,"Above",,,100,,,,,,,
"bea_def_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hitCloud_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit_twinkles_red",,"Above",,,100,,,,,,,
"bea_002_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_002_atk_reached",,"GroundHigh",,,100,,,,"bea_002_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_002_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_002_atk_reached_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_002_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_002_ulti_hit",,"Above",,,100,,,,"bea_002_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hitCloud",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit_twinkles",,"Above",,,100,,,,,,,
"bea_002_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_002_ulti_hit_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hitCloud_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_def_ulti_hit_twinkles_red",,"Above",,,100,,,,,,,
"bea_002_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_002_ulti_reached",,"GroundHigh",,,100,,,,"bea_002_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_002_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_002_ulti_reached_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_003_atk",,"true",,,100,,,,,"Bea_Atk","SWF","sc/effects_brawler.sc","bea_def_shoot",,,"Above",,,100,,,,"bea_003_atk_red",,,400
"bea_003_atk_red",,"true",,,100,,,,,"Bea_Atk","SWF","sc/effects_brawler.sc","bea_def_shoot_red",,,"Above",,,100,,,,,,,400
"bea_003_atk_trail",,"TRUE",,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_1",,"Object",,,100,,,,"bea_003_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_2",,"Object",,,100,,,,,,,
"bea_003_atk_trail_red",,"TRUE",,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_1_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_2_red",,"Object",,,100,,,,,,,
"bea_003_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hit_scratch",,"Above",,,100,,,,"bea_003_atk_hit_red",,,
"bea_003_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hit_scratch_red",,"Above",,,100,,,,,,,
"bea_003_atk2_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk2_hit_scratch",,"Above",,,110,,,,"bea_003_atk2_hit_red",,,
"bea_003_atk2_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk2_hit_scratch_red",,"Above",,,110,,,,,,,
"bea_003_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hitEnv_scratch",,"Above",,,60,,,,"bea_003_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,100,,,,,,,
"bea_003_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hitEnv_scratch_red",,"Above",,,60,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,100,,,,,,,
"bea_003_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat",,"Object",,,100,,,,"bea_003_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_003_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_003_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hit_scratch",,"Above",,,80,,,,"bea_003_ulti_hit_red",,,
"bea_003_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hit_scratch_red",,"Above",,,80,,,,,,,
"bea_003_ulti_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hitEnv_scratch",,"Above",,,45,,,,"bea_003_ulti_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,80,,,,,,,
"bea_003_ulti_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_hitEnv_scratch_red",,"Above",,,45,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat_red",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,80,,,,,,,
"bea_003_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat",,"Object",,,75,,,,"bea_003_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,90,,,,,,,
"bea_003_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_cat_red",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,90,,,,,,,
"bea_003_moving",,"TRUE","TRUE",,,,,,,,"ParticleEmitter",,,"bea_003_moving_paw",,"GroundLow","TRUE",,100,,,,,,,
"bea_004_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hit_scratch",,"Above",,,100,,,,"bea_004_atk_hit_red",,,
"bea_004_atk_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hit_scratch_red",,"Above",,,100,,,,,,,
"bea_004_atk_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hitEnv_scratch",,"Above",,,60,,,,"bea_004_atk_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,100,,,,,,,
"bea_004_atk_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hitEnv_scratch_red",,"Above",,,60,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,100,,,,,,,
"bea_004_atk_trail",,"TRUE",,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_1",,"Object",,,100,,,,"bea_004_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_trail_paw",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_trail_twinkles",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_trail_frags",,"Above",,,100,,,,,,,
"bea_004_atk_trail_red",,"TRUE",,,,,,,,,"ParticleEmitter",,,"bea_003_trail_paw_1_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_trail_paw",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_trail_twinkles",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_trail_frags_red",,"Above",,,100,,,,,,,
"bea_004_atk2_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_scratch",,"Above",,,110,,,,"bea_004_atk2_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_frags",,"Above",,,100,,,,,,,
"bea_004_atk2_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_scratch_red",,"Above",,,110,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_frags",,"Above",,,100,,,,,,,
"bea_004_atk_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat",,"Object",,,100,,,,"bea_004_atk_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_004_atk_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,100,,,,,,,
"bea_004_ulti_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hit_scratch",,"Above",,,80,,,,"bea_004_ulti_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_frags",,"Above",,,70,,,,,,,
"bea_004_ulti_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hit_scratch_red",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk2_hit_frags",,"Above",,,70,,,,,,,
"bea_004_ulti_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hitEnv_scratch",,"Above",,,45,,,,"bea_004_ulti_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,80,,,,,,,
"bea_004_ulti_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_hitEnv_scratch_red",,"Above",,,45,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat_red",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,80,,,,,,,
"bea_004_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat",,"Object",,,75,,,,"bea_004_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell",,"GroundHigh",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,90,,,,,,,
"bea_004_ulti_reached_red",,,,,,,,,,,"ParticleEmitter",,,"bea_004_atk_reached_cat_red",,"Object",,,75,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_003_atk_reached_bell_red",,"GroundHigh",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached",,"Object",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"GroundLow",,,90,,,,,,,
"bea_004_moving",,"TRUE","TRUE",,,,,,,,"ParticleEmitter",,,"bea_004_moving_paw",,"GroundLow","TRUE",,100,,,,,,,
,,"true",,,,,,,,,"ParticleEmitter",,,"gen_gold_lobby_aura_add",,"GroundTop",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gen_gold_moving_twinkle",,"Above",,,80,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gen_gold_moving_dots",,"Above",,,80,,,,,,,
"bea_004_lobby_aura",,"true",,,,,,,,,"ParticleEmitter",,,"gen_gold_lobby_twinkle",,"Above",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gen_gold_lobby_dots",,"Above",,,90,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"gen_gold_lobby_beams",,"GroundTop",,,90,,,,,,,
"bea_005_atk1_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blue",,"Above",,,100,,,,"bea_005_atk1_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Object",,,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_glow",,"Above",,,90,,,,,,,
"bea_005_atk1_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Object",,,85,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_glow_red",,"Above",,,90,,,,,,,
"bea_005_atk2_hit",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blue",,"Above",,,105,,,,"bea_005_atk2_hit_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_glow_strong",,"Above",,,110,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blueAdd",,"Above",,,110,,,,,,,
"bea_005_atk2_hit_red",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_red",,"Above",,,105,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_glow_strong_red",,"Above",,,110,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_redAdd",,"Above",,,110,,,,,,,
"bea_005_atk1_hitEnv",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Above",,,55,,,,"bea_005_atk1_hitEnv_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blue",,"Above",,,60,,,,,,,
"bea_005_atk1_hitEnv_red",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Above",,,55,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Above",,,50,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_red",,"Above",,,60,,,,,,,
"bea_005_atk1_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Above",,,45,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Above",,,40,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_grey",,"Above",,,35,,,,,,,
"bea_005_ulti_reached",,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_black",,"Object",,,35,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_blackDot",,"Above",,,40,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"bea_005_atk_hit_impact_grey",,"Above",,,35,,,,,,,
"bea_005_ulti_trail",,,,,,,,,,,"ParticleEmitter",,,"bea_005_ulti_trail_dots",,"Object",,,100,,,,,,,
"belle_def_atk",,,,,250,50,,,,"Belle_Atk","ParticleEmitter",,,"belle_def_atk_shock",,"Above",,,100,,,,"belle_def_atk_red",,,200
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_spark",,"GroundTop",,,100,,,,,,,
"belle_def_atk_red",,,,,250,50,,,,"Belle_Atk","ParticleEmitter",,,"belle_def_atk_shock_red",,"Above",,,100,,,,,,,200
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_spark_red",,"GroundTop",,,100,,,,,,,
"belle_def_atk_trail",,"true",,,,,,,,,"ParticleEmitter",,,"belle_def_atk_trail_shock",,"Above",,,100,,,,"belle_def_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_trail_frags",,"Object",,,100,,,,,,,
"belle_def_atk_trail_red",,"true",,,,,,,,,"ParticleEmitter",,,"belle_def_atk_trail_shock_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_trail_frags_red",,"Object",,,100,,,,,,,
"belle_def_atk_hit",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_blue",,,"Above",,,65,,,,"belle_def_atk_hit_red",,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_blue",,,"GroundHigh","true",,90,,,,,,,
"belle_def_atk_hit_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_red",,,"Above",,,65,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_red",,,"GroundHigh","true",,90,,,,,,,
"belle_def_atk_hitEnv",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_blue",,,"Above",,,40,,,,"belle_def_atk_hitEnv_red",,,
"belle_def_atk_hitEnv_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_red",,,"Above",,,40,,,,,,,
"belle_def_atk_reached",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_blue",,,"GroundHigh","true",,60,,,,"belle_def_atk_reached_red",,,
"belle_def_atk_reached_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_red",,,"GroundHigh","true",,60,,,,,,,
"belle_def_atk2_trail","true","true",,,,,,,,,"ParticleEmitter",,,"belle_def_atk2_trail_elec",,"Object",,,100,,,,"belle_def_atk2_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk2_trail_spark",,"Above",,,100,,,,,,,
"belle_def_atk2_trail_red","true","true",,,,,,,,,"ParticleEmitter",,,"belle_def_atk2_trail_elec_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk2_trail_spark_red",,"Above",,,100,,,,,,,
"belle_def_ulti",,,,,250,50,,,,"Belle_Ulti","ParticleEmitter",,,"belle_def_atk_shock",,"Above",,,100,,,,"belle_def_ulti_red",,,200
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_spark",,"GroundTop",,,100,,,,,,,
"belle_def_ulti_red",,,,,250,50,,,,"Belle_Ulti","ParticleEmitter",,,"belle_def_atk_shock_red",,"Above",,,100,,,,,,,200
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_atk_spark_red",,"GroundTop",,,100,,,,,,,
"belle_def_ulti_trail",,"true",,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_trail_shock",,"Above",,,100,,,,"belle_def_ulti_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_trail_spark",,"GroundTop",,,100,,,,,,,
"belle_def_ulti_trail_red",,"true",,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_trail_shock_red",,"Above",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_trail_spark_red",,"GroundTop",,,100,,,,,,,
"belle_def_ulti_hit",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_blue",,,"Above",,,70,,,,"belle_def_ulti_hit_red",,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_blue",,,"GroundHigh","true",,100,,,,,,,
"belle_def_ulti_hit_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_red",,,"Above",,,70,,,,,,,
,,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_red",,,"GroundHigh","true",,100,,,,,,,
"belle_def_ulti_hitEnv",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_blue",,,"Above",,,40,,,,"belle_def_ulti_hitEnv_red",,,
"belle_def_ulti_hitEnv_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_red",,,"Above",,,40,,,,,,,
"belle_def_ulti_reached",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_blue",,,"GroundHigh","true",,60,,,,"belle_def_ulti_reached_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_reached_spark",,"Above",,,100,,,,,,,
"belle_def_ulti_reached_red",,,,,,,,,,,"SWF","sc/effects_brawler.sc","elecHit_ground_red",,,"GroundHigh","true",,60,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_def_ulti_reached_spark_red",,"Above",,,100,,,,,,,
"belle_shock_001","true","true",,,,,,,,,"ParticleEmitter",,,"crow_002_atk_shocked_red",,"Above",,,100,,,,"belle_shock_001_red",,,
"belle_shock_001_red","true","true",,,,,,,,,"ParticleEmitter",,,"crow_002_atk_shocked",,"Above",,,100,,,,,,,
"belle_002_atk_trail",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_trail_noise",,"Object",,,100,,,,"belle_002_atk_trail_red",,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_trail_twinkle",,"Above",,,100,,,,,,,
"belle_002_atk_trail_red",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_trail_noise_red",,"Object",,,100,,,,,,,
,,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_trail_twinkle_red",,"Above",,,100,,,,,,,
"belle_002_atk",,,,,250,50,,,,"Belle_Atk","ParticleEmitter",,,"belle_def_atk_shock",,"Above",,,100,,,,"belle_002_atk_red",,,200
,,,,,,,,,,,"ParticleEmitter",,,"shell_100",,"GroundHigh","false",,100,,,,,,,
"belle_002_atk_red",,,,,250,50,,,,"Belle_Atk","ParticleEmitter",,,"belle_def_atk_shock_red",,"Above",,,100,,,,,,,200
,,,,,,,,,,,"ParticleEmitter",,,"shell_100",,"GroundHigh","false",,100,,,,,,,
"belle_002_atk_hit",,,,,,,,,,,"ParticleEmitter",,,"belle_002_atk_hit_impact_1",,"Above",,,100,,,,"belle_002_atk_hit_red",,,
