"Name","InstanceID","LockedForChronos","Disabled","ItemName","WeaponSkill","UltimateSkill","OverchargedUltimateSkill","Pet","AltPet","MovementType","Speed","Hitpoints","Traits","Components","HealthPromilleLostPerSecond","HealPercentChange","LifeTimeTicks","SkipDeploy","MeleeAutoAttackSplashDamage","DelayTicksFirstAttack","AutoAttackSpeedMs","AutoAttackDamage","AutoAttackBulletsPerShot","AutoAttackMode","AutoAttackTicksBetweenBurstShots","AutoAttackProjectileSpread","AutoAttackProjectile","OverchargedAutoAttackProjectile","AutoAttackRange","RegeneratePerSecond","LowPriorityTarget","UltiUses","UltiChargeInitial","UltiChargeMul","UltiChargeUltiMul","OverchargeChargeMul","OverchargePassiveChargeMul","OverchargeChargeActiveMul","OverchargeDamagePercent","OverchargeSpeedPercent","OverchargeShieldPercent","Type","IsNeutral","IsBossPet","CarryableType","DefaultSkin","Mastery","BrawlerTrophyRewards","ManualRotations","FileName","BlueExportName","RedExportName","ShadowExportName","OverchargedEffect","OverchargedUseDefaultSkin","StatusEffect","AreaEffect","DeathAreaEffect","DeathOverchargedAreaEffect","TakeDamageEffect","KillEffect","DeathEffect","DeathEffectOvercharged","AllowDeathEffectOverride","MoveEffect","ReloadEffect","OutOfAmmoEffect","DryFireEffect","SpawnEffect","OverchargedSpawnEffect","MeleeHitEffect","AutoAttackStartEffect","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","LoopedEffect","LoopedEffect2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","AttackStartEffectOffset","TwoWeaponAttackEffectOffset","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","Scale","HeroScreenScale","FitToBoxScale","EndScreenScale","GatchaScreenScale","HomeScreenScale","BattleIntroScale","ShowPetInHeroScreen","AlwaysShowWithPet","HeroScreenXOffset","HeroScreenZOffset","BattleIntroXOffset","BattleIntroZOffset","HeroScreenEmoteX","HeroScreenEmoteY","CollisionRadius","HealthBar","HealthBarOffsetY","FloorIndicatorScale","HealthBarScale","FlyingHeight","ProjectileStartZ","StopMovementAfterMS","WaitMS","TID","ClassArchetype","ForceAttackAnimationToEnd","IconSWF","IconExportName","EmblemExportName","RecoilAmount","FootstepClip","DifferentFootstepOffset","FootstepIntervalMS","AttackingWeaponScale","UseThrowingLeftWeaponBoneScaling","UseThrowingRightWeaponBoneScaling","CommonSetUpgradeBonus","RareSetUpgradeBonus","SuperRareSetUpgradeBonus","CanWalkOverWater","WaterFootstepEffect","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","ChargeUltiAutomatically","ChargeUltiFromDamage","ChargeUltiFromHealing","VideoLink","ShouldEncodePetStatus","SecondaryPet","IsExternalPet","ExtraMinions","PetAutoSpawnDelay","PetSpawnCount","PowerLevelsType","PowerLevelsSpeedBuff","OffenseRating","DefenseRating","UtilityRating","ShowHealInBattleEnd","OrbitingRadius","OrbitingAngularSpeed","UniqueProperty","UniquePropertyValue1","UniquePropertyValue2","ArenaOverrideMaxHpBuff","ArenaOverrideDmgBuff","ArenaOverrideSpeedBuff","ArenaOverrideReloadBuff","PetRotatable","HyperMoveEffect","HumanoidSpecies","BuddyCharacter","BossModeUltiRate","SpecialEventType","SpecialEventType2"
"Ghost","86","","","shade","GhostWeapon","GhostUlti","","","","","855","3700","GhostDeadCenterBoost","","","","","","","","","","","","","","","","12","","","","","100","100","34","","","5","20","5","Hero","","","","GhostDefault","MasteryGhost","TrophyRewardsGhost","","","","","","","","","GhostSuperChargeArea","","","takedamage_gen","","death_undertaker","","true","gen_move_fx","kenji_reload","no_ammo_shotgungirl","kenji_dryfire","","","dummy_effect","","","","","","","","","","","","","","","","Shade_Kill_VO","Shade_Lead_VO","Shade_Start_VO","Shade_Ulti_VO","Shade_Hurt_VO","Shade_Die_VO","Shade_Atk_VO","Shade_Start_VO","1","50","","80","80","","","35","100","160","265","95","160","220","235","","","","","-120","","","20","120","Medium","-59","","","","350","","","TID_GHOST","assassin","","sc/hero_portraits.sc","hero_icon_shade","mastery_brawler_icon_shade","","","25","350","165","","","1","2","3","true","","","","","","","","","","","","","","","","","","","","","5","1","3","","","","GHOST","","","350","3","","125","","shade_def_oc_trail","","GhostBuddy","","","R_shoulder_s;L_shoulder_s"
"Voodoo","87","","","juju","VoodooWeaponEarth","VoodooUlti","","","","","750","3100","","","","","","","","","","","","","","","","","12","","","","","65","30","40","","","5","20","5","Hero","","","","VoodooDefault","MasteryVoodoo","TrophyRewardsVoodoo","","","","","","","","","","","","takedamage_gen","","death_artillery_dude","","true","gen_move_fx","juju_reload","no_ammo_shotgungirl","juju_dryfire","","","","","","","","","","","","","","","","","","","Juju_Kill_VO","Juju_Lead_VO","Juju_Start_VO","Juju_Ulti_VO","Juju_Hurt_VO","Juju_Die_VO","","Juju_Start_VO","4","35","","80","80","","","35","115","160","280","80","150","250","265","","","","600","250","-100","","10","120","Medium","-45","","","","400","","","TID_VOODOO","artillery","","sc/hero_portraits.sc","hero_icon_juju","mastery_brawler_icon_juju","500","footstep","20","200","160","","","3","2","1","true","water_footstep","","","","","","","","","","","","","","","","","","","","4","2","4","","","","VOODOO","","","450","","","150","","","","","130","",""
"Lightyear","88","","true","lightyear","LightyearWeapon","LightyearUlti","","","","","720","3000","","","","","","","","","","","","","","","","","12","","","","","69","80","45","","","5","20","5","Her0","","","","","MasteryLightyear","","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","buzz_lightyear_reload","no_ammo_shotgungirl","brock_dryfire","","","","","","","","","","","","","","","","","","","Buzz_Lightyear_Kill_VO","Buzz_Lightyear_Lead_VO","Buzz_Lightyear_Start_VO","Buzz_Lightyear_Ulti_VO","Buzz_Lightyear_Hurt_VO","Buzz_Lightyear_Die_VO","","Buzz_Lightyear_Start_VO","3","35","","80","80","","","35","105","200","235","90","180","220","230","","","","","-100","-400","-50","","120","Medium","-52","","","","500","","","TID_LIGHTYEAR","damage_dealer","","sc/hero_portraits.sc","hero_icon_lightyear","mastery_brawler_icon_buzzlightyear","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","BrockTutorial","","","","","","","","","5","2","2","","","","LIGHTYEAR_LASER","","","","","","","","","","","","",""
"Meeple","89","","","meeple","MeepleWeapon","MeepleUlti","","","","","750","3300","","","","","","","","","","","","","","","","","12","","","","","70","90","40","","","5","20","5","Hero","","","","MeepleDefault","MasteryMeeple","TrophyRewardsMeeple","","","","","","","","","","","","takedamage_gen","","death_sniper","","true","gen_move_fx","reload_sniper","no_ammo_shotgungirl","minig_dryfire","","","","","","","","","","","","","","","","","","","Meeple_Kill_VO","Meeple_Lead_VO","Meeple_Start_VO","Meeple_Ulti_VO","Meeple_Hurt_VO","Meeple_Dies_VO","","Meeple_Start_VO","","45","","80","80","","","35","110","200","290","90","190","240","215","","","","","300","-180","","","120","Medium","-46","","","","450","","","TID_MEEPLE","controller","","sc/hero_portraits.sc","hero_icon_meeple","mastery_brawler_icon_meeple","100","footstep","25","400","160","","","2","3","1","","","","","","","","","","","","","PiperTutorial","","","","","","","","","3","3","4","","","","IS_MEEPLE","","","600","5","","250","","","","","130","",""
"Skater","90","","","ollie","SkaterWeapon","SkaterUlti","SkaterOverchargedUlti","","","","800","5400","","","","","","","","","","","","","","","","","12","","","","","75","100","25","","","5","20","5","Hero","","","","SkaterDefault","MasterySkater","TrophyRewardsSkater","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","melodie_reload","no_ammo_shotgungirl","melodie_dryfire","","","","","","","","","","","","","","","","","","","Ollie_Kill_VO","Ollie_Lead_VO","Ollie_Start_VO","Ollie_Ulti_VO","Ollie_Hurt_VO","Ollie_Die_VO","","Ollie_Start_VO","7","30","","80","80","","","35","125","200","290","90","175","260","270","","","","","150","-100","-25","40","120","Medium","-50","","","","450","","","TID_SKATER","tank","","sc/hero_portraits.sc","hero_icon_ollie","mastery_brawler_icon_ollie","1000","","25","250","200","","","1","3","2","","","","","","","","","","","240","","ShellyTutorial","","","","","","","","","2","4","4","","","","SKATER","","","","","","","","","","","","",""
"Morningstar","91","","","lumi","MorningstarWeapon","MorningstarUlti","","","","","750","3500","","","","","","","","","","","","","","","","","12","","","","","69","80","40","","","5","20","5","Hero","","","","MorningstarDefault","MasteryMorningstar","TrophyRewardsMorningstar","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","lumi_reload","","lumi_dryfire","","","","","","","","","","","","","","","","","","","Lumi_Kill_VO","Lumi_Lead_VO","Lumi_Start_VO","Lumi_Ulti_VO","Lumi_Hurt_VO","Lumi_Die_VO","","Lumi_Start_VO","3","35","","80","80","","","35","120","200","285","90","200","255","250","","","","","100","","-50","","120","Medium","-52","","","","500","","","TID_MORNINGSTAR","damage_dealer","","sc/hero_portraits.sc","hero_icon_lumi","mastery_brawler_icon_lumi","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","BrockTutorial","","","","","","","","","5","2","2","","","","IS_MORNINGSTAR","","","400","2","5","","","","","","","",""
"Chronomancer","92","","","finx","ChronomancerWeapon","ChronomancerUlti","","","","","800","3700","","","","","","","","","","","","","","","","","12","","","","","50","100","30","","","5","20","5","Hero","","","","ChronomancerDefault","MasteryChronomancer","TrophyRewardsChronomancer","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","finx_reload","no_ammo_shotgungirl","finx_dryfire","","","","","","","","","","","","","","","","","","","Finx_Kill_VO","Finx_Lead_VO","Finx_Start_VO","Finx_Ulti_VO","Finx_Hurt_VO","Finx_Die_VO","","Finx_Start_VO","4","35","","80","80","","","35","105","200","250","90","180","220","230","","","","","150","","-50","","120","Medium","-52","","","","500","","","TID_CHRONOMANCER","controller","","sc/hero_portraits.sc","hero_icon_finx","mastery_brawler_icon_finx","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","BrockTutorial","","","","","","","","","3","2","5","","","","IS_CHRONOMANCER","","","","4","","300","","","","","125","",""
"Alternator","93","","","jae","AlternatorWeaponSpeed","AlternatorUltiHeal","","","","","800","3700","","","","","","","","","","","","","","","","","12","","","","","1","1","3000","","","5","20","5","Hero","","","","AlternatorDefault","MasteryAlternator","TrophyRewardsAlternator","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","finx_reload","no_ammo_shotgungirl","finx_dryfire","","","","","","","","","","","","","","","","","","","Jae_Kill_VO","Jae_Lead_VO","Jae_Start_VO","","Jae_Hurt_VO","Jae_Die_VO","","Jae_Start_VO","4","35","","80","80","","","35","135","320","350","90","180","320","290","","","","","150","400","-50","","145","Medium","-40","","","","500","","","TID_ALTERNATOR","support","","sc/hero_portraits.sc","hero_icon_jae","mastery_brawler_icon_jae","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","600","","","BrockTutorial","","","","","","","","","2","4","4","","","","IS_ALTERNATOR","","","550","","","200","","","","","140","",""
"Geisha","94","","","kaze","GeishaWeapon","GeishaUlti","","GeishaTransformed","","","855","4100","","","","","","","","","","","","","","","","","12","","","","","115","65","30","","","5","20","5","Hero","","","","GeishaDefault","MasteryGeisha","TrophyRewardsGeisha","","","","","","","","","","","","takedamage_gen","","death_undertaker","","true","gen_move_fx","kenji_reload","no_ammo_shotgungirl","kenji_dryfire","","","dummy_effect","","","","","","","","","","","","","","","","Kotomi_Kill_VO","Kotomi_Lead_VO","Kotomi_Start_VO","Kotomi_Ulti_VO","Kotomi_Hurt_VO","Kotomi_Die_VO","","Kotomi_Start_VO","1","50","","80","80","","","35","120","200","285","95","170","260","275","true","true","","","100","-100","","20","120","Medium","-50","","","","350","","","TID_GEISHA","assassin","","sc/hero_portraits.sc","hero_icon_kaze","mastery_brawler_icon_kaze","","footstep","25","350","165","","","1","2","3","","","","","","","","","","","","","","","","","","","","","","5","1","2","","","","IS_GEISHA","","","600","5","","","true","","","","140","",""
"Stalker","95","","","alli","StalkerWeaponDash","StalkerUlti","","","","","800","3900","","Stalker_Hunt;Brawler_Stalker","","","","","","","","","","","","","","","12","","","","","100","100","25","","","5","20","5","Hero","","","","StalkerDefault","MasteryStalker","TrophyRewardsStalker","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","alli_reload","no_ammo_shotgungirl","alli_dryfire","","","","","","","","","","","","","","","","","","","Alli_Kill_VO","Alli_Lead_VO","Alli_Start_VO","Alli_Ulti_VO","Alli_Hurt_VO","Alli_Die_VO","","Alli_Start_VO","4","35","","80","80","","","35","100","250","280","80","150","235","250","","","","","500","100","-50","","120","Medium","-52","","","","500","","","TID_STALKER","assassin","","sc/hero_portraits.sc","hero_icon_alli","mastery_brawler_icon_alli","300","footstep","25","500","100","","","2","3","1","true","water_footstep","","","","","","","","","","","BrockTutorial","","","","","","","","","5","2","2","","","","IS_STALKER","","","","5","","150","","shade_def_oc_trail","","","150","","ponytail_3_s;ponytail_2_s"
"Domain","96","","","trunk","DomainWeapon","DomainUlti","DomainOverchargedUlti","","","","800","5200","","","","","","","","","","","","","","","","","12","","","","","70","100","35","","","5","20","5","Hero","","","","DomainDefault","MasteryDomain","TrophyRewardsDomain","","","","","","","","","","","","takedamage_gen","","death_shotgun_girl","","true","gen_move_fx","trunk_reload","no_ammo_shotgungirl","trunk_dryfire","","","","","","","","","","","","","","","","","","","Trunk_Kill_VO","Trunk_Lead_VO","Trunk_Start_VO","Trunk_Ulti_VO","Trunk_Hurt_VO","Trunk_Die_VO","","Trunk_Start_VO","1","50","","80","80","","","35","135","300","375","100","290","330","295","","","","","-100","500","","","145","Medium","-40","","","","450","","","TID_DOMAIN","tank","","sc/hero_portraits.sc","hero_icon_trunk","mastery_brawler_icon_trunk","400","footstep","25","300","130","","","1","2","3","","","","","","","","","","","240","","TaraTutorial","","","","","","","","","2","2","5","","","","IS_DOMAIN","","","650","3","","","","","","","140","","trunk_s"
"Dancer","97","","","dancer","DancerWeaponSingle","DancerUlti","DancerOverchargedUlti","","","","800","3600","","Brawler_Dancer","","","","","","","","","","","","","","","12","","","","","72","100","30","","","5","20","5","Hero","","","","DancerDefault","MasteryDancer","TrophyRewardsDancer","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","mina_reload","no_ammo_shotgungirl","mina_dryfire","","","","","","","","","","","","","","","","","","","Mina_Kill_VO","Mina_Lead_VO","Mina_Start_VO","Mina_Ulti_VO","Mina_Hurt_VO","Mina_Die_VO","","Mina_Start_VO","4","35","","80","80","","","35","130","280","300","80","160","290","320","","","","","-680","750","-50","","120","Medium","-56","","","","500","","","TID_DANCER","damage_dealer","","sc/hero_portraits.sc","hero_icon_mina","mastery_brawler_icon_mina","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","BrockTutorial","","","","","","","","","5","2","1","","","","IS_DANCER","","","400","4","","","","","","","150","","R_ankle_s;L_ankle_s;R_toes_s;L_toes_s"
"Fury","98","","","fury","FuryWeapon","FuryUlti","","","","","800","3200","","","","","","","","","","","","","","","","","12","","","","","85","60","35","","","5","20","5","Hero","","","","FuryDefault","MasteryFury","TrophyRewardsFury","","","","","","","","","","","","takedamage_gen","","death_rocket_girl","","true","gen_move_fx","ziggy_reload","no_ammo_shotgungirl","ziggy_dryfire","","","","","","","","","","","","","","","","","","","Ziggy_Kill_VO","Ziggy_Lead_VO","Ziggy_Start_VO","Ziggy_Ulti_VO","Ziggy_Hurt_VO","Ziggy_Die_VO","Ziggy_Atk_VO","Ziggy_Start_VO","4","35","","80","80","","","35","100","250","280","80","150","235","260","","","","","-200","-100","-50","","120","Medium","-52","","","","500","","","TID_FURY","controller","","sc/hero_portraits.sc","hero_icon_ziggy","mastery_brawler_icon_ziggy","300","footstep","25","500","100","","","2","3","1","","","","","","","","","","","","","BrockTutorial","","","","","","","","","5","2","2","","","","IS_FURY","","","","","","","","","","","120","",""
"Bulletstorm","99","","","pierce","BulletstormWeapon","BulletstormUlti","","","","","750","3000","","Brawler_Bulletstorm","","","","","","","","","","","","","","","12","","","","","65","100","40","","","5","20","5","Hero","","","","BulletstormDefault","MasteryBulletstorm","TrophyRewardsBulletstorm","","","","","","","","","","","","takedamage_gen","","death_shaman","","true","gen_move_fx","pierce_reload","no_ammo_shotgungirl","pierce_dryfire","","","","","","","","","","","","","","","","","","","Pierce_Kill_VO","Pierce_Lead_VO","Pierce_Start_VO","Pierce_Ulti_VO","Pierce_Hurt_VO","Pierce_Die_VO","","Pierce_Start_VO","2","35","","80","80","","","35","85","190","250","80","150","230","230","","","","","-20","480","","","120","Medium","-46","","","","100","","","TID_BULLETSTORM","marksman","","sc/hero_portraits.sc","hero_icon_pierce","mastery_brawler_icon_pierce","1000","footstep","25","250","100","","","3","1","2","","","","","","","","","","","","","NitaTutorial","","","","","","","","","5","1","3","","","","IS_BULLETSTORM","","","500","3","","50","","","","","90","",""
"Daredevil","100","","","gigi","DaredevilWeapon","DaredevilUlti","","","","","855","4100","","Brawler_Daredevil","","","","","","","","","","","","","","","12","","","","","75","134","35","","","5","20","5","Hero","","","","DaredevilDefault","MasteryDaredevil","TrophyRewardsDaredevil","","","","","","","","","DaredevilSuperChargeArea","","","takedamage_gen","","death_undertaker","","true","gen_move_fx","gigi_reload","no_ammo_shotgungirl","gigi_dryfire","","","dummy_effect","","","","","","","","","","","","","","","","Gigi_Kill_VO","Gigi_Lead_VO","Gigi_Start_VO","Gigi_Ulti_VO","Gigi_Hurt_VO","Gigi_Die_VO","","Gigi_Start_VO","1","50","","80","80","","","35","100","200","230","95","170","200","250","","","","","200","50","","20","120","Medium","-65","","","","350","","","TID_DAREDEVIL","assassin","","sc/hero_portraits.sc","hero_icon_gigi","mastery_brawler_icon_gigi","","footstep","25","350","165","","","1","2","3","","","","","","","","","","","","","MortisTutorial","","","","","","","","","2","3","4","","","","IS_DAREDEVIL","90","6","","3","","150","","","","","125","","C_elbow_s;C_crow_offset_s"
"Mender","101","","","mender","MenderWeapon","MenderUlti","","","","","800","3900","","Brawler_Mender","","","","","","","","","","","","","","","20","","","","","50","100","40","","","5","20","5","Hero","","","","MenderDefault","MasteryMender","TrophyRewardsMender","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","glowbert_reload","no_ammo_shotgungirl","glowbert_dryfire","","","","","","","","","","","","","","","","","","","Glowbert_Kill_VO","Glowbert_Lead_VO","Glowbert_Start_VO","Glowbert_Ulti_VO","Glowbert_Hurt_VO","Glowbert_Die_VO","","Glowbert_Start_VO","1","40","","80","80","","","35","100","200","260","95","170","225","215","true","","","","-50","340","","","120","Medium","-53","","","","450","","","TID_MENDER","support","","sc/hero_portraits.sc","hero_icon_glowbert","mastery_brawler_icon_glowbert","400","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","100","PamTutorial","","","","","","","","","2","3","4","","","","IS_MENDER","","","400","","","","","","","","","","suit_tube_4_s"
"Shadowdemon","102","","","shadowdemon","ShadowdemonWeapon","ShadowdemonUltiCommand","","","","","750","3400","","Brawler_Shadowdemon","","","","","","","","","","","","","","","20","","","","","167","100","14","","","5","20","5","Hero","","","","ShadowdemonDefault","MasteryShadowdemon","TrophyRewardsShadowdemon","","","","","","","","","","","","takedamage_gen","","death_undertaker","","true","gen_move_fx","sirius_reload","no_ammo_shotgungirl","sirius_dryfire","","","","","","","","","","","","","","","","","","","Sirius_Kill_VO","Sirius_Lead_VO","Sirius_Start_VO","Sirius_Ulti_VO","Sirius_Hurt_VO","Sirius_Die_VO","","Sirius_Start_VO","1","50","","80","80","","","35","116","200","285","95","170","260","260","","","","","","","","20","120","Medium","-52","","","","450","","","TID_SHADOWDEMON","controller","","sc/hero_portraits.sc","hero_icon_sirius","mastery_brawler_icon_sirius","","footstep","25","350","165","","","1","2","3","","","","","","","","","","3000","","","MortisTutorial","","","","","","","","","2","3","4","","","","IS_SHADOWDEMON","","","","3","6","","","","","","","",""
"Redirecter","103","","","redirecter","RedirecterWeapon","RedirecterUlti","","","","","800","3400","","Brawler_Redirecter","","","","","","","","","","","","","","","20","","","","","85","50","35","","","5","20","5","Hero","","","","RedirecterDefault","MasteryRedirecter","TrophyRewardsRedirecter","","","","","","","","","","","","takedamage_gen","","death_arcade","","true","gen_move_fx","najia_reload","no_ammo_shotgungirl","najia_dryfire","","","","","","","","","","","","","","","","","","","Najia_Kill_VO","Najia_Lead_VO","Najia_Start_VO","Najia_Ulti_VO","Najia_Hurt_VO","Najia_Die_VO","","Najia_Start_VO","1","40","","80","80","","","35","107","200","260","95","170","225","300","","","","","-50","-700","","","120","Medium","-53","","","","400","","","TID_REDIRECTER","damage_dealer","","sc/hero_portraits.sc","hero_icon_najia","mastery_brawler_icon_najia","400","footstep","30","400","130","","","1","3","2","","","","","","","","","","","","","PamTutorial","","","","","","","","","3","3","3","","","","IS_REDIRECTER","","","","","","","","","","","125","",""
