"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"MechanicOverchargedTurretElecProj","","3478","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MechanicOverchargedTurretElecProj2"
"MechanicOverchargedTurretElecProj2","","2000","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","1","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MechanicOverchargedTurretElecProj3"
"MechanicOverchargedTurretElecProj3","","2000","","0","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiProjectile","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","CrowPoison","","","","","","","CrowOverchargedUltiProjectile2"
"CrowOverchargedUltiProjectile2","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","CrowPoison","","","","","","",""
"LeaperShotgunProjectile","","3600","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LeaperGadgetSlow","","","","","","",""
"TwinsThrowerProjectile","","2000","","0","","true","","","","","260","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TwinsThrowerExplosion","","","","",""
"TwinsShotgunProjectile","","3400","","0","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsHCUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherProjectile","","1900","","0","","true","","1100","35","","430","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","AttacherExplosion","","","","",""
"AttacherProjectileOvercharged","","1900","","0","","true","","1350","35","","430","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","AttacherExplosionOvercharged","","","","",""
"AxeJugglerProjectile","","4500","","125","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","1","3","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AxeJugglerProjectile2"
"AxeJugglerProjectile2","","860","","125","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","true","","","","","","","","","","","","","","","8","650;650;10","true","","","","160","TRUE","19","-50","","","NoExternalProjectileControl","","","","","","","","","",""
"AxeJugglerOverchargedProjectile2","","860","","125","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","10","","","","","","","","true","","","","","","","","","","","","","","","8","650;650;10","true","","","","160","TRUE","19","-50","","","NoExternalProjectileControl","","","","","","","","","",""
"MosquitoProjectile","","4000","","100","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","",""
"MosquitoProjectilePoison","","4000","","100","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","80","","","","","","","","","","","","","","","","","","","","","18","50","","","","","","MosquitoPoison","","","","","","",""
"SandstormOverchargedUltiProjectile","","2000","","0","","true","","","","","300","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SandStormOverchargedUltiArea","SandStormOverchargedUltiSilenceArea","","","",""
"ClusterBombOverchargedSummonProjectile","","3000","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RocketGirlUltiOverchargedProjectile","","870","","0","","true","true","","","","93","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brock_def_Overcharged_ulti_area","","","","",""
"SpeedyOverchargedProjectile","","1000","","0","","true","true","","","","150","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","SpeedyOverchargedArea","SpeedyOverchargedArea2","","","",""
"HookUltiOverchargedProjectile","","3200","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HookUltiOverchargedProjectile2"
"HookUltiOverchargedProjectile2","","3200","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperMutantProjectile","","4000","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","","","","","","","","","","","","",""
"DragonRiderProjectile","","3800","","200","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","700","1000","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderDragonProjectile","","3500","","250","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DragonRiderDragonOverchargedProjectile","","3500","","250","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","10","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherProjectile","","3500","","300","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherUltiProjectile","","3800","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","",""
