"Name","Conf","Disabled","Campaigns","UpdateNumber","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","ProgressionSkinBase","ProgressionSkinLevel","ProgressionSkinFinal","PetSkin","PetSkin2","OverchargePetSkin","OverchargePetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","DontSellInCatalog","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","CustomShader","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID","PreciseCollision","OdditiesShopAvailability","NotSoldInVault"
"RuffsCoverDefault","RuffsCoverDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterCrew","PercenterCrew","","STARRFORCE","","","","","3","3","","","","","","MechanicTurretTanuki","","","","","","2750","true","","79","","","SUPER_RARE","TID_NAVIGATOR_COLETTE_SKIN","TID_NAVIGATOR_COLETTE_SHOP","MODEL,TEXTURE,VFX","","","colette_crew_tex.sctx","colette_crew_tex.sctx","","","","","","","","","","","","NEVER",""
"ElectroSniperDefault","ElectroSniperDefault","","","","","","","","","","","","","","HealingStationSummer","","","","","","","true","","","","","","","","","","","belle_tex.sctx","belle_tex.sctx","","","","","","","","","","","","",""
"StickyBombDefault","StickyBombDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","squeak_tex.sctx","squeak_tex.sctx","","","","","","","","","","","","",""
"BaseballVigilante","BaseballVigilante","","MAXFORCE","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_BIBILANTE_SKIN","TID_BIBILANTE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","bibi_vigilante_tex.sctx","bibi_vigilante_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ArtilleryDudeSmuggler","ArtilleryDudeSmuggler","","RANKED","","","","","","","","","","","","ArtilleryDudeSmugglerTurret","ArtilleryDudeCoverDefault","","","","","5000","true","","149","","","EPIC","TID_SMUGGLER_PENNY_SKIN","TID_SMUGGLER_PENNY_SKIN_SHOP","MODEL,TEXTURE,VFX","","","penny_smuggler_tex.sctx","penny_smuggler_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","VILLAINS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeSmugglerTurret","ArtilleryTurretSmuggler","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","penny_smuggler_tex.sctx","penny_smuggler_tex.sctx","","","","","","","","","","","","",""
"TntDudePsg","TntDudePsg","","PSG","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_PSG_MIKE_SKIN","TID_PSG_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_psg_tex.sctx","dynamike_psg_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"RollerWhite","RollerWhite","","STUNTSHOW","","","","","","","","","","","","","","","","","","1000","true","","29","","","RARE","TID_SUPERSTAR_STU_SKIN","TID_SUPERSTAR_STU_SKIN_SHOP","TEXTURE","","","stu_white_tex.sctx","stu_white_tex.sctx","","","","","","","","","","","","NEVER",""
"CrossBomberDefault","CrossBomberDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","grom_tex.sctx","grom_tex.sctx","","","","","","","","","","","","",""
"SpeedBoosterDefault","SpeedBoosterDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","stu_tex.sctx","stu_tex.sctx","","","","","","","","","","","","",""
"FireDudeMasked","FireDudeMasked","","OUTLAWS","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_AMBER_DE_LA_VEGA_SKIN","TID_AMBER_DE_LA_VEGA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","amber_masked_tex.sctx","amber_masked_tex.sctx","","","","600","50","true","","","","","","AVAILABLE",""
"EnragerDuel","EnragerDuel","","OUTLAWS","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_QUICK_DRAW_EDGAR_SKIN","TID_QUICK_DRAW_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_duelist_tex.sctx","edgar_duelist_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BlackHoleMisfortune","BlackHoleMisfortune","","OUTLAWS","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_MISFORTUNE_TARA_SKIN","TID_MISFORTUNE_TARA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tara_misfortune_tex.sctx","tara_misfortune_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"ArcadePiano","ArcadePiano","","RANKED","","","","","","","","","","","","DamageBoosterPiano","","","","","","5000","true","","149","129","","EPIC","TID_SALOON_8BIT_SKIN","TID_SALOON_8BIT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,SFX","","","8bit_piano_tex.sctx","8bit_piano_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","OUTLAWS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeeSniperCat","BeeSniperCat","","GOLDENWEEK","","sc/emoji_1.sc","emoji_bea_gw","","","","","","","","","BeeSniperCatAddonBee","","","","","","2750","true","","79","69","","SUPER_RARE","TID_NEKO_BEA_SKIN","TID_NEKO_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bea_luckycat_tex.sctx","bea_luckycat_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"BeeSniperCatGold","BeeSniperCatGold","","GOLDENWEEK","","sc/emoji_1.sc","emoji_bea_gold_gw","","","","","","","","","BeeSniperCatGoldAddonBee","","","","","","5000","true","","149","129","","EPIC","TID_GOLD_NEKO_BEA_SKIN","TID_GOLD_NEKO_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bea_goldcat_tex.sctx","bea_goldcat_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"RuffsMarshall","RuffsMarshall","","OUTLAWS","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_MARSHAL_RUFFS_SKIN","TID_MARSHAL_RUFFS_SKIN_SHOP","MODEL,TEXTURE,VFX","","","ruffs_marshal_tex.sctx","ruffs_marshal_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"SandstormLantern","SandstormLantern","","LANTERN","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_LANTERN_SANDY_SKIN","TID_LANTERN_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_lantern_tex.sctx","sandy_lantern_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"RopeDudeDefault","RopeDudeDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","buzz_tex.sctx","buzz_tex.sctx","","","","150","450","","","","","","","",""
"AssaultShotgunDefault","AssaultShotgunDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","griff_tex.sctx","griff_tex.sctx","","","","","","","","","","","","",""
"BeeSniperArchvillain","BeeSniperArchvillain","","SC_MAKE","","","","","","","","","","","","BeeSniperArchvillainAddonBee","","","","","","2750","true","","79","69","","SUPER_RARE","TID_ARCHVILLAIN_BEA_SKIN","TID_ARCHVILLAIN_BEA_SKIN_SHOP","MODEL,TEXTURE,VFX","Mike BlueG","","bea_archvillain_tex.sctx","bea_archvillain_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"","","","CARTOON","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeeSniperArchvillainAddonBee","BeeSniperArchvillainAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_archvillain_tex.sctx","bea_archvillain_tex.sctx","","","","","","","","","","","","",""
"PowerLevelerDIY","PowerLevelerDIY","","TOYS","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_DYI_SURGE_SKIN","TID_DYI_SURGE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","surge_diy_tex.sctx","surge_diy_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"DamageBoosterPiano","DamageBoosterPiano","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","8bit_piano_tex.sctx","8bit_piano_tex.sctx","","","","","","","","","","","","",""
"ElectroSniperBoss","ElectroSniperBoss","","BRAWLPASS","","","","","3","3","","","","","","HealingStationSummer","","","","","","5000","true","","149","","","EPIC","TID_BELLE_GOLDHAND_SKIN","TID_BELLE_GOLDHAND_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","belle_boss_tex.sctx","belle_boss_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","OUTLAWS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeeSniperCatAddonBee","BeeSniperCatAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_luckycat_tex.sctx","bea_luckycat_tex.sctx","","","","","","","","","","","","",""
"BeeSniperCatGoldAddonBee","BeeSniperCatGoldAddonBee","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","bea_goldcat_tex.sctx","bea_goldcat_tex.sctx","","","","","","","","","","","","",""
"ShamanGold","ShamanGold","","GOLD","","","","","","","","","","","","ShamanBearGold","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_NITA_SKIN","TID_TRUE_GOLD_NITA_SKIN_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","nita_gold_tex.sctx","nita_gold_tex.sctx","","","","","","true","","","","","","",""
"ShamanSilver","ShamanSilver","","SILVER","","","","","","","","","","","","ShamanBearSilver","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_NITA_SKIN","TID_TRUE_SILVER_NITA_SKIN_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","nita_silver_tex.sctx","nita_silver_tex.sctx","","","","","","true","","","","","","",""
"ShamanBearGold","ShamanBearDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","gold_true_materials.glb","nita_bear_gold_tex.sctx","nita_bear_gold_tex.sctx","","","","","","","","","","","","",""
"ShamanBearSilver","ShamanBearDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","silver_true_materials.glb","nita_bear_silver_tex.sctx","nita_bear_silver_tex.sctx","","","","","","","","","","","","",""
"CactusGold","CactusGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","","TID_TRUE_GOLD_SPIKE","TID_TRUE_GOLD_SPIKE_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","spike_gold_tex.sctx","spike_gold_tex.sctx","","","","","","true","","","","","","",""
"CactusSilver","CactusSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","","TID_TRUE_SILVER_SPIKE","TID_TRUE_SILVER_SPIKE_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","spike_silver_tex.sctx","spike_silver_tex.sctx","","","","","","true","","","","","","",""
"GunslingerBadass","GunslingerBadass","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","2750","true","","79","","","SUPER_RARE","TID_GUNSLINGER_COLT_SKIN","TID_GUNSLINGER_COLT_SKIN_SHOP","MODEL,TEXTURE","","","colt_badass_tex.sctx","colt_badass_tex.sctx","","","","","","","","","","","","NEVER",""
"","","","OUTLAWS","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookDudeGold","HookDudeGold","","GOLD","","","","","","","","","","","","","","","","","","","","","","","25000","","TID_TRUE_GOLD_GENE","TID_TRUE_GOLD_GENE_SHOP","MODEL,TEXTURE","","gold_true_materials.glb","gene_gold_tex.sctx","gene_gold_tex.sctx","","","","","","true","","","","","","",""
"HookDudeSilver","HookDudeSilver","","SILVER","","","","","","","","","","","","","","","","","","","","","","","10000","","TID_TRUE_SILVER_GENE","TID_TRUE_SILVER_GENE_SHOP","MODEL,TEXTURE","","silver_true_materials.glb","gene_silver_tex.sctx","gene_silver_tex.sctx","","","","","","true","","","","","","",""
"IceDudeBurger","IceDudeBurger","","MEAL","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_BURGER_LOU_SKIN","TID_BURGER_LOU_SKIN_SHOP","MODEL,TEXTURE,VFX","","","lou_burger_tex.sctx","lou_burger_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"DrillerJetski","DrillerJetski","","RANKED","","","","","","","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_JETSKI_JACKY_SKIN","TID_JETSKI_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,SFX","","","","","","","","","","","","","","","","NEVER",""
"","","","SUMMER","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindSurfer","WhirlwindSurfer","","BRAWLPASS","","","","","3","3","","","","","","","","","","","","5000","true","","149","","","EPIC","TID_SURFER_CARL_SKIN","TID_SURFER_CARL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","carl_surfer_tex.sctx","carl_surfer_tex.sctx","","","","","200","","","","","","","NEVER",""
"","","","SUMMER","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaCoco","RosaCoco","","SUMMER","","","","","","","","","","","","","","","","","","5000","true","","149","129","","EPIC","TID_COCO_ROSA_SKIN","TID_COCO_ROSA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","","","","","AVAILABLE",""
"SpeedyHermes","SpeedyHermes","","OLYMPUS","","sc/emoji_1.sc","emoji_max_olympus","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_HERMES_MAX_SKIN","TID_HERMES_MAX_SKIN_SHOP","MODEL,TEXTURE,VFX","","","","","","","","","-100","","","","","","","AVAILABLE",""
"UndertakerBeach","UndertakerBeach","","SUMMER","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_BEACHTIME_MORTIS_SKIN","TID_BEACHTIME_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","","","","","AVAILABLE",""
"NinjaDino","NinjaDino","","SUMMER","","","","","","","","","","","","","","","","","","2750","true","","79","69","","SUPER_RARE","TID_DINO_LEON_SKIN","TID_DINO_LEON_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","leon_dino_tex.sctx","leon_dino_tex.sctx","","","","","","","","","","","","AVAILABLE",""
"UseMe1","BallDefault","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeFlamengo","TntDudeFlamengo","","LAML","","sc/ui.sc","icon_laml_flamengo","4","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_FLAMENGO_MIKE_SKIN","TID_FLAMENGO_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_footbrawl_flamengo_tex.sctx","dynamike_footbrawl_flamengo_tex.sctx","","","","","","","","","","","","NEVER",""
"TntDudeLduQuito","TntDudeLduQuito","","LAML","","sc/ui.sc","icon_laml_quito","4","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_LDU_QUITO_MIKE_SKIN","TID_LDU_QUITO_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_footbrawl_quito_tex.sctx","dynamike_footbrawl_quito_tex.sctx","","","","","","","","","","","","NEVER",""
"TntDudeChivas","TntDudeChivas","","LAML","","sc/ui.sc","icon_laml_chivas","4","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_CHIVAS_MIKE_SKIN","TID_CHIVAS_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_footbrawl_chivas_tex.sctx","dynamike_footbrawl_chivas_tex.sctx","","","","","","","","","","","","NEVER",""
"LuchadorUniversitario","LuchadorUniversitario","","LAML","","sc/ui.sc","icon_laml_universitario","5","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_UNIVERSITARIO_PRIMO_SKIN","TID_UNIVERSITARIO_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","","primo_footbrawl_peru_tex.sctx","primo_footbrawl_peru_tex.sctx","","","","","","","","","","","","NEVER",""
"LuchadorClubNacional","LuchadorClubNacional","","LAML","","sc/ui.sc","icon_laml_clubnacional","5","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_NACIONAL_PRIMO_SKIN","TID_NACIONAL_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","","primo_footbrawl_uruguay_tex.sctx","primo_footbrawl_uruguay_tex.sctx","","","","","","","","","","","","NEVER",""
"LuchadorCorinthians","LuchadorCorinthians","","LAML","","sc/ui.sc","icon_laml_corinthians","5","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_CORINTHIANS_PRIMO_SKIN","TID_CORINTHIANS_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","","primo_footbrawl_brazil_tex.sctx","primo_footbrawl_brazil_tex.sctx","","","","","","","","","","","","NEVER",""
"ShotgunGirlBocaJuniors","ShotgunGirlBocaJuniors","","LAML","","sc/ui.sc","icon_laml_bocajuniors","6","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_BOCA_SHELLY_SKIN","TID_BOCA_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_footbrawl_argentina_tex.sctx","shelly_footbrawl_argentina_tex.sctx","","","","","","","","","","","","NEVER",""
"ShotgunGirlAmerica","ShotgunGirlAmerica","","LAML","","sc/ui.sc","icon_laml_america","6","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_AMERICA_SHELLY_SKIN","TID_AMERICA_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_footbrawl_colombia_tex.sctx","shelly_footbrawl_colombia_tex.sctx","","","","","","","","","","","","NEVER",""
"ShotgunGirlUDeChile","ShotgunGirlUDeChile","","LAML","","sc/ui.sc","icon_laml_udechile","6","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_UDC_SHELLY_SKIN","TID_UDC_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_footbrawl_chile_tex.sctx","shelly_footbrawl_chile_tex.sctx","","","","","","","","","","","","NEVER",""
"GunSlingerRiverPlate","GunSlingerRiverPlate","","LAML","","sc/ui.sc","icon_laml_riverplate","7","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_RIVER_PLATE_COLT_SKIN","TID_RIVER_PLATE_COLT_SKIN_SHOP","MODEL,TEXTURE","","","colt_footbrawl_buenosaires_redux_tex.sctx","colt_footbrawl_buenosaires_redux_tex.sctx","","","","","","","","","","","","NEVER",""
"GunSlingerCerroPorteno","GunSlingerCerroPorteno","","LAML","","sc/ui.sc","icon_laml_cerroport","7","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_CERRO_PORTENO_COLT_SKIN","TID_CERRO_PORTENO_COLT_SKIN_SHOP","MODEL,TEXTURE","","","colt_footbrawl_paraguay_tex.sctx","colt_footbrawl_paraguay_tex.sctx","","","","","","","","","","","","NEVER",""
"GunSlingerAtlNacional","GunSlingerAtlNacional","","LAML","","sc/ui.sc","icon_laml_atlnacional","7","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_ATL_NACIONAL_COLT_SKIN","TID_ATL_NACIONAL_COLT_SKIN_SHOP","MODEL,TEXTURE","","","colt_footbrawl_medellin_tex.sctx","colt_footbrawl_medellin_tex.sctx","","","","","","","","","","","","NEVER",""
"GunslingerClubAmerica","GunslingerClubAmerica","","LAML","","sc/ui.sc","icon_laml_clubamerica","7","4","4","true","","","","","","","","","","","1000","true","","29","","","RARE","TID_CLUB_AMERICA_COLT_SKIN","TID_CLUB_AMERICA_COLT_SKIN_SHOP","MODEL,TEXTURE","","","colt_footbrawl_america_tex.sctx","colt_footbrawl_america_tex.sctx","","","","","","","","","","","","NEVER",""
