"Name","Conf","Disabled","Campaigns","IconOverrideSWF","IconOverrideExportName","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","CanDropWithoutBlingPrice","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","DiffuseTexture","SpecularTexture","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"TrickshotDudeChicken","TrickshotDudeChicken","","ANIMALS","","","","","","","","","","","","5000","","149","","","EPIC","TID_CHICKEN_RICO_SKIN","TID_CHICKEN_RICO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","rico_chicken_tex.sctx","rico_chicken_tex.sctx","","","","","","","","",""
"TntDudeToxic","TntDudeToxic","","WASTELAND","","","","","","","","","","","","","true","199","","","MYTHIC","TID_RANCID_MIKE_SKIN","TID_RANCID_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_toxic_tex.sctx","dynamike_toxic_tex.sctx","","","","","","","","",""
"DuplicatorDefault","DuplicatorDefault","","","","","","","","","","","","","","","","","","","","","","","","","lolla_tex.sctx","lolla_tex.sctx","","","","","","","","",""
"RocketGirlSilver","RocketGirlSilver","","SILVER","","","12","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BROCK_SKIN","TID_TRUE_SILVER_BROCK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","brock_revamp_silver_face_tex.sctx","brock_revamp_silver_face_tex.sctx","","","","","","","","",""
"RocketGirlGold","RocketGirlGold","","GOLD","","","13","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BROCK_SKIN","TID_TRUE_GOLD_BROCK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","brock_revamp_gold_face_tex.sctx","brock_revamp_gold_face_tex.sctx","","","","","","","","",""
"ArcadeSilver","ArcadeSilver","","SILVER","","","","","","","","DamageBoosterSilver","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_8-BIT_SKIN","TID_TRUE_SILVER_8-BIT_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","8bit_silver_tex.sctx","8bit_silver_tex.sctx","","","","","","","","",""
"ArcadeGold","ArcadeGold","","GOLD","","","","","","","","DamageBoosterGold","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_8-BIT_SKIN","TID_TRUE_GOLD_8-BIT_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","8bit_gold_tex.sctx","8bit_gold_tex.sctx","","","","","","","","",""
"SpeedySilver","SpeedySilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MAX_SKIN","TID_TRUE_SILVER_MAX_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","max_silver_tex.sctx","max_silver_tex.sctx","","","","","","","","",""
"SpeedyGold","SpeedyGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MAX_SKIN","TID_TRUE_GOLD_MAX_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","max_gold_tex.sctx","max_gold_tex.sctx","","","","","","","","",""
"DeadMariachiGold","DeadMariachiGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_POCO_SKIN","TID_TRUE_GOLD_POCO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","poco_gold_tex.sctx","poco_gold_tex.sctx","","","","","","","","",""
"DeadMariachiSilver","DeadMariachiSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_POCO_SKIN","TID_TRUE_SILVER_POCO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","poco_silver_tex.sctx","poco_silver_tex.sctx","","","","","","","","",""
"MechaDudeBigDefaultAddon","MechaDudeBigDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeRetropolis","ArcadeRetropolis","","RETRO","sc/emoji.sc","emoji_8bit_retro","","3","3","","","DamageBoosterRetropolis","","","","2750","","79","","","SUPER_RARE","TID_V8-BIT_SKIN","TID_V8-BIT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","8bit_retropolis_tex.sctx","8bit_retropolis_tex.sctx","","","","","","","","",""
"DamageBoosterRetropolis","DamageBoosterRetropolis","","","","","","","","","","","","","","","","","","","","","","","","","8bit_retropolis_tex.sctx","8bit_retropolis_tex.sctx","","","","","","","","",""
"MinigunDudeGold","MinigunDudeGold","","GOLD","","","","","","","","HealstationGold","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PAM_SKIN","TID_TRUE_GOLD_PAM_SKIN_SHOP","MODEL,TEXTURE","","pam_gold_materials.scw","","","","","","","","","","",""
"MinigunDudeSilver","MinigunDudeSilver","","SILVER","","","","","","","","HealstationSilver","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PAM_SKIN","TID_TRUE_SILVER_PAM_SKIN_SHOP","MODEL,TEXTURE","","pam_silver_materials.scw","","","","","","","","","","",""
"DamageBoosterGold","DamageBoosterGold","","","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","8bit_gold_tex.sctx","8bit_gold_tex.sctx","","","","","","","","",""
"DamageBoosterSilver","DamageBoosterSilver","","","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","8bit_silver_tex.sctx","8bit_silver_tex.sctx","","","","","","","","",""
"SpawnerDudeDracula","SpawnerDudeDracula","","BRAWLOWEEN","sc/emoji.sc","emoji_mrp_brawloween","","3","3","","","SpawnerDudeTurretDracula","SpawnerPetDracula","","","2750","","79","","","SUPER_RARE","TID_COUNT_PENGULA_MRP_SKIN","TID_COUNT_PENGULA_MRP_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","mrp_count_pengula_tex.sctx","mrp_count_pengula_tex.sctx","","","","","","","","",""
"SpawnerDudeTurretDracula","SpawnerDudeTurretDracula","","","","","","","","","","","","","","","","","","","","","","","","","mrp_count_pengula_spawner_tex.sctx","mrp_count_pengula_spawner_tex.sctx","","","","","","","","",""
"SpawnerPetDracula","SpawnerPetDracula","","","","","","","","","","","","","","","","","","","","","","","","","mrp_count_pengula_spawner_tex.sctx","mrp_count_pengula_spawner_tex.sctx","","","","","","","","",""
"StickyBombGhost","StickyBombGhost","","BRAWLOWEEN","sc/emoji.sc","emoji_squeak_brawloween","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_GHOST_SQUEAK_SKIN","TID_GHOST_SQUEAK_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","squeak_ghost_tex.sctx","squeak_ghost_tex.sctx","","","","","","","","",""
"PowerLevelerKong","PowerLevelerKong","","BRAWLYWOOD","","","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_SURGE_KONG_SKIN","TID_SURGE KONG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","surge_kong_tex.sctx","surge_kong_tex.sctx","","","","","","","","",""
"RollerHeadless","RollerHeadless","","BRAWLOWEEN","sc/emoji.sc","emoji_stu_brawloween","","3","3","","","","","","","5000","","149","","","EPIC","TID_HEADLESS_RIDER_STU_SKIN","TID_HEADLESS_RIDER_STU_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","stu_headless_tex.sctx","stu_headless_tex.sctx","","","","","","","","",""
"KickerDudeDefault","KickerDudeDefault","","","","","","","","","","","","","","","","","","","","","","","","","fang_tex.sctx","fang_tex.sctx","","","","","","","","",""
"BaseballGold","BaseballGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BIBI_SKIN","TID_TRUE_GOLD_BIBI_SKIN_SHOP","MODEL,TEXTURE","","bibi_gold_materials.scw","bibi_gold_tex.sctx","bibi_gold_tex.sctx","","","","","","","","",""
"BaseballSilver","BaseballSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BIBI_SKIN","TID_TRUE_SILVER_BIBI_SKIN_SHOP","MODEL,TEXTURE","","bibi_silver_materials.scw","bibi_silver_tex.sctx","bibi_silver_tex.sctx","","","","","","","","",""
"WhirlwindGold","WhirlwindGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CARL_SKIN","TID_TRUE_GOLD_CARL_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","carl_gold_tex.sctx","carl_gold_tex.sctx","","","","","","","","",""
"WhirlwindSilver","WhirlwindSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CARL_SKIN","TID_TRUE_SILVER_CARL_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","carl_silver_tex.sctx","carl_silver_tex.sctx","","","","","","","","",""
"FireDudeGold","FireDudeGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_AMBER_SKIN","TID_TRUE_GOLD_AMBER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","amber_gold_tex.sctx","amber_gold_tex.sctx","","","","","","","","",""
"FireDudeSilver","FireDudeSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_AMBER_SKIN","TID_TRUE_SILVER_AMBER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","amber_silver_tex.sctx","amber_silver_tex.sctx","","","","","","","","",""
"PercenterGold","PercenterGold","","GOLD","","","","","","","","MechanicTurretTanuki","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_COLETTE_SKIN","TID_TRUE_GOLD_COLETTE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","colette_gold_tex.sctx","colette_gold_tex.sctx","","","","","","","","",""
"PercenterSilver","PercenterSilver","","SILVER","","","","","","","","MechanicTurretTanuki","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_COLETTE_SKIN","TID_TRUE_SILVER_COLETTE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","colette_silver_tex.sctx","colette_silver_tex.sctx","","","","","","","","",""
"TntDudeGold","TntDudeGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DYNAMIKE_SKIN","TID_TRUE_GOLD_DYNAMIKE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","dynamike_gold_tex.sctx","dynamike_gold_tex.sctx","","","","","","","","",""
"TntDudeSilver","TntDudeSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DYNAMIKE_SKIN","TID_TRUE_SILVER_DYNAMIKE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","dynamike_silver_tex.sctx","dynamike_silver_tex.sctx","","","","","","","","",""
"SpawnerDudeDraculaBrawliwood","SpawnerDudeDraculaBrawliwood","","","","","","","","","","SpawnerDudeTurretDracula","SpawnerPetDracula","","","","","","","","","","","","","","mrp_count_pengula_tex.sctx","mrp_count_pengula_tex.sctx","","","","","","","","",""
"DuplicatorChola","DuplicatorChola","","BRAWLPASS","","","","7","7","","","DuplicatorChola","","","","5000","","149","","","EPIC","TID_CHOLLA_SKIN","TID_CHOLLA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","",""
"","","","CITY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ef885e8233982730ee9251f8346a0ea843a8546","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e149761d50424697c7a3c7b94a99d85da59e7c24","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepDrunken","BarkeepDrunken","","LNY","sc/emoji.sc","emoji_barley_LNY2022","","3","3","","","","","","","5000","","149","","","EPIC","TID_DRUNKEN_MASTER_BARLEY_SKIN","TID_DRUNKEN_MASTER_BARLEY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","barley_drunken_master_tex.sctx","barley_drunken_master_tex.sctx","","","","","","","","",""
"EnragerSnake","EnragerSnake","","LNY","sc/emoji.sc","emoji_edgar_LNY2022","","3","3","","","","","","","5000","","149","","","EPIC","TID_EDGAR_SERPENT_SKIN","TID_EDGAR_SERPENT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_snakelord_tex.sctx","edgar_snakelord_tex.sctx","","","","","","","","",""
"LuchadorTiger","LuchadorTiger","","LNY","sc/emoji.sc","emoji_primo_LNY2022","","3","3","","","","","","","5000","","149","","","EPIC","TID_EL_PRIMO_TIGER_SKIN","TID_EL_PRIMO_TIGER_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","primo_tigro_tex.sctx","primo_tigro_tex.sctx","","","-100","400","","","","",""
"ShamanDragon","ShamanDragon","","RANKED","sc/emoji.sc","emoji_nita_LNY2022","","","","","","ShamanPetDragon","","","","5000","","149","","","EPIC","TID_NIAN_NITA_SKIN","TID_NIAN_NITA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","nita_nian_tex.sctx","nita_nian_tex.sctx","","","","","","","","",""
"","","","LNY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorCorazon","LuchadorCorazon","","BRAWLENTINES","sc/emoji.sc","emoji_primo_stvalentines","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_EL_PRIMO_VALENTINES","TID_EL_PRIMO_VALENTINES_SHOP","MODEL,TEXTURE,VFX","","","primo_corazon_tex.sctx","primo_corazon_tex.sctx","","","","","","","","",""
"45f335e0e6258ff7ea857ed4e080ab20c03f7c32","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cd4ea046e9752441fd9f32094207b64d5f5e41d6","BallDefault","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerGift","DrillerGift","","BRAWLIDAYS","sc/emoji.sc","emoji_jacky_xmas","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_XMAS_GIFT_JACKY_SKIN","TID_XMAS_GIFT_JACKY_SKIN_SHOP","MODEL,TEXTURE,VFX","","","","","","","","","","","","",""
"BowDudeSanta","BowDudeSanta","","BRAWLIDAYS","sc/emoji.sc","emoji_bo_xmas","","3","3","","","BowDudeTotemDefault","","","","2750","","79","","","SUPER_RARE","TID_SANTA_BO_SKIN","TID_SANTA_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bo_santa_tex_face.sctx","bo_santa_tex_face.sctx","","","","","","","","",""
"RosaBP","RosaBP","","BRAWLPASS","sc/emoji.sc","emoji_rosa_LNY2022","","7","7","","","","","","","5000","","149","","","EPIC","TID_ROSA_MILITARY_SKIN","TID_ROSA_MILITARY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","","","","","","","","","","",""
"","","","LNY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusLog","CactusLog","","BRAWLIDAYS","sc/emoji.sc","emoji_spike_xmas","","3","3","","","","","","","2750","","79","","","SUPER_RARE","TID_LOG_SPIKE_SKIN","TID_LOG_SPIKE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","spike_log_tex.sctx","spike_log_tex.sctx","","","","","","","","",""
"DrillerGold","DrillerGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_JACKY_SKIN","TID_TRUE_GOLD_JACKY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials_clip.scw","jacky_gold_tex.sctx","jacky_gold_tex.sctx","","","","","","","","",""
"DrillerSilver","DrillerSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_JACKY_SKIN","TID_TRUE_SILVER_JACKY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials_clip.scw","jacky_silver_tex.sctx","jacky_silver_tex.sctx","","","","","","","","",""
"IceDudeGold","IceDudeGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LOU_SKIN","TID_TRUE_GOLD_LOU_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","lou_gold_tex.sctx","lou_gold_tex.sctx","","","","","","","","",""
"IceDudeSilver","IceDudeSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LOU_SKIN","TID_TRUE_SILVER_LOU_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","lou_silver_tex.sctx","lou_silver_tex.sctx","","","","","","","","",""
"ArtilleryDudeGold","ArtilleryDudeGold","","GOLD","","","","","","","","ArtilleryDudeTurretTrueGold","ArtilleryDudeCoverDefault","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PENNY_SKIN","TID_TRUE_GOLD_PENNY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","penny_gold_tex.sctx","penny_gold_tex.sctx","","","","","","","","",""
"ArtilleryDudeSilver","ArtilleryDudeSilver","","SILVER","","","","","","","","ArtilleryDudeTurretTrueSilver","ArtilleryDudeCoverDefault","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PENNY_SKIN","TID_TRUE_SILVER_PENNY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","penny_silver_tex.sctx","penny_silver_tex.sctx","","","","","","","","",""
"RosaGold","RosaGold","","GOLD","","","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_ROSA_SKIN","TID_TRUE_GOLD_ROSA_SKIN_SHOP","MODEL,TEXTURE","","rosa_gold_materials.scw","","","","","","","","","","",""
"RosaSilver","RosaSilver","","SILVER","","","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_ROSA_SKIN","TID_TRUE_SILVER_ROSA_SKIN_SHOP","MODEL,TEXTURE","","rosa_silver_materials.scw","","","","","","","","","","",""
"SafeVoxel","SafeVoxel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunSled","AssaultShotgunSled","","BRAWLIDAYS","sc/emoji.sc","emoji_griff_xmas","","3","3","","","","","","","5000","","149","","","EPIC","TID_GRIFF_SLEIGH_SKIN","TID_GRIFF_SLEIGH_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","griff_sled_tex.sctx","griff_sled_tex.sctx","","","","-100","","","","",""
"CrossBomberVisionTowerDefault","CrossBomberVisionTowerDefault","","","","","","","","","","","","","","","","","","","","","","","","","grom_tex.sctx","grom_tex.sctx","","","","","","","","",""
"KickerDudeFurious","KickerDudeFurious","","BRAWLPASS","","","","7","7","","","","","","","5000","","149","","","EPIC","TID_FURIOUS_FANG_SKIN","TID_FURIOUS_FANG_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","fang_fireball_tex.sctx","fang_fireball_tex.sctx","","","","","","","","",""
"ShamanPetDragon","ShamanPetDragon","","","","","","","","","","","","","","","","","","","","","","","","","nita_bear_nian_tex.sctx","nita_bear_nian_tex.sctx","","","","","","","","",""
"TntDudeRetro","TntDudeRetro","","ANNIVERSARY2021","","","","4","4","","","","","","","5000","","149","","","EPIC","TID_CLASSIC MIKE_SKIN","TID_CLASSIC MIKE_SKIN_SHOP","MODEL,TEXTURE","","","dynamike_retro_tex.sctx","dynamike_retro_tex.sctx","","","","","","","","",""
"ArtilleryDudeTurretTrueGold","ArtilleryDudeTurretTrueGold","","","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","penny_gold_tex.sctx","penny_gold_tex.sctx","","","","","","","","",""
"ArtilleryDudeTurretTrueSilver","ArtilleryDudeTurretTrueSilver","","","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","penny_silver_tex.sctx","penny_silver_tex.sctx","","","","","","","","",""
"FleaDefault","FleaDefault","","","","","","","","","","","","","","","","","","","","","","","","","eve_tex.sctx","eve_tex.sctx","","","","","","","","",""
"FleaPetDefault","FleaPetDefault","","","","","","","","","","","","","","","","","","","","","","","","","eve_tex.sctx","eve_tex.sctx","","","","","","","","",""
"FleaBigEggDefault","FleaBigEggDefault","","","","","","","","","","","","","","","","","","","","","","","","","eve_tex.sctx","eve_tex.sctx","","","","","","","","",""
"ClusterBombDudeShooky","ClusterBombDudeShooky","","BT21","","","","","8","","","ClusterBombPetShooky","","","","","","149","","","EPIC","TID_BT21_TICK_SKIN","TID_BT21_TICK_SKIN_SHOP","TEXTURE,ANIM,VFX","","","tick_shooky_tex.sctx","tick_shooky_tex.sctx","","","","200","","","","",""
"ClusterBombPetShooky","ClusterBombPetShooky","","","","","","","","","","","","","","","","","","","","","","","","","tick_shooky_tex.sctx","tick_shooky_tex.sctx","","","","","","","","",""
"BaseballRj","BaseballRj","","BT21","","","","","8","","","","","","","","","149","","","EPIC","TID_BT21_BIBI_SKIN","TID_BT21_BIBI_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bibi_rj_tex.sctx","bibi_rj_tex.sctx","","","","","","","","",""
"SandstormKoya","SandstormKoya","","BT21","","","","","8","","","","","","","","","149","","","EPIC","TID_BT21_SANDY_SKIN","TID_BT21_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_koya_tex.sctx","sandy_koya_tex.sctx","","","","","","","","",""
"EnragerVine","EnragerVine","","BIODOME","sc/emoji.sc","emoji_edgar_biodome","","","","","","","","","","5000","","149","129","","EPIC","TID_DOCTOR_EDGAR_SKIN","TID_DOCTOR_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_plant_tex.sctx","edgar_plant_tex.sctx","","","","","","","","",""
"TrickshotDudeFirefly","TrickshotDudeFirefly","","BRAWLPASS","sc/emoji.sc","emoji_rico_biodome","","","","","","","","","","2750","","79","69","","SUPER_RARE","TID_FIREFLY_RICO_SKIN","TID_FIREFLY_RICO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","rico_firefly_tex.sctx","rico_firefly_tex.sctx","","","-100","-500","","","","",""
