"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundModel","EnvironmentModel","MaskedEnvironmentModel","CampaignGroundModel","Wall1Model","Wall1Submesh","Wall1AngleStep","Wall2Model","Wall2Submesh","Wall2AngleStep","CrateModel","CrateSubmesh","CrateAngleStep","BarrelModel","BarrelSubmesh","BarrelAngleStep","ThemedModel","ThemedSubmesh","ThemedAngleStep","Grass","ClutterModel","ClutterSubmesh","ClutterAngleStep","ClutterModel_CN","ClutterSubmesh_CN","ClutterAngleStep_CN","FragileModel","FragileSubmesh","FragileAngleStep","FragileModel_CN","FragileSubmesh_CN","FragileAngleStep_CN","WaterTileModel","FenceModel","RopeFenceModel","PayloadTrackModel","IndestructibleFenceModel","IndestructibleModel","IndestructibleSubmesh","Damageable1Model","Damageable1Submesh","Damageable1AngleStep","Damageable2Model","Damageable2Submesh","Damageable2AngleStep","Damageable3Model","Damageable3Submesh","Damageable3AngleStep","Damageable4Model","Damageable4Submesh","Damageable4AngleStep","IndestructibleDeco1Model","IndestructibleDeco1Submesh","IndestructibleDeco1AngleStep","IndestructibleDeco2Model","IndestructibleDeco2Submesh","IndestructibleDeco2AngleStep","IndestructibleDeco3Model","IndestructibleDeco3Submesh","IndestructibleDeco3AngleStep","IndestructibleDeco4Model","IndestructibleDeco4Submesh","IndestructibleDeco4AngleStep","GroundFillerModel","LaserBallSkinOverride","MineGemSpawnModelOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostModelOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/spongebob_clutter_geo.glb","shell_1c",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MortuaryVolley","true","mortuary_","sc/events.sc","event_mortuary_banner",,"Halloween_ingame","sc3d/bgr_mortuary_volleyball_ground_geo.glb","sc3d/bgr_mortuary_geo.glb",,,"sc3d/mortuary_wall1_geo.glb","rock_mortuary",90,"sc3d/mortuary_wall2_geo.glb","tombstone_1",,"sc3d/mortuary_crate_geo.glb","crate_1",,"sc3d/mortuary_barrel_geo.glb","barrel_1",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,"sc3d/mortuary_grass_geo.glb","sc3d/mortuary_clutter_geo.glb","bone_single",1,"sc3d/mortuary_clutter_cn_geo.glb",,1,"sc3d/mortuary_fragile_geo.glb","candles1",,,,,"sc3d/mortuary_water_geo.glb","sc3d/mortuary_fence_geo.glb","sc3d/mortuary_rope_geo.glb",,"sc3d/mortuary_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/mortuary_gem_spawn_geo.glb",,,,,74,52,82,69,136,255,"mortuary_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",21,33
,,,,,,,,"sc3d/bgr_mortuary_decos_volleyball_geo.glb",,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_2",,"sc3d/mortuary_crate_geo.glb","crate_1b",,"sc3d/mortuary_barrel_geo.glb","barrel_1b",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,"sc3d/mortuary_clutter_geo.glb","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_3",,"sc3d/mortuary_crate_geo.glb","crate_1c",,"sc3d/mortuary_barrel_geo.glb","barrel_1c",1,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,"sc3d/mortuary_clutter_geo.glb","bone_pile_002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_4",,"sc3d/mortuary_crate_geo.glb","crate_1d",,,,,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/mortuary_wall2_geo.glb","tombstone_5",,"sc3d/mortuary_crate_geo.glb","crate_1e",,,,,"sc3d/mortuary_themed_geo.glb","mortuary_tree_stump_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OdditiesShop","true","odditiesshop_","sc/events.sc","event_odditiesshop_banner",,"Juju_Ingame_Music","sc3d/bgr_oddities_shop_ground_geo.glb","sc3d/bgr_oddities_shop_geo.glb","sc3d/bgr_oddities_shop_hold_geo.glb",,"sc3d/oddities_shop_wall1_geo.glb","wall1_a",90,"sc3d/oddities_shop_wall2_geo.glb","wall2_a",90,"sc3d/oddities_shop_crate_geo.glb","crate_1",,"sc3d/oddities_shop_barrel_geo.glb","barrel_1",1,"sc3d/oddities_shop_themed_geo.glb","themed",90,"sc3d/oddities_shop_grass_geo.glb","sc3d/oddities_shop_clutter_geo.glb","clutter_1",1,,,1,"sc3d/oddities_shop_fragile_geo.glb","fragile",,,,,"sc3d/oddities_shop_water_geo.glb","sc3d/oddities_shop_fence_geo.glb","sc3d/oddities_shop_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/oddities_shop_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/oddities_shop_gem_spawn_geo.glb",,,,,89,38,73,68,4,60,"odditiesshop_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,"sc3d/bgr_siege_3v3_ground_lines_geo.glb","sc3d/bgr_oddities_shop_skinned_geo.glb",,,"sc3d/oddities_shop_wall1_geo.glb","wall1_a",90,,,,,,,,,,,,,,"sc3d/oddities_shop_clutter_geo.glb","clutter_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/oddities_shop_wall1_geo.glb","wall1_b",90,,,,,,,,,,,,,,"sc3d/oddities_shop_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/oddities_shop_wall1_geo.glb","wall1_c",90,,,,,,,,,,,,,,"sc3d/oddities_shop_clutter_geo.glb","clutter_4",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KatanaKingdom",,"katanakingdom_","sc/events.sc","event_katanakingdom_banner",,"Feudal_Japan_Ingame_Music","sc3d/bgr_katana_kingdom_ground_geo.glb","sc3d/bgr_katana_kingdom_geo.glb",,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_a",90,"sc3d/katana_kingdom_wall2_geo.glb","wall2_a",90,"sc3d/katana_kingdom_crate_geo.glb","crate_1",90,"sc3d/katana_kingdom_barrel_geo.glb","barrel_1",1,"sc3d/katana_kingdom_themed_geo.glb","tamago_1",180,"sc3d/katana_kingdom_grass_geo.glb","sc3d/katana_kingdom_clutter_geo.glb","shiso_1",1,,,1,"sc3d/katana_kingdom_fragile_geo.glb","takoyaki_1",45,,,,"sc3d/katana_kingdom_water_geo.glb","sc3d/katana_kingdom_fence_geo.glb","sc3d/katana_kingdom_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/katana_kingdom_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco1_geo.glb","tree_a",1,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_a",90,"sc3d/katana_kingdom_indestructible_deco3_geo.glb",,1,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_a",90,,,"sc3d/katana_kingdom_gem_spawn_geo.glb",,"SafeKatanaKingdom","SafeKatanaKingdom",,89,38,73,68,4,60,"katanakingdom_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","katanakingdom_heist_safe",,21,33
,,,,,,,,"sc3d/bgr_katana_kingdom_skinned_geo.glb",,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_b",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_b",90,,,,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_b",90,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_c",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","bamboo_a",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KatanaKingdomShowdown","true","katanakingdom_","sc/events.sc","event_katanakingdom_banner",,"Feudal_Japan_Ingame_Music","sc3d/bgr_katana_kingdom_showdown_ground_geo.glb","sc3d/bgr_katana_kingdom_showdown_geo.glb",,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_a",90,"sc3d/katana_kingdom_wall2_geo.glb","wall2_a",90,"sc3d/katana_kingdom_crate_geo.glb","crate_1",90,"sc3d/katana_kingdom_barrel_geo.glb","barrel_1",1,"sc3d/katana_kingdom_themed_geo.glb","tamago_1",180,"sc3d/katana_kingdom_grass_geo.glb","sc3d/katana_kingdom_clutter_geo.glb","shiso_1",1,,,1,"sc3d/katana_kingdom_fragile_geo.glb","takoyaki_1",45,,,,"sc3d/katana_kingdom_water_geo.glb","sc3d/katana_kingdom_fence_geo.glb","sc3d/katana_kingdom_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/katana_kingdom_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco1_geo.glb","tree_a",1,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_a",90,"sc3d/katana_kingdom_indestructible_deco3_geo.glb",,1,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_a",90,,,"sc3d/katana_kingdom_gem_spawn_geo.glb",,"SafeKatanaKingdom","SafeKatanaKingdom",,89,38,73,68,4,60,"katanakingdom_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","katanakingdom_heist_safe",,60,60
,,,,,,,,,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_b",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_b",90,,,,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_b",90,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_c",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","bamboo_a",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KatanaKingdomIslandShowdown",,"katanakingdom_","sc/events.sc","event_katanakingdom_banner","true","Feudal_Japan_Ingame_Music","sc3d/bgr_katana_kingdom_island_ground_geo.glb",,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_a",90,"sc3d/katana_kingdom_wall2_geo.glb","wall2_a",90,"sc3d/katana_kingdom_crate_geo.glb","crate_1",90,"sc3d/katana_kingdom_barrel_geo.glb","barrel_1",1,"sc3d/katana_kingdom_themed_geo.glb","tamago_1",180,"sc3d/katana_kingdom_grass_geo.glb","sc3d/katana_kingdom_clutter_geo.glb","shiso_1",1,,,1,"sc3d/katana_kingdom_fragile_geo.glb","takoyaki_1",45,,,,"sc3d/katana_kingdom_water_geo.glb","sc3d/katana_kingdom_fence_geo.glb","sc3d/katana_kingdom_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/katana_kingdom_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco1_geo.glb","tree_a",1,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_a",90,"sc3d/katana_kingdom_indestructible_deco3_geo.glb",,1,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_a",90,,,"sc3d/katana_kingdom_gem_spawn_geo.glb",,"SafeKatanaKingdom","SafeKatanaKingdom",,89,38,73,68,4,60,"katanakingdom_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","katanakingdom_heist_safe",,60,60
,,,,,,,,,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_b",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","lantern_b",90,,,,"sc3d/katana_kingdom_indestructible_deco4_geo.glb","building_b",90,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/katana_kingdom_wall1_geo.glb","wall1_c",90,,,,,,,,,,,,,,"sc3d/katana_kingdom_clutter_geo.glb","shiso_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/katana_kingdom_indestructible_deco2_geo.glb","bamboo_a",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AirHockey",,"airhockey_","sc/events.sc","event_airhockey_banner",,"BattleMusic","sc3d/bgr_airhockey_ground_geo.glb","sc3d/bgr_airhockey_geo.glb",,,"sc3d/airhockey_wall1_geo.glb","wall_1",90,"sc3d/airhockey_wall2_geo.glb","wall_2",,"sc3d/airhockey_crate_geo.glb","pyramid_1",,"sc3d/airhockey_barrel_geo.glb","barrel_1",1,"sc3d/airhockey_themed_geo.glb","striker",1,"sc3d/airhockey_grass_geo.glb","sc3d/airhockey_clutter_geo.glb","half_circle",1,,,,"sc3d/airhockey_fragile_geo.glb","player_token",1,,,,"sc3d/airhockey_water_geo.glb","sc3d/airhockey_fence_geo.glb","sc3d/airhockey_rope_geo.glb","sc3d/mine_payload_track_geo.glb","sc3d/airhockey_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/airhockey_gem_spawn_geo.glb",,,,,131,182,235,69,136,255,"airhockey_spawn_hole","icon_hud_brawl_ball_airhockey","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/airhockey_clutter_geo.glb","star",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/airhockey_clutter_geo.glb","triangle",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skatepark","true","skatepark_","sc/events.sc","event_skatepark_banner",,"Skatebeat_Ingame_Music","sc3d/bgr_skatepark_ground_geo.glb","sc3d/bgr_skatepark_geo.glb",,,"sc3d/skatepark_wall1_geo.glb","wall1_a",180,"sc3d/skatepark_wall2_geo.glb","wall2_a",180,"sc3d/skatepark_crate_geo.glb","crate",,"sc3d/skatepark_barrel_geo.glb","barrel",,"sc3d/skatepark_themed_geo.glb","controller",,"sc3d/skatepark_grass_geo.glb","sc3d/skatepark_clutter_geo.glb","sprays",1,,,,"sc3d/skatepark_fragile_geo.glb","fragile",,,,,"sc3d/skatepark_water_geo.glb","sc3d/skatepark_fence_geo.glb","sc3d/skatepark_rope_geo.glb",,"sc3d/skatepark_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/skatepark_gem_spawn_geo.glb",,,,,74,52,82,69,136,255,"skatepark_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/skatepark_wall1_geo.glb","wall1_b",180,"sc3d/skatepark_wall2_geo.glb","wall2_b",180,,,,,,,,,,,"sc3d/skatepark_clutter_geo.glb","glasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/skatepark_wall1_geo.glb","wall1_c",180,"sc3d/skatepark_wall2_geo.glb","wall2_c",180,,,,,,,,,,,"sc3d/skatepark_clutter_geo.glb","mic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyramidquest","true","pyramidquest_","sc/events.sc","event_pyramidquest_banner",,"BattleMusic","sc3d/bgr_pyramid_quest_ground_geo.glb","sc3d/bgr_pyramid_quest_geo.glb",,,"sc3d/pyramid_quest_wall1_geo.glb","wall1_a",90,"sc3d/pyramid_quest_wall2_geo.glb","wall2_a",,"sc3d/pyramid_quest_crate_geo.glb","crate_1",90,"sc3d/pyramid_quest_barrel_geo.glb","barrel_1",,"sc3d/pyramid_quest_themed_geo.glb","torch_1",,"sc3d/pyramid_quest_grass_geo.glb","sc3d/pyramid_quest_clutter_geo.glb","scepter",1,,,,"sc3d/pyramid_quest_fragile_geo.glb","fragile_1",1,,,,"sc3d/pyramid_quest_water_geo.glb","sc3d/pyramid_quest_fence_geo.glb","sc3d/pyramid_quest_rope_geo.glb",,"sc3d/pyramid_quest_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/pyramid_quest_gem_spawn_geo.glb",,,,,110,69,30,64,122,255,"pyramidquest_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/pyramid_quest_wall1_geo.glb","wall1_b",90,,,,,,,,,,,,,,"sc3d/pyramid_quest_clutter_geo.glb","symbol",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/pyramid_quest_wall1_geo.glb","wall1_c",90,,,,,,,,,,,,,,"sc3d/pyramid_quest_clutter_geo.glb","mirror",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HockeyIslandShowdownBB",,"airhockey_","sc/events.sc","event_airhockey_banner",,"BattleMusic","sc3d/bgr_airhockey_island_bb_ground_geo.glb","sc3d/bgr_airhockey_island_bb_geo.glb",,,"sc3d/airhockey_wall1_geo.glb","wall_1",90,"sc3d/airhockey_wall2_geo.glb","wall_2",,"sc3d/airhockey_crate_geo.glb","pyramid_1",,"sc3d/airhockey_barrel_geo.glb","barrel_1",1,"sc3d/airhockey_themed_geo.glb","striker",1,"sc3d/airhockey_grass_geo.glb","sc3d/airhockey_clutter_geo.glb","half_circle",1,,,,"sc3d/airhockey_fragile_geo.glb","player_token",1,,,,"sc3d/airhockey_water_geo.glb","sc3d/airhockey_fence_geo.glb","sc3d/airhockey_rope_geo.glb","sc3d/mine_payload_track_geo.glb","sc3d/airhockey_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/airhockey_gem_spawn_geo.glb",,,,,131,182,235,69,136,255,"airhockey_spawn_hole","icon_hud_brawl_ball_airhockey","airhockeyisland_bb_goal_red","airhockeyisland_bb_goal_blue","heist_safe",,21,33
"TropicalIslandShowdown",,"tropicalisland_","sc/events.sc","event_tropical_banner","true","BattleMusic","sc3d/bgr_tropical_island_ground_geo.glb",,,,"sc3d/tropical_island_wall1_geo.glb","wall1_a",0,"sc3d/tropical_island_wall2_geo.glb","wall2_a",0,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/tropical_island_themed_geo.glb","palm_a",1,"sc3d/tropical_island_grass_geo.glb","sc3d/tropical_island_clutter_geo.glb","clutter_1",1,,,,"sc3d/tropical_island_fragile_geo.glb","vase_a",1,,,,"sc3d/tropical_island_water_geo.glb","sc3d/tropical_island_fence_geo.glb","sc3d/tropical_island_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/tropical_island_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_a",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_a",90,"sc3d/tropical_island_indestructible_deco3_geo.glb",,1,"sc3d/tropical_island_indestructible_deco4_geo.glb","ruin_a",90,,,,,,,,75,92,24,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red_5v5","brawl_ball_goal_blue_5v5","heist_safe",,60,60
,,,,,,,,,,,"sc3d/tropical_island_wall1_geo.glb","wall1_b",0,"sc3d/tropical_island_wall2_geo.glb","wall2_b",0,,,,,,,,,,,"sc3d/tropical_island_clutter_geo.glb","clutter_2",1,"'",,,"sc3d/tropical_island_fragile_geo.glb","vase_b",1,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_b",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/tropical_island_wall1_geo.glb","wall1_c",0,"sc3d/tropical_island_wall2_geo.glb","wall2_c",0,,,,,,,,,,,"sc3d/tropical_island_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_c",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_c",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_d",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_d",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_a",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_c",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_d",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TropicalIslandShowdownBB",,"tropicalisland_","sc/events.sc","event_tropical_banner","true","BattleMusic","sc3d/bgr_tropical_island_bb_ground_geo.glb","sc3d/bgr_tropical_island_bb_geo.glb",,,"sc3d/tropical_island_wall1_geo.glb","wall1_a",0,"sc3d/tropical_island_wall2_geo.glb","wall2_a",0,"sc3d/default_crate_geo.glb","crate_1",,"sc3d/default_barrel_geo.glb","barrel_1",1,"sc3d/tropical_island_themed_geo.glb","palm_a",1,"sc3d/tropical_island_grass_geo.glb","sc3d/tropical_island_clutter_geo.glb","clutter_1",1,,,,"sc3d/tropical_island_fragile_geo.glb","vase_a",1,,,,"sc3d/tropical_island_water_geo.glb","sc3d/tropical_island_fence_geo.glb","sc3d/tropical_island_rope_geo.glb","sc3d/default_payload_track_geo.glb","sc3d/tropical_island_indestructible_fence_geo.glb","sc3d/default_indestructible_geo.glb",,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_a",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_a",90,"sc3d/tropical_island_indestructible_deco3_geo.glb",,1,"sc3d/tropical_island_indestructible_deco4_geo.glb","ruin_a",90,,,,,,,,75,92,24,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red_5v5","brawl_ball_goal_blue_5v5","heist_safe",,60,60
,,,,,,,,,,,"sc3d/tropical_island_wall1_geo.glb","wall1_b",0,"sc3d/tropical_island_wall2_geo.glb","wall2_b",0,,,,,,,,,,,"sc3d/tropical_island_clutter_geo.glb","clutter_2",1,"'",,,"sc3d/tropical_island_fragile_geo.glb","vase_b",1,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_b",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"sc3d/tropical_island_wall1_geo.glb","wall1_c",0,"sc3d/tropical_island_wall2_geo.glb","wall2_c",0,,,,,,,,,,,"sc3d/tropical_island_clutter_geo.glb","clutter_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_c",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_c",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/tropical_island_indestructible_deco1_geo.glb","palm_d",1,"sc3d/tropical_island_indestructible_deco2_geo.glb","rock_d",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
