"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"TagTeam6202",,"TID_TAGTEAM_6202","EnchantedForest",,,,"TagTeam","TagTeam_6202","senerkagan",,,,,,,,,,,
"Heist6201",,"TID_BANKHEIST_6201","EnchantedForest",,,,"Heist","Bankheist_6201","Ico",,,,,,,,,,,
"Heist6202",,"TID_BANKHEIST_6202","Hub",,,,"Heist","Bankheist_6202","PizzaKing",,,,,,,,,,,
"MobaM1",,"TID_MOBA_M1","TropicalIslandShowdown",,,,"Arena","moba_m1","Mordeus",,,,,,,,,,,
"MobaM2",,"TID_MOBA_M2","TropicalIslandShowdown",,,,"Arena","moba_m2","Mordeus",,,,,,,,,,,
"MobaM3_DONTUSE","TRUE","TID_MOBA_M3","TropicalIslandShowdown",,,,"Arena","moba_m3","Mordeus",,,,,,,,,,,
"Wanted6201",,"TID_WANTED_6201","Default",,,,"Bounty","Wanted_6201","bcpk",,,,,,,,,,,
"CaptureTheFlag20",,"TID_CTF_20","SubwaySurfers",,,,"CTF","CaptureTheFlag_20","Mordeus",,,,,,,,,,,
"TrailRun2",,"TID_TRAIL_RUN_2","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_2",,,,,,,,,,,,
"TrailRun3",,"TID_TRAIL_RUN_3","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_3",,,,,,,,,,,,
"TrailRun4",,"TID_TRAIL_RUN_4","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_M1","Mordeus",,,,,,,,,,,
"TrailRun5",,"TID_TRAIL_RUN_5","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_M2","Mordeus",,,,,,,,,,,
"TrailRun6",,"TID_TRAIL_RUN_6","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_M3","Mordeus",,,,,,,,,,,
"UNO_4",,"TID_UNO_4","Hub",,,,"UNO","Map1_3lane","Mordeus",,,,,,,,,,,
"UNO_5",,"TID_UNO_5","Hub",,,,"UNO","Map3_Portals","Mordeus",,,,,,,,,,,
"UNO_6",,"TID_UNO_6","Hub",,,,"UNO","Map2_maze","Mordeus",,,,,,,,,,,
"UNO_7",,"TID_UNO_7","Hub",,,,"UNO","Map4_Waterways","Mordeus",,,,,,,,,,,
"MegaRT1",,"TID_MEGA_BOSS_RT_1","ArcadeShowdown",,,,"MegaBoss","Mega_RT_1",,"false",,,,,,,,,,
"MegaRico1",,"TID_MEGA_BOSS_RICO_1","TropicalIslandShowdown",,,,"MegaBoss","Mega_Rico_1",,"false",,,,,,,,,,
"MegaCrow1",,"TID_MEGA_BOSS_CROW_1","ArcadeShowdown",,,,"MegaBoss","Mega_Crow_1",,"false",,,,,,,,,,
"MegaTick1",,"TID_MEGA_BOSS_TICK_1","BazaarIslandShowdown",,,,"MegaBoss","Mega_Tick_1",,"false",,,,,,,,,,
"MegaSpike1",,"TID_MEGA_BOSS_SPIKE_CARRETA_1","DefaultShowdown",,,,"MegaBoss","Mega_Spike_1",,"false",,,,,,,,,,
"MegaGhostKenji1",,"TID_MEGA_BOSS_KENJI_GHOST_1","KatanaKingdomIslandShowdown",,,,"MegaBoss","Mega_GhostKenji_1",,"false",,,,,,,,,,
"UNO_8",,"TID_UNO_8","Hub",,,,"UNO","Map5_TwoLanes","Mordeus",,,,,,,,,,,
"TrailRun7",,"TID_TRAIL_RUN_7","SubwaySurfersShowdown",,,,"TrailRun","TrailRun_M4","Mordeus",,,,,,,,,,,
"Dodgeball7",,"TID_DODGEBALL_7","EnchantedForest",,,,"Dodgeball","Dodgeball_M3",,,,,,,,,,,,
"Survival631",,"TID_SHOWDOWN_631","SubwaySurfersShowdown",,,,"Showdown","Survival_631","Hank",,,,,,,,,,,
"Survival632",,"TID_SHOWDOWN_632","SubwaySurfersShowdown",,,,"Showdown","Survival_632","ZappyHype",,,,,,,,,,,
"Gemgrab631",,"TID_GEMGRAB_631","SubwaySurfers",,,,"GemGrab","Gemgrab_631","SheFairy",,,,,,,,,,,
"Gemgrab632",,"TID_GEMGRAB_632","SubwaySurfers",,,,"GemGrab","Gemgrab_632","Volt",,,,,,,,,,,
"KingOfHill631",,"TID_HOTZONE_631","SubwaySurfers",,,,"KingOfHill","KingOfHill_631","LEVEN",,,,,,,,,,,
"KingOfHill632",,"TID_HOTZONE_632","SubwaySurfers",,,,"KingOfHill","KingOfHill_632","Aleyturs",,,,,,,,,,,
"Ball631",,"TID_BALL_631","GrassfieldBeachBall",,,,"BrawlBall","Laserball_631","AppleSaucing",,,,,,,,,,,
"Ball632",,"TID_BALL_632","GrassfieldBeachBall",,,,"BrawlBall","Laserball_632","BreadyBoi",,,,,,,,,,,
"Knockout631",,"TID_KNOCKOUT_631","SubwaySurfers",,,,"Knockout","Knockout_631","IAmSwirly",,,,,,,,,,,
"Knockout632",,"TID_KNOCKOUT_632","SubwaySurfers",,,,"Knockout","Knockout_632","Mysza404",,,,,,,,,,,
"TagTeam631",,"TID_TAGTEAM_631","SubwaySurfers",,,,"TagTeam","TagTeam_631","xCLDx",,,,,,,,,,,
"Heist631",,"TID_BANKHEIST_631","SubwaySurfers",,,,"Heist","Bankheist_631","Kappn",,,,,,,,,,,
"Heist632",,"TID_BANKHEIST_632","SubwaySurfers",,,,"Heist","Bankheist_632","IzzyTheSilly",,,,,,,,,,,
"Knockout5v631",,"TID_KNOCKOUT_5V5_631","SubwaySurfersShowdown",,,,"Knockout5v5","Knockout5v5_631","ChiefKayve",,,,,,,,,,,
"Knockout5v632",,"TID_KNOCKOUT_5V5_632","SubwaySurfersShowdown",,,,"Knockout5v5","Knockout5v5_632","Unverable",,,,,,,,,,,
"Knockout5v633",,"TID_KNOCKOUT_5V5_633","SubwaySurfersShowdown",,,,"Knockout5v5","Knockout5v5_633","Declan",,,,,,,,,,,
"Deathmatch631",,"TID_DEATHMATCH_631","SubwaySurfers",,,,"Deathmatch","Deathmatch_631","BUKY",,,,,,,,,,,
"Deathmatch632",,"TID_DEATHMATCH_632","SubwaySurfers",,,,"Deathmatch","Deathmatch_632","Ico",,,,,,,,,,,
"Deathmatch633",,"TID_DEATHMATCH_633","SubwaySurfers",,,,"Deathmatch","Deathmatch_633","Reindeerhitman",,,,,,,,,,,
"Deathmatch634",,"TID_DEATHMATCH_634","SubwaySurfers",,,,"Deathmatch","Deathmatch_634","BreadyBoi",,,,,,,,,,,
"SurvivalTeam631",,"TID_SHOWDOWN_631","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_631","Hank",,,,,,,,,,,
"SurvivalTeam632",,"TID_SHOWDOWN_632","SubwaySurfersShowdown",,,,"DuoShowdown","Survival_632","ZappyHype",,,,,,,,,,,
"SurvivalTrio631",,"TID_SHOWDOWN_631","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_631","Hank",,,,,,,,,,,
"SurvivalTrio632",,"TID_SHOWDOWN_632","SubwaySurfersShowdown",,,,"TrioShowdown","Survival_632","ZappyHype",,,,,,,,,,,
