"TID","NL"
"TID_TENCENT_LOGIN_CHILDREN","Richtlijnen betreffende de privacybescherming van kinderen van Tencent Games"
"TID_TENCENT_LOGIN_AGREEMENT_NOTE","Je dient\nde <TOS>,\nhet <PP>,\nde <CHILDREN>\nen de <THIRDPARTY>\nzorgvuldig te lezen en ermee akkoord te gaan voordat je toegang krijgt tot het spel."
"TID_KING_OF_HILL_29","Stroomstoring"
"TID_QUESTS_GMV_NOT_AVAILABLE","Deze spelmodus is momenteel niet beschikbaar."
"TID_IAP_SOM_072001","ZOMERAANBIEDING"
"TID_IAP_SOM_072002","HET IS AUGUSTUS!"
"TID_IAP_SOM_072003","HET IS SEPTEMBER!"
"TID_IAP_SOM_072004","VEEL VOORDEEL"
"TID_IAP_SOM_072005","VEEL VOORDEEL"
"TID_IAP_SOM_072006","MEER EDELSTENEN A.U.B."
"TID_IAP_SOM_072007","MEER EDELSTENEN A.U.B."
"TID_IAP_SOM_072008","SEIZOENSPAKKET!"
"TID_IAP_SOM_072009","BRAWL PASS NODIG?"
"TID_IAP_SOM_072010","IK WIL MUNTEN!"
"TID_BRAWL_PASS_INFO_EXTRA_CHINA","乱斗金券每个主题季只能购买一次"
"TID_VALUE_MULTIPLIER","<NUM>x"
"TID_AMOUNT_MULTIPLIER","x <NUM>"
"TID_DEVICE_LINK_CODE_VALID_TIME","Code geldig voor:"
"TID_CONFIRM_DEVICE_LINKING","Koppeling bevestigen"
"TID_CONFIRM_DEVICE_LINK_TEXT","Weet je zeker dat je de huidige spelvoortgang wilt verwijderen en vervangen door:"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Niet aangemeld bij Game Center"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Meld je aan bij Game Center om het apparaat te koppelen en probeer het vervolgens opnieuw."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Niet aangemeld bij Google Play"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Meld je aan bij Google Play om het apparaat te koppelen. Hiervoor ga je naar de spelinstellingen en tik je op de knop onder ‘Inloggen bij Google Play´. Probeer het vervolgens nog eens."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Koppelcode verlopen"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","De koppelcode is verlopen. De code moet binnen <time> worden ingevoerd op het nieuwe apparaat.\n\nJe kunt een nieuwe code ontvangen door simpelweg het scherm met de koppelcode opnieuw te openen."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Te veel gekoppelde apparaten"
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Je hebt 10 apparaten gekoppeld, waarmee je de toegestane limiet hebt bereikt.\n\nAls je oude apparaten wilt loskoppelen, neem dan contact met ons op via de pagina ‘Hulp en ondersteuning´."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Ongeldige koppelcode"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Je hebt een ongeldige code ingevoerd of de code is verlopen. Zorg ervoor dat je de exacte code invoert die op het andere apparaat wordt weergegeven.\n\nTik op de pijl-terug om het opnieuw te proberen.\n\nLet op: een code kan slechts één keer worden gebruikt en verloopt na <time>. Je kunt altijd een nieuwe code ontvangen door het koppelingsscherm opnieuw te openen."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Oude apparaat niet actief"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Om je apparaten te kunnen koppelen, moet het oude apparaat actief zijn en het scherm met de koppelcode kunnen weergeven."
"TID_DEVICE_LINKED_MAIL_ITEM","Je voortgang is gekoppeld aan je nieuwe apparaat."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Niet gekoppeld aan Game Center"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Je spelvoortgang is nog niet gekoppeld aan een Game Center-account. Zorg ervoor dat je bent aangemeld bij een Game Center-account waar nog geen voortgang aan is gekoppeld en herstart het spel.\n\nWanneer je vervolgens wordt gevraagd of je je huidige voortgang wilt koppelen aan je Game Center-account, tik je op ‘Ja´.\n\nWAARSCHUWING: het koppelen van je spelvoortgang is permanent en kan later niet meer worden gewijzigd."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Niet gekoppeld aan Google Play"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Je spelvoortgang is nog niet gekoppeld aan een Google-account. Ga terug naar de spelinstellingen en meld je aan bij een Google Play-account waar nog geen voortgang aan is gekoppeld.\n\nWAARSCHUWING: het koppelen van je spelvoortgang is permanent en kan later niet meer worden gewijzigd."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Aangemeld bij het verkeerde account"
"TID_DEVICE_LINK_WRONG_ACCOUNT","De huidige voortgang is gekoppeld aan een ander Game Center-account dan het account waarbij je momenteel bent aangemeld.\n\nMeld je af bij de Game Center-app en meld je vervolgens opnieuw aan met het account dat is gekoppeld aan je huidige voortgang.\n\nProbeer daarna de voortgang opnieuw te koppelen."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","De huidige voortgang is gekoppeld aan een ander Google-account dan het account waarbij je momenteel bent aangemeld.\n\nGa naar de spelinstellingen om je af te melden bij je huidige Google-account. Meld je vervolgens aan met het account dat is gekoppeld aan je huidige voortgang.\n\nProbeer daarna de voortgang opnieuw te koppelen."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Voortgang is al gekoppeld"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","De huidige spelvoortgang is al gekoppeld. Je kunt je voortgang maar één keer koppelen."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Voortgang kan niet worden overschreven"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Je huidige voortgang is al permanent gekoppeld aan het account waarmee je je hebt aangemeld.\n\nOmdat er al voortgang is geboekt (level <level> of een voltooide aankoop), kan het account niet meer worden overschreven."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Koppelcode niet beschikbaar"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Je hebt geen koppelcode nodig om op meerdere iOS-apparaten te kunnen spelen.\n\nOm op een ander iOS-apparaat te spelen, moet je bij Game Center zijn aangemeld op het andere apparaat. Vervolgens moet je je met hetzelfde Game Center-account aanmelden op dit apparaat.\n\nJe voortgang zal automatisch gesynchroniseerd worden via je Game Center-account."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Je hebt geen koppelcode nodig om op meerdere Android-apparaten te kunnen spelen.\n\nOm op een ander Android-apparaat te spelen, moet je bij Google Play zijn aangemeld op het andere apparaat. Vervolgens moet je je met hetzelfde Google Play-account aanmelden op dit apparaat. (Je kunt je aanmelden bij Google Play via de spelinstellingen.)\n\nJe voortgang zal automatisch worden gesynchroniseerd."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Je hebt geen koppelcode nodig om op meerdere Android-apparaten te kunnen spelen.\n\nOm op een ander Android-apparaat te spelen, download je Brawl Stars via dezelfde Android-appstore en meld je je vervolgens aan met hetzelfde account.\n\nJe voortgang zal automatisch worden gesynchroniseerd."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Koppeling gelukt!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Dit apparaat is nu gekoppeld aan je account. Tik op OK om je account te laden en te beginnen met spelen. Veel plezier!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Je account is nu gekoppeld aan een nieuw apparaat!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Je account is nu gekoppeld aan het volgende apparaat:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Fout opgetreden (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Er is iets misgegaan. Probeer het opnieuw."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Fout opgetreden (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Er is iets misgegaan. Probeer het opnieuw."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Fout opgetreden (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Er is iets misgegaan. Probeer het opnieuw."
"TID_DEVICE_LINK_CONFIRMATION_PLAYER_DESC","Level <level>"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Om op meerdere apparaten te kunnen spelen, moet je je op dit apparaat aanmelden bij WeChat of QQ.\n\nVervolgens moet je je met hetzelfde WeChat- of QQ-account aanmelden op het andere apparaat. Je voortgang zal automatisch worden gesynchroniseerd."
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","De huidige spelvoortgang is al gekoppeld. Je kunt je voortgang maar één keer koppelen."
"TID_LINK_NEW_DEVICE_TITLE","Apparaat koppelen"
"TID_LINK_NEW_DEVICE_TEXT","Als je op twee apparaten wilt spelen of je account wilt overzetten naar een nieuw apparaat, doe je dat hier."
"TID_LINK_NEW_DEVICE_TEXT2","Selecteer om te beginnen een optie:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","LET OP: als je alleen op iOS-apparaten speelt en met je Game Center-account bent aangemeld, is het niet nodig om je apparaten te koppelen. Je hoeft je in dat geval alleen maar aan te melden met hetzelfde Game Center-account."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Dit is het OUDE APPARAAT"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Dit is het NIEUWE APPARAAT"
"TID_LINK_CODE_TITLE","Koppelcode"
"TID_LINK_CODE_TEXT","Laat dit scherm openstaan. Ga op het andere apparaat naar het koppelingsscherm en tik op de knop 'Dit is het NIEUWE APPARAAT'."
"TID_LINK_CODE_TEXT2","Voer de volgende code in op je nieuwe apparaat:"
"TID_LINK_CODE_WARNING_TEXT","WAARSCHUWING: deel je koppelcode nooit met anderen. Deze code is alleen voor persoonlijk gebruik. Houd er rekening mee dat de koppeling permanent is."
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Koppelcode invoeren"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(Om een koppelcode te ontvangen, ga je op het oude apparaat naar het koppelingsscherm en tik je op de knop 'Dit is het OUDE APPARAAT'.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Voer hier de koppelcode in:"
"TID_LINK_TARGET_IOS_BUTTON","Een iPhone, iPad of iPod"
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Een Android-apparaat"
"TID_LINK_TARGET_OTHER_BUTTON","Een ander apparaat"
"TID_LINK_TARGET_DEVICE_TYPE","Doelapparaat"
"TID_LINK_TARGET_DEVICE_TEXT","Kies het type apparaat dat je wilt koppelen:"
"TID_LINK_SAME_PLATFORM_TITLE","Synchroniseren met Game Center"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Synchroniseren met een Google-account"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Synchroniseren met je account"
"TID_LINK_SAME_PLATFORM","Om op meerdere iOS-apparaten te kunnen spelen, moet je je op dit apparaat aanmelden bij je Game Center-account.\n\nVervolgens moet je je met hetzelfde Game Center-account aanmelden op het andere apparaat. Je voortgang zal automatisch worden gesynchroniseerd."
"TID_LINK_SAME_PLATFORM_ANDROID","Om op meerdere Android-apparaten te kunnen spelen, moet je je aanmelden bij je Google-account via de instellingen in het spel.\n\nVervolgens moet je je met hetzelfde Google-account aanmelden op het andere apparaat. Je voortgang zal automatisch worden gesynchroniseerd."
"TID_LINK_SAME_PLATFORM_KUNLUN","Om op meerdere Android-apparaten te kunnen spelen, download je Brawl Stars via dezelfde Android-appstore en meld je je vervolgens aan met hetzelfde account. Je voortgang zal automatisch worden gesynchroniseerd."
"TID_LINK_CANCELLED_TITLE","Koppeling geannuleerd"
"TID_LINK_CANCELLED","Je hebt het koppelen geannuleerd. Er zijn geen apparaten gekoppeld."
"TID_LINK_CODE_GENERATE_CODE_TEXT","Gebruik de koppelcode hieronder om je voortgang naar een andere Android-appstore over te zetten. Volg de tutorial voor gedetailleerde instructies."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Om je voortgang te koppelen, kun je een koppelcode krijgen door naar de instellingen te gaan en op ‘Apparaat koppelen´ te tikken. Volg de tutorial voor gedetailleerde instructies."
"TID_DEVICE_LINK_MIGRATION_TEXT","Om verder te kunnen spelen, moet je je spelvoortgang overzetten naar een andere app door middel van een koppelcode."
"TID_DEVICE_LINK_MIGRATION_INSTALL_BUTTON","INSTALLEREN"
"TID_DEVICE_LINK_MIGRATION_LAUNCH_BUTTON","SPEL STARTEN"
"TID_DEVICE_LINK_MIGRATION_HELP_BUTTON","HULP"
"TID_DEVICE_LINK_CODE_COPIED","Koppelcode naar klembord gekopieerd."
"TID_DEVICE_LINK_CODE_BUTTON_LINK","KOPPELEN"
"TID_PERCENTER","COLETTE"
"TID_PERCENTER_SHORT_DESC","BESCHADIGER"
"TID_PERCENTER_DESC","Colette heeft elk beeldje, knuffeltje en speeltje van alle knokkers verzameld. Is ze geobsedeerd? Ja. Maar is ze het contact met de werkelijkheid verloren? Ook ja."
"TID_PERCENTER_WEAPON","BELASTEND SCHOT"
"TID_PERCENTER_WEAPON_DESC","Colette vuurt een schot af waarmee ze opeist wat je haar bent verschuldigd! Hoe meer je hebt, hoe meer ze opeist."
"TID_PERCENTER_ULTI","VERMOGENSBELASTING"
"TID_PERCENTER_ULTI_DESC","Colette sprint vliegensvlug heen en terug waarmee ze belastende schade toebrengt aan iedereen op haar pad. De hoeveelheid schade is afhankelijk van van de maximale gezondheid van de vijand."
"TID_SPEC_ABI_PERCENTER_1","FISCALE DRUK"
"TID_SPEC_ABI_PERCENTER_1_DESC","Alle vijanden die door de super van Colette worden geraakt, worden naar het uiterste punt van de aanval gedreven."
"TID_SPEC_ABI_PERCENTER_2","VRIJSTELLING"
"TID_SPEC_ABI_PERCENTER_2_DESC","Colettes super geeft haar gedurende <c00cc00><VALUE3></c> seconden een schild waardoor ze <c00cc00><VALUE1>%</c> minder schade oploopt. Ze krijgt <c00cc00><VALUE2>%</c> meer bescherming voor elke vijandelijke knokker die ze raakt."
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE","EXTRA KOSTEN"
"TID_ACCESSORY_PERCENTER_STATIC_DAMAGE_DESC","Colettes volgende schot richt <c00cc00><VALUE1></c> extra schade aan."
"TID_TUTORIAL_PLAYED_BEFORE","Heb je al eens eerder gespeeld?"
"TID_SUPPORT_NEW_VERSION_TITLE","Update vereist!"
"TID_SUPPORT_NEW_VERSION_TEXT","Er is een nieuwe versie van Brawl Stars beschikbaar. Update het spel om toegang te krijgen tot de pagina ‘Hulp en ondersteuning´."
"TID_SUPPORT_NEW_VERSION_BUTTON","UPDATEN"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_TITLE","Informatie"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP","Voordat je gebruikmaakt van de diensten van Tencent, vragen we je om de <TOS>, het <PP>, de <CHILDREN> en de <THIRDPARTY> zorgvuldig door te lezen en ervoor te zorgen dat je de inhoud ervan volledig begrijpt. Houd in deze overeenkomsten rekening met de artikelen die ons van aansprakelijkheid ontheffen of onze aansprakelijkheid beperken, artikelen die je rechten beperken, wijzen van geschiloplossing en bevoegdheidsclausules. Tik op 'Accepteren' als je de <TOS>, het <PP>, de <CHILDREN> en de <THIRDPARTY> zorgvuldig hebt doorgelezen en ermee akkoord gaat."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_AGREE","Accepteren"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_REFUSE","Weigeren"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2_TITLE","Belangrijk bericht"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_2","Je dient\nde <TOS>,\nhet <PP>,\nde <CHILDREN>\nen de <THIRDPARTY>\nzorgvuldig te lezen en ermee akkoord te gaan voordat je toegang krijgt tot het spel."
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_BACK","Terug"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_NO","Nee"
"TID_TENCENT_LOGIN_BS_PP","荒野乱斗隐私保护指引"
"TID_TENCENT_LOGIN_SPECIAL_TOS","《腾讯游戏许可及服务协议》"
"TID_TENCENT_LOGIN_SPECIAL_OLD_PP","《腾讯游戏隐私保护指引》"
"TID_TENCENT_LOGIN_SPECIAL_BS_PP","《荒野乱斗隐私保护指引》"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1_TITLE","更新提示"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_1","尊敬的腾讯游戏用户：\n为充分保障您的权利及个人信息安全，我们根据法律法规要求，\n对<OLDPP>进行了更新。我们结合本产品和业务实际，更详细、具体地向您说明我们收集和使用您个人信息的业务场景及目的，具体可参见<PP>内更新提示。\n您也可以阅读完整版\n<PP>和<TOS>\n了解详尽的个人信息处理规则和用户权利义务。如您已详细阅读并同意\n<TOS>和<PP>，\n请点击\q同意\q继续使用我们的服务。"
"TID_TENCENT_LOGIN_AGREEMENT_POPUP_OLD_ACCT_2","尊敬的用户，您需要详细阅读并同意\n<TOS>、<PP>、\n<CHILDREN>和<THIRDPARTY>，\n才可进入游戏哦。"
"TID_BRAWL_PASS_SEASON_2","WELKOM BIJ STARR PARK!"
"TID_BRAWL_PASS_SEASON_3","WINTERUITJE"
"TID_BRAWL_PASS_SEASON_4","STARR FORCE!"
"TID_BRAWL_PASS_INFO_TEXT_GENERIC","Verdien een heleboel extra beloningen, waaronder\n\n<BRAWLER>, de nieuwe chromatische knokker!\n\nTIJDELIJKE EXCLUSIEVE SKIN: <SKIN_1>!\n\nTIJDELIJKE EXCLUSIEVE en COOLE REACTIES voor <BRAWLER>\n\nTIJDELIJKE EXCLUSIEVE SPRAYS\n\nEXTRA MUNTEN en KRACHTPUNTEN!\n\nEXTRA OPDRACHTEN om je Brawl Pass sneller te vervolledigen!\n\nEXCLUSIEVE CHROMATISCHE NAAM gedurende het hele seizoen!"
"TID_QUESTS_MORE","Alle opdrachten tonen"
"TID_QUESTS_MORE_NEXT_SEASON","Je hebt alle opdrachten van seizoen <THIS_SEASON> voltooid. Er komen nieuwe opdrachten beschikbaar wanneer seizoen <NEXT_SEASON> begint."
"TID_BRAWL_PASS_AUTOCOLLECT_TITLE","Beloningen van seizoen <NUM>"
"TID_BRAWL_PASS_AUTOCOLLECT","Je beloningen van seizoen <NUM> zijn automatisch voor je opgehaald."
"TID_BRAWL_PASS_AUTOCOLLECT_INFO","Verzamel je beloningen van seizoen <OLD> voordat seizoen <CURRENT> afloopt. Anders worden ze automatisch voor je opgehaald."
"TID_AUTH_WECHAT_SUCCESS","Machtiging gelukt."
"TID_AUTH_WECHAT_CANCEL","Je hebt de machtiging van WeChat geannuleerd."
"TID_AUTH_QQ_SUCCESS","Machtiging gelukt."
"TID_AUTH_QQ_CANCEL","Je hebt de machtiging van QQ geannuleerd."
"TID_TENCENT_AUTH_SUCCESS","Machtiging gelukt."
"TID_TENCENT_AUTH_CANCEL","Je hebt de machtiging om in te loggen geannuleerd."
"TID_GOLDRUSH_57","Eindeloze edelstenen"
"TID_GOLDRUSH_58","Verzamelvreugde"
"TID_GOLDRUSH_59","Beter gemaaid"
"TID_GOLDRUSH_60","Eersteklas"
"TID_GOLDRUSH_61","Links of rechts"
"TID_GOLDRUSH_62","Steenmijn II"
"TID_GOLDRUSH_63","Paars paradijs"
"TID_MASK_SPIKE_SKIN","GEMASKERDE SPIKE"
"TID_SUPER_FAN_EMZ_SKIN","SUPERFAN-EMZ"
"TID_SUGAR_RUSH_SANDY_SKIN","ZOETEKAUW-SANDY"
"TID_LUNAR_SPROUT_SKIN","LUNAIRE SPROUT"
"TID_TRIXIE_COLETTE_SKIN","DUISTERE COLETTE"
"TID_EL_ATOMICO_SKIN","EL ATÓMICO"
"TID_POCO_STARR_SKIN","POCO STARR"
"TID_MASK_SPIKE_SKIN_SHOP","GEMASKERDE\nSPIKE"
"TID_SUPER_FAN_EMZ_SKIN_SHOP","SUPERFAN-\nEMZ"
"TID_SUGAR_RUSH_SANDY_SKIN_SHOP","ZOETEKAUW-\nSANDY"
"TID_LUNAR_SPROUT_SKIN_SHOP","LUNAIRE\nSPROUT"
"TID_TRIXIE_COLETTE_SKIN_SHOP","DUISTERE\nCOLETTE"
"TID_EL_ATOMICO_SKIN_SHOP","EL ATÓMICO"
"TID_POCO_STARR_SKIN_SHOP","POCO\nSTARR"
"TID_IAP_STARR_09001","SPECIALE AANBIEDING"
"TID_IAP_STARR_09002","SEIZOENSPAKKET"
"TID_IAP_STARR_09003","SUPERVOORDELIG PAKKET"
"TID_IAP_STARR_09004","SUPERVOORDELIG PAKKET"
"TID_IAP_STARR_09005","MAANFESTIVALPAKKET"
"TID_IAP_STARR_09006","MAANFESTIVALPAKKET"
"TID_SHOP_OFFER_PURCHASE_ERROR_6","De aankoop van deze aanbieding wordt al uitgevoerd."
"TID_SHOP_OFFER_PURCHASE_ERROR_7","Aankoopoptie niet ontgrendeld voor deze aanbieding"
"TID_SHOP_OFFER_PURCHASE_ERROR_8","Aankoop niet toegestaan met negatief edelsteensaldo"
"TID_FRIENDLY_MIN_TEAMS","Deze modus vereist minstens 2 teams."
"TID_FRIENDLY_MIN_PLAYERS","Deze modus vereist minstens 2 spelers."
"TID_GOLDRUSH_32T","Bijzondere situatie"
"TID_GOLDRUSH_33T","Hink-stap-sprong"
"TID_GOLDRUSH_34T","Portaalparadijs"
"TID_CC_POPUP_TITLE_BRAWLOWEEN","BRAWL-O-WEEN-UITDAGING"
"TID_CC_POPUP_TITLE_BRAWLIDAYS","DUO-UITDAGING"
"TID_CC_POPUP_TITLE_SOLO","SOLO-UITDAGING"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC","Voltooi de uitdaging om de skin ‘<SKIN>‘ en een pakket met exclusieve reacties te winnen!"
"TID_QUALIFIED_INFO_GENERIC","Gefeliciteerd met het winnen van de <CHALLENGE>! Je hebt de skin ‘<SKIN>´ en een pakket met exclusieve reacties ontgrendeld!"
"TID_CC_POPUP_QUALIFY_INFO_GENERIC_NO_PIN","Voltooi de uitdaging om de skin '<SKIN>' te winnen!"
"TID_QUALIFIED_INFO_GENERIC_NO_PIN","Gefeliciteerd met het winnen van de <CHALLENGE>! Je hebt de skin '<SKIN>' ontgrendeld!"
"TID_BATTLE_END_BRAWLOWEEN_WIN_INFO","Gefeliciteerd! Je hebt de BRAWL-O-WEEN-UITDAGING voltooid!"
"TID_BATTLE_END_GENERIC_WIN_INFO","Gefeliciteerd! Je hebt de uitdaging gewonnen!"
"TID_CHALLENGE_TEASER_INFO_GENERIC","Bereid je voor op de <CHALLENGE>!\n\nWin <WIN> gevechten om de gratis skin ‘<SKIN>´ en een pakket met exclusieve reacties te winnen! Speel met vrienden of gebruik de functie 'Een team zoeken' om je kansen te verhogen.\n\nDe uitdaging duurt slechts <DURATION> uur, dus maak er het beste van!"
"TID_CHALLENGE_TEASER_INFO_GENERIC_NO_PIN","Bereid je voor op de <CHALLENGE>!\n\nWin <WIN> gevechten om de skin '<SKIN>' te winnen! Speel met vrienden of gebruik de functie 'Een team zoeken' om je kansen te verhogen.\n\nDe uitdaging duurt slechts <DURATION> uur, dus maak er het beste van!"
"TID_ACCESSORY_BULL_STOMP","STAMP"
"TID_ACCESSORY_BULL_STOMP_DESC","Bulls volgende super zal getroffen vijanden <c00cc00><VALUE1></c> seconden lang verdoven."
"TID_ACCESSORY_REWIND","SLUWE SNEAKERS"
"TID_ACCESSORY_REWIND_DESC","Max keert na <c00cc00><VALUE1></c> seconden in een oogwenk terug naar een door haar gekozen plek op de kaart en herstelt daarbij alle schade die ze in de tussentijd heeft opgelopen."
"TID_ACCESSORY_EXTRA_BEE","OPGEJAAGDE ZWERM"
"TID_ACCESSORY_EXTRA_BEE_DESC","Bea ontketent <c00cc00><VALUE1></c> boze bijen die van haar weg vliegen in cirkels. Naarmate ze verder vliegen, brengen ze meer schade aan (maximaal <c00cc00><VALUE2></c> schade)."
"TID_ACCESSORY_BARREL_SLOW","TEERTON"
"TID_ACCESSORY_BARREL_SLOW_DESC","Darryl creëert <c00cc00><VALUE1></c> seconden lang een veld om zich heen dat nabije vijanden vertraagt."
"TID_ACCESSORY_SHAMAN_SHIELD","NEPBONT"
"TID_ACCESSORY_SHAMAN_SHIELD_DESC","Nita´s beer krijgt gedurende de volgende <c00cc00><VALUE1></c> seconden een schild dat schade met <c00cc00><VALUE2>%</c> vermindert."
"TID_ACCESSORY_WALLY_REPOSITION","TRANSPLANTATIE"
"TID_ACCESSORY_WALLY_REPOSITION_DESC","Sprout vernietigt zijn huidige heg, waardoor zijn super meteen volledig wordt opgeladen."
"TID_ACCESSORY_MEGA_ROCKET","RAKETBRANDSTOF"
"TID_ACCESSORY_MEGA_ROCKET_DESC","Brocks volgende aanval is een megaraket die groter, sterker en sneller is en muren kan vernietigen."
"TID_ACCESSORY_WHIRLWIND_FLY","VLIEGENDE HAAK"
"TID_ACCESSORY_WHIRLWIND_FLY_DESC","Bij Carls volgende aanval wordt hij door zijn pikhouweel naar het uiterste punt van zijn bereik getrokken."
"TID_ACCESSORY_ARCADE_DOUBLE","EXTRA PUNTEN"
"TID_ACCESSORY_ARCADE_DOUBLE_DESC","Het aantal projectielen van 8-Bits volgende aanval wordt verhoogd naar <c00cc00><VALUE1></c>."
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET","ZILVEREN KOGEL"
"TID_ACCESSORY_GUNSLINGER_BIG_BULLET_DESC","Colts volgende aanval is één krachtig schot dat evenveel schade aanricht als <c00cc00><VALUE1></c> van zijn normale kogels. Het schot kan zowel door obstakels als vijanden heen gaan."
"TID_MULTIPLE_PURCHASE_RESTART_WARNING_TITLE","Aankoop opnieuw starten?"
"TID_MULTIPLE_PURCHASE_RESTART_WARNING","De aankoop van deze aanbieding is al eerder in gang gezet. Je kunt slechts eenmaal gebruikmaken van deze aanbieding. Onbedoelde aankopen leveren de tweede keer niet dezelfde items op. Als je er zeker van bent dat de vorige aankoop werd geannuleerd, kun je op eigen risico proberen de aankoop opnieuw uit te voeren. Wil je doorgaan?"
"TID_FIRE_DUDE","AMBER"
"TID_FIRE_DUDE_SHORT_DESC","CONTROLEUR"
"TID_FIRE_DUDE_DESC","Amber zorgt letterlijk voor hitte! Ze is overmoedig wat haar vuurvaardigheden betreft, ondanks dat ze wat klunzig is. Bij haar gaat het vooral om het spektakel en komt veiligheid op de laatste plaats."
"TID_FIRE_DUDE_WEAPON","DRAKENADEM"
"TID_FIRE_DUDE_WEAPON_DESC","Amber blaast vlammen richting haar tegenstanders. Het ziet er mooi uit, maar pas op dat je niet verbrand raakt!"
"TID_FIRE_DUDE_ULTI","IN DE FIK"
"TID_FIRE_DUDE_ULTI_DESC","Amber gooit een flesje met vuurvloeistof die ze vervolgens kan ontsteken met haar vuuradem. Hiermee roostert ze struiken en vijandelijke knokkers, één flesje per keer!"
"TID_SPEC_ABI_FIRE_DUDE_1","WILDE VLAMMEN"
"TID_SPEC_ABI_FIRE_DUDE_1_DESC","Amber kan twee poeltjes brandstof tegelijkertijd maken en haar super wordt automatisch opgeladen als ze in de buurt van een poeltje staat."
"TID_SPEC_ABI_FIRE_DUDE_2","OLIE OP HET VUUR"
