TID,PT
TID_SPEC_ABI_STEAL_SOULS_DESC,"Mortis ceifa a essência vital do Brawler derrotado, recuperando <c00cc00><VALUE1></c> pontos de saúde."
TID_SPEC_SPOT_FROM_AIR_DESC,"Das alturas, Piper consegue identificar os inimigos escondidos nos arbustos ao usar seu Super."
TID_SPEC_HEAL_MAIN_ATTACK_DESC,Os aliados atingidos pelo ataque do Poco recuperam <c00cc00><VALUE1></c> de saúde.
TID_SPEC_ABI_SPOT_DESC,Bo detecta inimigos escondidos em arbustos a uma distância <c00cc00><VALUE1>%</c> maior do que a normal.
TID_SPEC_ABI_AMBUSH_DESC,O ataque da Piper inflige <c00cc00>+<VALUE1></c> pontos de dano (no alcance máximo) quando ela está escondida numa moita.
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,O Super da Tara abre um portal dimensional e sua versão sombria aparece para atacar os inimigos!
TID_SPEC_ABI_TODO_DESC,Habilidade especial não definida
TID_SPEC_ABI_SPEED_DESC,A velocidade de locomoção de Colt aumenta em <c00cc00><VALUE1>%</c>.
TID_SPEC_ABI_PUSHBACK_SELF_DESC,Dynamike consegue surfar as ondas de explosões das suas dinamites para pular os obstáculos!
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,"Sempre que usa seu ataque Chuva de Sucata contra Brawlers inimigos, Pam cura a si mesma e aos aliados, restituindo a todos <c00cc00><VALUE1></c> pontos de saúde."
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,As balas do ataque normal e do Super do Rico são sobrecarregadas quando ricocheteiam e infligem <c00cc00><VALUE1></c> pontos de dano extras!
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,"Os inimigos atingidos pelo Super do El Primo queimarão por 4 segundos, levando <c00cc00><VALUE1></c> pontos de dano!"
TID_SPEC_LAST_STAND_DESC,Poco toca o Canto do Cisne ao ser derrotado e seus aliados próximos recuperam <c00cc00><VALUE1></c> de saúde!
TID_SPEC_BURN_DESC,Agora a Chuva de Foguetório faz chover <c00cc00><VALUE1>%</c> mais foguetes.
TID_SPEC_ABI_BARREL_DEFENSE_DESC,"Depois de usar Roda pião, todo o dano recebido por Darryl é reduzido em <c00cc00><VALUE2>%</c> por <c00cc00><VALUE1></c> segundos."
TID_SPEC_CRIPPLE_DESC,O veneno do Corvo enfraquece os inimigos e faz com que eles inflijam <c00cc00><VALUE1>%</c> menos dano enquanto estiverem envenenados.
TID_BATTLE_ROYALE_7,Encrenca em dobro
TID_GAME_MODE_9,COMBATE DUPLO
TID_GAME_MODE_9_COMBINED,COMBATE
TID_GAME_MODE_9_DESC,"Derrote as outras quatro equipes. Caso seja derrotado, você voltará em breve ao jogo se ainda tiver um aliado vivo!"
TID_WAVE_APPROACHING,Onda <number>
TID_TEAMS_LEFT,Equipes restantes: <num>
TID_TEAM_MATE_RESPAWNING,Aliado voltando em: <num>
TID_BOSS_APPROACHING,Onda <number>: <ccc0000>Megarrobô chegando!</c>
TID_COOP_2,Cotovelo de ferro
TID_BOSS_2,Rei da Mola Toupeira
TID_BEAR_DAMAGE,Dano do urso
TID_BEAR_HEALTH,Saúde do urso
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,Equipes de dois
TID_SPEC_ABI_PUSHBACK_SELF,SALTO EXPLOSIVO
TID_VIEW_PROFILE_BUTTON,Ver perfil
TID_REPORT_PLAYER_BUTTON,DENUNCIAR
TID_CHAT_REPORT_CONFIRMATION_TITLE,Denunciar <name>?
TID_CHAT_REPORT_CONFIRMATION,\n\nTem certeza de que deseja denunciar <name> por conduta inadequada?
TID_PLAYER_ALREADY_REPORTED,Este jogador já foi denunciado!
TID_STARTER_PACK_4,PACOTE DE NÍVEL 35
TID_NEED_HERO,Não é possível comprar o visual. É preciso desbloquear o Brawler primeiro.
TID_EVENT_ENDING,<GAMEMODE> termina em breve!
TID_TEAM_DISPLAY_TITLE_CLAN,EQUIPES DO CLUBE
TID_TEAM_DISPLAY_TITLE_FRIENDS,EQUIPES DE AMIGOS
TID_TICKETS_REVEIVED,<AMOUNT> ingressos de evento recebidos!
TID_TUTORIAL_12,"Nós já temos as gemas, vamos em direção à saída!"
TID_NO_TARGET_HINT,Sem alvo disponível para usar TIRO RÁPIDO!
TID_CAN_NOT_AUTOSHOOT,TIRO RÁPIDO não disponível para este Super.
TID_VS,X
TID_VS_SHOWDOWN,Cada Brawler por si!
TID_HAS_LASER_BALL_HINT,Não é possível usar TIRO RÁPIDO enquanto estiver com a bola.
TID_CLAN_RESPONSE_44,Falha ao entrar. Você já está num clube.
TID_SHOTGUN_GIRL_SHORT_DESC,DESTRUIDORA
TID_GUNSLINGER_SHORT_DESC,DESTRUIDOR
TID_BULL_DUDE_SHORT_DESC,TANQUE
TID_ROCKET_GIRL_SHORT_DESC,TIRO PRECISO
TID_TNT_DUDE_SHORT_DESC,DETONADOR
TID_LUCHADOR_SHORT_DESC,TANQUE
TID_TRICKSHOT_DUDE_SHORT_DESC,DESTRUIDOR
TID_CACTUS_SHORT_DESC,DESTRUIDOR
TID_BARKEEP_SHORT_DESC,DETONADOR
TID_MECHANIC_SHORT_DESC,CONTROLE
TID_SHAMAN_SHORT_DESC,DESTRUIDORA
TID_UNDERTAKER_SHORT_DESC,ALGOZ
TID_CROW_SHORT_DESC,ALGOZ
TID_DEAD_MARIACHI_SHORT_DESC,SUPORTE
TID_BOW_DUDE_SHORT_DESC,CONTROLE
TID_SNIPER_SHORT_DESC,TIRO PRECISO
TID_MINIGUN_DUDE_SHORT_DESC,SUPORTE
TID_BLACK_HOLE_SHORT_DESC,DESTRUIDORA
TID_BARREL_BOT_SHORT_DESC,TANQUE
TID_CLAN_INTRO_SUGGESTED_CLANS,MELHORES CLUBES PARA VOCÊ
TID_CLAN_INTRO_CREATE_TITLE,QUE TAL CRIAR O SEU?
TID_CLAN_INTRO_HEADER,Clubes
TID_CLAN_INFO_TITLE,INFORMAÇÕES DO CLUBE
TID_CLAN_INFO_NO_DESCRIPTION,CLUBE SEM DESCRIÇÃO
TID_EVENT_POPUP_TITLE,VAMOS LUTAR!
TID_GOLDRUSH_8,Planícies de safira
TID_USE_AUTOFIRE_TUTORIAL,TOQUE no <ccc0033>controle vermelho</c> para atirar no inimigo mais próximo!
TID_BRAWL_BOX_INFO_1,"O conteúdo de uma Caixa Grande é similar ao de três Caixas Brawl. No entanto, os pontos de poder são distribuídos entre menos Brawlers.\n\nHá três sorteios, cada um com as seguintes probabilidades de recompensas:"
TID_BRAWL_BOX_INFO_2,"Cada Caixa Brawl contém um dos seguintes itens: um novo Brawler, pontos de poder e moedas, um acessório ou um poder de estrela. Além disso, você pode conseguir duplicadores de fichas como bônus.\n\nAs probabilidades são:"
TID_BRAWL_BOX_INFO_3,"O conteúdo de uma Megacaixa é similar ao de dez Caixas Brawl. No entanto, os pontos de poder são distribuídos entre menos Brawlers.\n\nHá dez sorteios, cada um com as seguintes probabilidades de recompensas:"
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1>: <NUM1>%\nBrawler raro: <NUM2>%<GAR_HERO_1>\nBrawler super-raro: <NUM3>%<GAR_HERO_2>\nBrawler épico: <NUM4>%<GAR_HERO_3>\nBrawler mítico: <NUM5>%<GAR_HERO_4>\nBrawler lendário: <NUM6>%<GAR_HERO_5>\nPoder de estrela: <NUM7>%<GAR_STAR_POWER>\nAcessório: <NUM8>%<GAR_ACCESSORY>
TID_BRAWL_BOX_INFO_FOOTER,"\n\nCada sorteio dá <TOKEN_DOUBLER>% de chance de ganhar um duplicador de fichas. Acessórios estão disponíveis para Brawlers com nível 7 e poderes de estrela para Brawlers com nível 9. Após desbloquear <WCPP_BRAWLERS> Brawlers, haverá <WCPP_CHANCE>% de chance de que pontos de poder sejam atribuídos a qualquer Brawler. Ao desbloquear todas as recompensas de um certo tipo, como para Brawlers raros, a chance de ganhar outras recompensas aumenta. Sorte: para tornar as coisas mais justas ao abrir Caixas Brawl, criamos um sistema baseado em sorte que afeta a probabilidade de ganhar Brawlers lendários. Cada sorteio que não concede um Brawler aumentará sua sorte. A cada sorteio em que você ganha um novo Brawler, o valor de sorte diminui com base na raridade do Brawler ganho. Quando o valor de sorte for alto o bastante, você terá mais chance de ganhar um Brawler lendário, até um máximo de <MAX_LEGENDARY>%, enquanto que, com um valor baixo, as chances serão menores. O conteúdo das primeiras Caixas Brawl recebidas é determinado para garantir um começo justo a todos."
TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS,Pontos de poder e moedas
TID_BRAWL_BOX_INFO_POWER_POINTS_COINS_AND_SCRAP,"Pontos de poder, moedas e sucata"
TID_BRAWL_BOX_INFO_COINS_AND_SCRAP,Moedas e sucata
TID_BRAWL_BOX_INFO_COINS,Moedas
TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN,(garantido com <DRAWS> aberturas)
TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN,(garantido com <DRAWS> aberturas)
TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN,(garantido com <DRAWS> aberturas)
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,COLETAR
TID_PAGE_FRIENDS_TITLE,AMIGOS
TID_PAGE_FRIENDS_TITLE2,Lute com seus amigos!
TID_PAGE_FRIENDS_ADD_FRIENDS,ADICIONAR AMIGOS
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Conecte-se às redes sociais ou encontre amigos no jogo para jogar!
TID_PAGE_FRIENDS_NO_FRIENDS,Conecte-se às redes sociais ou encontre amigos no jogo para jogar!
TID_FRIENDS_TITLE,<COUNT> amigos
TID_FRIENDS_TAB_1,AMIGOS
TID_FRIENDS_TAB_2,SUGESTÕES
TID_FRIENDS_TAB_3,CONVITES
TID_TOTAL,TOTAL
TID_BRAWL_BOX_INFO_TITLE_2,DETALHES DA CAIXA BRAWL
TID_BRAWL_BOX_INFO_TITLE_3,DETALHES DA MEGACAIXA
TID_OFFER_ALSO_INCLUDES,ESSA OFERTA INCLUI
TID_OFFER_VALUE_TITLE,VALOR
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,ARRASTE o <cff9900>controle amarelo</c> para mirar!
TID_HERO_STATS_TITLE,ESTATÍSTICAS DO BRAWLER
TID_GATCHA_SCREEN_ITEMS_REMAINING,ITENS RESTANTES:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,BÔNUS RESTANTES:
TID_GATCHA_SCREEN_YOU_GOT,VOCÊ GANHOU:
TID_GATCHA_SCREEN_BONUSES,ITENS EXTRAS:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,LIBERADO!
TID_HERO_LIST_ITEM_UPGRADE,MELHORAR
TID_SHOP_CLAMIMED,Resgatado
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Esse item já foi resgatado
TID_ONLINE,ON-LINE
TID_LEADERBOARD,LIDERANÇA
TID_NOT_ENOUGH_TICKETS_INFO,\n\nSeus ingressos acabaram!
TID_HERO_LIST_NEW,NOVO
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,SEGURE O SEU DISPOSITIVO ASSIM
TID_HINT_FINGER_TAP_TAP,TOQUE AQUI!
TID_HINT_FINGER_DRAG,ARRASTE PARA MIRAR
TID_MOVE_HERE,Mova nessa direção
TID_HINT_HEADER,DICA:
TID_HINT_0,TOQUE no <ccc0033>controle vermelho</c> para ATIRAR RÁPIDO no inimigo mais próximo.
TID_HINT_1,TOQUE no <cff9900>controle amarelo</c> para usar seu Super RÁPIDO no inimigo mais próximo.
TID_HINT_2,Arraste o <ccc0033>controle vermelho</c> para MIRAR os seus disparos.
TID_HINT_3,Arraste o <cff9900>controle amarelo</c> para MIRAR o Super.
TID_HINT_4,Cancele a mira do tiro ao arrastar o controle de volta ao meio.
TID_HINT_5,"O pareamento é feito com base na quantidade de troféus do Brawler com que você está jogando. Assim, é mais fácil conseguir troféus com um Brawler recém-desbloqueado."
TID_HINT_6,"Quanto mais Brawlers tiver, mais fácil fica aumentar o total de troféus e conseguir mais recompensas."
TID_HINT_7,Os disparos da Piper causam mais dano ao atingirem longas distâncias.
TID_HINT_8,"O Super do Barley é muito poderoso, sobretudo próximo ao inimigo, pois as garrafas caem próximas a ele."
TID_HINT_9,As balas do Rico ganham mais impulso e vão mais longe a cada ricochete.
TID_HINT_10,Você pode ativar o <ccc0033>controle vermelho</c> em qualquer lugar do lado direito da tela para atirar.
TID_HINT_11,Tanto o ataque regular quanto o Super contam com dois modos: TOCAR para TIRO RÁPIDO e ARRASTAR para MIRAR.
TID_HINT_12,Mirar seus disparos favorece o acerto nos alvos em movimento
TID_HINT_13,TIRO RÁPIDO é uma boa opção para quando não se tem tempo de mirar.
TID_HINT_14,TIRO RÁPIDO funciona melhor em inimigos próximos.
TID_HINT_15,"Os inimigos podem te ver escondido nos arbustos, quando se aproximam o bastante."
TID_HINT_16,TIRO RÁPIDO vai de encontro ao inimigo mais próximo e não leva movimento em consideração.
TID_HINT_17,Mirar é uma boa opção para atirar nos arbustos em busca de inimigos escondidos.
TID_HINT_18,TIRO RÁPIDO funciona bem em inimigos que ficam parados.
TID_HINT_19,TIRO RÁPIDO funciona bem nos inimigos vindo na sua direção ou nos que se afastam de você.
TID_HINT_20,"Inimigos podem ver se você ataca ou recebe dano, mesmo que você esteja escondido num arbusto."
TID_HINT_21,Use os arbustos para se esconder dos inimigos e se curar.
TID_HINT_22,"Ao usar TIRO RÁPIDO, você dispara a sua arma, mesmo que não tenha inimigos por perto."
TID_VS_TUTORIAL,Colete todos os <c50d050>CUBOS DE ENERGIA</c>!
TID_USE_MANUAL_FIRE_TUTORIAL,ARRASTE o <ccc0033>controle vermelho</c> para mirar!
TID_TUTORIAL_GOOD_JOB_2,Boa jogada! As <cff6633>BARRAS ALARANJADAS</c> mostram a sua munição. Vou recarregar o mais rápido possível!
TID_TUTORIAL_GOOD_JOB_3,Bom trabalho! Você carrega o seu <cff9900>SUPER</c> atacando os inimigos!
TID_TUTORIAL_GOOD_JOB_4,Assim que se faz!
TID_SPECTATE_PLAYER_BUTTON,Assistir
TID_SPECTATE_FAILED,Falha ao assistir
TID_ACCOUNT_DISABLED_TEXT,Conta desativada
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Esta conta foi desativada devido a uma solicitação de exclusão e não pode mais ser recuperada.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Esta conta foi desativada por inatividade e não pode mais ser recuperada.
TID_ACCOUNT_DELETION_WARNING_TITLE,Aviso de exclusão da conta
TID_ACCOUNT_DELETION_WARNING_TEXT,"Atendendo ao seu pedido, sua conta será desativada em breve. Caso tenha mudado de ideia, entre em contato com Ajuda e Suporte o mais rápido possível para cancelar a solicitação."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"Atendendo ao seu pedido, sua conta será desativada em breve. Caso tenha mudado de ideia, entre em contato com Ajuda e Suporte o mais rápido possível para cancelar a solicitação."
TID_ACCOUNT_DELETION_WARNING_CONTACT_PS,Você solicitou a exclusão desta conta. Você ainda tem <time> para cancelar a exclusão.
TID_ACCOUNT_DELETION_WARNING_BUTTON_CONTACT_PS,Contatar o suporte
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Você já faz parte do clube!
TID_CONFIRM_CHANGE_CLAN_TITLE,Trocar de clube?
TID_CONFIRM_CHANGE_CLAN,Você já está em um clube. Deseja mesmo mudar?
TID_CONFIRM_CLAN_FULL_TITLE,Clube cheio!
TID_CONFIRM_CLAN_FULL,O clube <clan> está cheio e não é possível entrar nele.
TID_BUTTON_CHANGE,Alterar
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,Conclua o tutorial para entrar em um clube.
TID_CLAN_JOIN_FAILED_FEATURE_LOCKED,É preciso liberar clubes primeiro no caminho de troféus!
TID_CLUB_FEATURE_LOCKED_TROPHIES,Clubes são liberados com <TROPHIES> troféus!
TID_CLUB_CREATE_LOCKED_TROPHIES,Você precisa ter <TROPHIES> troféus para criar um clube.
TID_CLAN_INTRO_INVITE,CONVIDAR
TID_INVITE_CLAN_TOKEN_ERROR,Erro ao gerar convite
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Só o presidente do clube pode convidar novos integrantes.
TID_FRIENDS_FACEBOOK_CONNECT,Conectar
TID_FRIENDS_PAGE_INVITE,CONVIDAR
TID_SHARE_GAME_ROOM_POST_MESSAGE,Acesse este link para entrar numa equipe com <name> no Brawl Stars!
TID_SHARE_GAME_ROOM_POST_TITLE,Convidar para a equipe
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,ID da equipe copiada para a área de transferência!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,Ok
TID_TEAM_INVITE_BUTTON_LABEL,CONVIDAR
TID_TEAM_INVITE_EXPIRED,O convite de <NAME> expirou.
TID_TEAM_INVITATION_POPUP_TITLE,CONVITE PARA EQUIPE
TID_TEAM_INVITATION_POPUP_ACCEPT,ACEITAR
TID_TEAM_INVITATION_POPUP_REJECT,RECUSAR
TID_TEAM_INVITATION_POPUP_MUTE,SILENCIAR <NAME>\nPELOS PRÓXIMOS 10 MINUTOS
TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE,PARTIDA DE TORNEIO
TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM,SILENCIAR\nPOR 10 MINUTOS
TID_BATTLE_ROYALE_5,Lagos ácidos
TID_DAILY_COINS_COLLECTED_END_SCREEN,Fichas de batalha\nse esgotaram.
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,Compras com dinheiro real não estão disponíveis nessa versão.
TID_SHOP_CHINA_WARNING,Aviso: aprecie com moderação!
TID_GATCHA_AD_STATUS_VIEW,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,GANHE MAIS RECOMPENSAS!
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Visualizações diárias usadas
TID_GATCHA_AD_STATUS_NO_VIDEO,Sem vídeo disponível
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,CONTINUAR
TID_AD_DOUBLER_TITLE,DUPLIQUE UMA RECOMPENSA
TID_AD_DOUBLER_CONTINUE,CONTINUAR
TID_GATCHA_CONTINUE,AVANÇAR
TID_HINT_23,Alguns Brawlers são melhores em certos modos e mapas do que outros.
TID_HINT_24,Brawlers com ataques de longa distância são melhores em mapas descampados.
TID_HINT_25,Brawlers com ataques de proximidade são melhores em mapas com esconderijos e arbustos.
TID_SPEC_ABI_SELF_DESTRUCT,EXPLOSÃO FINAL
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Ao ser destruído, o canhão da Penny lança uma série de <VALUE2> bombas que atacam inimigos próximos. Cada bomba inflige <c00cc00><VALUE1></c> pontos de dano."
TID_EVENT_LIST_BRAWL,JOGAR
TID_INVITE_COPIED_TO_CLIPBOARD,Link do convite copiado para a área de transferência.
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,Ok
TID_FRIEND_INVITE_POST_MESSAGE,Clique neste link para começar uma amizade com <friend> no Brawl Stars!
TID_FRIEND_INVITE_POST_TITLE,Convide um amigo!
TID_ALLIANCE_JOIN_POST_MESSAGE,Clique neste link para entrar no meu clube em Brawl Stars!
TID_ALLIANCE_JOIN_POST_TITLE,Convide um amigo para entrar no seu clube!
TID_HOMESCREEN_MODE_LOCKED,Obtenha <COUNT> troféus para entrar nessa luta!
TID_GAMEROOMS_PLAYERS_ONLINE,<count> AMIGOS ON-LINE
TID_ARTILLERY_DUDE_SHORT_DESC,DETONADORA
TID_HAMMER_DUDE_SHORT_DESC,TANQUE
TID_HAMMER_DUDE_DESC,"Frank branda seu martelo contra os inimigos, criando uma onda de choque. Seu Super é um golpe tão forte que atordoa os inimigos!"
TID_HAMMER_DUDE_WEAPON,MARTELADA
TID_HAMMER_DUDE_WEAPON_DESC,"Frank leva um tempinho para desferir sua martelada, mas não se assuste com o furor e propagação do impacto!"
TID_HAMMER_DUDE_ULTI,MARTELO DE MARTE
TID_HAMMER_DUDE_ULTI_DESC,O ataque mais forte do Frank cria uma onda de choque que destrói tudo e atordoa temporariamente os inimigos.
TID_SPEC_ABI_STEAL_SOULS2,PILHAGEM
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Frank rouba o poder do Brawler derrotado, aumentando o dano que inflige em <c00cc00><VALUE1>%</c> por <VALUE2> segundos!"
TID_ONLINE_FRIENDS_TITLE,JOGADORES ON-LINE
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Seja a última equipe a sobreviver!
TID_VS_TEAM_SHOWDOWN,Todas as equipes se enfrentando!
TID_FIRST_WIN,FICHA ESTRELA
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Sua equipe é a número 1!
TID_HOMESCREEN_MODE_LOCKED_INFO,Desbloqueie com <count> troféus
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,CAMINHO DE TROFÉUS
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,COLETAR
TID_STAR_POWER_INFO,Poder de estrela: <cde9700><NAME></c>\n<DESC>
TID_STAR_POWERS_TITLE,PODERES DE ESTRELA
TID_ACCESSORIES_TITLE,ACESSÓRIOS
TID_ACCESSORY_TITLE,ACESSÓRIO
TID_ACCESSORIES_INFO,Acessório: <cde9700><NAME></c>\n<DESC>
TID_STAR_POWER_STATUS_1_1,<c00ff00>SELECIONADO</c>
TID_STAR_POWER_STATUS_0_0,Você não tem este poder de estrela.
TID_ACESSORIES_STATUS_0_0,Você não tem este acessório.
TID_STAR_POWERS_PICK,ESCOLHER
TID_LEAGUE_NAME_0,MADEIRA
TID_LEAGUE_NAME_1,BRONZE
TID_LEAGUE_NAME_2,PRATA
TID_LEAGUE_NAME_3,OURO
TID_LEAGUE_NAME_4,DIAMANTE
TID_LEAGUE_NAME_5,MESTRE
TID_LEAGUE_NAME_6,ELITE
TID_LEAGUE_NAME_7,ALL-STAR
TID_SPECIAL_EVENTS,EVENTO DO DIA
TID_SPECIAL_EVENT,Evento especial:
TID_SPECIAL_EVENT_DESC,Confira sempre para jogar o evento do dia!
TID_SPECIAL_EVENTS_MOD,EVENTO ESPECIAL
TID_SPECIAL_EVENT_MOD_DESC,Fique de olho no evento especial do dia!
TID_PLAYING_AGAIN,Jogar de novo <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Jogar de novo
TID_BRAWL_BOX_INFO_TITLE_1,DETALHES DA CAIXA GRANDE
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,Junte 10 fichas estrela para abrir uma Caixa Grande!
TID_KEY_BAR_INFO,A quantidade de <c33a5d7>fichas</c> que você pode obter em batalhas.\n\nAs fichas liberam os patamares do Brawl Pass.
TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT,EVENTO COM DOBRO DE FICHAS\nGanhe o dobro de <c33a5d7>fichas</c> nas batalhas.\n\nAs fichas liberam as recompensas do Brawl Pass.
TID_KEY_BAR_INFO_COIN_SHOWER_EVENT,"EVENTO CHUVA DE MOEDAS\nGanhe <cff8E1b>moedas</c> nas batalhas!\n\nCada ficha conquistada nas batalhas vem com uma moeda extra, inclusive as fichas obtidas com o duplicador de fichas!\n\nUse as moedas para melhorar os Brawlers."
TID_NEW_ONLINE_FRIEND,JOGADOR ON-LINE
TID_NEW_GAME_ROOM,NOVA EQUIPE
TID_KEY_BAR_TITLE,FICHAS DISPONÍVEIS DA BATALHA
TID_PLAYAGAIN_QUIT,SAIR
TID_BATTLE_END_WAITING,Esperando os demais
TID_ERROR_REPLAY_WAITING,Replay pendente
TID_ERROR_REPLAY_NOT_POSSIBLE,Replay indisponível
TID_ERROR_SPECTATE_WAITING,Solicitação para assistir pendente
TID_ERROR_SPECTATE_NOT_POSSIBLE,O jogador não está em batalha agora
TID_BRAWL_TV_STARTING,Carregando BrawlTV...
TID_ERROR_BRAWL_TV_WAITING,BrawlTV em espera
TID_BRAWL_TV_QUIT,BrawlTV nº <NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,Nada na BrawlTV nº <NUM> - alternar
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Próximo em <NUM>s
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Reprodução automática
TID_BRAWL_TV_OFF_RETURN_HOME,Sair da TV
TID_TEAM_POPOVER_YOUR_ROOM,Esta é sua equipe
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,A equipe não está em batalha agora
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Impossível participar. Você já está nesta equipe.
TID_TEAM_AD_JOIN_FAIL_FULL,Não é possível entrar. Equipe lotada.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Ingressos insuficientes. Impossível iniciar a batalha.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,Este evento não permite que se jogue em equipe.
TID_GAME_MODE_UNLOCKED,DESBLOQUEADO
TID_ERROR_SPECTATE_DISABLED,A opção de assistir está indisponível no momento por motivos técnicos.
TID_SPECTATE_FOLLOW,Toque para seguir:
TID_SPECTATE_FOLLOWING,Seguindo:
TID_CONNECTING_WAIT_FOR_SPECTATE,Aguardando para assistir...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,GANHE MAIS RECOMPENSAS!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,GANHE MAIS RECOMPENSAS!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_CANNON_DAMAGE,Dano do canhão
TID_CANNON_HEALTH,Saúde do canhão
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Este jogador tem muitos pedidos de amizade pendentes. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Você já enviou muitos pedidos de amizade. Remova um e tente de novo.
TID_ADD_FRIEND_ERROR_GENERIC,Não foi possível enviar o pedido de amizade. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,O jogador que você tentou adicionar não existe.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Não é possível adicionar a si mesmo como amigo!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Seu amigo tem muitos amigos. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,Você tem amigos demais. Remova alguns se quiser adicionar outros.
TID_HINT_26,Penny inflige um grande dano com seu ataque pulverizador se os alvos estiverem alinhados.
TID_HINT_27,Montar uma equipe antes da partida permite que vocês se planejem e escolham uma boa combinação de Brawlers.
TID_HINT_28,"Jogue batalhas amistosas em eventos de treino, crie competições amistosas e muito mais!"
TID_HINT_29,"Após boas partidas com novos aliados, você pode escolher a opção \qJogar novamente\q para iniciar outra partida com eles."
TID_HINT_30,Batalhas amistosas permitem que você escolha quaisquer eventos e mapas. Os Brawlers também serão melhorados ao máximo!
TID_HINT_31,"Frank precisa parar para realizar seu ataque regular e o Super, possibilitando a fuga dos adversários."
TID_HINT_32,"Os eventos especiais não dão troféus, mas concedem fichas do Brawl Pass."
